Quarter,Time,Down,ToGo,Location,SDG,SFO,Detail,EPB,EPA
1,3:01,1,10,SFO 48,0,7,Colin Kaepernick pass complete short left to Quinton Patton for 5 yards (tackle by Eric Weddle),2.130,2.260
1,2:24,2,5,SDG 47,0,7,Frank Gore left tackle for 12 yards (tackle by Shareece Wright),2.260,3.250
1,1:40,1,10,SDG 35,0,7,Alfonso Smith right tackle for 2 yards (tackle by Marcus Gilchrist),3.250,2.970
1,0:58,2,8,SDG 33,0,7,Colin Kaepernick pass complete short right to Bruce Miller for 12 yards (tackle by Marcus Gilchrist and Kavell Conner),2.970,4.170
1,0:16,1,10,SDG 21,0,7,"Colin Kaepernick pass complete deep left to Anquan Boldin for 21 yards. Penalty on Anquan Boldin: Unsportsmanlike Conduct (Declined), Penalty on Joe Staley: Offensive Holding, 10 yards (no play)",4.170,3.510
1,0:10,1,20,SDG 31,0,7,Colin Kaepernick pass complete short left to Alfonso Smith for 4 yards (tackle by Manti Te'o),3.510,2.820
Quarter,Time,Down,ToGo,Location,SDG,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,16,SDG 27,0,7,"Penalty on Ricardo Mathews: Neutral Zone Infraction, 5 yards (no play)",2.820,3.490
2,15:00,2,11,SDG 22,0,7,Frank Gore up the middle for 8 yards (tackle by Jarret Johnson and Eric Weddle),3.490,3.490
2,14:19,2,11,SDG 22,0,7,Timeout #1 by San Diego Chargers,3.490,4.020
2,14:19,3,3,SDG 14,0,7,Colin Kaepernick for 6 yards,4.020,5.370
2,13:41,1,8,SDG 8,0,13,"Colin Kaepernick pass complete short left to Bruce Ellington for 8 yards, touchdown",5.370,7.000
2,13:41,,,SDG 2,0,14,Phil Dawson kicks extra point good,0.000,0.000
2,13:41,,,SFO 35,0,14,"Phil Dawson kicks off 68 yards, returned by Chris Davis for 23 yards (tackle by Desmond Bishop)",0.000,-0.280
2,13:31,1,10,SDG 20,0,14,Branden Oliver up the middle for 4 yards (tackle by Antoine Bethea),0.280,0.270
2,13:02,2,6,SDG 24,0,14,Philip Rivers pass complete short left to Branden Oliver for 6 yards (tackle by Michael Wilhoite),0.270,0.940
2,12:34,1,10,SDG 30,0,14,Branden Oliver up the middle for 4 yards (tackle by Nick Moody),0.940,0.930
2,12:01,2,6,SDG 34,0,14,Philip Rivers pass incomplete short right intended for Seyi Ajirotutu (defended by Antoine Bethea),0.930,0.230
2,11:57,3,6,SDG 34,0,14,"Philip Rivers pass incomplete deep left intended for Malcom Floyd. Penalty on Chris Culliver: Defensive Holding, 5 yards (no play)",0.230,1.530
2,11:52,1,10,SDG 39,0,14,Branden Oliver left tackle for 2 yards (tackle by Nick Moody and Quinton Dial),1.530,1.260
2,11:08,2,8,SDG 41,0,14,Philip Rivers pass complete short right to Malcom Floyd for 4 yards,1.260,1.090
2,10:30,3,4,SDG 45,0,20,"Philip Rivers pass incomplete short left intended for Antonio Gates is intercepted by Antoine Bethea at SDG-49 and returned for 49 yards, touchdown",1.090,-7.000
2,10:20,,,SDG 2,0,21,Phil Dawson kicks extra point good,0.000,0.000
2,10:20,,,SFO 35,0,21,"Phil Dawson kicks off 68 yards, returned by Chris Davis for 30 yards (tackle by Dontae Johnson). Penalty on Quinton Patton: Unnecessary Roughness (Offsetting), Penalty on Reggie Walker: Unnecessary Roughness (Offsetting)",0.000,-0.740
2,10:14,1,10,SDG 27,0,21,Branden Oliver left guard for 2 yards (tackle by Quinton Dial),0.740,0.470
2,9:49,2,8,SDG 29,0,21,Branden Oliver left tackle for 22 yards (tackle by Antoine Bethea),0.470,2.320
2,9:12,1,10,SFO 49,0,21,Branden Oliver right tackle for no gain (tackle by Michael Wilhoite and Quinton Dial),2.320,1.780
2,8:37,2,10,SFO 49,0,21,Philip Rivers pass complete short right to Antonio Gates for 6 yards (tackle by Antoine Bethea),1.780,1.880
2,7:52,3,4,SFO 43,0,21,Philip Rivers pass complete short right to Antonio Gates for 28 yards (tackle by Dontae Johnson),1.880,4.580
2,7:06,1,10,SFO 15,0,21,Branden Oliver right guard for 1 yard (tackle by Justin Smith),4.580,4.110
2,6:23,2,9,SFO 14,0,21,"Penalty on Trevor Robinson: False Start, 5 yards (no play)",4.110,3.450
2,5:58,2,14,SFO 19,0,21,Philip Rivers pass complete short middle to Eddie Royal for 4 yards (tackle by Michael Wilhoite),3.450,3.100
2,5:15,3,10,SFO 15,6,21,"Philip Rivers pass complete short left to Eddie Royal for 15 yards, touchdown",3.100,7.000
2,5:15,,,SFO 2,7,21,Nick Novak kicks extra point good,0.000,0.000
2,5:15,,,SDG 35,7,21,"Nick Novak kicks off 60 yards, returned by Bruce Ellington for 31 yards (tackle by Shareece Wright)",0.000,-1.330
2,5:00,1,10,SFO 36,7,21,Frank Gore left guard for 4 yards (tackle by Shareece Wright and Kendall Reyes),1.330,1.330
2,4:16,2,6,SFO 40,7,21,Frank Gore up the middle for 5 yards (tackle by Melvin Ingram and Manti Te'o),1.330,1.290
2,3:40,3,1,SFO 45,7,21,Colin Kaepernick pass complete short middle to Anquan Boldin for 20 yards (tackle by Eric Weddle and Manti Te'o),1.290,3.250
2,3:04,1,10,SDG 35,7,21,Frank Gore right guard for 13 yards (tackle by Marcus Gilchrist),3.250,4.110
2,2:21,1,10,SDG 22,7,21,Frank Gore left tackle for 4 yards (tackle by Manti Te'o and Sean Lissemore),4.110,4.130
2,2:00,2,6,SDG 18,7,21,Bruce Ellington right end for 4 yards (tackle by Shareece Wright),4.130,4.150
2,1:55,3,2,SDG 14,7,21,Colin Kaepernick pass complete short right to Anquan Boldin for 11 yards (tackle by Manti Te'o),4.150,6.510
2,1:16,1,3,SDG 3,7,21,Frank Gore up the middle for -3 yards (tackle by Corey Liuget),6.510,6.510
2,0:31,1,3,SDG 3,7,21,Timeout #1 by San Francisco 49ers,6.510,4.950
2,0:31,2,6,SDG 6,7,21,Colin Kaepernick pass incomplete short left intended for Bruce Ellington. Penalty on Anthony Davis: Ineligible Downfield Pass (Declined),4.950,4.040
2,0:27,3,6,SDG 6,7,21,"Colin Kaepernick pass incomplete short left intended for Brandon Lloyd. Penalty on Marcus Gilchrist: Defensive Holding (Declined), Penalty on Melvin Ingram: Unnecessary Roughness, 3 yards (no play)",4.040,6.510
2,0:21,1,3,SDG 3,7,21,Colin Kaepernick pass incomplete short left intended for Bruce Ellington,6.510,5.530
2,0:18,2,3,SDG 3,7,21,Frank Gore up the middle for no gain (tackle by Jeremiah Attaochu),5.530,5.530
2,0:14,2,3,SDG 3,7,21,Timeout #2 by San Francisco 49ers,5.530,4.720
2,0:14,3,3,SDG 3,7,21,"Colin Kaepernick pass incomplete short middle intended for Anquan Boldin (defended by Manti Te'o). Penalty on Jeremiah Attaochu: Defensive Offside, 2 yards (no play)",4.720,5.170
2,0:11,3,1,SDG 1,7,27,"Bruce Ellington right end for 1 yard, touchdown. Penalty on SFO: Unsportsmanlike Conduct, 15 yards",5.170,7.000
2,0:11,,,SDG 2,7,28,Phil Dawson kicks extra point good,0.000,0.000
2,0:11,,,SFO 20,7,28,"Phil Dawson kicks off 69 yards, returned by Chris Davis for 35 yards (tackle by Dontae Johnson)",0.000,0.280
Quarter,Time,Down,ToGo,Location,SDG,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,7,28,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,7,28,Philip Rivers pass incomplete deep right intended for Branden Oliver,0.280,-0.270
3,14:57,2,10,SDG 20,7,28,Philip Rivers pass complete short left to Eddie Royal for no gain,-0.270,-0.960
3,14:09,3,10,SDG 20,7,28,Philip Rivers pass incomplete short right intended for Ronnie Brown (defended by Perrish Cox),-0.960,-2.030
3,14:03,4,10,SDG 20,7,28,"Mat McBriar punts 50 yards, returned by Bruce Ellington for 23 yards (tackle by John Phillips)",-2.030,-2.460
3,13:51,1,10,SDG 47,7,28,Frank Gore up the middle for 1 yard (tackle by Melvin Ingram),2.460,2.050
3,13:19,2,9,SDG 46,7,28,Colin Kaepernick pass incomplete deep right intended for Quinton Patton,2.050,1.350
3,13:11,3,9,SDG 46,7,28,Colin Kaepernick pass complete short left to Anquan Boldin for 7 yards (tackle by Marcus Gilchrist),1.350,0.660
3,12:40,4,2,SDG 39,7,28,Colin Kaepernick sacked by Manti Te'o for -2 yards,0.660,-1.660
3,12:32,1,10,SDG 41,7,28,Branden Oliver left guard for 1 yard (tackle by Tony Jerod-Eddie),1.660,1.260
3,11:56,2,9,SDG 42,7,28,Branden Oliver left guard for 4 yards (tackle by Nick Moody and Tony Jerod-Eddie),1.260,1.090
3,11:14,3,5,SDG 46,7,28,"Philip Rivers pass complete short right to Eddie Royal for -1 yards (tackle by Dontae Johnson). Penalty on Eddie Royal: Delay of Game, 5 yards",1.090,-0.720
3,10:56,4,11,SDG 40,7,28,"Mat McBriar punts 40 yards, returned by Bruce Ellington for 1 yard (tackle by Eric Weddle). Penalty on Phillip Tanner: Illegal Block Above the Waist (Declined), Penalty on L.J. McCray: Illegal Block Above the Waist, 10 yards",-0.720,0.370
3,10:52,1,10,SFO 11,7,28,Colin Kaepernick pass complete short right to Anquan Boldin for 2 yards (tackle by Brandon Flowers),-0.370,-0.630
3,10:11,2,8,SFO 13,7,28,Frank Gore left guard for no gain (tackle by Manti Te'o),-0.630,-1.190
3,9:27,3,8,SFO 13,7,28,Colin Kaepernick pass incomplete short right intended for Quinton Patton,-1.190,-2.490
3,9:24,4,8,SFO 13,7,28,"Andy Lee punts 46 yards, fair catch by Eddie Royal",-2.490,-1.660
3,9:15,1,10,SDG 41,7,28,Philip Rivers pass complete short right to Donald Brown for 4 yards (tackle by Antoine Bethea),1.660,1.660
3,8:41,2,6,SDG 45,7,28,Philip Rivers pass complete deep left to Malcom Floyd for 25 yards (tackle by Chris Culliver),1.660,3.580
3,8:04,1,10,SFO 30,7,28,Philip Rivers pass complete short right to Dontrelle Inman for 5 yards (tackle by Perrish Cox),3.580,3.710
3,7:26,2,5,SFO 25,7,28,Philip Rivers pass incomplete deep left intended for Malcom Floyd,3.710,3.010
3,7:20,3,5,SFO 25,7,28,Philip Rivers pass incomplete short middle intended for Malcom Floyd (defended by Chris Culliver),3.010,1.850
3,7:15,4,5,SFO 25,7,28,Philip Rivers pass complete short left to Eddie Royal for 20 yards (tackle by Chris Culliver),1.850,6.060
3,6:54,1,5,SFO 5,7,28,Donald Brown right guard for 4 yards (tackle by Tank Carradine),6.060,6.060
3,6:30,1,5,SFO 5,7,28,Timeout #1 by San Francisco 49ers,6.060,5.910
3,6:30,2,1,SFO 1,7,28,Branden Oliver up the middle for no gain (tackle by Quinton Dial),5.910,5.170
3,5:54,3,1,SFO 1,13,28,"Philip Rivers pass complete short left to Antonio Gates for 1 yard, touchdown",5.170,7.000
3,5:54,,,SFO 2,14,28,Nick Novak kicks extra point good,0.000,0.000
3,5:54,,,SDG 35,14,28,"Nick Novak kicks off 62 yards, returned by Bruce Ellington for 19 yards (tackle by Seyi Ajirotutu)",0.000,-0.410
3,5:44,1,10,SFO 22,14,28,Frank Gore right tackle for 2 yards (tackle by Manti Te'o and Tenny Palepoi),0.410,0.140
3,5:06,2,8,SFO 24,14,28,"Colin Kaepernick pass incomplete short left intended for Quinton Patton. Penalty on Steve Williams: Defensive Pass Interference, 8 yards (no play)",0.140,1.070
3,5:01,1,10,SFO 32,14,28,Frank Gore right guard for no gain (tackle by Manti Te'o),1.070,0.530
3,4:34,2,10,SFO 32,14,28,Colin Kaepernick pass complete short left to Alfonso Smith for 5 yards (tackle by Melvin Ingram),0.530,0.500
3,3:48,3,5,SFO 37,14,28,"Colin Kaepernick pass complete deep left to Vernon Davis for 63 yards. Penalty on Anthony Davis: Illegal Formation (Declined), Penalty on Frank Gore: Chop Block, 15 yards (no play)",0.500,-1.480
3,3:35,3,20,SFO 22,20,28,"Colin Kaepernick sacked by Ricardo Mathews and Dwight Freeney for -14 yards. Colin Kaepernick fumbles (forced by Ricardo Mathews), recovered by Corey Liuget at SFO-0, touchdown. Penalty on Joe Staley: Illegal Formation (Declined), Penalty on Joe Staley: Unsportsmanlike Conduct, 15 yards",-1.480,-7.000
3,3:26,,,SFO 2,21,28,Nick Novak kicks extra point good,0.000,0.000
3,3:26,,,SFO 22,21,28,--,0.000,0.380
3,3:22,1,10,SFO 6,21,28,Frank Gore up the middle for 4 yards (tackle by Kavell Conner),-0.380,-0.490
3,2:40,2,6,SFO 10,21,34,"Colin Kaepernick right end for 90 yards, touchdown. Penalty on Marcus Gilchrist: Illegal Contact (Declined)",-0.490,7.000
3,2:40,,,SDG 2,21,35,Phil Dawson kicks extra point good,0.000,0.000
3,2:40,,,SFO 35,21,35,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
3,2:26,1,10,SDG 20,21,35,Philip Rivers pass complete short left to Branden Oliver for 12 yards (tackle by Michael Wilhoite),0.280,1.070
3,1:50,1,10,SDG 32,21,35,Philip Rivers pass incomplete short right intended for Branden Oliver,1.070,0.530
3,1:43,2,10,SDG 32,21,35,Philip Rivers pass complete short right to Dontrelle Inman for 19 yards (tackle by Perrish Cox),0.530,2.320
3,1:05,1,10,SFO 49,21,35,Philip Rivers pass incomplete deep left intended for Dontrelle Inman is intercepted by Chris Culliver at SFO-29 and returned for 24 yards,2.320,-2.460
3,0:53,1,10,SDG 47,21,35,Frank Gore right guard for no gain (tackle by Kendall Reyes),2.460,1.910
3,0:16,2,10,SDG 47,21,35,Frank Gore left guard for 3 yards (tackle by Kavell Conner),1.910,1.620
Quarter,Time,Down,ToGo,Location,SDG,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,SDG 44,21,35,Colin Kaepernick pass incomplete short left intended for Quinton Patton (defended by Steve Williams). Penalty on Joe Staley: Illegal Formation (Declined),1.620,0.330
4,14:54,4,7,SDG 44,21,35,"Andy Lee punts 33 yards, fair catch by Eddie Royal",0.330,0.370
4,14:48,1,10,SDG 11,21,35,"Philip Rivers pass incomplete short left intended for Dontrelle Inman. Penalty on Chris Culliver: Defensive Pass Interference, 12 yards (no play)",-0.370,0.480
4,14:44,1,10,SDG 23,21,35,Philip Rivers pass complete deep left to Eddie Royal for 18 yards (tackle by Craig Dahl),0.480,1.660
4,14:13,1,10,SDG 41,21,35,Donald Brown up the middle for 1 yard (tackle by Quinton Dial),1.660,1.260
4,13:30,2,9,SDG 42,21,35,Philip Rivers pass incomplete short right intended for Donald Brown,1.260,0.560
4,13:26,3,9,SDG 42,21,35,Philip Rivers pass incomplete deep left intended for Donald Brown,0.560,-0.590
4,13:16,4,9,SDG 42,21,35,"Mat McBriar punts 58 yards, touchback",-0.590,-0.280
4,13:10,1,10,SFO 20,21,35,Frank Gore up the middle for 2 yards (tackle by Corey Liuget),0.280,0.000
4,12:36,2,8,SFO 22,21,35,Alfonso Smith left end for 12 yards (tackle by Eric Weddle),0.000,1.200
4,11:55,1,10,SFO 34,21,35,Colin Kaepernick pass complete short left to Quinton Patton for 4 yards (tackle by Steve Williams),1.200,1.200
4,11:14,2,6,SFO 38,21,35,Frank Gore left tackle for 11 yards (tackle by Brandon Flowers),1.200,1.200
4,10:27,2,6,SFO 38,21,35,Timeout #2 by San Francisco 49ers,1.200,2.190
4,10:26,1,10,SFO 49,21,35,Colin Kaepernick pass incomplete short right intended for Anquan Boldin (defended by Steve Williams),2.190,1.650
4,10:22,2,10,SFO 49,21,35,Frank Gore up the middle for 1 yard (tackle by Eric Weddle),1.650,1.090
4,9:40,3,9,,21,35,Colin Kaepernick right end for 3 yards (tackle by Brandon Flowers),1.090,0.130
4,9:03,4,6,SDG 47,21,35,"Andy Lee punts 32 yards, fair catch by Eddie Royal",0.130,0.220
4,8:55,1,10,SDG 15,21,35,Philip Rivers pass complete short right to Dontrelle Inman for 6 yards (tackle by Perrish Cox),-0.220,0.210
4,8:27,2,4,SDG 21,21,35,Philip Rivers pass incomplete deep right intended for Malcom Floyd (defended by Perrish Cox),0.210,-0.630
4,8:21,3,4,SDG 21,21,35,Philip Rivers pass complete deep right to Antonio Gates for 21 yards (tackle by Dontae Johnson),-0.630,1.730
4,7:45,1,10,SDG 42,21,35,Philip Rivers pass incomplete deep right intended for Dontrelle Inman,1.730,1.190
4,7:40,2,10,SDG 42,21,35,Philip Rivers pass complete deep right to Dontrelle Inman for 19 yards (tackle by Marcus Cromartie),1.190,2.980
4,7:00,1,10,SFO 39,21,35,Philip Rivers pass complete short right to Dontrelle Inman for 7 yards (tackle by Marcus Cromartie),2.980,3.390
4,6:31,2,3,SFO 32,21,35,Philip Rivers pass incomplete deep middle intended for Eddie Royal,3.390,2.680
4,6:25,3,3,SFO 32,21,35,Philip Rivers pass complete short right to Dontrelle Inman for 6 yards (tackle by Marcus Cromartie),2.680,3.840
4,5:52,1,10,SFO 26,21,35,"Philip Rivers pass complete short left to Donald Brown for 4 yards (tackle by Nick Moody). Penalty on Marcus Cromartie: Illegal Contact, 5 yards (no play)",3.840,4.170
4,5:21,1,10,SFO 21,27,35,"Philip Rivers pass complete deep right to Antonio Gates for 21 yards, touchdown",4.170,7.000
4,5:21,,,SFO 2,28,35,Nick Novak kicks extra point good,0.000,0.000
4,5:21,,,SDG 35,28,35,"Nick Novak kicks off 67 yards, returned by Perrish Cox for 57 yards (tackle by Steve Williams)",0.000,-2.590
4,5:06,1,10,SDG 45,28,35,Frank Gore left tackle for 3 yards (tackle by Sean Lissemore),2.590,2.450
4,4:23,2,7,SDG 42,28,35,Frank Gore right guard for 2 yards (tackle by Sean Lissemore),2.450,2.010
4,3:43,3,5,SDG 40,28,35,Colin Kaepernick left end for -1 yards (tackle by Marcus Gilchrist),2.010,0.530
4,3:38,4,6,SDG 41,28,35,Penalty on Andy Lee: Delay of Game (Declined),0.530,0.530
4,3:34,4,6,SDG 41,28,35,"Andy Lee punts 41 yards, touchback",0.530,-0.280
4,3:30,1,10,SDG 20,28,35,"Philip Rivers pass incomplete short left intended for Antonio Gates. Penalty on Corey Lemonier: Defensive Offside, 5 yards (no play)",0.280,1.010
4,3:26,1,5,SDG 25,28,35,Philip Rivers pass incomplete short left intended for Antonio Gates,1.010,0.410
4,3:21,2,5,SDG 25,28,35,Philip Rivers pass complete short left to Malcom Floyd for 10 yards (tackle by Perrish Cox),0.410,1.270
4,2:47,1,10,SDG 35,28,35,Philip Rivers pass complete short left to Ronnie Brown for 9 yards (tackle by Alfonso Smith),1.270,1.940
4,2:22,2,1,SDG 44,28,35,Ronnie Brown left guard for 11 yards (tackle by Nick Moody),1.940,2.590
4,2:00,1,10,SFO 45,28,35,Philip Rivers pass incomplete short right intended for Malcom Floyd,2.590,2.040
4,1:56,2,10,SFO 45,28,35,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Michael Wilhoite),2.040,2.040
4,1:43,2,10,SFO 45,28,35,Timeout #3 by San Francisco 49ers,2.040,2.410
4,1:43,3,2,SFO 37,28,35,"Philip Rivers sacked by Dan Skuta for -5 yards. Philip Rivers fumbles (forced by Dan Skuta), recovered by Chad Rinehart at SFO-43",2.410,2.410
4,1:35,3,2,SFO 37,28,35,Timeout #1 by San Diego Chargers,2.410,0.400
4,1:35,4,8,SFO 43,28,35,Philip Rivers pass complete deep left to Eddie Royal for 17 yards (tackle by Antoine Bethea),0.400,3.840
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:07,1,10,SFO 26,28,35,Philip Rivers pass incomplete short right intended for Ronnie Brown,3.840,3.300
4,1:04,2,10,SFO 26,28,35,Philip Rivers pass incomplete deep middle intended for Eddie Royal,3.300,2.610
4,0:59,3,10,SFO 26,28,35,Philip Rivers pass incomplete deep left intended for Malcom Floyd,2.610,1.740
4,0:54,4,10,SFO 26,28,35,Philip Rivers pass complete short right to Dontrelle Inman for 17 yards (tackle by Craig Dahl and Dontae Johnson),1.740,1.740
4,0:42,4,10,SFO 26,28,35,Timeout #2 by San Diego Chargers,1.740,5.140
4,0:42,1,9,SFO 9,28,35,Philip Rivers sacked by Quinton Dial for -2 yards,5.140,5.140
4,0:32,1,9,SFO 9,28,35,Timeout #3 by San Diego Chargers,5.140,4.020
4,0:32,2,11,SFO 11,34,35,"Philip Rivers pass complete short right to Malcom Floyd for 11 yards, touchdown. Penalty on Nick Moody: Defensive Holding (Declined)",4.020,7.000
4,0:32,,,SFO 2,35,35,Nick Novak kicks extra point good,0.000,0.000
4,0:32,,,SDG 35,35,35,"Nick Novak kicks off 45 yards, returned by Chase Thomas for 8 yards",0.000,-0.810
4,0:26,1,10,SFO 28,35,35,Colin Kaepernick pass complete short left to Anquan Boldin for 6 yards (tackle by Steve Williams),0.810,1.070
4,0:20,2,4,SFO 34,35,35,Colin Kaepernick pass incomplete short left intended for Quinton Patton,1.070,0.370
4,0:16,3,4,SFO 34,35,35,Colin Kaepernick for 20 yards,0.370,2.520
4,0:09,1,10,SDG 46,35,35,Colin Kaepernick pass incomplete short left intended for Anquan Boldin,2.520,1.980
4,0:06,2,10,SDG 46,35,35,Colin Kaepernick pass complete short left to Anquan Boldin for 4 yards,1.980,1.820
4,0:02,3,6,SDG 42,35,35,Phil Dawson 60 yard field goal no good,1.820,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SDG,SFO,Detail,EPB,EPA
,,,,,,,"49ers won the coin toss, 49ers to receive the overtime kickoff.",,
OT,15:00,,,SDG 35,35,35,"Nick Novak kicks off 59 yards, returned by Quinton Patton for 24 yards (tackle by John Phillips)",0.000,0.940
OT,14:54,1,10,SFO 30,35,35,Colin Kaepernick pass complete short left to Michael Crabtree for 5 yards (tackle by Steve Williams),0.940,1.070
OT,14:16,2,5,SFO 35,35,35,"Quinton Patton left end for 20 yards (tackle by Eric Weddle). Quinton Patton fumbles (forced by Eric Weddle), recovered by Sean Lissemore at SDG-38",1.070,-1.470
OT,14:06,1,10,SDG 38,35,35,Philip Rivers pass complete short right to Antonio Gates for 7 yards (tackle by Michael Wilhoite),1.470,1.870
OT,13:35,2,3,SDG 45,35,35,Philip Rivers pass complete short left to Eddie Royal for 11 yards (tackle by Craig Dahl),1.870,2.650
OT,12:53,1,10,SFO 44,35,35,Ronnie Brown up the middle for 9 yards (tackle by Chris Culliver),2.650,3.330
OT,12:30,2,1,SFO 35,35,35,Ronnie Brown up the middle for 4 yards (tackle by Antoine Bethea),3.330,3.510
OT,12:05,1,10,SFO 31,35,35,Ronnie Brown up the middle for 4 yards (tackle by Antoine Bethea),3.510,3.510
OT,11:42,2,6,SFO 27,35,35,Ronnie Brown up the middle for 4 yards (tackle by Michael Wilhoite),3.510,3.510
OT,11:21,2,6,SFO 27,35,35,Timeout #1 by San Francisco 49ers,3.510,3.340
OT,11:21,3,2,SFO 23,35,35,Ronnie Brown up the middle for 2 yards (tackle by Michael Wilhoite),3.340,4.170
OT,10:56,1,10,SFO 21,35,35,Ronnie Brown up the middle for -1 yards (tackle by Justin Smith and Antoine Bethea),4.170,4.170
OT,10:11,1,10,SFO 21,35,35,Timeout #1 by San Diego Chargers,4.170,4.170
OT,10:11,1,10,SFO 21,35,35,Timeout #2 by San Francisco 49ers,4.170,3.490
