Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
2,0:20,3,10,DEN 27,10,7,Michael Pittman up the middle for 2 yards (tackle by Reggie Hayward and Quentin Groves),-0.490,-1.440
2,0:14,,,,10,7,Timeout #3 by Jacksonville Jaguars,0.000,-1.440
2,0:14,4,8,DEN 29,10,7,"Brett Kern punts 52 yards, returned by Dennis Northcutt for 1 yard (tackle by Andre Hall)",-1.440,-0.280
2,0:04,1,10,JAX 20,10,7,David Garrard kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,10,7,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,10,7,David Garrard pass complete short left to Matt Jones for 7 yards,0.280,0.680
3,14:33,2,3,JAX 27,10,7,David Garrard pass complete deep left to Marcedes Lewis for 27 yards (tackle by Marlon McCree),0.680,2.520
3,13:56,,,,10,7,Timeout #1 by Jacksonville Jaguars,0.000,2.520
3,13:56,1,10,DEN 46,16,7,"Maurice Jones-Drew up the middle for 46 yards, touchdown",2.520,7.000
3,,,,DEN 2,17,7,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,17,7,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,13:47,1,10,DEN 20,17,7,Michael Pittman left guard for 5 yards (tackle by John Henderson),0.280,0.410
3,13:14,2,5,DEN 25,17,7,Jay Cutler pass incomplete short right intended for Darrell Jackson,0.410,-0.300
3,13:10,3,5,DEN 25,17,7,Jay Cutler pass complete short right to Glenn Martinez for 9 yards (tackle by Brian Williams),-0.300,1.200
3,12:38,1,10,DEN 34,17,7,Michael Pittman right tackle for 1 yard (tackle by Jimmy Kennedy),1.200,0.790
3,12:09,2,9,DEN 35,17,7,Michael Pittman left tackle for -2 yards (tackle by Jimmy Kennedy),0.790,-0.160
3,11:26,3,11,DEN 33,17,7,Jay Cutler left end for 12 yards (tackle by Brian Williams),-0.160,1.930
3,10:42,1,10,DEN 45,17,7,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by Mike Peterson),1.930,2.600
3,10:06,2,1,JAX 46,17,7,Jay Cutler pass incomplete short right intended for Darrell Jackson,2.600,1.880
3,10:02,3,1,JAX 46,17,7,Michael Pittman right end for 20 yards (tackle by Justin Durant),1.880,3.840
3,9:35,1,10,JAX 26,17,7,Jay Cutler pass incomplete deep left intended for Nate Jackson,3.840,3.300
3,9:29,2,10,JAX 26,17,7,Jay Cutler pass complete short middle to Darrell Jackson for 5 yards (tackle by Mike Peterson),3.300,3.270
3,8:50,3,5,JAX 21,17,7,Jay Cutler pass incomplete short left intended for Glenn Martinez (defended by Brian Williams),3.270,2.110
3,8:45,4,5,JAX 21,17,10,Matt Prater 39 yard field goal good,2.110,3.000
3,,,,DEN 30,17,10,"Matt Prater kicks off 75 yards, returned by Troy Williamson for 26 yards (tackle by Niko Koutouvides)",0.000,0.340
3,8:35,1,10,JAX 21,17,10,David Garrard pass complete short right to Maurice Jones-Drew for 12 yards (tackle by Boss Bailey),0.340,1.140
3,7:51,1,10,JAX 33,17,10,David Garrard pass incomplete deep left intended for Matt Jones,1.140,0.590
3,7:45,2,10,JAX 33,17,10,Maurice Jones-Drew left end for -7 yards (tackle by Champ Bailey),0.590,-1.020
3,7:00,3,17,JAX 26,17,10,"David Garrard for 4 yards. Penalty on Dre' Bly: Illegal Contact, 5 yards",-1.020,1.270
3,6:33,1,10,JAX 35,17,10,David Garrard pass complete deep right to Greg Estandia for 19 yards (tackle by Marlon McCree),1.270,2.520
3,5:51,1,10,DEN 46,17,10,Maurice Jones-Drew right tackle for 2 yards (tackle by Nate Webster),2.520,2.250
3,5:12,2,8,DEN 44,17,10,David Garrard pass complete short middle to Matt Jones for 9 yards (tackle by Boss Bailey),2.250,3.250
3,4:33,1,10,DEN 35,17,10,Maurice Jones-Drew up the middle for 5 yards (tackle by Marquand Manuel),3.250,3.380
3,3:56,2,5,DEN 30,23,10,"David Garrard pass complete deep middle to Marcedes Lewis for 30 yards, touchdown",3.380,7.000
3,,,,DEN 2,24,10,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,24,10,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,3:48,1,10,DEN 20,24,10,"Jay Cutler pass complete short right to Michael Pittman for 2 yards (tackle by Mike Peterson). Penalty on Brandon Marshall: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
3,3:27,1,20,DEN 10,24,10,Jay Cutler pass complete short left to Brandon Marshall for 14 yards (tackle by Rashean Mathis),-0.760,0.270
3,2:48,2,6,DEN 24,24,10,Jay Cutler pass complete short right to Darrell Jackson for 11 yards (tackle by Justin Durant),0.270,1.270
3,2:11,1,10,DEN 35,24,10,Jay Cutler pass incomplete deep right intended for Brandon Marshall,1.270,0.720
3,2:06,2,10,DEN 35,24,10,Michael Pittman left end for 7 yards (tackle by Drayton Florence),0.720,0.960
3,1:35,3,3,DEN 42,24,10,"Jay Cutler pass incomplete short middle intended for Brandon Marshall (defended by Rashean Mathis). Penalty on Quentin Groves: Defensive Offside, 5 yards (no play)",0.960,2.060
3,1:30,1,10,DEN 47,24,10,Jay Cutler pass complete short right to Brandon Marshall for -9 yards (tackle by Justin Durant),2.060,0.300
3,0:42,2,19,DEN 38,24,10,Jay Cutler pass complete short left to Glenn Martinez for 11 yards (tackle by Pierson Prioleau),0.300,1.090
3,0:05,3,8,DEN 49,24,10,Jay Cutler pass incomplete deep right intended for Brandon Marshall,1.090,-0.130
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,8,DEN 49,24,10,"Brett Kern punts 51 yards, touchback",-0.130,-0.280
4,14:52,1,10,JAX 20,24,10,Maurice Jones-Drew left end for 2 yards (tackle by Nate Webster),0.280,0.000
4,14:12,2,8,JAX 22,24,10,David Garrard pass complete short left to Matt Jones for 14 yards (tackle by Dre' Bly),0.000,1.330
4,13:57,1,10,JAX 36,24,10,David Garrard pass complete short right to Greg Jones for 2 yards (tackle by D.J. Williams),1.330,1.060
4,13:08,2,8,JAX 38,24,10,Maurice Jones-Drew up the middle for 2 yards (tackle by Nate Webster and Marcus Thomas),1.060,0.630
4,12:26,3,6,JAX 40,24,10,David Garrard pass incomplete deep left intended for Matt Jones (defended by Dre' Bly),0.630,-0.720
4,12:21,4,6,JAX 40,24,10,Adam Podlesh punts 32 yards,-0.720,-0.810
4,12:15,1,10,DEN 28,24,10,Jay Cutler pass incomplete deep middle intended for Brandon Marshall (defended by Brian Williams),0.810,0.260
4,12:09,2,10,DEN 28,24,10,Michael Pittman up the middle for 2 yards (tackle by Tony McDaniel),0.260,-0.160
4,11:33,3,8,DEN 30,24,10,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Reggie Hayward),-0.160,-1.370
4,11:28,4,8,DEN 30,24,10,"Brett Kern punts 47 yards, returned by Dennis Northcutt for 9 yards (tackle by Mike Leach)",-1.370,-1.070
4,11:17,1,10,JAX 32,24,10,David Garrard pass incomplete short right intended for Fred Taylor,1.070,0.530
4,11:11,2,10,JAX 32,24,10,David Garrard pass incomplete short left intended for Fred Taylor,0.530,-0.160
4,11:04,3,10,JAX 32,24,10,David Garrard sacked by Nate Webster for -8 yards,-0.160,-1.770
4,10:34,4,18,JAX 24,24,10,"Penalty on Richard Angulo: False Start, 5 yards (no play)",-1.770,-2.140
4,10:24,4,23,JAX 19,24,10,"Adam Podlesh punts 45 yards, returned by Glenn Martinez for 27 yards (tackle by Adam Podlesh)",-2.140,-3.120
4,10:10,1,10,JAX 37,24,10,"Jay Cutler pass incomplete deep left intended for Darrell Jackson. Penalty on Drayton Florence: Illegal Contact, 5 yards (no play)",3.120,3.450
4,10:03,1,10,JAX 32,24,10,Jay Cutler pass complete short middle to Brandon Marshall for 21 yards (tackle by Daryl Smith),3.450,4.840
4,9:28,1,10,JAX 11,24,10,Jay Cutler pass incomplete short right intended for Brandon Marshall,4.840,4.140
4,9:25,2,10,JAX 11,24,16,"Jay Cutler pass complete short left to Daniel Graham for 11 yards, touchdown",4.140,7.000
4,,,,JAX 2,24,17,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,24,17,"Matt Prater kicks off 65 yards, returned by Troy Williamson for 22 yards (tackle by Peyton Hillis)",0.000,0.740
4,9:13,1,10,JAX 27,24,17,Maurice Jones-Drew up the middle for 7 yards (tackle by Dewayne Robertson and Marquand Manuel),0.740,1.140
4,8:31,2,3,JAX 34,24,17,Maurice Jones-Drew up the middle for 7 yards (tackle by Marquand Manuel),1.140,1.660
4,7:52,1,10,JAX 41,24,17,David Garrard left end for 1 yard (tackle by Nate Webster),1.660,1.260
4,7:11,2,9,JAX 42,24,17,David Garrard pass incomplete short left intended for Matt Jones (defended by Dre' Bly),1.260,0.560
4,7:07,3,9,JAX 42,24,17,David Garrard pass incomplete short right intended for Dennis Northcutt (defended by Marlon McCree),0.560,-0.590
4,7:00,4,9,JAX 42,24,17,"Adam Podlesh punts 37 yards, returned by Glenn Martinez for 10 yards (tackle by Pierson Prioleau)",-0.590,-1.000
4,6:50,1,10,DEN 31,24,17,Michael Pittman right tackle for 4 yards (tackle by Mike Peterson and Tony McDaniel),1.000,1.000
4,6:07,2,6,DEN 35,24,17,Jay Cutler pass incomplete short middle intended for Brandon Marshall (defended by Daryl Smith),1.000,0.300
4,6:03,3,6,DEN 35,24,17,Jay Cutler pass incomplete short middle intended for Brandon Marshall,0.300,-1.040
4,5:57,4,6,DEN 35,24,17,"Brett Kern punts 42 yards, returned by Dennis Northcutt for 4 yards (tackle by Niko Koutouvides)",-1.040,-0.740
4,5:46,1,10,JAX 27,24,17,Maurice Jones-Drew up the middle for no gain (tackle by Champ Bailey),0.740,0.200
4,5:04,2,10,JAX 27,24,17,David Garrard pass complete short left to Reggie Williams for 8 yards (tackle by Marlon McCree),0.200,0.560
4,4:58,3,2,JAX 35,24,17,David Garrard up the middle for 4 yards (tackle by Marlon McCree),0.560,1.530
4,4:48,,,,24,17,Timeout #1 by Denver Broncos,0.000,1.530
4,4:48,1,10,JAX 39,24,17,Maurice Jones-Drew right guard for 2 yards (tackle by D.J. Williams and Nate Webster),1.530,1.260
4,4:39,,,,24,17,Timeout #2 by Denver Broncos,0.000,1.260
4,4:39,2,8,JAX 41,24,17,"David Garrard pass incomplete deep left intended for Greg Estandia. Penalty on Marlon McCree: Defensive Pass Interference, 27 yards (no play)",1.260,3.450
4,4:33,1,10,DEN 32,24,17,Maurice Jones-Drew up the middle for 4 yards (tackle by Marquand Manuel),3.450,3.440
4,3:53,2,6,DEN 28,24,17,Maurice Jones-Drew up the middle for 2 yards (tackle by Elvis Dumervil and Nate Webster),3.440,3.010
4,3:08,3,4,DEN 26,24,17,Maurice Jones-Drew up the middle for 6 yards (tackle by Marlon McCree),3.010,4.240
4,2:58,,,,24,17,Timeout #3 by Denver Broncos,0.000,4.240
4,2:58,1,10,DEN 20,24,17,Fred Taylor up the middle for 4 yards (tackle by Dewayne Robertson),4.240,4.280
4,2:14,2,6,DEN 16,24,17,Fred Taylor left guard for 6 yards (tackle by Jamie Winborn and Marcus Thomas),4.280,4.910
4,2:00,1,10,DEN 10,24,17,David Garrard kneels for -1 yards,4.910,4.020
4,1:20,2,11,DEN 11,24,17,David Garrard kneels for -1 yards,4.020,3.100
4,0:39,3,12,DEN 12,24,17,David Garrard kneels for -1 yards,3.100,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
