#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:36,IND 47,10,5:32,30,Field Goal
2,1,1:58,CLE 26,16,9:23,66,Field Goal
3,2,1:04,CLE 1,3,1:01,4,Punt
4,3,15:00,CLE 23,3,1:32,3,Punt
5,3,13:21,IND 49,7,3:26,32,Missed FG
6,3,4:07,CLE 37,6,3:03,17,Punt
7,4,12:44,CLE 31,6,2:59,6,Fumble
8,4,9:45,CLE 10,9,4:13,30,Punt
9,4,1:50,CLE 30,7,1:05,5,Interception
