Quarter,Time,Down,ToGo,Location,DET,MIA,Detail,EPB,EPA
1,7:03,1,10,MIA 24,0,0,"Jay Fiedler pass incomplete intended for Chris Chambers. Penalty on Eric Davis: Defensive Pass Interference, 28 yards (no play)",0.540,2.390
1,6:55,1,10,DET 48,0,0,"Jay Fiedler pass incomplete intended for Chris Chambers. Penalty on Kelvin Pritchett: Defensive Offside, 5 yards (no play)",2.390,3.120
1,6:48,1,5,DET 43,0,0,Jay Fiedler right tackle for 4 yards (tackle by Kelvin Pritchett),3.120,3.060
1,6:07,2,1,DET 39,0,0,Ricky Williams right tackle for 2 yards (tackle by Kelvin Pritchett and Robert Porcher),3.060,3.120
1,5:24,1,10,DET 37,0,0,Ricky Williams right tackle for 2 yards (tackle by Shaun Rogers),3.120,2.840
1,4:39,2,8,DET 35,0,0,Jay Fiedler pass complete to Rob Konrad for 19 yards,2.840,4.510
1,4:06,1,10,DET 16,0,0,Jay Fiedler pass complete to Chris Chambers for 7 yards,4.510,5.160
1,3:30,1,10,DET 16,,,Timeout #2 by Miami Dolphins,4.510,5.160
1,3:30,2,3,DET 9,0,0,"Jay Fiedler pass complete to Rob Konrad for 8 yards. Rob Konrad fumbles, ball out of bounds at DET-1",5.160,6.970
1,3:13,1,1,DET 1,0,6,"Ricky Williams middle for 1 yard, touchdown",6.970,7.000
1,3:13,,,DET 1,0,7,Olindo Mare kicks extra point good,0.000,0.000
1,3:13,,,MIA 30,0,7,"Olindo Mare kicks off 56 yards, returned by Desmond Howard for 20 yards (tackle by Olindo Mare)",0.000,1.200
1,3:00,1,10,DET 34,0,7,Lamont Warren right guard for 1 yard (tackle by Jason Taylor and Zach Thomas),1.200,0.790
1,2:24,2,9,DET 35,0,7,Mike McMahon pass complete to Mikhael Ricks for 8 yards (tackle by Brock Marion),0.790,1.160
1,1:45,3,1,DET 43,0,7,Mike McMahon sacked by Jason Taylor and Jermaine Haley for -7 yards,1.160,-0.980
1,1:20,4,8,DET 36,0,7,"John Jett punts 47 yards, returned by Albert Johnson for 12 yards (tackle by Jimmy Wyrick). Albert Johnson fumbles (forced by Jimmy Wyrick), recovered by Arturo Freeman at MIA-32",-0.980,-1.070
1,1:05,1,10,MIA 32,0,7,Ricky Williams right end for 10 yards (tackle by Corey Harris),1.070,1.730
1,0:20,1,10,MIA 42,0,7,Jay Fiedler pass incomplete intended for Oronde Gadsden (defended by Barrett Green),1.730,1.190
1,0:15,2,10,MIA 42,0,7,Ricky Williams right end for 8 yards,1.190,1.550
Quarter,Time,Down,ToGo,Location,DET,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,DET 50,0,7,Jay Fiedler pass incomplete intended for Oronde Gadsden (defended by Eric Davis),1.550,-0.060
2,14:56,4,2,DET 50,0,13,"Mark Royals punts no gain, muffed catch by Chris Cash, recovered by Trent Gamble and returned for no gain, touchdown",-0.060,7.000
2,14:46,,,DET 50,0,14,Olindo Mare kicks extra point good,0.000,0.000
2,14:46,,,MIA 30,0,14,"Olindo Mare kicks off 70 yards, touchback. Penalty on Mikhael Ricks: Offside on Free Kick (Declined)",0.000,0.280
2,14:46,1,10,DET 20,0,14,Aveion Cason right end for no gain (tackle by Zach Thomas),0.280,-0.270
2,14:04,2,10,DET 20,0,14,Mike McMahon pass incomplete intended for Aveion Cason,-0.270,-0.960
2,13:59,3,10,DET 20,0,14,Mike McMahon pass incomplete intended for Az-Zahir Hakim,-0.960,-2.030
2,13:53,4,10,DET 20,0,14,"John Jett punts 54 yards, returned by Albert Johnson for 10 yards",-2.030,-1.330
2,13:42,1,10,MIA 36,0,14,Jay Fiedler pass complete to Randy McMichael for 22 yards (tackle by Todd Lyght),1.330,2.790
2,12:55,1,10,DET 42,0,14,Ricky Williams right end for 11 yards (tackle by Brian Williams),2.790,3.510
2,12:10,1,10,DET 31,0,14,Jay Fiedler pass incomplete intended for Chris Chambers,3.510,2.970
2,12:03,2,10,DET 31,0,14,Ricky Williams middle for 7 yards (tackle by Chris Cash),2.970,3.200
2,11:21,3,3,DET 24,0,14,Jay Fiedler pass complete to Robert Edwards for 6 yards,3.200,4.370
2,10:54,1,10,DET 18,0,14,Ricky Williams left guard for 2 yards (tackle by Jeff Gooch),4.370,4.090
2,10:17,2,8,DET 16,0,20,"Jay Fiedler pass complete to Randy McMichael for 16 yards, touchdown",4.090,7.000
2,10:17,,,DET 16,0,21,Olindo Mare kicks extra point good,0.000,0.000
2,10:17,,,MIA 30,0,21,"Olindo Mare kicks off 75 yards, touchback",0.000,0.280
2,10:11,1,10,DET 20,0,21,Mike McMahon pass complete to Az-Zahir Hakim for 7 yards (tackle by Patrick Surtain),0.280,0.680
2,9:46,2,3,DET 27,0,21,Aveion Cason middle for 3 yards (tackle by Morlon Greenwood),0.680,0.940
2,9:09,1,10,DET 30,0,21,Cory Schlesinger right guard for 4 yards (tackle by Brock Marion and Derrick Rodgers),0.940,0.930
2,8:35,2,6,DET 34,0,21,Mike McMahon pass complete to Aveion Cason for 19 yards (tackle by Zach Thomas),0.930,2.460
2,8:02,1,10,MIA 47,0,21,Mike McMahon pass incomplete intended for Mikhael Ricks (defended by Arturo Freeman),2.460,1.910
2,7:52,2,10,MIA 47,0,21,"Penalty on Jeff Backus: False Start, 5 yards (no play)",1.910,1.240
2,7:52,2,15,DET 48,0,21,Mike McMahon pass complete to Az-Zahir Hakim for 21 yards (tackle by Brock Marion),1.240,3.510
2,7:22,1,10,MIA 31,0,21,Mike McMahon pass incomplete intended for Az-Zahir Hakim,3.510,2.970
2,7:16,2,10,MIA 31,0,21,Mike McMahon pass incomplete intended for Aveion Cason,2.970,2.280
2,7:07,3,10,MIA 31,0,21,Mike McMahon pass complete to Mikhael Ricks for 11 yards (tackle by Arturo Freeman and Sam Madison),2.280,4.240
2,6:24,1,10,MIA 20,0,21,Cory Schlesinger right guard for 9 yards (tackle by Morlon Greenwood),4.240,5.260
2,5:44,2,1,MIA 11,0,21,Mike McMahon pass incomplete intended for Az-Zahir Hakim,5.260,4.590
2,5:38,3,1,MIA 11,0,21,Lamont Warren right guard for 8 yards (tackle by Arturo Freeman),4.590,6.510
2,5:03,1,3,MIA 3,0,21,Cory Schlesinger left guard for 1 yard (tackle by Jermaine Haley),6.510,5.720
2,4:24,2,2,MIA 2,6,21,"Mike McMahon middle for 2 yards, touchdown",5.720,7.000
2,4:24,,,MIA 2,7,21,Jason Hanson kicks extra point good,0.000,0.000
2,4:24,,,DET 30,7,21,"Jason Hanson kicks off 60 yards, returned by Albert Johnson for 17 yards (tackle by Larry Foster)",0.000,0.740
2,4:13,1,10,MIA 27,7,21,Rob Konrad right guard for -1 yards (tackle by Travis Kirschke),0.740,0.060
2,3:36,2,11,MIA 26,7,21,Jay Fiedler pass complete to Dedric Ward for 7 yards (tackle by Eric Davis),0.060,0.300
2,2:54,3,4,MIA 33,7,21,Jay Fiedler pass incomplete intended for Dedric Ward (defended by James Hall),0.300,-1.180
2,2:49,4,4,MIA 33,7,21,"Mark Royals punts 56 yards, returned by Desmond Howard for 13 yards (tackle by Ed Perry)",-1.180,-0.540
2,2:37,1,10,DET 24,7,21,"Aveion Cason middle for 9 yards (tackle by Zach Thomas). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",0.540,-0.500
2,2:18,1,20,DET 14,7,21,Mike McMahon pass incomplete intended for Bill Schroeder,-0.500,-1.470
2,2:11,2,20,DET 14,7,21,"Mike McMahon sacked by Rob Burnett for -2 yards. Mike McMahon fumbles (forced by Rob Burnett), recovered by Mike McMahon at DET-12",-1.470,-2.820
2,2:00,3,22,DET 12,7,21,Mike McMahon pass complete to Aveion Cason for 18 yards (tackle by Zach Thomas),-2.820,-1.370
2,1:48,3,22,DET 12,,,Timeout #3 by Miami Dolphins,-2.820,-1.370
2,1:48,4,4,DET 30,7,21,"John Jett punts 39 yards, returned by Albert Johnson for 34 yards (tackle by Bradford Banta). Penalty on Tommy Hendricks: Illegal Block Above the Waist, 10 yards",-1.370,-1.200
2,1:36,1,10,MIA 34,7,21,Robert Edwards middle for 9 yards (tackle by Robert Porcher),1.200,1.870
2,1:02,2,1,MIA 43,7,21,Jay Fiedler pass complete to Robert Edwards for 14 yards,1.870,2.720
2,0:58,1,10,DET 43,7,21,Jay Fiedler pass complete to Chris Chambers for 20 yards (tackle by Corey Harris),2.720,4.040
2,0:38,1,10,DET 23,7,21,Jay Fiedler pass incomplete,4.040,3.500
2,0:36,2,10,DET 23,7,21,Jay Fiedler pass incomplete intended for Dedric Ward (defended by Kelvin Pritchett),3.500,2.810
2,0:31,3,10,DET 23,7,21,Jay Fiedler pass complete to Robert Edwards for 14 yards (tackle by Jeff Gooch and James Hall),2.810,5.140
2,0:14,1,9,DET 9,7,21,Jay Fiedler pass incomplete,5.140,4.380
2,0:12,2,9,DET 9,7,27,"Jay Fiedler pass complete to Chris Chambers for 9 yards, touchdown",4.380,7.000
2,0:12,,,DET 9,7,28,Olindo Mare kicks extra point good,0.000,0.000
2,0:12,,,MIA 30,7,28,"Olindo Mare kicks off 50 yards, returned by Desmond Howard for 18 yards (tackle by Arturo Freeman)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DET,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,7,28,"Olindo Mare kicks off 66 yards, returned by Desmond Howard for 18 yards (tackle by Deon Dyer)",0.000,0.410
3,14:55,1,10,DET 22,7,28,Mike McMahon pass incomplete intended for Bill Schroeder is intercepted by Brock Marion at DET-30 and returned for 28 yards,0.410,-6.740
3,14:47,1,2,DET 2,7,34,"Ricky Williams left end for 2 yards, touchdown",6.740,7.000
3,14:47,,,DET 2,7,35,Olindo Mare kicks extra point good,0.000,0.000
3,14:47,,,MIA 30,7,35,"Olindo Mare kicks off 60 yards, returned by Larry Foster for 22 yards (tackle by Ray Green)",0.000,1.070
3,14:35,1,10,DET 32,7,35,Aveion Cason right end for no gain (tackle by Patrick Surtain),1.070,0.530
3,14:05,2,10,DET 32,7,35,Lamont Warren right end for -2 yards (tackle by Adewale Ogunleye),0.530,-0.430
3,13:26,3,12,DET 30,7,35,Mike McMahon pass complete to Az-Zahir Hakim for 10 yards (tackle by Brock Marion),-0.430,-0.720
3,12:45,4,2,DET 40,7,35,"John Jett punts 55 yards, fair catch by Albert Johnson",-0.720,0.380
3,12:36,1,10,MIA 6,7,35,Ricky Williams left tackle for 3 yards (tackle by Brian Williams),-0.380,-0.560
3,11:58,2,7,MIA 9,7,35,Ricky Williams left tackle for 5 yards (tackle by Eric Davis),-0.560,-0.480
3,11:18,3,2,MIA 14,7,35,Ricky Williams left guard for 1 yard (tackle by Barrett Green and Shaun Rogers),-0.480,-2.440
3,10:39,4,1,MIA 15,7,35,"Mark Royals punts 40 yards, returned by Larry Foster for 10 yards (tackle by Trent Gamble)",-2.440,-2.590
3,10:30,1,10,MIA 45,7,35,Lamont Warren middle for no gain (tackle by Zach Thomas),2.590,2.040
3,9:55,2,10,MIA 45,7,35,Mike McMahon middle for 9 yards (tackle by Brock Marion),2.040,2.540
3,9:14,3,1,MIA 36,7,35,Mike McMahon pass complete to Az-Zahir Hakim for 8 yards (tackle by Brock Marion),2.540,3.710
3,8:29,1,10,MIA 28,7,35,Mike McMahon pass complete to Az-Zahir Hakim for 2 yards (tackle by Arturo Freeman),3.710,3.440
3,7:47,2,8,MIA 26,7,35,Aveion Cason left guard for 1 yard (tackle by Jermaine Haley and Tim Bowens),3.440,2.870
3,7:06,3,7,MIA 25,7,35,Mike McMahon pass complete to Az-Zahir Hakim for 12 yards (tackle by Ray Green),2.870,4.710
3,6:48,1,10,MIA 13,13,35,"Mike McMahon pass complete to Lamont Warren for 13 yards, touchdown",4.710,7.000
3,6:48,,,MIA 13,14,35,Jason Hanson kicks extra point good,0.000,0.000
3,6:48,,,DET 30,14,35,"Jason Hanson kicks off 63 yards, returned by Albert Johnson for 35 yards (tackle by Todd Lyght). Penalty on Todd Lyght: Face Mask (15 Yards), 15 yards",0.000,2.720
3,6:10,1,10,DET 43,14,35,Jay Fiedler pass incomplete intended for Randy McMichael,2.720,2.180
3,6:03,1,10,DET 43,,,Timeout #1 by Miami Dolphins,2.720,2.180
3,6:03,2,10,DET 43,14,35,Ricky Williams left end for 37 yards (tackle by Todd Lyght and Chris Claiborne),2.180,5.830
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
3,5:16,1,6,DET 6,14,35,Ricky Williams left guard for 1 yard (tackle by Shaun Rogers),5.830,5.150
3,4:36,2,5,DET 5,14,35,Jay Fiedler right end for 1 yard (tackle by Robert Porcher),5.150,4.490
3,4:03,3,4,DET 4,14,41,"Jay Fiedler pass complete to Robert Edwards for 4 yards, touchdown",4.490,7.000
3,4:03,,,DET 4,14,42,Olindo Mare kicks extra point good,0.000,0.000
3,4:03,,,MIA 30,14,42,"Olindo Mare kicks off 70 yards, returned by Larry Foster for 25 yards (tackle by Trent Gamble)",0.000,0.610
3,3:52,1,10,DET 25,14,42,Cory Schlesinger right tackle for 2 yards (tackle by Morlon Greenwood),0.610,0.330
3,3:18,2,8,DET 27,14,42,Mike McMahon pass complete to Cory Schlesinger for 1 yard (tackle by Zach Thomas),0.330,-0.230
3,2:32,3,7,DET 28,14,42,"Mike McMahon pass incomplete intended for Aveion Cason. Penalty on DET: Illegal Substitution (Declined), Penalty on Kerlin Blaise: Offensive Holding (Declined)",-0.230,-1.500
3,2:25,4,7,DET 28,14,42,"John Jett punts 49 yards, fair catch by Albert Johnson",-1.500,-0.480
3,2:18,1,10,MIA 23,14,42,Travis Minor right end for -2 yards,0.480,-0.340
3,1:34,2,12,MIA 21,14,42,Travis Minor left end for 11 yards (tackle by Kelvin Pritchett),-0.340,0.430
3,0:55,3,1,MIA 32,14,42,Jay Fiedler middle for 4 yards (tackle by Corey Harris),0.430,1.330
3,0:17,1,10,MIA 36,14,42,Travis Minor middle for 3 yards (tackle by Jeff Gooch),1.330,1.200
Quarter,Time,Down,ToGo,Location,DET,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,MIA 39,14,42,Jay Fiedler pass complete to Rob Konrad for 7 yards (tackle by Todd Lyght),1.200,1.990
4,14:18,1,10,MIA 46,14,42,Travis Minor left end for 18 yards (tackle by Eric Davis),1.990,3.180
4,13:44,1,10,DET 36,14,42,Robert Edwards middle for no gain (tackle by Kelvin Pritchett and Brian Williams),3.180,2.640
4,13:04,2,10,DET 36,14,42,Jay Fiedler pass complete to Rob Konrad for 1 yard (tackle by Robert Porcher),2.640,2.080
4,12:18,3,9,DET 35,14,42,Robert Edwards middle for 10 yards (tackle by Chris Cash),2.080,3.910
4,11:32,1,10,DET 25,14,42,Jay Fiedler pass complete to Randy McMichael for 24 yards (tackle by Eric Davis),3.910,6.970
4,10:43,1,10,DET 25,,,Timeout #2 by Miami Dolphins,3.910,6.970
4,10:43,1,1,DET 1,14,48,"Robert Edwards middle for 1 yard, touchdown",6.970,7.000
4,10:43,,,DET 1,14,49,Olindo Mare kicks extra point good,0.000,0.000
4,10:43,,,MIA 30,14,49,"Olindo Mare kicks off 69 yards, returned by Larry Foster for 22 yards (tackle by Derrick Rodgers)",0.000,0.480
4,10:33,1,10,DET 23,14,49,Cory Schlesinger left end for 7 yards (tackle by Brock Marion),0.480,0.880
4,9:57,2,3,DET 30,14,49,Joey Harrington pass incomplete intended for Cory Schlesinger,0.880,0.170
4,9:52,3,3,DET 30,14,49,Joey Harrington pass complete to Az-Zahir Hakim for 8 yards (tackle by Ray Green). Penalty on MIA: Illegal Use of Hands (Declined),0.170,1.470
4,9:29,1,10,DET 38,14,49,Joey Harrington pass complete to Az-Zahir Hakim for 16 yards,1.470,2.520
4,8:58,1,10,MIA 46,14,49,Cory Schlesinger left guard for 1 yard (tackle by Zach Thomas and Jay Fiedler),2.520,2.110
4,8:15,2,9,MIA 45,14,49,Joey Harrington pass incomplete intended for Az-Zahir Hakim,2.110,1.420
4,8:09,3,9,MIA 45,14,49,Joey Harrington pass complete to Az-Zahir Hakim for 13 yards (tackle by Ray Green),1.420,3.450
4,7:29,1,10,MIA 32,14,49,Joey Harrington pass complete to Larry Foster for 4 yards (tackle by Patrick Surtain),3.450,3.440
4,6:49,2,6,MIA 28,14,49,Cory Schlesinger right tackle for 2 yards (tackle by Tim Bowens),3.440,3.010
4,6:07,2,6,MIA 28,,,Timeout #2 by Detroit Lions,3.440,3.010
4,6:07,3,4,MIA 26,14,49,"Joey Harrington pass incomplete intended for Bill Schroeder. Penalty on Jamar Fletcher: Defensive Pass Interference, 24 yards (no play)",3.010,6.740
4,6:00,3,4,MIA 26,,,Timeout #3 by Miami Dolphins,3.010,6.740
4,6:00,1,2,MIA 2,14,49,Joey Harrington pass incomplete intended for John Owens,6.740,5.720
4,5:54,2,2,MIA 2,20,49,"Cory Schlesinger left guard for 2 yards, touchdown",5.720,7.000
4,5:54,,,MIA 2,21,49,Jason Hanson kicks extra point good,0.000,0.000
4,5:54,,,DET 30,21,49,"Jason Hanson kicks off 72 yards, returned by Albert Johnson for 23 yards (tackle by Chris Cash). Penalty on Twan Russell: Illegal Block Above the Waist, 10 yards",0.000,-0.370
4,5:48,1,10,MIA 11,21,49,Travis Minor right guard for 1 yard (tackle by Corey Harris),-0.370,-0.710
4,5:14,2,9,MIA 12,21,49,Travis Minor right guard for 1 yard (tackle by Chris Claiborne),-0.710,-1.190
4,5:14,3,8,MIA 13,21,49,Travis Minor left end for 1 yard (tackle by Brian Williams),-1.190,-2.470
4,3:44,4,7,MIA 14,21,49,"Mark Royals punts 47 yards, returned by Larry Foster for 5 yards (tackle by Tommy Hendricks)",-2.470,-1.860
4,3:31,1,10,DET 44,21,49,Joey Harrington pass incomplete intended for Lamont Warren (defended by Jason Taylor),1.860,1.320
4,3:26,2,10,DET 44,21,49,Joey Harrington pass incomplete intended for Lamont Warren,1.320,0.630
4,3:19,3,10,DET 44,21,49,Joey Harrington pass incomplete intended for Lamont Warren,0.630,-0.460
4,3:15,4,10,DET 44,21,49,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Jamar Fletcher),-0.460,-2.650
4,3:08,1,10,DET 44,21,49,Travis Minor right end for 6 yards,2.650,2.920
4,2:59,2,4,DET 38,21,49,Travis Minor middle for 3 yards (tackle by Chris Claiborne),2.920,2.610
4,2:15,3,1,DET 35,21,49,Travis Minor middle for no gain (tackle by Kelvin Pritchett),2.610,1.000
4,2:00,4,1,DET 35,21,49,Travis Minor left tackle for 3 yards (tackle by Chris Claiborne),1.000,3.450
4,1:15,1,10,DET 32,21,49,Ray Lucas kneels for -1 yards,3.450,2.770
4,0:37,2,11,DET 33,21,49,Ray Lucas kneels for -1 yards,2.770,1.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
