Player,Pos
Jalen Hurts,QB
Boston Scott,RB
Quez Watkins,WR
DeVonta Smith,WR
Jack Stoll,TE
Dallas Goedert,TE
Jordan Mailata,T
Lane Johnson,T
Landon Dickerson,G
Jack Driscoll,G
Jason Kelce,C
Josh Sweat,DE
Derek Barnett,DE
Javon Hargrave,DT
Fletcher Cox,DT
Genard Avery,LB
T.J. Edwards,LB
Davion Taylor,LB
Steven Nelson,CB
Darius Slay,CB
Anthony Harris,S
Rodney McLeod,S
