Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,STL 20,0,0,Austin Davis up the middle for 3 yards (tackle by Larry Foote),0.280,0.140
1,14:26,2,7,STL 23,0,0,Tre Mason left tackle for no gain (tackle by Frostee Rucker),0.140,-0.560
1,13:47,3,7,STL 23,0,0,Austin Davis sacked by Calais Campbell for -4 yards,-0.560,-2.140
1,13:17,4,11,STL 19,0,0,"Johnny Hekker punts 40 yards, out of bounds",-2.140,-1.660
1,13:08,1,10,ARI 41,0,0,Andre Ellington left end for 2 yards (tackle by T.J. McDonald),1.660,1.390
1,12:32,2,8,ARI 43,0,0,Andre Ellington up the middle for 4 yards (tackle by Michael Brockers and Aaron Donald),1.390,1.220
1,12:32,3,4,ARI 47,0,0,"Penalty on Paul Fanaika: False Start, 5 yards (no play)",1.220,0.560
1,11:32,3,9,ARI 42,0,0,Carson Palmer sacked by Robert Quinn for -4 yards,0.560,-0.850
1,11:03,4,13,ARI 38,0,0,"Drew Butler punts 41 yards, fair catch by Tavon Austin. Penalty on Trumaine Johnson: Offensive Holding, 10 yards",-0.850,0.370
1,10:54,1,10,STL 11,0,0,Austin Davis pass incomplete short left intended for Jared Cook,-0.370,-0.780
1,10:50,2,10,STL 11,0,0,Austin Davis pass complete short right to Tre Mason for 8 yards (tackle by Patrick Peterson),-0.780,-0.780
1,10:12,2,10,STL 11,0,0,Timeout #1 by St. Louis Rams,-0.780,-0.480
1,10:12,3,2,STL 19,0,0,Austin Davis pass incomplete,-0.480,-2.140
1,10:04,4,2,STL 19,0,0,"Johnny Hekker punts 57 yards, fair catch by Ted Ginn",-2.140,-0.540
1,9:56,1,10,ARI 24,0,0,Carson Palmer pass incomplete deep right intended for John Carlson,0.540,0.000
1,9:49,2,10,ARI 24,0,0,Andre Ellington up the middle for -4 yards (tackle by T.J. McDonald),0.000,-1.220
1,9:08,3,14,ARI 20,0,0,"Carson Palmer pass complete short right to Larry Fitzgerald for 12 yards (tackle by James Laurinaitis and E.J. Gaines). Penalty on Paul Fanaika: Unnecessary Roughness, 15 yards",-1.220,-2.320
1,8:56,4,17,ARI 17,0,0,"Drew Butler punts 45 yards, fair catch by Tavon Austin",-2.320,-1.470
1,8:47,1,10,STL 38,0,0,Tre Mason right end for 4 yards (tackle by Sam Acho),1.470,1.460
1,8:11,2,6,STL 42,0,0,Austin Davis pass complete short left to Tavon Austin for 17 yards (tackle by Tyrann Mathieu),1.460,2.850
1,7:26,1,10,ARI 41,0,0,Tre Mason left end for 6 yards (tackle by Larry Foote),2.850,3.120
1,6:50,2,4,ARI 35,0,0,Tre Mason right end for 16 yards (tackle by Rashad Johnson),3.120,4.310
1,6:06,1,10,ARI 19,0,0,Tre Mason left tackle for 1 yard (tackle by Frostee Rucker),4.310,3.880
1,5:26,2,9,ARI 18,0,0,"Penalty on Ed Stinson: Neutral Zone Infraction, 5 yards (no play)",3.880,4.720
1,5:16,2,4,ARI 13,0,0,Tavon Austin right end for 10 yards (tackle by Deone Bucannon and Ed Stinson),4.720,6.510
1,4:40,1,3,ARI 3,6,0,"Benny Cunningham up the middle for 3 yards, touchdown",6.510,7.000
1,4:40,,,ARI 2,7,0,Greg Zuerlein kicks extra point good,0.000,0.000
1,4:40,,,STL 30,7,0,"Greg Zuerlein kicks off 76 yards, returned by Ted Ginn for 24 yards (tackle by Marshall McFadden)",0.000,-0.040
1,4:30,1,10,ARI 18,7,0,Carson Palmer pass complete short left to Michael Floyd for 11 yards (tackle by Mark Barron),0.040,0.870
1,3:51,1,10,ARI 29,7,0,Andre Ellington left end for 3 yards (tackle by Janoris Jenkins),0.870,0.730
1,3:15,2,7,ARI 32,7,0,Carson Palmer sacked by T.J. McDonald for -8 yards,0.730,-1.020
1,2:32,3,15,ARI 24,7,0,Carson Palmer pass incomplete short left intended for John Carlson,-1.020,-1.770
1,2:27,4,15,ARI 24,7,0,"Drew Butler punts 44 yards, returned by Tavon Austin for 1 yard (tackle by Lorenzo Alexander)",-1.770,-1.140
1,2:16,1,10,STL 33,7,0,Austin Davis pass complete short left to Tre Mason for 2 yards (tackle by Larry Foote),1.140,0.860
1,1:36,2,8,STL 35,7,0,Austin Davis pass complete short left to Chris Givens for -3 yards (tackle by Antonio Cromartie),0.860,-0.230
1,0:52,3,11,STL 32,7,0,Austin Davis pass complete short right to Benny Cunningham for 4 yards (tackle by Larry Foote),-0.230,-0.980
1,0:21,4,7,STL 36,7,0,"Johnny Hekker punts 30 yards, out of bounds",-0.980,-1.200
1,0:14,1,10,ARI 34,7,0,Andre Ellington right tackle for 2 yards (tackle by T.J. McDonald),1.200,0.930
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,ARI 36,7,0,Carson Palmer pass complete short left to Andre Ellington for 3 yards (tackle by T.J. McDonald),0.930,0.630
2,14:19,3,5,ARI 39,7,0,Carson Palmer pass complete short middle to Jaron Brown for 15 yards (tackle by Rodney McLeod),0.630,2.520
2,13:44,1,10,STL 46,7,0,Carson Palmer pass complete short right to John Brown for 13 yards,2.520,3.380
2,13:10,1,10,STL 33,7,0,Carson Palmer pass complete short middle to Larry Fitzgerald for 15 yards (tackle by Alec Ogletree),3.380,4.370
2,12:30,1,10,STL 18,7,0,Andre Ellington right tackle for 1 yard (tackle by Kendall Langford),4.370,3.940
2,11:50,2,9,STL 17,7,0,Carson Palmer pass complete short right to Larry Fitzgerald for 14 yards (tackle by Rodney McLeod),3.940,6.510
2,11:39,1,3,STL 3,7,6,"Andre Ellington left end for 3 yards, touchdown",6.510,7.000
2,11:39,,,STL 2,7,7,Chandler Catanzaro kicks extra point good,0.000,0.000
2,11:39,,,ARI 35,7,7,"Chandler Catanzaro kicks off 73 yards, returned by Benny Cunningham for 31 yards (tackle by Tony Jefferson)",0.000,-0.480
2,11:28,1,10,STL 23,7,7,Tre Mason up the middle for 1 yard (tackle by Larry Foote and Dan Williams),0.480,0.070
2,10:46,2,9,STL 24,7,7,Austin Davis up the middle for -1 yards (tackle by Alex Okafor),0.070,0.070
2,10:05,2,9,STL 24,7,7,Timeout #2 by St. Louis Rams,0.070,-0.760
2,10:05,3,10,STL 23,7,7,Austin Davis sacked by Deone Bucannon for -5 yards,-0.760,-2.240
2,9:33,4,15,STL 18,7,7,"Johnny Hekker punts 51 yards, returned by Ted Ginn for 8 yards (tackle by Chase Reynolds)",-2.240,-1.530
2,9:21,1,10,ARI 39,7,7,Carson Palmer pass complete short right to Andre Ellington for 11 yards (tackle by Mark Barron),1.530,2.260
2,8:52,1,10,,7,7,Andre Ellington left tackle for -2 yards (tackle by Mark Barron and Robert Quinn),2.260,1.440
2,8:15,2,12,ARI 48,7,7,Carson Palmer pass complete short right to Larry Fitzgerald for 3 yards (tackle by James Laurinaitis),1.440,1.160
2,7:32,3,9,STL 49,7,7,Carson Palmer pass complete short left to Larry Fitzgerald for 14 yards,1.160,3.250
2,7:03,1,10,STL 35,7,7,Carson Palmer pass incomplete deep right intended for Michael Floyd,3.250,2.700
2,6:57,2,10,STL 35,7,7,Carson Palmer pass complete short right to Andre Ellington for -4 yards (tackle by T.J. McDonald),2.700,1.490
2,6:13,3,14,STL 39,7,7,Carson Palmer pass complete short left to Larry Fitzgerald for 14 yards (tackle by Janoris Jenkins),1.490,3.910
2,5:46,1,10,STL 25,7,7,Andre Ellington up the middle for no gain (tackle by William Hayes),3.910,3.360
