0,1
Officials,Officials
Referee,Clete Blakeman
Umpire,Ramon George
Head Linesman,Hugo Cruz
Line Judge,Ron Marinucci
Back Judge,Steven Patrick
Side Judge,Joe Larrew
Field Judge,Adrian Hill
