Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Cam Jurgens,G,72,100%,0,0%,3,12%
Landon Dickerson,G,72,100%,0,0%,3,12%
Jordan Mailata,T,72,100%,0,0%,3,12%
Lane Johnson,T,72,100%,0,0%,0,0%
DeVonta Smith,WR,72,100%,0,0%,0,0%
Jason Kelce,C,72,100%,0,0%,0,0%
Jalen Hurts,QB,67,93%,0,0%,0,0%
A.J. Brown,WR,62,86%,0,0%,0,0%
Quez Watkins,WR,46,64%,0,0%,0,0%
Kenneth Gainwell,RB,39,54%,0,0%,5,19%
Albert Okwuegbunam,TE,32,44%,0,0%,0,0%
D'Andre Swift,RB,30,42%,0,0%,0,0%
Jack Stoll,TE,26,36%,0,0%,6,23%
Olamide Zaccheaus,WR,24,33%,0,0%,9,35%
Grant Calcaterra,TE,13,18%,0,0%,13,50%
Julio Jones,WR,10,14%,0,0%,0,0%
Boston Scott,RB,6,8%,0,0%,14,54%
Marcus Mariota,QB,5,7%,0,0%,0,0%
Reed Blankenship,SS,0,0%,59,100%,9,35%
Nicholas Morrow,LB,0,0%,59,100%,3,12%
James Bradberry,CB,0,0%,59,100%,0,0%
Kevin Byard,FS,0,0%,59,100%,0,0%
Darius Slay,CB,0,0%,55,93%,0,0%
Christian Elliss,LB,0,0%,44,75%,16,62%
Haason Reddick,LB,0,0%,42,71%,0,0%
Josh Sweat,DE,0,0%,41,69%,0,0%
Jalen Carter,DT,0,0%,38,64%,6,23%
Fletcher Cox,DT,0,0%,38,64%,0,0%
Milton Williams,DT,0,0%,34,58%,6,23%
Jordan Davis,DT,0,0%,31,53%,9,35%
Bradley Roby,CB,0,0%,26,44%,0,0%
Brandon Graham,DE,0,0%,25,42%,6,23%
Nolan Smith,LB,0,0%,11,19%,17,65%
Marlon Tuipulotu,DT,0,0%,11,19%,6,23%
Sydney Brown,SS,0,0%,7,12%,22,85%
Eli Ricks,CB,0,0%,5,8%,14,54%
Josh Jobe,CB,0,0%,4,7%,23,88%
Moro Ojomo,DT,0,0%,1,2%,0,0%
Ben VanSumeren,LB,0,0%,0,0%,23,88%
Kelee Ringo,CB,0,0%,0,0%,20,77%
Patrick Johnson,LB,0,0%,0,0%,17,65%
Jake Elliott,K,0,0%,0,0%,8,31%
Braden Mann,P,0,0%,0,0%,7,27%
Rick Lovato,LS,0,0%,0,0%,6,23%
Jack Driscoll,T,0,0%,0,0%,3,12%
Tyler Steen,G,0,0%,0,0%,3,12%
Britain Covey,WR,0,0%,0,0%,3,12%
Fred Johnson,T,0,0%,0,0%,3,12%
