Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Mark Jones,TAM,0,0,,0,0,3,28,9.3,0,0
Edell Shepherd,TAM,2,40,20.0,0,0,0,0,,0,0
Jon Bradley,TAM,1,2,2.0,0,0,0,0,,0,0
Earnest Graham,TAM,1,22,22.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Tim Dwight,NWE,0,0,,0,0,3,22,7.3,0,0
Troy Brown,NWE,0,0,,0,0,2,9,4.5,0,0
Bethel Johnson,NWE,1,20,20.0,0,0,0,0,,0,0
