Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
2,11:52,1,10,MIN 20,6,0,"Adrian Peterson left end for 3 yards (tackle by Rodney McLeod). Penalty on Cordarrelle Patterson: Offensive Holding, 10 yards",0.280,-0.510
2,11:32,1,17,MIN 13,6,0,Jerick McKinnon up the middle for 1 yard (tackle by Robert Quinn),-0.510,-1.180
2,10:55,2,16,MIN 14,6,0,"Penalty on Matt Kalil: False Start, 5 yards (no play)",-1.180,-1.580
2,10:34,2,21,MIN 9,6,0,Matt Asiata left tackle for 5 yards (tackle by James Laurinaitis),-1.580,-2.030
2,9:56,3,16,MIN 14,6,0,Matt Asiata up the middle for 5 yards (tackle by Lamarcus Joyner),-2.030,-2.140
2,9:17,4,11,MIN 19,6,0,"Penalty on Matt Asiata: False Start, 5 yards (no play)",-2.140,-2.470
2,9:05,4,16,MIN 14,6,0,"Jeff Locke punts 48 yards, returned by Tavon Austin for -3 yards (tackle by Rhett Ellison)",-2.470,-1.270
2,8:58,1,10,STL 35,6,0,Benny Cunningham right tackle for 7 yards (tackle by Anthony Barr),1.270,1.670
2,8:20,2,3,STL 42,6,0,Benny Cunningham up the middle for 2 yards (tackle by Linval Joseph),1.670,1.220
2,7:42,3,1,STL 44,6,0,Benny Cunningham up the middle for 4 yards (tackle by Jasper Brinkley),1.220,2.130
2,7:04,1,10,STL 48,6,0,"Shaun Hill pass complete short right to Brian Quick for 21 yards (tackle by Captain Munnerlyn). Penalty on Brian Quick: Face Mask (15 Yards), 15 yards",2.130,3.000
2,7:04,1,4,MIN 46,6,0,Tavon Austin up the middle for 5 yards (tackle by Robert Blanton),3.000,2.850
2,5:56,1,10,MIN 41,6,0,Shaun Hill pass incomplete deep left intended for Brian Quick,2.850,2.310
2,5:51,2,10,MIN 41,6,0,"Shaun Hill pass complete deep right to Chris Givens for 18 yards. Penalty on Chris Givens: Offensive Pass Interference, 10 yards (no play)",2.310,0.960
2,5:28,2,20,STL 49,6,0,Shaun Hill pass incomplete deep left intended for Kenny Britt,0.960,0.300
2,5:19,3,20,STL 49,6,0,Shaun Hill pass complete short right to Chris Givens for 3 yards (tackle by Captain Munnerlyn),0.300,0.070
2,4:48,4,17,MIN 48,6,0,Johnny Hekker punts 40 yards,0.070,0.380
2,4:39,1,10,MIN 8,6,0,"Adrian Peterson right tackle for no gain (tackle by Kendall Langford and William Hayes). Penalty on Robert Quinn: Defensive Offside, 5 yards (no play)",-0.380,-0.070
2,4:13,1,5,MIN 13,6,0,Matt Cassel pass complete short left to Jarius Wright for 15 yards (tackle by Janoris Jenkins),-0.070,0.810
2,3:23,1,10,MIN 28,6,0,Adrian Peterson right tackle for no gain (tackle by Kendall Langford),0.810,0.260
2,2:42,2,10,MIN 28,6,0,Matt Cassel pass incomplete short middle intended for Cordarrelle Patterson (defended by Alec Ogletree),0.260,0.260
2,2:38,2,10,MIN 28,6,0,Timeout #1 by Minnesota Vikings,0.260,-0.430
2,2:38,3,10,MIN 28,6,0,Matt Cassel pass complete short middle to Greg Jennings for 18 yards (tackle by James Laurinaitis),-0.430,1.990
2,2:06,1,10,MIN 46,6,0,Matt Cassel pass incomplete short right intended for Greg Jennings (defended by E.J. Gaines),1.990,1.450
2,2:01,2,10,MIN 46,6,0,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Matt Cassel at MIN-36",1.450,-0.560
2,1:57,3,20,MIN 36,6,0,Matt Cassel pass complete short left to Greg Jennings for 11 yards (tackle by Janoris Jenkins),-0.560,-0.260
2,1:50,4,9,MIN 47,6,0,"Jeff Locke punts 47 yards, returned by Tavon Austin for 19 yards (tackle by Andrew Sendejo)",-0.260,-0.610
2,1:38,1,10,STL 25,6,0,"Shaun Hill sacked by Tom Johnson for -6 yards. Shaun Hill fumbles (forced by Tom Johnson), recovered by Shaun Hill at STL-19",0.610,-0.810
2,1:13,2,16,STL 19,6,0,Shaun Hill pass incomplete deep right intended for Jared Cook is intercepted by Josh Robinson at STL-35,-0.810,-3.250
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,1:09,1,10,STL 35,6,0,Adrian Peterson left tackle for 5 yards (tackle by Janoris Jenkins),3.250,3.380
2,0:46,2,5,STL 30,6,0,Matt Cassel pass complete short right to Cordarrelle Patterson for 13 yards (tackle by James Laurinaitis),3.380,3.380
2,0:37,2,5,STL 30,6,0,Timeout #2 by Minnesota Vikings,3.380,4.440
2,0:37,1,10,STL 17,6,0,Matt Cassel pass complete short middle to Adrian Peterson for 9 yards (tackle by Eugene Sims),4.440,5.480
2,0:26,2,1,STL 8,12,0,"Matt Cassel pass complete short right to Greg Jennings for 8 yards, touchdown",5.480,7.000
2,0:26,,,STL 2,13,0,Blair Walsh kicks extra point good,0.000,0.000
2,0:26,,,MIN 35,13,0,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,0:21,1,10,STL 20,13,0,Shaun Hill kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,13,0,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,STL 20,13,0,Austin Davis pass complete short right to Jared Cook for 10 yards (tackle by Anthony Barr and Captain Munnerlyn),0.280,0.940
3,14:23,1,10,STL 30,13,0,Zac Stacy up the middle for 3 yards (tackle by Anthony Barr),0.940,0.800
3,13:44,2,7,STL 33,13,0,Zac Stacy left end for 7 yards (tackle by Linval Joseph),0.800,1.600
3,13:04,1,10,STL 40,13,0,Zac Stacy right tackle for 3 yards (tackle by Everson Griffen),1.600,1.460
3,12:22,2,7,STL 43,13,0,"Austin Davis pass complete deep left to Jared Cook for 26 yards (tackle by Robert Blanton). Penalty on Robert Blanton: Defensive Pass Interference (Declined), Penalty on Jasper Brinkley: Illegal Contact (Declined)",1.460,3.510
3,12:03,1,10,MIN 31,13,0,"Penalty on Davin Joseph: False Start, 5 yards (no play)",3.510,3.180
3,11:48,1,15,MIN 36,13,0,Austin Davis pass incomplete short left intended for Jared Cook,3.180,2.290
3,11:40,2,15,MIN 36,13,0,Austin Davis pass complete short left to Brian Quick for 7 yards (tackle by Jabari Price),2.290,2.540
3,11:00,3,8,MIN 29,13,0,Austin Davis sacked by Harrison Smith for -9 yards,2.540,0.720
3,10:17,4,17,MIN 38,13,3,Greg Zuerlein 56 yard field goal good,0.720,3.000
3,10:17,,,STL 35,13,3,"Greg Zuerlein kicks off 72 yards, returned by Cordarrelle Patterson for 19 yards (tackle by Chase Reynolds). Penalty on Daren Bates: Taunting, 15 yards",0.000,-0.740
3,10:06,1,10,MIN 27,13,3,"Adrian Peterson left end for 4 yards (tackle by Janoris Jenkins). Penalty on Phil Loadholt: Offensive Holding, 10 yards (no play)",0.740,-0.170
3,9:52,1,20,MIN 17,13,3,Adrian Peterson right end for 16 yards (tackle by Alec Ogletree),-0.170,1.010
3,9:31,2,4,MIN 33,13,3,Adrian Peterson left end for 7 yards (tackle by James Laurinaitis),1.010,1.600
3,8:54,1,10,MIN 40,13,3,Adrian Peterson right guard for 3 yards (tackle by Rodney McLeod and T.J. McDonald),1.600,1.460
3,8:08,2,7,MIN 43,13,3,Matt Cassel pass incomplete short right intended for Kyle Rudolph (defended by T.J. McDonald),1.460,0.760
3,8:01,3,7,MIN 43,13,3,Matt Cassel pass complete short right to Cordarrelle Patterson for 11 yards (tackle by E.J. Gaines),0.760,2.520
3,7:35,1,10,STL 46,13,3,Adrian Peterson left end for 4 yards (tackle by Janoris Jenkins),2.520,2.520
3,6:58,2,6,STL 42,13,3,Matt Cassel pass complete short right to Greg Jennings for 1 yard (tackle by E.J. Gaines),2.520,1.950
3,6:15,3,5,STL 41,13,3,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Matt Cassel at MIN-40",1.950,-0.720
3,5:38,4,24,MIN 40,13,3,"Jeff Locke punts 47 yards, muffed catch by Tavon Austin, recovered by Tavon Austin and returned for no gain",-0.720,0.220
3,5:31,1,10,STL 15,13,3,Zac Stacy right guard for 6 yards (tackle by Anthony Barr),-0.220,0.210
3,4:55,2,4,STL 21,13,3,Zac Stacy up the middle for 4 yards (tackle by Corey Wootton),0.210,0.610
3,4:08,1,10,STL 25,13,3,Zac Stacy right tackle for 6 yards (tackle by Shamar Stephen),0.610,0.870
3,3:35,2,4,STL 31,13,3,Austin Davis sacked by Linval Joseph for -10 yards,0.870,-1.150
3,2:49,3,14,STL 21,13,3,Austin Davis pass complete short left to Benny Cunningham for 4 yards (tackle by Gerald Hodges),-1.150,-1.700
3,2:15,4,10,STL 25,13,3,"Johnny Hekker punts 42 yards, fair catch by Marcus Sherels",-1.700,-1.140
3,2:08,1,10,MIN 33,19,3,"Cordarrelle Patterson right end for 67 yards, touchdown",1.140,7.000
3,2:08,,,STL 2,20,3,Blair Walsh kicks extra point good,0.000,0.000
3,2:08,,,MIN 35,20,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,1:54,1,10,STL 20,20,3,Austin Davis pass complete short right to Lance Kendricks for 3 yards (tackle by Anthony Barr),0.280,0.140
3,1:21,2,7,STL 23,20,3,Benny Cunningham right guard for 1 yard (tackle by Chad Greenway),0.140,-0.430
3,0:46,3,6,STL 24,20,3,"Penalty on Joe Barksdale: False Start, 5 yards (no play)",-0.430,-1.140
3,0:26,3,11,STL 19,20,3,Austin Davis pass incomplete short right intended for Jared Cook,-1.140,-2.140
3,0:19,4,11,STL 19,20,3,"Johnny Hekker punts 57 yards, returned by Marcus Sherels for 6 yards (tackle by Chase Reynolds)",-2.140,-0.940
3,0:08,1,10,MIN 30,20,3,Adrian Peterson right tackle for -2 yards (tackle by Aaron Donald),0.940,0.120
Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,MIN 28,20,3,Matt Cassel pass incomplete short middle intended for Kyle Rudolph,0.120,-0.560
4,14:58,3,12,MIN 28,20,3,Matt Cassel pass complete short left to Matt Asiata for 5 yards (tackle by Aaron Donald),-0.560,-1.180
4,14:29,4,7,MIN 33,20,3,"Jeff Locke punts 52 yards, returned by Tavon Austin for 8 yards (tackle by Cullen Loeffler)",-1.180,-0.480
4,14:17,1,10,STL 23,20,3,Zac Stacy up the middle for 1 yard (tackle by Tom Johnson),0.480,0.070
4,13:44,2,9,STL 24,20,3,"Austin Davis for 1 yard (tackle by Anthony Barr). Penalty on Scott Wells: Offensive Holding, 10 yards (no play)",0.070,-1.400
4,13:29,2,19,STL 14,20,3,"Austin Davis pass complete short middle to Jared Cook for 11 yards (tackle by Chad Greenway). Penalty on Jared Cook: Offensive Pass Interference, 7 yards (no play)",-1.400,-1.950
4,13:08,2,26,STL 7,20,3,Austin Davis pass complete short middle to Tavon Austin for 6 yards (tackle by Robert Blanton),-1.950,-2.530
4,12:30,3,20,STL 13,20,3,Austin Davis pass complete short left to Zac Stacy for 8 yards (tackle by Gerald Hodges),-2.530,-1.960
4,12:00,4,12,STL 21,20,3,"Johnny Hekker punts 49 yards, fair catch by Marcus Sherels",-1.960,-0.940
4,11:50,1,10,MIN 30,20,3,Adrian Peterson left guard for 1 yard (tackle by T.J. McDonald),0.940,0.530
4,11:12,2,9,MIN 31,20,3,Matt Cassel pass complete short left to Greg Jennings for 9 yards (tackle by Rodney McLeod),0.530,1.600
4,10:30,1,10,MIN 40,20,3,Adrian Peterson right tackle for 12 yards (tackle by Michael Brockers),1.600,2.390
4,9:47,1,10,STL 48,20,3,Adrian Peterson right tackle for 2 yards (tackle by Jo-Lonn Dunbar),2.390,2.120
4,9:07,2,8,STL 46,20,3,Adrian Peterson up the middle for -6 yards (tackle by Aaron Donald),2.120,2.120
4,8:23,2,8,STL 46,20,3,Timeout #1 by Minnesota Vikings,2.120,0.630
4,8:23,3,14,MIN 48,20,3,Matt Cassel pass complete short left to Jarius Wright for 10 yards (tackle by Cody Davis),0.630,0.460
4,7:44,4,4,STL 42,20,3,"Jeff Locke punts 37 yards. Penalty on Chase Reynolds: Roughing the Kicker, 14 yards (no play)",0.460,3.710
4,7:33,1,10,STL 28,20,3,Matt Cassel pass complete short right to Rhett Ellison for 22 yards (tackle by T.J. McDonald). Penalty on Janoris Jenkins: Defensive Holding (Declined),3.710,5.830
4,7:08,1,6,STL 6,20,3,Adrian Peterson right end for -1 yards (tackle by Jo-Lonn Dunbar),5.830,4.760
4,6:35,2,7,STL 7,26,3,"Matt Cassel pass complete short right to Kyle Rudolph for 7 yards, touchdown",4.760,7.000
4,6:35,,,STL 2,27,3,Blair Walsh kicks extra point good,0.000,0.000
4,6:35,,,MIN 35,27,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,6:27,1,10,STL 20,27,3,Austin Davis sacked by Everson Griffen for -1 yards,0.280,-0.460
4,6:07,2,11,STL 19,27,3,Austin Davis sacked by Everson Griffen for -1 yards,-0.460,-1.330
4,5:38,3,12,STL 18,27,3,Austin Davis pass complete short middle to Brian Quick for 16 yards (tackle by Jabari Price),-1.330,1.200
4,5:15,1,10,STL 34,27,3,Benny Cunningham right guard for 7 yards (tackle by Chad Greenway),1.200,1.600
4,4:51,2,3,STL 41,27,3,Austin Davis pass incomplete short middle intended for Chris Givens,1.600,0.890
4,4:47,3,3,STL 41,27,3,Austin Davis pass complete short left to Benny Cunningham for 11 yards (tackle by Robert Blanton),0.890,2.390
4,4:22,1,10,MIN 48,27,3,Austin Davis pass complete short left to Benny Cunningham for 3 yards (tackle by Anthony Barr),2.390,2.250
4,4:00,2,7,MIN 45,27,3,Austin Davis pass complete short right to Jared Cook for 16 yards (tackle by Robert Blanton),2.250,3.640
4,3:37,1,10,MIN 29,27,3,Austin Davis pass incomplete short middle intended for Brian Quick,3.640,3.100
4,3:35,2,10,MIN 29,27,3,Austin Davis pass complete short left to Brian Quick for 6 yards (tackle by Jabari Price),3.100,3.200
4,3:18,3,4,MIN 23,33,3,"Austin Davis pass incomplete short left intended for Jared Cook is intercepted by Harrison Smith at MIN-19 and returned for 81 yards, touchdown",3.200,-7.000
4,2:57,,,STL 2,34,3,Blair Walsh kicks extra point good,0.000,0.000
4,2:57,,,MIN 35,34,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,2:57,1,10,STL 20,34,3,Austin Davis pass incomplete deep right intended for Kenny Britt (defended by Josh Robinson),0.280,-0.270
4,2:49,2,10,STL 20,34,3,Austin Davis pass complete deep right to Tavon Austin for 28 yards (tackle by Robert Blanton). Penalty on Jabari Price: Illegal Contact (Declined),-0.270,2.130
4,2:43,1,10,STL 48,34,3,Austin Davis pass complete short left to Lance Kendricks for 9 yards (tackle by Captain Munnerlyn),2.130,2.800
4,2:18,2,1,MIN 43,34,3,Austin Davis pass complete deep left to Chris Givens for 27 yards (tackle by Robert Blanton),2.800,4.510
4,2:14,1,10,MIN 16,34,3,"Benny Cunningham up the middle for 8 yards (tackle by Antone Exum). Penalty on Cory Harkey: Offensive Holding, 10 yards (no play)",4.510,3.840
4,2:04,1,20,MIN 26,34,3,"Austin Davis for no gain. Scott Wells fumbles, recovered by Scott Wells at STL-MIN",3.840,0.720
4,2:00,2,34,MIN 40,34,3,Austin Davis pass complete short middle to Benny Cunningham for 12 yards (tackle by Gerald Hodges),0.720,1.690
4,1:40,3,22,MIN 28,34,3,Austin Davis pass incomplete short right intended for Lance Kendricks,1.690,1.590
4,1:35,4,22,MIN 28,34,6,Greg Zuerlein 46 yard field goal good,1.590,3.000
4,1:35,,,STL 35,34,6,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,1:31,1,10,MIN 20,34,6,Matt Cassel kneels for -1 yards,0.280,-0.460
4,0:50,2,11,MIN 19,34,6,Matt Cassel kneels for -1 yards,-0.460,-1.330
4,0:33,3,12,MIN 18,34,6,Matt Cassel kneels for -1 yards,-1.330,-2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
