Quarter,Time,Down,ToGo,Location,TAM,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 67 yards, returned by Jaelon Darden for 24 yards (tackle by Josh Jones and Matthew Adams)",,
1,14:56,1,10,TAM 22,0,0,Leonard Fournette right guard for 4 yards (tackle by Zaire Franklin and Andrew Sendejo),,
1,14:20,2,6,TAM 26,0,0,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Xavier Rhodes),,
1,14:15,3,6,TAM 26,0,0,Tom Brady pass incomplete short middle intended for Mike Evans,,
1,14:11,4,6,TAM 26,0,0,"Bradley Pinion punts 14 yards out of bounds. Penalty on Zach Triner: Offensive Holding, 10 yards (accepted)",,
1,14:05,1,10,TAM 30,0,0,Jonathan Taylor left end for no gain (tackle by Vita Vea),,
1,13:25,2,10,TAM 30,0,0,Jonathan Taylor up the middle for 4 yards (tackle by Devin White),,
1,12:41,3,6,TAM 26,0,0,Carson Wentz pass incomplete deep right intended for Michael Pittman,,
1,12:36,4,6,TAM 26,0,3,Michael Badgley 45 yard field goal good,,
1,12:31,,,IND 35,0,3,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
1,12:31,1,10,TAM 25,0,3,Tom Brady pass incomplete short right intended for Rob Gronkowski,,
1,12:27,2,10,TAM 25,0,3,Tom Brady pass complete short right to Rob Gronkowski for 20 yards (tackle by Andrew Sendejo),,
1,12:01,1,10,TAM 45,0,3,Tom Brady pass complete short left to Mike Evans for 9 yards (tackle by Xavier Rhodes),,
1,11:31,2,1,IND 46,0,3,Leonard Fournette up the middle for 7 yards (tackle by George Odum),,
1,11:05,1,10,IND 39,0,3,Tom Brady pass incomplete deep right intended for Chris Godwin (defended by Rock Ya-Sin),,
1,10:59,2,10,IND 39,0,3,Tom Brady pass complete short left to Leonard Fournette for no gain (tackle by Xavier Rhodes),,
1,10:24,3,10,IND 39,0,3,"Tom Brady pass complete short right to Chris Godwin for no gain. Chris Godwin fumbles (forced by Shaquille Leonard), recovered by Andrew Sendejo at IND-34 (tackle by Shaquille Leonard)",,
1,10:17,1,10,IND 34,0,3,"Penalty on Shaquil Barrett: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
1,10:17,1,5,IND 39,0,3,Carson Wentz sacked by Shaquil Barrett for -4 yards,,
1,9:30,2,9,IND 35,0,3,Carson Wentz pass complete short left to Jack Doyle for 8 yards (tackle by Jamel Dean),,
1,9:07,3,1,IND 43,0,3,Carson Wentz pass incomplete short right intended for Michael Pittman,,
1,9:02,4,1,IND 43,0,3,Rigoberto Sanchez punts 41 yards downed by George Odum,,
1,8:53,1,10,TAM 16,0,3,Leonard Fournette right end for 3 yards (tackle by Bobby Okereke),,
1,8:13,2,7,TAM 19,0,3,Tom Brady pass complete short left to Mike Evans for 4 yards (tackle by Bobby Okereke),,
1,7:31,3,3,TAM 23,0,3,Tom Brady pass complete short right to Leonard Fournette for -1 yards (tackle by Taylor Stallworth),,
1,6:51,4,4,TAM 22,0,3,"Bradley Pinion punts 54 yards, returned by Nyheim Hines for 9 yards (tackle by K.J. Britt and Grant Stuard)",,
1,6:40,1,10,IND 33,0,3,Carson Wentz pass complete short right to Jonathan Taylor for 4 yards (tackle by Lavonte David and Sean Murphy-Bunting),,
1,6:08,2,6,IND 37,0,3,Jonathan Taylor right guard for -2 yards (tackle by William Gholston and Vita Vea),,
1,5:23,3,8,IND 35,0,3,Carson Wentz pass incomplete short left intended for Michael Pittman,,
1,5:17,4,8,IND 35,0,3,"Rigoberto Sanchez punts 47 yards, returned by Jaelon Darden for -1 yards (tackle by Ashton Dulin)",,
1,5:07,1,10,TAM 17,0,3,Ronald Jones left end for 7 yards (tackle by Shaquille Leonard),,
1,4:26,2,3,TAM 24,0,3,Ronald Jones right end for -3 yards (tackle by Bobby Okereke),,
1,3:41,3,6,TAM 21,0,3,Tom Brady pass incomplete short right intended for Leonard Fournette,,
1,3:35,4,6,TAM 21,0,3,"Bradley Pinion punts 55 yards, returned by Nyheim Hines for 13 yards (tackle by Anthony Nelson)",,
1,3:24,1,10,IND 37,0,3,Jonathan Taylor up the middle for no gain (tackle by Shaquil Barrett and Jordan Whitehead),,
1,2:44,2,10,IND 37,0,3,"Carson Wentz pass complete short right to Zach Pascal for 9 yards. Zach Pascal fumbles (forced by Mike Edwards), recovered by Lavonte David at IND-46 and returned for 12 yards (tackle by Quenton Nelson and Mo Alie-Cox)",,
1,2:34,1,10,IND 34,0,3,Tom Brady pass complete short middle to Rob Gronkowski for 10 yards (tackle by Shaquille Leonard and Isaac Rochell),,
1,1:54,1,10,IND 24,0,3,Tom Brady pass complete short left to Leonard Fournette for 8 yards (tackle by Xavier Rhodes and Shaquille Leonard),,
1,1:17,2,2,IND 16,0,3,Leonard Fournette right tackle for 4 yards (tackle by Shaquille Leonard and George Odum),,
1,0:41,1,10,IND 12,0,3,Tom Brady pass complete short middle to Cameron Brate for 7 yards (tackle by George Odum),,
Quarter,Time,Down,ToGo,Location,TAM,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,IND 5,0,3,Leonard Fournette right end for 2 yards (tackle by Shaquille Leonard),,
2,14:19,3,1,IND 3,0,3,Leonard Fournette right guard for 2 yards (tackle by T.J. Carrie),,
2,13:39,1,1,IND 1,0,3,"Tom Brady up the middle for no gain (tackle by Al-Quadin Muhammad and Andrew Sendejo). Penalty on Andrew Sendejo: Unnecessary Roughness / Defense (accepted) . Penalty on Andrew Sendejo: Illegal Shift, 5 yards (declined) (no play)",,
2,13:25,1,1,IND 1,6,3,"Leonard Fournette left guard for 1 yard, touchdown",,
2,13:22,,,IND 15,7,3,Ryan Succop kicks extra point good,,
2,13:22,,,TAM 35,7,3,"Bradley Pinion kicks off 65 yards, touchback.",,
2,13:22,1,10,IND 25,7,3,Carson Wentz pass complete short right to Jonathan Taylor for 8 yards (tackle by Antoine Winfield),,
2,12:39,2,2,IND 33,7,3,Jonathan Taylor right tackle for 5 yards (tackle by Jordan Whitehead and Antoine Winfield),,
2,11:52,1,10,IND 38,7,9,"Carson Wentz pass complete deep middle to Ashton Dulin for 62 yards, touchdown",,
2,11:44,,,TAM 15,7,10,Michael Badgley kicks extra point good,,
2,11:44,,,IND 35,7,10,"Rigoberto Sanchez kicks off 65 yards, returned by Jaelon Darden for 30 yards (tackle by George Odum)",,
2,11:37,1,10,TAM 30,7,10,"Tom Brady pass incomplete short left intended for Ronald Jones. Penalty on Xavier Rhodes: Defensive Holding, 5 yards (accepted) (no play)",,
2,11:30,1,10,TAM 35,7,10,Ronald Jones left tackle for 11 yards (tackle by Xavier Rhodes),,
2,10:58,1,10,TAM 46,7,10,Tom Brady pass deep right intended for Scott Miller is intercepted by Isaiah Rodgers at IND-10 and returned for no gain (tackle by Scott Miller),,
2,10:50,1,10,IND 10,7,10,Carson Wentz pass complete short middle to Nyheim Hines for 10 yards (tackle by Lavonte David and Shaquil Barrett),,
2,10:11,1,10,IND 20,7,10,Carson Wentz pass complete short middle to Jack Doyle for 14 yards (tackle by Kevin Minter),,
