Quarter,Time,Down,ToGo,Location,TAM,IND,Detail,EPB,EPA
2,9:32,1,10,IND 34,7,10,"Carson Wentz pass incomplete deep right intended for Zach Pascal. Penalty on Sean Murphy-Bunting: Defensive Pass Interference, 24 yards (accepted) (no play)",,
2,9:24,1,10,TAM 42,7,10,Carson Wentz pass complete short left to Zach Pascal for 3 yards (tackle by Kevin Minter),,
2,8:45,2,7,TAM 39,7,10,Jonathan Taylor up the middle for 12 yards (tackle by Antoine Winfield),,
2,8:03,1,10,TAM 27,7,10,Jonathan Taylor right guard for 5 yards (tackle by Shaquil Barrett),,
2,7:25,2,5,TAM 22,7,10,Carson Wentz pass complete short right to Michael Pittman for 3 yards (tackle by Jordan Whitehead),,
2,6:30,3,2,TAM 19,7,10,Jonathan Taylor up the middle for 1 yard (tackle by Kevin Minter),,
2,5:57,4,1,TAM 18,7,10,Carson Wentz up the middle for 3 yards (tackle by William Gholston),,
2,5:12,1,10,TAM 15,7,16,"Carson Wentz pass complete short right to Jack Doyle for 15 yards, touchdown",,
2,5:07,,,TAM 15,7,17,Michael Badgley kicks extra point good,,
2,5:07,,,IND 35,7,17,"Rigoberto Sanchez kicks off 61 yards, returned by Jaelon Darden for 12 yards (tackle by Josh Jones)",,
2,5:04,1,10,TAM 16,7,17,Tom Brady pass complete short left to Chris Godwin for 7 yards (tackle by Bobby Okereke and Grover Stewart),,
2,4:40,2,3,TAM 23,7,17,Tom Brady pass complete short middle to Rob Gronkowski for 15 yards (tackle by George Odum),,
2,4:07,1,10,TAM 38,7,17,"Tom Brady pass complete short middle to Tyler Johnson for 9 yards (tackle by Shaquille Leonard). Penalty on Grover Stewart: Illegal Use of Hands / Defense, 5 yards (declined)",,
2,3:45,2,1,TAM 47,7,17,Leonard Fournette left end for 6 yards (tackle by Shaquille Leonard),,
2,3:19,1,10,IND 47,7,17,Leonard Fournette up the middle for 12 yards (tackle by Isaac Rochell),,
2,2:55,1,10,IND 35,7,17,Tom Brady pass complete deep middle to Rob Gronkowski for 26 yards (tackle by Andrew Sendejo),,
2,2:30,1,9,IND 9,7,17,Tom Brady pass complete short middle to Leonard Fournette for 5 yards (tackle by Bobby Okereke and George Odum),,
2,2:00,2,4,IND 4,13,17,"Tom Brady pass complete short left to Leonard Fournette for 4 yards, touchdown",,
2,1:56,,,IND 15,14,17,Ryan Succop kicks extra point good,,
2,1:56,,,TAM 35,14,17,"Bradley Pinion kicks off 65 yards, touchback.",,
2,1:56,1,10,IND 25,14,17,Carson Wentz pass complete short left to T.Y. Hilton for 9 yards (tackle by Pierre Desir),,
2,1:52,2,1,IND 34,14,17,Carson Wentz pass complete short left to T.Y. Hilton for 5 yards (tackle by Pierre Desir),,
2,1:49,1,10,IND 39,14,17,Carson Wentz sacked by Ndamukong Suh for -5 yards,,
2,1:42,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:42,2,15,IND 34,14,17,Carson Wentz pass incomplete deep right intended for Zach Pascal,,
2,1:36,3,15,IND 34,14,17,Carson Wentz scrambles right end for 16 yards (tackle by Ndamukong Suh),,
2,1:27,1,10,TAM 50,14,17,Nyheim Hines up the middle for 3 yards (tackle by Lavonte David),,
2,0:57,2,7,TAM 47,14,17,Carson Wentz pass complete short right to Michael Pittman for 12 yards (tackle by Sean Murphy-Bunting),,
2,0:53,1,10,TAM 35,14,17,Carson Wentz pass incomplete deep right intended for Mo Alie-Cox,,
2,0:48,2,10,TAM 35,14,17,Carson Wentz pass incomplete short right intended for Michael Pittman,,
2,0:44,3,10,TAM 35,14,17,Carson Wentz pass complete deep right to Jack Doyle for 22 yards (tackle by Sean Murphy-Bunting),,
2,0:39,1,10,TAM 13,14,17,Carson Wentz pass incomplete short left intended for Zach Pascal,,
2,0:36,2,10,TAM 13,14,17,Carson Wentz pass complete short middle to Nyheim Hines for 9 yards (tackle by Jordan Whitehead),,
2,0:29,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:29,3,1,TAM 4,14,17,Carson Wentz pass incomplete short right intended for Zach Pascal (defended by Ross Cockrell),,
2,0:22,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:22,4,1,TAM 4,14,23,"Carson Wentz pass complete short right to T.Y. Hilton for 4 yards, touchdown",,
2,0:18,,,TAM 15,14,24,Michael Badgley kicks extra point good,,
2,0:18,,,IND 35,14,24,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
2,0:18,1,10,TAM 25,14,24,Tom Brady kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,TAM,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,14,24,"Bradley Pinion kicks off 65 yards, touchback.",,
3,15:00,1,10,IND 25,14,24,Carson Wentz pass incomplete short right intended for Nyheim Hines (defended by Mike Edwards),,
3,14:58,2,10,IND 25,14,24,Carson Wentz pass complete deep middle to Michael Pittman for 23 yards (tackle by Antoine Winfield),,
3,14:15,1,10,IND 48,14,24,Carson Wentz pass complete short right to Jonathan Taylor for -3 yards (tackle by Lavonte David),,
3,13:29,2,13,IND 45,14,24,Carson Wentz pass incomplete short middle intended for Zach Pascal (defended by Sean Murphy-Bunting),,
3,13:25,3,13,IND 45,14,24,Carson Wentz pass complete short middle to Michael Pittman for 15 yards (tackle by Pierre Desir and Jordan Whitehead),,
3,12:35,,,,,,Timeout #1 by Indianapolis Colts,,
3,12:35,1,10,TAM 40,14,24,Carson Wentz pass complete short left to Jonathan Taylor for 5 yards (tackle by Devin White),,
3,11:50,2,5,TAM 35,14,24,Carson Wentz pass complete short middle to Kylen Granson for 15 yards (tackle by Antoine Winfield and Pierre Desir),,
3,11:07,1,10,TAM 20,14,24,"Carson Wentz sacked by Shaquil Barrett for -12 yards. Carson Wentz fumbles (forced by Shaquil Barrett), recovered by Shaquil Barrett at TB-32 and returned for 3 yards (tackle by Mark Glowinski)",,
3,10:58,1,10,TAM 35,14,24,Leonard Fournette left tackle for 4 yards (tackle by DeForest Buckner),,
3,10:30,2,6,TAM 39,14,24,"Tom Brady sacked by Kwity Paye for -2 yards. Penalty on Nick Leverett: Offensive Holding, 10 yards (declined)",,
3,10:10,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,10:10,3,8,TAM 37,14,24,Tom Brady pass complete short right to Rob Gronkowski for 11 yards (tackle by Shaquille Leonard and Andrew Sendejo),,
3,9:41,1,10,TAM 48,14,24,"Tom Brady pass incomplete deep right intended for Scott Miller. Penalty on Rock Ya-Sin: Defensive Pass Interference, 37 yards (accepted) (no play)",,
3,9:34,1,10,IND 15,14,24,Tom Brady pass complete short middle to Cameron Brate for 10 yards (tackle by Bobby Okereke and Andrew Sendejo),,
3,8:53,1,5,IND 5,14,24,Leonard Fournette left guard for 1 yard (tackle by Al-Quadin Muhammad and Bobby Okereke),,
3,8:11,2,4,IND 4,20,24,"Leonard Fournette right tackle for 4 yards, touchdown",,
3,8:06,,,IND 15,21,24,Ryan Succop kicks extra point good,,
3,8:06,,,TAM 35,21,24,"Bradley Pinion kicks off 65 yards, touchback.",,
3,8:06,1,10,IND 25,21,24,Carson Wentz pass incomplete short right intended for Jonathan Taylor,,
3,8:02,2,10,IND 25,21,24,Carson Wentz pass complete short middle to Jack Doyle for 11 yards (tackle by Lavonte David),,
3,7:19,1,10,IND 36,21,24,Carson Wentz pass incomplete short middle,,
3,7:15,2,10,IND 36,21,24,Carson Wentz pass incomplete short right intended for T.Y. Hilton (defended by Sean Murphy-Bunting),,
3,7:10,3,10,IND 36,21,24,Carson Wentz pass complete short right to Jack Doyle for 11 yards (tackle by Cam Gill),,
3,6:22,1,10,IND 47,21,24,Carson Wentz pass complete short left to Kylen Granson for 7 yards (tackle by Pierre Desir and Lavonte David),,
3,5:39,2,3,TAM 46,21,24,Carson Wentz pass deep left intended for Michael Pittman is intercepted by Antoine Winfield at TB-5 and returned for 30 yards (tackle by Zach Pascal and Michael Pittman),,
3,5:22,1,10,TAM 35,21,24,Ronald Jones left guard for 5 yards (tackle by Zaire Franklin),,
3,4:40,2,5,TAM 40,21,24,Ronald Jones up the middle for 8 yards (tackle by Al-Quadin Muhammad and George Odum),,
3,4:04,1,10,TAM 48,21,24,Ronald Jones right end for 8 yards (tackle by Rock Ya-Sin),,
3,3:23,2,2,IND 44,21,24,Tom Brady pass complete deep right to Rob Gronkowski for 32 yards (tackle by Bobby Okereke and Shaquille Leonard),,
3,2:45,1,10,IND 12,21,24,Tom Brady sacked by DeForest Buckner for -7 yards,,
3,2:00,2,17,IND 19,21,24,Tom Brady pass complete short left to Rob Gronkowski for 9 yards (tackle by Kenny Moore and Shaquille Leonard),,
3,1:14,3,8,IND 10,21,24,"Tom Brady pass incomplete short left intended for Cameron Brate. Penalty on T.J. Carrie: Defensive Pass Interference, 9 yards (accepted) (no play)",,
3,1:09,1,1,IND 1,27,24,"Ronald Jones up the middle for 1 yard, touchdown",,
3,1:06,,,IND 15,28,24,Ryan Succop kicks extra point good,,
3,1:06,,,TAM 35,28,24,"Bradley Pinion kicks off 65 yards, touchback.",,
3,1:06,1,10,IND 25,28,24,Carson Wentz pass incomplete short left intended for Zach Pascal (defended by Mike Edwards),,
3,1:02,2,10,IND 25,28,24,"Carson Wentz scrambles for no gain. Carson Wentz fumbles (forced by Lavonte David), recovered by Carson Wentz at IND-30 (tackle by Lavonte David). Penalty on Mark Glowinski: Offensive Holding, 10 yards (accepted) (no play)",,
3,0:36,2,20,IND 15,28,24,Carson Wentz pass complete short middle to Mo Alie-Cox for 8 yards (tackle by Jordan Whitehead),,
Quarter,Time,Down,ToGo,Location,TAM,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,IND 23,28,24,"Penalty on Jack Doyle: False Start, 5 yards (accepted) (no play)",,
4,15:00,3,17,IND 18,28,24,Carson Wentz scrambles up the middle for 2 yards (tackle by Jason Pierre-Paul),,
4,14:18,4,15,IND 20,28,24,"Rigoberto Sanchez punts 46 yards, returned by Jaelon Darden for 4 yards (tackle by Zaire Franklin)",,
4,14:08,1,10,TAM 38,28,24,Leonard Fournette right tackle for 2 yards (tackle by DeForest Buckner and Kenny Moore),,
4,13:24,2,8,TAM 40,28,24,Tom Brady pass complete short left to Leonard Fournette for 2 yards (tackle by Al-Quadin Muhammad and Xavier Rhodes),,
4,12:40,3,6,TAM 42,28,24,Tom Brady pass incomplete short left intended for Cameron Brate,,
4,12:36,4,6,TAM 42,28,24,"Bradley Pinion punts 41 yards, recovered by Scott Miller at IND-19",,
4,12:28,1,10,IND 19,28,24,Tom Brady pass complete short middle to Chris Godwin for 9 yards (tackle by Shaquille Leonard),,
4,11:50,2,1,IND 10,28,24,Tom Brady up the middle for 3 yards (tackle by Shaquille Leonard),,
4,11:03,1,7,IND 7,28,24,Leonard Fournette right end for 1 yard (tackle by Rock Ya-Sin),,
4,10:18,2,6,IND 6,28,24,Tom Brady pass incomplete short right intended for Mike Evans (defended by Shaquille Leonard),,
4,10:14,3,6,IND 6,28,24,Tom Brady pass incomplete short middle intended for Mike Evans (defended by DeForest Buckner),,
4,10:11,4,6,IND 6,31,24,Ryan Succop 25 yard field goal good,,
4,10:06,,,TAM 35,31,24,"Bradley Pinion kicks off 65 yards, touchback.",,
4,10:06,1,10,IND 25,31,24,Jonathan Taylor up the middle for 5 yards (tackle by Shaquil Barrett),,
4,9:21,2,5,IND 30,31,24,Jonathan Taylor left guard for 15 yards (tackle by Mike Edwards and Antoine Winfield),,
4,8:33,1,10,IND 45,31,24,Jonathan Taylor up the middle for 5 yards (tackle by Shaquil Barrett and Lavonte David),,
4,7:51,2,5,TAM 50,31,24,Carson Wentz pass complete short right to Nyheim Hines for 7 yards (tackle by Jordan Whitehead and Sean Murphy-Bunting),,
4,7:05,1,10,TAM 43,31,24,Jonathan Taylor right end for 10 yards (tackle by Jordan Whitehead),,
4,6:26,1,10,TAM 33,31,24,Jonathan Taylor up the middle for 15 yards (tackle by Antoine Winfield and Sean Murphy-Bunting),,
4,5:49,1,10,TAM 18,31,24,Jonathan Taylor up the middle for 1 yard (tackle by William Gholston and Shaquil Barrett),,
4,5:04,2,9,TAM 17,31,24,Jonathan Taylor up the middle for 3 yards (tackle by Devin White),,
4,4:20,3,6,TAM 14,31,24,Carson Wentz pass complete short left to T.Y. Hilton for 10 yards (tackle by Pierre Desir),,
4,3:34,1,4,TAM 4,31,30,"Jonathan Taylor up the middle for 4 yards, touchdown",,
4,3:29,,,TAM 15,31,31,Michael Badgley kicks extra point good,,
4,3:29,,,IND 35,31,31,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
4,3:29,1,10,TAM 25,31,31,Tom Brady pass complete short left to Mike Evans for 3 yards (tackle by Isaiah Rodgers),,
4,2:46,2,7,TAM 28,31,31,Tom Brady pass complete short right to Chris Godwin for 8 yards (tackle by Rock Ya-Sin),,
4,2:41,1,10,TAM 36,31,31,"Penalty on Nick Leverett: False Start, 5 yards (accepted) (no play)",,
4,2:41,1,15,TAM 31,31,31,Leonard Fournette left tackle for 11 yards (tackle by Andrew Sendejo and George Odum),,
4,2:00,2,4,TAM 42,31,31,Tom Brady pass complete short left to Cameron Brate for 6 yards (tackle by Isaiah Rodgers),,
4,1:56,1,10,TAM 48,31,31,Tom Brady pass complete short right to Leonard Fournette for 13 yards (tackle by Shaquille Leonard),,
4,1:13,1,10,IND 39,31,31,Leonard Fournette right guard for 8 yards (tackle by Shaquille Leonard),,
4,1:07,,,,,,Timeout #2 by Indianapolis Colts,,
4,1:07,2,2,IND 31,31,31,Chris Godwin right end for 3 yards (tackle by Kwity Paye),,
4,0:29,1,10,IND 28,37,31,"Leonard Fournette left end for 28 yards, touchdown",,
4,0:20,,,IND 15,38,31,Ryan Succop kicks extra point good,,
4,0:20,,,TAM 35,38,31,"Bradley Pinion kicks off 69 yards, returned by Isaiah Rodgers for 72 yards (tackle by Mike Edwards)",,
4,0:10,1,10,TAM 32,38,31,Carson Wentz pass incomplete short left intended for Jack Doyle (defended by Lavonte David),,
4,0:05,,,,,,Timeout #3 by Indianapolis Colts,,
4,0:05,2,10,TAM 32,38,31,Carson Wentz pass deep left intended for Michael Pittman is intercepted by Pierre Desir at TB-2 and returned for no gain (tackle by Michael Pittman),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
