Quarter,Time,Down,ToGo,Location,JAX,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss and deferred, Jaguars to receive the opening kickoff.",,
1,15:00,,,HOU 35,0,0,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,JAX 25,0,0,"Penalty on Marcedes Lewis: False Start, 5 yards (no play)",0.610,0.280
1,15:00,1,15,JAX 20,0,0,Leonard Fournette right guard for 4 yards (tackle by Andre Hal),0.280,-0.070
1,14:26,2,11,JAX 24,0,0,Leonard Fournette left tackle for 9 yards (tackle by Kevin Johnson),-0.070,0.430
1,13:48,3,2,JAX 33,0,0,Blake Bortles pass complete short left to Allen Robinson for 17 yards (tackle by Kevin Johnson),0.430,2.260
1,13:19,1,10,,0,0,Blake Bortles pass complete deep left to Allen Hurns for 20 yards,2.260,3.580
1,12:51,1,10,HOU 30,0,0,Blake Bortles pass complete short right to Leonard Fournette for 6 yards (tackle by Whitney Mercilus),3.580,3.840
1,12:21,2,4,HOU 24,0,0,Blake Bortles pass incomplete short left intended for Marcedes Lewis,3.840,3.140
1,12:17,3,4,HOU 24,0,0,Blake Bortles pass incomplete short right intended for Marcedes Lewis (defended by Zach Cunningham),3.140,1.940
1,12:12,4,4,HOU 24,3,0,Jason Myers 42 yard field goal good,1.940,3.000
1,12:08,,,JAX 35,3,0,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
1,12:08,1,10,HOU 25,3,0,Lamar Miller left tackle for 1 yard (tackle by Paul Posluszny),0.610,0.200
1,11:36,2,9,HOU 26,3,0,Tom Savage sacked by Calais Campbell and Abry Jones for -7 yards,0.200,-1.510
1,10:52,3,16,HOU 19,3,0,Tom Savage pass incomplete deep left intended for DeAndre Hopkins (defended by A.J. Bouye),-1.510,-2.140
1,10:44,4,16,HOU 19,3,0,"Shane Lechler punts 43 yards, fair catch by Marqise Lee",-2.140,-1.470
1,10:34,1,10,JAX 38,3,0,Leonard Fournette right guard for 3 yards (tackle by Benardrick McKinney),1.470,1.330
1,10:02,2,7,JAX 41,3,0,Leonard Fournette middle for 2 yards (tackle by J.J. Watt),1.330,0.890
1,9:26,3,5,JAX 43,3,0,Blake Bortles pass incomplete short right intended for Chris Ivory,0.890,-0.520
1,9:22,4,5,JAX 43,3,0,"Brad Nortman punts 57 yards, touchback",-0.520,-0.280
1,9:12,1,10,HOU 20,3,0,Tyler Ervin middle for 6 yards (tackle by Barry Church and Myles Jack),0.280,0.540
1,8:41,2,4,HOU 26,3,0,Tom Savage pass complete short left to Tyler Ervin for 3 yards (tackle by Barry Church),0.540,0.230
1,8:00,3,1,HOU 29,3,0,Tom Savage pass complete short middle to Lamar Miller for 5 yards (tackle by Myles Jack),0.230,1.200
1,7:28,1,10,HOU 34,3,0,Lamar Miller left tackle for 6 yards (tackle by Yannick Ngakoue and Telvin Smith),1.200,1.470
1,7:07,2,4,HOU 40,3,0,Lamar Miller left end for -1 yards (tackle by Myles Jack),1.470,0.630
1,6:39,3,5,HOU 39,3,0,Tom Savage pass complete short middle to Stephen Anderson for 11 yards (tackle by Barry Church),0.630,2.260
1,5:51,1,10,,3,0,Lamar Miller middle for -1 yards (tackle by Myles Jack and Paul Posluszny),2.260,1.580
1,5:26,2,11,HOU 49,3,0,Tom Savage pass incomplete deep middle intended for DeAndre Hopkins (defended by Jalen Ramsey),1.580,0.890
1,5:17,3,11,HOU 49,3,0,Tom Savage pass incomplete short right intended for DeAndre Hopkins (defended by A.J. Bouye),0.890,-0.130
1,5:11,4,11,HOU 49,3,0,"Shane Lechler punts 35 yards, fair catch by Marqise Lee",-0.130,0.140
