Quarter,Time,Tm,Detail,JAX,HOU
1.0,12:08,Jaguars,Jason Myers 42 yard field goal,3,0
2.0,14:49,Jaguars,Jason Myers 25 yard field goal,6,0
,2:02,Jaguars,Leonard Fournette 1 yard rush (Jason Myers kick failed),12,0
,0:49,Jaguars,Dante Fowler 53 yard fumble return (Jason Myers kick),19,0
3.0,9:09,Texans,DeAndre Hopkins 4 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),19,7
,4:14,Jaguars,Tommy Bohanon 1 yard pass from Blake Bortles (Jason Myers kick),26,7
4.0,3:11,Jaguars,Jason Myers 38 yard field goal,29,7
