Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
1,10:21,2,10,DET 24,0,7,Shawn Bryson left tackle for 1 yard (tackle by Al Wallace),0.000,-0.560
1,9:44,3,9,DET 25,0,7,Joey Harrington pass incomplete intended for Mikhael Ricks,-0.560,-1.700
1,9:40,4,9,DET 25,0,7,Nick Harris punts 21 yards,-1.700,-2.520
1,9:29,1,10,DET 46,0,7,Jake Delhomme pass complete to Ricky Proehl for 7 yards,2.520,2.920
1,9:02,2,3,DET 39,0,7,DeShaun Foster up the middle for no gain (tackle by Robert Porcher),2.920,2.210
1,8:21,3,3,DET 39,0,7,"Jake Delhomme pass complete to DeShaun Foster for 15 yards (tackle by Terrence Holt). Penalty on Todd Steussie: Offensive Holding, 10 yards (no play)",2.210,0.890
1,7:58,3,13,DET 49,0,7,Jake Delhomme pass complete to Ricky Proehl for 8 yards (tackle by Dre' Bly),0.890,0.530
1,7:23,4,5,DET 41,0,7,"Todd Sauerbrun punts 21 yards, fair catch by Reggie Swinton",0.530,-0.280
1,7:16,1,10,DET 20,0,7,Artose Pinner right guard for 8 yards (tackle by Brian L. Allen and Mike Minter),0.280,0.810
1,6:39,2,2,DET 28,0,7,Shawn Bryson right end for 1 yard (tackle by Will Witherspoon),0.810,0.230
1,6:02,3,1,DET 29,0,7,Cory Schlesinger right guard for no gain (tackle by Kris Jenkins),0.230,-1.440
1,5:26,4,1,DET 29,0,7,"Nick Harris punts 48 yards, returned by Steve Smith for 8 yards (tackle by Brian Walker)",-1.440,-1.000
1,5:13,1,10,CAR 31,0,7,DeShaun Foster right end for 2 yards (tackle by Barrett Green and James Hall),1.000,0.730
1,4:33,2,8,CAR 33,0,7,Jake Delhomme pass complete to Muhsin Muhammad for 8 yards (tackle by Doug Evans),0.730,1.660
1,3:53,1,10,CAR 41,0,7,Jake Delhomme pass incomplete intended for Ricky Proehl is intercepted by Terrence Holt at DET-24,1.660,-0.540
1,3:43,1,10,DET 24,0,7,"Joey Harrington pass incomplete intended for Artose Pinner (defended by Will Witherspoon). Penalty on Brian L. Allen: Defensive Holding, 5 yards (no play)",0.540,0.870
1,3:36,1,10,DET 29,0,7,"Shawn Bryson left end for 4 yards (tackle by Deon Grant). Penalty on David Kircus: Offensive Holding, 10 yards",0.870,0.480
1,3:15,1,16,DET 23,0,7,Joey Harrington pass complete to Artose Pinner for 9 yards (tackle by Mike Minter),0.480,0.730
1,2:32,2,7,DET 32,0,7,Artose Pinner left tackle for 2 yards (tackle by Reggie Howard and Will Witherspoon),0.730,0.300
1,1:50,3,5,DET 34,0,7,Joey Harrington pass complete to Reggie Swinton for 6 yards (tackle by Ricky Manning),0.300,1.600
1,1:10,1,10,DET 40,0,7,Artose Pinner left tackle for 6 yards (tackle by Mike Minter),1.600,1.860
1,0:31,2,4,DET 46,0,7,Shawn Bryson right guard for 3 yards (tackle by Mike Minter),1.860,1.550
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,DET 49,0,7,Joey Harrington pass complete to Stephen Trejo for 2 yards (tackle by Julius Peppers),1.550,2.320
2,14:27,1,10,CAR 49,0,7,Artose Pinner right tackle for -1 yards (tackle by Greg Favors and Dan Morgan),2.320,1.650
2,13:48,2,11,CAR 50,0,7,Joey Harrington pass incomplete intended for Artose Pinner,1.650,0.960
2,13:42,3,11,CAR 50,0,7,Joey Harrington pass incomplete intended for Reggie Swinton,0.960,-0.060
2,13:36,4,11,CAR 50,0,7,"Nick Harris punts 44 yards, returned by Steve Smith for 10 yards (tackle by Cory Schlesinger)",-0.060,0.140
2,13:26,1,10,CAR 16,0,7,DeShaun Foster up the middle for 1 yard (tackle by Shaun Rogers),-0.140,-0.510
2,12:44,2,9,CAR 17,0,7,DeShaun Foster right guard for 5 yards (tackle by Terrence Holt),-0.510,-0.570
2,12:01,3,4,CAR 22,0,7,DeShaun Foster left guard for 12 yards (tackle by Bracy Walker),-0.570,1.200
2,11:15,1,10,CAR 34,0,7,Jake Delhomme pass complete to Muhsin Muhammad for 9 yards (tackle by Boss Bailey),1.200,1.870
2,10:43,2,1,CAR 43,0,7,DeShaun Foster left end for no gain (tackle by Bracy Walker),1.870,1.160
2,10:15,3,1,CAR 43,0,7,"Penalty on Bruce Nelson: False Start, 5 yards (no play)",1.160,0.500
2,9:58,3,6,CAR 38,0,7,Jake Delhomme pass complete to Steve Smith for 44 yards (tackle by Terrence Holt),0.500,4.370
2,9:28,1,10,DET 18,0,7,Jake Delhomme pass complete to Brad Hoover for 6 yards (tackle by Boss Bailey),4.370,4.810
2,8:50,2,4,DET 12,0,7,DeShaun Foster left tackle for 2 yards (tackle by Earl Holmes),4.810,4.510
2,8:10,3,2,DET 10,0,13,"Jake Delhomme pass complete to DeShaun Foster for 10 yards, touchdown",4.510,7.000
2,,,,DET 2,0,14,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,0,14,"John Kasay kicks off 59 yards, returned by Reggie Swinton for 18 yards (tackle by Travares Tillman)",,
2,7:58,1,10,DET 29,0,14,"Mike McMahon pass complete to Artose Pinner for 5 yards (tackle by Mike Minter). Penalty on Reggie Howard: Defensive Holding, 5 yards (no play)",0.870,1.200
2,7:36,1,10,DET 34,0,14,Mike McMahon pass complete to Bill Schroeder for 9 yards (tackle by Mike Minter),1.200,1.870
2,7:00,2,1,DET 43,0,14,Artose Pinner right guard for -1 yards (tackle by Kris Jenkins and Will Witherspoon),1.870,1.030
2,6:16,3,2,DET 42,0,14,Mike McMahon pass complete to Az-Zahir Hakim for 3 yards (tackle by Reggie Howard),1.030,1.930
2,5:37,1,10,DET 45,0,14,Artose Pinner left end for 2 yards (tackle by Reggie Howard),1.930,1.650
2,4:56,2,8,DET 47,0,14,"Mike McMahon pass complete to David Kircus for 18 yards (tackle by Reggie Howard). Penalty on Al Wallace: Defensive Offside (Declined), Penalty on Greg Favors: Defensive Offside (Declined)",1.650,3.250
2,4:46,1,10,CAR 35,0,14,Mike McMahon pass incomplete intended for Cory Schlesinger,3.250,2.700
2,4:40,2,10,CAR 35,0,14,Mike McMahon for 11 yards (tackle by Dante Wesley),2.700,3.970
2,4:14,1,10,CAR 24,0,14,Mike McMahon pass incomplete intended for Az-Zahir Hakim is intercepted by Mike Minter at CAR-15 and returned for 29 yards (tackle by Cory Schlesinger),3.970,-1.860
2,4:04,1,10,CAR 44,0,14,Jake Delhomme pass complete to Muhsin Muhammad for 29 yards (tackle by Earl Holmes),1.860,3.780
2,3:22,1,10,DET 27,0,14,Steve Smith left end for -3 yards (tackle by Dre' Bly),3.780,2.830
2,2:51,2,13,DET 30,0,14,DeShaun Foster left guard for 3 yards (tackle by James Hall),2.830,2.540
2,2:09,3,10,DET 27,0,14,Jake Delhomme pass complete to Steve Smith for 3 yards (tackle by Dre' Bly),2.540,1.870
2,2:00,4,7,DET 24,0,17,John Kasay 42 yard field goal good,1.870,3.000
2,,,,CAR 30,0,17,"John Kasay kicks off 66 yards, returned by Reggie Swinton for 33 yards (tackle by Ricky Manning). Penalty on Paul Smith: Offensive Holding, 10 yards",0.000,-0.060
2,1:46,1,10,DET 17,0,17,Shawn Bryson left tackle for 3 yards (tackle by Kris Jenkins and Will Witherspoon),-0.060,-0.060
2,1:08,2,7,DET 20,0,17,Mike McMahon pass incomplete intended for Mikhael Ricks,-0.060,-0.870
2,1:01,3,7,DET 20,0,17,Mike McMahon pass incomplete intended for Reggie Swinton,-0.870,-2.030
2,0:56,4,7,DET 20,0,17,"Nick Harris punts 42 yards, returned by Steve Smith for -23 yards (tackle by Brian Walker)",-2.030,0.220
2,0:43,1,10,CAR 15,0,17,DeShaun Foster left guard for 12 yards (tackle by Terrence Holt),-0.220,0.740
2,0:34,,,,0,17,Timeout #1 by Carolina Panthers,0.000,0.740
2,0:34,1,10,CAR 27,0,17,Nick Goings up the middle for 11 yards (tackle by James Hall and Barrett Green),0.740,1.470
2,0:27,,,,0,17,Timeout #2 by Carolina Panthers,0.000,1.470
2,0:27,1,10,CAR 38,0,17,Jake Delhomme pass complete to DeShaun Foster for 4 yards (tackle by Boss Bailey),1.470,1.460
2,0:18,,,,0,17,Timeout #3 by Carolina Panthers,0.000,1.460
2,0:18,2,6,CAR 42,0,17,Jake Delhomme pass complete to Nick Goings for 3 yards (tackle by Boss Bailey),1.460,1.160
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,0,17,"Jason Hanson kicks off 62 yards, returned by Rod Smart for 15 yards (tackle by Wali Rainer)",0.000,0.480
3,14:54,1,10,CAR 23,0,17,Jake Delhomme pass complete to DeShaun Foster for 6 yards (tackle by James Davis),0.480,0.740
3,14:03,2,4,CAR 29,0,17,DeShaun Foster up the middle for 8 yards (tackle by Terrence Holt),0.740,1.400
3,13:24,1,10,CAR 37,0,17,DeShaun Foster right tackle for no gain (tackle by Earl Holmes and Robert Porcher),1.400,0.860
3,12:40,2,10,CAR 37,0,17,Jake Delhomme pass complete to Steve Smith for 9 yards (tackle by Barrett Green),0.860,1.360
3,12:09,3,1,CAR 46,0,17,Jake Delhomme pass complete to Muhsin Muhammad for 4 yards (tackle by Wali Rainer),1.360,2.260
3,11:26,1,10,CAR 50,0,17,Jake Delhomme right end for 7 yards (tackle by Jeff Gooch),2.260,2.660
3,10:45,2,3,DET 43,0,17,DeShaun Foster left guard for 3 yards (tackle by Kelvin Pritchett),2.660,2.920
3,9:59,1,10,DET 40,0,17,Jake Delhomme pass complete to Ricky Proehl for 12 yards (tackle by Barrett Green),2.920,3.710
3,9:16,1,10,DET 28,0,17,Jake Delhomme pass complete to Rod Smart for 3 yards (tackle by Barrett Green),3.710,3.570
3,8:31,2,7,DET 25,0,17,DeShaun Foster left end for -1 yards (tackle by Boss Bailey). Penalty on Jordan Gross: Illegal Formation (Declined),3.570,2.740
3,8:02,3,8,DET 26,0,17,Jake Delhomme pass incomplete intended for DeShaun Foster,2.740,1.740
3,7:58,4,8,DET 26,0,20,John Kasay 44 yard field goal good,1.740,3.000
3,,,,CAR 30,0,20,"John Kasay kicks off 70 yards, touchback",0.000,0.280
3,7:53,1,10,DET 20,0,20,Artose Pinner right guard for no gain (tackle by Ricky Manning and Mike Minter),0.280,-0.270
3,7:17,2,10,DET 20,0,20,Mike McMahon pass incomplete intended for Bill Schroeder,-0.270,-0.960
3,7:13,3,10,DET 20,0,20,"Mike McMahon pass incomplete intended for Bill Schroeder (defended by Deon Grant). Penalty on Dante Wesley: Illegal Use of Hands, 5 yards (no play)",-0.960,0.610
3,7:06,1,10,DET 25,0,20,Artose Pinner right guard for -1 yards (tackle by Greg Favors and Shane Burton),0.610,-0.070
3,6:24,2,11,DET 24,0,20,Shawn Bryson right guard for 5 yards (tackle by Dan Morgan and Julius Peppers),-0.070,-0.100
3,5:38,3,6,DET 29,0,20,"Penalty on Stockar McDougle: False Start, 5 yards (no play)",-0.100,-0.760
3,5:17,3,11,DET 24,0,20,Mike McMahon pass incomplete intended for Mikhael Ricks,-0.760,-1.770
3,5:11,4,11,DET 24,0,20,"Nick Harris punts 38 yards, returned by Steve Smith for 1 yard (tackle by Stephen Trejo)",-1.770,-1.530
3,5:00,1,10,CAR 39,0,20,DeShaun Foster up the middle for -5 yards (tackle by Shaun Rogers),1.530,0.310
3,4:16,2,15,CAR 34,0,20,"Penalty on Jared DeVries: Defensive Offside, 5 yards (no play)",0.310,0.990
3,3:59,2,10,CAR 39,0,20,Jake Delhomme pass complete to DeShaun Foster for 14 yards (tackle by Boss Bailey),0.990,2.460
3,3:15,1,10,DET 47,0,20,Jake Delhomme pass complete to Jermaine Wiggins for 5 yards (tackle by Earl Holmes),2.460,2.590
3,2:35,2,5,DET 42,0,20,Rod Smart left end for 6 yards (tackle by Brian Walker and Barrett Green),2.590,3.180
3,1:56,1,10,DET 36,0,20,Rod Smart up the middle for 2 yards (tackle by Boss Bailey),3.180,2.910
3,1:18,2,8,DET 34,0,20,Jake Delhomme pass incomplete intended for Ricky Proehl,2.910,2.210
3,1:12,3,8,DET 34,0,20,Jake Delhomme pass complete to Nick Goings for 7 yards (tackle by Jeff Gooch),2.210,1.820
3,0:45,4,1,DET 27,0,20,Jake Delhomme left guard for no gain (tackle by James Hall),1.820,-0.740
3,0:39,1,10,DET 27,0,20,Artose Pinner left tackle for 1 yard (tackle by Greg Favors),0.740,0.330
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DET 28,0,20,Mike McMahon sacked by Julius Peppers for 0 yards,0.330,-0.360
4,14:25,3,9,DET 28,0,20,Mike McMahon left end for 3 yards (tackle by Ricky Manning),-0.360,-1.310
4,13:51,4,6,DET 31,0,20,"Nick Harris punts 47 yards, returned by Kevin Dyson for 14 yards (tackle by Cory Schlesinger)",-1.310,-1.330
4,13:40,1,10,CAR 36,0,20,Jake Delhomme pass complete to DeShaun Foster for 2 yards (tackle by Dre' Bly),1.330,1.060
4,13:10,2,8,CAR 38,0,20,DeShaun Foster right guard for 5 yards (tackle by Boss Bailey and Brian Walker),1.060,1.030
4,12:29,3,3,CAR 43,0,20,Jake Delhomme pass incomplete intended for Steve Smith,1.030,-0.520
4,12:22,4,3,CAR 43,0,20,"Penalty on Jarrod Cooper: False Start, 5 yards (no play)",-0.520,-0.850
4,12:22,4,8,CAR 38,6,20,"Todd Sauerbrun punts 51 yards, returned by Reggie Swinton for 89 yards, touchdown",-0.850,-7.000
4,,,,CAR 2,7,20,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,7,20,"Jason Hanson kicks off 69 yards, returned by Rod Smart for 27 yards (tackle by Julius Curry)",0.000,0.810
4,11:56,1,10,CAR 28,7,20,Jake Delhomme pass complete to Kevin Dyson for 9 yards (tackle by Boss Bailey),0.810,1.480
,,,,,,,"CAR challenged the ruling, and the original play was overturned.",,
4,11:22,2,1,CAR 37,7,20,DeShaun Foster right tackle for -2 yards (tackle by Shaun Rogers),1.480,0.500
4,10:42,,,,7,20,Timeout #1 by Detroit Lions,0.000,0.500
4,10:42,3,3,CAR 35,7,20,Jake Delhomme pass incomplete intended for Steve Smith,0.500,-1.040
4,10:38,4,3,CAR 35,7,20,Todd Sauerbrun punts 37 yards,-1.040,-0.810
4,10:26,1,10,DET 28,7,20,Artose Pinner right guard for no gain (tackle by Shane Burton),0.810,0.260
4,9:47,2,10,DET 28,7,20,Mike McMahon pass complete to Az-Zahir Hakim for 6 yards (tackle by Mike Minter),0.260,0.370
4,9:15,3,4,DET 34,7,20,Mike McMahon pass incomplete intended for Mikhael Ricks. Penalty on Jeff Backus: Offensive Holding (Declined),0.370,-1.110
4,9:08,4,4,DET 34,7,20,"Nick Harris punts 44 yards, fair catch by Kevin Dyson",-1.110,-0.410
4,8:59,1,10,CAR 22,7,20,DeShaun Foster right guard for 3 yards (tackle by Wali Rainer),0.410,0.270
4,8:19,2,7,CAR 25,7,20,Jake Delhomme pass complete to Brad Hoover for 5 yards (tackle by Terrence Holt),0.270,0.230
4,7:35,3,2,CAR 30,7,20,Rod Smart right end for 6 yards (tackle by Wali Rainer),0.230,1.330
4,7:04,1,10,CAR 36,7,20,DeShaun Foster right end for 12 yards (tackle by Brian Walker),1.330,2.130
4,6:18,1,10,CAR 48,7,20,Rod Smart left tackle for no gain (tackle by Kelvin Pritchett and Robert Porcher),2.130,1.580
4,5:35,2,10,CAR 48,7,20,DeShaun Foster right guard for 5 yards (tackle by Brian Walker),1.580,1.550
4,4:53,3,5,DET 47,7,20,Jake Delhomme pass complete to Kevin Dyson for 6 yards,1.550,2.850
4,4:45,1,10,DET 41,7,20,Jake Delhomme pass complete to Jermaine Wiggins for 1 yard (tackle by Boss Bailey),2.850,2.440
4,4:03,2,9,DET 40,13,20,"Jake Delhomme pass complete to DeShaun Foster for 2 yards (tackle by Dre' Bly). DeShaun Foster fumbles (forced by Dre' Bly), recovered by Boss Bailey at DET-38 and returned for 62 yards, touchdown",2.440,-7.000
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
4,,,,CAR 2,14,20,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,14,20,"Jason Hanson kicks off 62 yards, returned by Steve Smith for 22 yards (tackle by Terrence Holt)",0.000,0.940
4,3:38,1,10,CAR 30,14,20,DeShaun Foster left tackle for 4 yards (tackle by Kelvin Pritchett),0.940,0.930
4,2:55,2,6,CAR 34,14,20,Rod Smart left end for 2 yards (tackle by Kelvin Pritchett),0.930,0.500
4,2:15,3,4,CAR 36,14,20,"Jake Delhomme pass incomplete intended for Kevin Dyson. Penalty on Dre' Bly: Defensive Holding, 5 yards (no play)",0.500,1.660
4,2:08,1,10,CAR 41,14,20,Rod Smart right tackle for no gain (tackle by Earl Holmes),1.660,1.120
4,2:00,2,10,CAR 41,14,20,Rod Smart right end for 6 yards (tackle by Brian Walker),1.120,1.220
4,1:53,,,,14,20,Timeout #2 by Detroit Lions,0.000,1.220
4,1:53,3,4,CAR 47,14,20,"Jake Delhomme right end for 4 yards (tackle by Brian Walker). Penalty on Brian Walker: Unnecessary Roughness, 15 yards",1.220,3.310
4,1:46,1,10,DET 34,14,20,Brad Hoover left guard for 5 yards (tackle by Brian Walker and Earl Holmes),3.310,3.450
4,1:37,,,,14,20,Timeout #3 by Detroit Lions,0.000,3.450
4,1:37,2,5,DET 29,14,20,Rod Smart right guard for 2 yards (tackle by Shaun Rogers),3.450,3.010
4,0:53,,,,14,20,Timeout #2 by Carolina Panthers,0.000,3.010
4,0:53,3,3,DET 27,14,20,Rod Smart right end for no gain (tackle by Boss Bailey and Terrence Holt),3.010,1.770
4,0:06,,,,14,20,Timeout #3 by Carolina Panthers,0.000,1.770
4,0:06,4,3,DET 27,14,20,Jake Delhomme pass incomplete intended for Muhsin Muhammad,1.770,0.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
