Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
1,6:49,3,5,PHI 40,0,7,Carson Wentz sacked by Armonty Bryant for -2 yards,0.700,-0.850
1,6:10,4,7,PHI 38,0,7,"Donnie Jones punts 42 yards, fair catch by Andre Roberts",-0.850,-0.280
1,6:02,1,10,DET 20,0,7,Zach Zenner right tackle for 3 yards (tackle by Brandon Graham),0.280,0.140
1,5:27,2,7,DET 23,0,7,Matthew Stafford pass complete short left to Marvin Jones for 9 yards (tackle by Nolan Carroll),0.140,1.070
1,4:46,1,10,DET 32,0,7,"Matthew Stafford pass incomplete short middle intended for Anquan Boldin. Penalty on Nolan Carroll: Defensive Pass Interference, 7 yards (no play)",1.070,1.530
1,4:42,1,10,DET 39,0,7,Zach Zenner left tackle for -2 yards (tackle by Marcus Smith),1.530,0.720
1,4:06,2,12,DET 37,0,7,"Matthew Stafford pass incomplete deep right intended for Golden Tate. Penalty on Destiny Vaeao: Defensive Offside, 5 yards (no play)",0.720,1.390
1,4:00,2,7,DET 42,0,7,Zach Zenner middle for 3 yards (tackle by Jordan Hicks and Vinny Curry),1.390,1.090
1,3:18,3,4,DET 45,0,7,Matthew Stafford pass complete short middle to Anquan Boldin for 7 yards (tackle by Malcolm Jenkins),1.090,2.390
1,2:39,1,10,PHI 48,0,7,Zach Zenner middle for -2 yards (tackle by Brandon Graham),2.390,1.580
1,1:59,2,12,PHI 50,0,7,"Matthew Stafford right end for 14 yards (tackle by Rodney McLeod). Penalty on Rodney McLeod: Unnecessary Roughness, 15 yards",1.580,4.170
1,1:36,1,10,PHI 21,0,7,Theo Riddick middle for 4 yards (tackle by Fletcher Cox),4.170,4.200
1,1:00,2,6,PHI 17,0,13,"Matthew Stafford pass complete short right to Theo Riddick for 17 yards, touchdown",4.200,7.000
1,1:00,,,PHI 17,0,14,Matt Prater kicks extra point good,0.000,0.000
1,1:00,,,DET 35,0,14,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
1,0:53,1,10,PHI 25,0,14,Ryan Mathews left tackle for 4 yards,0.610,0.600
1,0:14,2,6,PHI 29,0,14,Carson Wentz pass complete short left to Ryan Mathews for 18 yards (tackle by Tahir Whitehead),0.600,2.060
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 47,0,14,Carson Wentz pass complete short middle to Zach Ertz for 11 yards (tackle by Tahir Whitehead),2.060,2.790
2,14:20,1,10,DET 42,0,14,Carson Wentz pass complete short middle to Zach Ertz for 5 yards (tackle by Thurston Armbrister),2.790,2.920
2,13:42,2,5,DET 37,0,14,Darren Sproles left tackle for 15 yards (tackle by Tahir Whitehead),2.920,4.110
2,12:57,1,10,DET 22,0,14,Carson Wentz for 10 yards,4.110,4.780
2,12:19,1,10,DET 12,0,14,Carson Wentz pass complete short right to Dorial Green-Beckham for 6 yards (tackle by Quandre Diggs),4.780,5.210
2,11:38,2,4,DET 6,0,14,"Penalty on Carson Wentz: Delay of Game, 5 yards (no play)",5.210,4.270
2,11:08,2,9,DET 11,0,14,Darren Sproles middle for 10 yards (tackle by Glover Quin),4.270,6.970
2,10:26,1,1,DET 1,6,14,"Carson Wentz pass complete short right to Ryan Mathews for 1 yard, touchdown",6.970,7.000
2,10:26,,,DET 1,7,14,Caleb Sturgis kicks extra point good,0.000,0.000
2,10:26,,,PHI 35,7,14,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
2,10:21,1,10,DET 25,7,14,Theo Riddick left end for 13 yards (tackle by Rodney McLeod),0.610,1.470
2,9:42,1,10,DET 38,7,14,Matthew Stafford pass incomplete short right intended for Golden Tate (defended by Leodis McKelvin),1.470,0.920
2,9:36,2,10,DET 38,7,14,Theo Riddick middle for -1 yards (tackle by Bennie Logan),0.920,0.100
2,8:55,3,11,DET 37,7,14,Matthew Stafford pass complete short left to Theo Riddick for 10 yards (tackle by Connor Barwin),0.100,-0.260
,,,,,,,"PHI challenged the first down ruling, and the original play was overturned.",,
2,8:11,4,1,DET 47,7,14,Matthew Stafford middle for 2 yards (tackle by Vinny Curry),-0.260,2.190
2,7:32,1,10,DET 49,7,14,Theo Riddick left tackle for no gain (tackle by Nolan Carroll),2.190,1.650
2,6:51,2,10,DET 49,7,14,Matthew Stafford pass complete short middle to Anquan Boldin for 13 yards (tackle by Nolan Carroll and Malcolm Jenkins),1.650,3.050
2,6:06,1,10,PHI 38,7,14,Matthew Stafford pass complete short right to Zach Zenner for 19 yards (tackle by Mychal Kendricks),3.050,4.310
2,5:16,1,10,PHI 19,7,14,Zach Zenner middle for 6 yards (tackle by Brandon Graham),4.310,4.720
2,4:32,2,4,PHI 13,7,14,Matthew Stafford pass incomplete,4.720,3.960
2,4:25,3,4,PHI 13,7,14,"Penalty on Riley Reiff: False Start, 5 yards (no play)",3.960,3.140
2,4:25,3,9,PHI 18,7,14,"Matthew Stafford sacked by Connor Barwin for -8 yards. Penalty on Fletcher Cox: Unnecessary Roughness, 9 yards (no play)",3.140,5.140
2,4:00,1,9,PHI 9,7,14,Matthew Stafford pass complete short middle to Golden Tate for 8 yards (tackle by Rodney McLeod and Brandon Graham),5.140,5.910
2,3:15,2,1,PHI 1,7,20,"Matthew Stafford pass complete short left to Marvin Jones for 1 yard, touchdown",5.910,7.000
2,3:15,,,PHI 1,7,21,Matt Prater kicks extra point good,0.000,0.000
2,3:15,,,DET 35,7,21,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
2,3:08,1,10,PHI 25,7,21,Darren Sproles left tackle for 7 yards (tackle by Tavon Wilson),0.610,1.010
2,2:41,2,3,PHI 32,7,21,Carson Wentz pass complete short left to Darren Sproles for 5 yards (tackle by Tavon Wilson),1.010,1.400
2,2:11,1,10,PHI 37,7,21,Carson Wentz pass complete short right to Nelson Agholor for 9 yards (tackle by Darius Slay),1.400,2.070
2,2:00,2,1,PHI 46,7,21,Carson Wentz left end for 4 yards (tackle by Devin Taylor),2.070,2.260
2,1:37,1,10,,7,21,"Carson Wentz pass incomplete deep middle intended for Nelson Agholor. Penalty on Darren Sproles: Chop Block, 15 yards (no play)",2.260,1.270
2,1:30,1,25,PHI 35,7,21,Carson Wentz pass incomplete,1.270,-0.310
2,1:22,2,25,PHI 35,7,21,"Carson Wentz pass complete deep right to Jordan Matthews for 27 yards (tackle by Quandre Diggs). Jordan Matthews fumbles (forced by Quandre Diggs), ball out of bounds at DET-38",-0.310,3.050
2,1:11,1,10,DET 38,7,21,Carson Wentz pass complete short right to Darren Sproles for 11 yards (tackle by Rafael Bush),3.050,3.050
2,1:00,1,10,DET 38,7,21,Timeout #1 by Philadelphia Eagles,3.050,3.780
2,1:00,1,10,DET 27,7,21,"Carson Wentz pass incomplete deep right intended for Zach Ertz. Penalty on Allen Barbre: Offensive Holding, 10 yards (no play)",3.780,3.120
2,0:53,1,20,DET 37,7,21,Carson Wentz sacked by Devin Taylor for -6 yards,3.120,3.120
2,0:48,1,20,DET 37,7,21,Timeout #2 by Philadelphia Eagles,3.120,1.070
2,0:48,2,26,DET 43,7,21,Carson Wentz pass complete short right to Darren Sproles for no gain,1.070,0.430
2,0:19,3,26,DET 43,7,21,"Carson Wentz pass complete short middle to Zach Ertz for 10 yards (tackle by Tahir Whitehead). Penalty on Zach Ertz: Offensive Pass Interference, 10 yards (no play)",0.430,-0.890
2,0:11,3,36,PHI 47,7,21,Carson Wentz pass complete deep left to Zach Ertz for 21 yards (tackle by Quandre Diggs). Penalty on Kerry Hyder: Defensive Offside (Declined),-0.890,-0.890
2,0:03,3,36,PHI 47,7,21,Timeout #1 by Detroit Lions,-0.890,1.240
2,0:03,4,15,DET 32,10,21,Caleb Sturgis 50 yard field goal good,1.240,3.000
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,10,21,"Sam Martin kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,PHI 25,10,21,Ryan Mathews left end for 6 yards (tackle by Tahir Whitehead),0.610,0.870
3,14:23,2,4,PHI 31,10,21,Carson Wentz pass complete deep right to Nelson Agholor for 18 yards (tackle by Nevin Lawson),0.870,2.190
3,13:40,1,10,PHI 49,10,21,Ryan Mathews middle for 3 yards (tackle by Brandon Copeland),2.190,2.050
3,13:01,2,7,DET 48,10,21,Carson Wentz pass complete short right to Ryan Mathews for 17 yards (tackle by Tavon Wilson),2.050,3.510
3,12:12,1,10,DET 31,10,21,Josh Huff right end for no gain (tackle by Glover Quin),3.510,2.970
3,11:28,2,10,DET 31,10,21,Carson Wentz pass complete short right to Josh Huff for 2 yards (tackle by Tavon Wilson),2.970,2.540
3,10:39,3,8,DET 29,10,21,Carson Wentz pass complete short left to Dorial Green-Beckham for 26 yards (tackle by Glover Quin),2.540,6.510
3,9:57,1,3,DET 3,10,21,Ryan Mathews middle for 2 yards (tackle by Tyrunn Walker),6.510,6.510
3,9:21,1,3,DET 3,10,21,Timeout #1 by Detroit Lions,6.510,5.910
3,9:21,2,1,DET 1,16,21,"Carson Wentz pass complete short right to Josh Huff for 1 yard, touchdown",5.910,7.000
3,9:21,,,DET 1,17,21,Caleb Sturgis kicks extra point good,0.000,0.000
3,9:21,,,PHI 35,17,21,"Caleb Sturgis kicks off 68 yards, returned by Andre Roberts for 21 yards (tackle by Trey Burton)",0.000,-0.040
3,9:12,1,10,DET 18,17,21,Theo Riddick left tackle for 4 yards (tackle by Jordan Hicks),0.040,0.140
3,8:37,2,6,DET 22,17,21,"Matthew Stafford pass incomplete short left intended for Marvin Jones (defended by Nolan Carroll). Penalty on Nolan Carroll: Defensive Pass Interference, 4 yards (no play)",0.140,0.670
3,8:32,1,10,DET 26,17,21,"Matthew Stafford sacked by Bennie Logan for -26 yards. Penalty on Anquan Boldin: Unsportsmanlike Conduct, 13 yards",0.670,-1.800
3,7:57,2,24,DET 12,17,21,--,-1.800,-4.510
3,7:47,1,10,DET 16,17,21,Carson Wentz pass incomplete deep right intended for Nelson Agholor,4.510,3.900
3,7:42,2,10,DET 16,17,21,Ryan Mathews middle for 2 yards,3.900,3.370
3,6:58,3,8,DET 14,17,21,Carson Wentz pass incomplete short left intended for Dorial Green-Beckham (defended by Nevin Lawson),3.370,2.510
3,6:48,4,8,DET 14,20,21,Caleb Sturgis 33 yard field goal good,2.510,3.000
3,6:48,,,PHI 35,20,21,"Caleb Sturgis kicks off 61 yards, returned by Andre Roberts for 12 yards (tackle by Jaylen Watkins)",0.000,0.140
3,6:40,1,10,DET 16,20,21,Golden Tate right end for -4 yards (tackle by Nigel Bradham),-0.140,-1.070
3,5:55,2,14,DET 12,20,21,Matthew Stafford pass complete short left to Zach Zenner for 4 yards (tackle by Jordan Hicks and Connor Barwin),-1.070,-1.320
3,5:09,3,10,DET 16,20,21,Matthew Stafford pass complete short right to Anquan Boldin for 8 yards (tackle by Vinny Curry and Jalen Mills),-1.320,-1.770
3,4:22,4,2,DET 24,20,21,Sam Martin punts 57 yards,-1.770,-0.150
3,4:07,1,10,PHI 19,20,21,Carson Wentz pass complete short right to Darren Sproles for 7 yards (tackle by Nevin Lawson),0.150,0.610
3,3:26,2,3,PHI 26,20,21,Carson Wentz pass complete short left to Ryan Mathews for -6 yards (tackle by Thurston Armbrister),0.610,-0.940
3,2:36,3,9,PHI 20,20,21,"Penalty on Carson Wentz: Delay of Game, 5 yards (no play)",-0.940,-1.760
3,2:13,3,14,PHI 15,20,21,Darren Sproles middle for 3 yards (tackle by Tahir Whitehead and Rafael Bush),-1.760,-2.240
3,1:34,4,11,PHI 18,20,21,Donnie Jones punts 34 yards,-2.240,-2.130
3,1:25,1,10,DET 48,20,21,Theo Riddick middle for -1 yards (tackle by Nigel Bradham),2.130,1.450
3,0:49,2,11,DET 47,20,21,Matthew Stafford pass incomplete,1.450,0.760
3,0:41,3,11,DET 47,20,21,Matthew Stafford pass complete short middle to Marvin Jones for 10 yards (tackle by Jalen Mills),0.760,0.400
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,PHI 43,20,21,Theo Riddick right tackle for 2 yards (tackle by Mychal Kendricks),0.400,2.850
4,14:17,1,10,PHI 41,20,21,Matthew Stafford pass complete short right to Theo Riddick for 2 yards (tackle by Jalen Mills and Jordan Hicks),2.850,2.580
4,13:32,2,8,PHI 39,20,21,Theo Riddick right tackle for 1 yard (tackle by Bennie Logan),2.580,2.020
4,12:50,3,7,PHI 38,20,21,Matthew Stafford sacked by Vinny Curry for -9 yards,2.020,0.130
4,12:13,4,16,PHI 47,20,21,"Sam Martin punts 47 yards, touchback",0.130,-0.280
4,12:01,1,10,PHI 20,20,21,"Carson Wentz pass incomplete short right intended for Trey Burton. Penalty on Lane Johnson: Illegal Formation, 5 yards (no play)",0.280,-0.310
4,11:55,1,15,PHI 15,20,21,Carson Wentz pass incomplete short middle intended for Trey Burton (defended by Tahir Whitehead),-0.310,-1.070
4,11:51,2,15,PHI 15,20,21,Carson Wentz pass complete short left to Dorial Green-Beckham for 11 yards (tackle by Tahir Whitehead and Glover Quin),-1.070,-0.160
4,11:08,3,4,PHI 26,20,21,Carson Wentz pass complete deep right to Jordan Matthews for 20 yards (tackle by Tahir Whitehead),-0.160,1.990
4,10:22,1,10,PHI 46,20,21,Carson Wentz pass complete short right to Jordan Matthews for 8 yards (tackle by Darius Slay),1.990,2.530
4,9:37,2,2,DET 46,20,21,Carson Wentz sacked by A'Shawn Robinson for 0 yards,2.530,1.820
4,8:49,3,2,DET 46,20,21,Darren Sproles middle for 10 yards (tackle by Tahir Whitehead),1.820,3.180
4,8:11,1,10,DET 36,20,21,Carson Wentz pass incomplete short middle intended for Nelson Agholor (defended by Tahir Whitehead),3.180,2.640
4,8:05,2,10,DET 36,20,21,"Ryan Mathews right end for 10 yards (tackle by Devin Taylor). Penalty on Brandon Brooks: Offensive Holding, 10 yards",2.640,2.640
4,7:33,2,10,DET 36,20,21,Carson Wentz pass complete short left to Trey Burton for 5 yards (tackle by Tahir Whitehead),2.640,2.610
4,6:50,3,5,DET 31,20,21,Carson Wentz pass incomplete short right intended for Nelson Agholor (defended by Darius Slay),2.610,1.350
4,6:45,4,5,DET 31,23,21,Caleb Sturgis 49 yard field goal good,1.350,3.000
4,6:45,,,PHI 35,23,21,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
4,6:40,1,10,DET 25,23,21,Matthew Stafford pass incomplete short right intended for Marvin Jones,0.610,0.060
4,6:35,2,10,DET 25,23,21,Matthew Stafford pass complete short left to Theo Riddick for -6 yards (tackle by Nigel Bradham),0.060,-1.510
4,5:52,3,16,DET 19,23,21,Matthew Stafford pass complete short left to Theo Riddick for 9 yards (tackle by Nigel Bradham),-1.510,-1.500
4,5:11,4,7,DET 28,23,21,"Sam Martin punts 55 yards, returned by Darren Sproles for 6 yards (tackle by Don Carey)",-1.500,-0.480
4,4:59,1,10,PHI 23,23,21,Carson Wentz pass complete short left to Josh Huff for 2 yards (tackle by Tavon Wilson),0.480,0.200
4,4:19,2,8,PHI 25,23,21,Ryan Mathews left tackle for 2 yards (tackle by Tahir Whitehead),0.200,-0.230
4,3:35,3,6,PHI 27,23,21,Carson Wentz pass complete short right to Jordan Matthews for 10 yards (tackle by Quandre Diggs),-0.230,1.400
4,2:51,1,10,PHI 37,23,21,Ryan Mathews left tackle for 7 yards (tackle by Tahir Whitehead),1.400,1.400
4,2:46,1,10,PHI 37,23,21,Timeout #2 by Detroit Lions,1.400,1.800
4,2:46,2,3,PHI 44,23,21,Ryan Mathews middle for 1 yard (tackle by A'Shawn Robinson),1.800,1.800
4,2:41,2,3,PHI 44,23,21,Timeout #3 by Detroit Lions,1.800,1.220
4,2:41,3,2,PHI 45,23,21,"Ryan Mathews right end for no gain (tackle by Darius Slay). Ryan Mathews fumbles (forced by Darius Slay), recovered by Tyrunn Walker at PHI-45 (tackle by Nelson Agholor)",1.220,-2.590
4,2:34,1,10,PHI 45,23,21,Matthew Stafford pass complete short right to Golden Tate for 4 yards (tackle by Jalen Mills),2.590,2.580
4,2:14,2,6,PHI 41,23,21,Matthew Stafford left end for 2 yards (tackle by Jordan Hicks),2.580,2.150
4,2:00,3,4,PHI 39,23,21,"Matthew Stafford pass complete short left to Golden Tate for 27 yards (tackle by Rodney McLeod). Penalty on Malcolm Jenkins: Unnecessary Roughness, 6 yards",2.150,5.830
4,1:50,1,6,PHI 6,23,21,Zach Zenner middle for -2 yards (tackle by Mychal Kendricks),5.830,5.830
4,1:46,1,6,PHI 6,23,21,Timeout #1 by Philadelphia Eagles,5.830,4.570
4,1:46,2,8,PHI 8,23,21,Zach Zenner middle for 3 yards (tackle by Brandon Graham),4.570,4.570
4,1:40,2,8,PHI 8,23,21,Timeout #2 by Philadelphia Eagles,4.570,4.260
4,1:40,3,5,PHI 5,23,21,Matthew Stafford sacked by Fletcher Cox for -6 yards,4.260,4.260
4,1:32,3,5,PHI 5,23,21,Timeout #3 by Philadelphia Eagles,4.260,2.700
4,1:32,4,11,PHI 11,23,24,Matt Prater 29 yard field goal good,2.700,3.000
4,1:32,,,DET 35,23,24,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
4,1:28,1,10,PHI 25,23,24,Carson Wentz pass incomplete deep right intended for Nelson Agholor is intercepted by Darius Slay at DET-23 and returned for 11 yards,0.610,-1.200
4,1:17,1,10,DET 34,23,24,"Matthew Stafford kneels for -1 yards. Penalty on PHI: Defensive 12 On-field, 5 yards (no play)",1.200,1.930
4,0:58,1,5,DET 39,23,24,Matthew Stafford kneels for -1 yards,1.930,1.200
4,0:33,2,6,DET 38,23,24,Matthew Stafford kneels for -1 yards,1.200,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
