Quarter,Time,Down,ToGo,Location,PHI,CLE,Detail,EPB,EPA
2,15:00,4,8,CLE 23,3,3,Alex Henery 42 yard field goal good,1.930,3.000
2,14:58,,,PHI 35,3,3,"Alex Henery kicks off 70 yards, returned by Josh Cribbs for 39 yards (tackle by Jamar Chaney)",0.000,1.200
2,14:52,1,10,CLE 34,3,3,Trent Richardson left guard for 5 yards (tackle by Brandon Graham),1.200,1.330
2,14:22,2,5,CLE 39,3,3,Brandon Weeden pass complete short right to Travis Benjamin for 12 yards (tackle by Dominique Rodgers-Cromartie),1.330,2.320
2,13:49,1,10,PHI 49,3,3,Trent Richardson left guard for 1 yard (tackle by Mychal Kendricks and Trent Cole),2.320,1.920
2,13:10,2,9,PHI 48,3,3,Travis Benjamin left end for 35 yards (tackle by Nnamdi Asomugha),1.920,4.710
2,12:25,1,10,PHI 13,3,3,Brandon Weeden pass incomplete short right intended for Trent Richardson,4.710,0.000
2,12:20,,,,3,3,Timeout #1 by Cleveland Browns,0.000,4.050
2,12:20,2,10,PHI 13,3,3,Brandon Weeden pass incomplete short middle intended for Greg Little is intercepted by Kurt Coleman at PHI-1 and returned for 6 yards (tackle by Greg Little),4.050,0.380
2,12:11,1,10,PHI 7,3,3,Michael Vick pass complete short left to Jeremy Maclin for 5 yards (tackle by Dimitri Patterson),-0.380,-0.420
2,11:46,2,5,PHI 12,3,3,Michael Vick pass incomplete short right intended for Damaris Johnson,-0.420,-0.840
2,11:38,3,5,PHI 12,3,3,Michael Vick pass complete short left to Jeremy Maclin for 3 yards (tackle by Dimitri Patterson),-0.840,-2.440
2,11:12,4,2,PHI 15,3,3,"Chas Henry punts 60 yards, returned by Josh Cribbs for 6 yards (tackle by Kurt Coleman)",-2.440,-1.000
2,11:00,1,10,CLE 31,3,3,Brandon Weeden pass incomplete short right intended for Trent Richardson,1.000,0.460
2,10:56,2,10,CLE 31,3,3,Trent Richardson left guard for 9 yards (tackle by Kurt Coleman),0.460,0.960
2,10:13,3,1,CLE 40,3,3,Trent Richardson left guard for -1 yards (tackle by DeMeco Ryans),0.960,-0.780
2,9:41,4,2,CLE 39,3,3,Reggie Hodges punts 42 yards,-0.780,-0.150
2,9:27,1,10,PHI 19,3,3,Michael Vick right guard for 11 yards (tackle by Craig Robertson),0.150,0.940
2,8:47,1,10,PHI 30,3,3,Michael Vick pass incomplete short left intended for Brent Celek,0.940,0.390
2,8:43,2,10,PHI 30,3,3,"LeSean McCoy left tackle for 17 yards (tackle by Juqua Parker). Penalty on Jason Kelce: Offensive Holding, 10 yards (no play)",0.390,-0.960
2,8:21,2,20,PHI 20,3,3,Michael Vick pass complete short left to Brent Celek for 9 yards (tackle by Billy Winn and Joe Haden),-0.960,-0.430
2,7:40,3,11,PHI 29,3,3,Michael Vick pass incomplete short left intended for LeSean McCoy,-0.430,-1.440
2,7:33,4,11,PHI 29,3,3,"Chas Henry punts 52 yards, returned by Josh Cribbs for 17 yards (tackle by Akeem Jordan)",-1.440,-1.330
2,7:22,1,10,CLE 36,3,3,Brandon Weeden pass incomplete short right intended for Greg Little,1.330,0.790
2,7:18,2,10,CLE 36,3,3,Trent Richardson left tackle for -1 yards (tackle by Cullen Jenkins),0.790,-0.030
2,6:35,3,11,CLE 35,3,3,Brandon Weeden pass incomplete deep right intended for Travis Benjamin is intercepted by Dominique Rodgers-Cromartie at PHI-26,-0.030,-0.670
2,6:28,1,10,PHI 26,3,3,Michael Vick sacked by T.J. Ward for -10 yards,0.670,-1.370
2,6:01,2,20,PHI 16,3,3,Michael Vick pass complete short right to LeSean McCoy for 7 yards (tackle by Craig Robertson),-1.370,-0.960
2,5:32,3,13,PHI 23,3,3,Michael Vick pass complete short right to Clay Harbor for 10 yards (tackle by Buster Skrine),-0.960,-1.180
2,5:01,4,3,PHI 33,3,3,"Chas Henry punts 54 yards, returned by Josh Cribbs for 23 yards (tackle by Akeem Jordan)",-1.180,-1.330
2,4:47,1,10,CLE 36,3,3,"Penalty on Fletcher Cox: Encroachment, 5 yards (no play)",1.330,2.060
2,4:47,1,5,CLE 41,3,3,Brandon Weeden pass complete short left to Mohamed Massaquoi for 4 yards (tackle by Mychal Kendricks),2.060,2.010
2,4:16,2,1,CLE 45,3,3,Trent Richardson up the middle for no gain (tackle by Akeem Jordan),2.010,1.290
2,3:34,3,1,CLE 45,3,3,Brandon Weeden pass complete short right to Brandon Jackson for 6 yards (tackle by Nate Allen),1.290,2.320
2,3:04,1,10,PHI 49,3,3,Brandon Weeden pass incomplete deep right intended for Owen Marecic,2.320,1.780
2,2:55,2,10,PHI 49,3,3,Brandon Weeden pass incomplete short right intended for Josh Gordon (defended by Nnamdi Asomugha),1.780,1.090
2,2:52,3,10,PHI 49,3,3,Brandon Weeden pass incomplete deep right intended for Mohamed Massaquoi,1.090,0.000
2,2:45,4,10,PHI 49,3,3,"Reggie Hodges punts 49 yards, touchback",0.000,-0.280
2,2:37,1,10,PHI 20,3,3,"LeSean McCoy right guard for 10 yards (tackle by Kaluka Maiava). Penalty on Jeremy Maclin: Offensive Holding, 10 yards",0.280,0.280
2,2:29,1,10,PHI 20,3,3,Michael Vick pass complete short left to Jeremy Maclin for 4 yards (tackle by Buster Skrine),0.280,0.270
2,1:59,2,6,PHI 24,3,3,LeSean McCoy left tackle for 22 yards (tackle by Buster Skrine),0.270,1.990
2,1:53,1,10,PHI 46,3,3,Michael Vick pass incomplete deep right intended for DeSean Jackson,1.990,1.450
2,1:47,2,10,PHI 46,3,3,Michael Vick pass incomplete short left intended for Jeremy Maclin,1.450,0.760
2,1:42,3,10,PHI 46,3,3,Michael Vick pass incomplete short right intended for Damaris Johnson,0.760,-0.320
2,1:35,4,10,PHI 46,3,3,"Chas Henry punts 41 yards, returned by Josh Cribbs for 5 yards (tackle by Akeem Jordan)",-0.320,-0.040
2,1:26,1,10,CLE 18,3,3,Trent Richardson left guard for 3 yards (tackle by Fletcher Cox),0.040,0.000
2,1:06,,,,3,3,Timeout #1 by Philadelphia Eagles,0.000,0.010
2,1:06,2,7,CLE 21,3,3,Trent Richardson left guard for 5 yards (tackle by Jason Babin),0.010,0.000
2,1:00,,,,3,3,Timeout #2 by Philadelphia Eagles,0.000,-0.140
2,1:00,3,2,CLE 26,3,3,Brandon Weeden pass incomplete short right intended for Owen Marecic,-0.140,-1.630
2,0:56,4,2,CLE 26,3,3,"Reggie Hodges punts 49 yards, fair catch by Damaris Johnson",-1.630,-0.670
2,0:49,1,10,PHI 26,3,3,Michael Vick pass incomplete short left intended for LeSean McCoy (defended by Craig Robertson),0.670,0.130
2,0:43,2,10,PHI 26,3,3,Michael Vick pass complete short left to LeSean McCoy for 10 yards (tackle by Joe Haden),0.130,1.330
2,0:35,1,10,PHI 36,3,3,Michael Vick pass incomplete short right intended for LeSean McCoy,1.330,0.790
2,0:30,2,10,PHI 36,3,3,Michael Vick pass complete deep left to Jeremy Maclin for 46 yards (tackle by Buster Skrine),0.790,0.000
2,0:23,,,,3,3,Timeout #3 by Philadelphia Eagles,0.000,4.370
2,0:23,1,10,CLE 18,9,3,"Michael Vick pass complete deep middle to Jeremy Maclin for 18 yards, touchdown",4.370,7.000
2,0:23,,,CLE 2,10,3,Alex Henery kicks extra point good,0.000,0.000
2,0:17,,,PHI 35,10,3,"Alex Henery kicks off 40 yards, returned by Emmanuel Stephens for 7 yards (tackle by Curtis Marsh)",0.000,1.070
2,0:14,1,10,CLE 32,10,3,Brandon Weeden pass incomplete deep left intended for Travis Benjamin,1.070,0.530
2,0:09,2,10,CLE 32,10,3,Brandon Weeden pass complete short right to Josh Gordon for 20 yards (tackle by DeMeco Ryans),0.530,2.390
2,0:01,1,10,PHI 48,10,3,Brandon Weeden left end for 25 yards (tackle by DeMeco Ryans),2.390,0.740
Quarter,Time,Down,ToGo,Location,PHI,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,3,"Alex Henery kicks off 71 yards, returned by Josh Cribbs for 19 yards (tackle by Brian Rolle)",0.000,-0.320
3,14:56,1,10,CLE 13,10,3,Trent Richardson right guard for 1 yard (tackle by Jason Babin),-0.320,-0.680
3,14:16,2,9,CLE 14,10,3,Brandon Weeden pass complete short middle to Josh Gordon for 12 yards (tackle by Kurt Coleman),-0.680,0.670
3,13:42,1,10,CLE 26,10,3,"Brandon Weeden sacked by Jason Babin for -7 yards. Brandon Weeden fumbles (forced by Jason Babin), recovered by Joe Thomas at CLE-19 and returned for 7 yards",0.670,0.130
3,12:57,2,10,CLE 26,10,3,Trent Richardson left guard for 5 yards (tackle by Cullen Jenkins),0.130,0.100
3,12:16,3,5,CLE 31,10,3,Brandon Weeden pass incomplete short right intended for Mohamed Massaquoi (defended by Brandon Boykin),0.100,-1.310
3,12:09,4,5,CLE 31,10,3,"Reggie Hodges punts 54 yards, returned by Damaris Johnson for 6 yards (tackle by Johnson Bademosi). Penalty on Brian Rolle: Illegal Block Above the Waist, 10 yards",-1.310,0.370
3,11:59,1,10,PHI 11,10,3,Michael Vick pass incomplete short right intended for Clay Harbor (defended by Kaluka Maiava),-0.370,-0.780
3,11:54,2,10,PHI 11,10,3,LeSean McCoy left guard for -5 yards (tackle by Buster Skrine),-0.780,-2.010
3,11:11,3,15,PHI 6,10,3,Michael Vick pass incomplete deep right intended for Jeremy Maclin (defended by Ahtyba Rubin). Penalty on Danny Watkins: Offensive Holding (Declined),-2.010,-2.490
3,11:05,4,15,PHI 6,10,3,"Chas Henry punts 61 yards, returned by Josh Cribbs for 6 yards (tackle by Akeem Jordan)",-2.490,-1.530
3,10:52,1,10,CLE 39,10,3,"Brandon Weeden pass incomplete deep right intended for Travis Benjamin is intercepted by Dominique Rodgers-Cromartie at PHI-34. Penalty on Phillip Hunt: Unnecessary Roughness, 15 yards",1.530,-0.150
3,10:46,1,10,PHI 19,10,3,LeSean McCoy right tackle for no gain (tackle by Frostee Rucker),0.150,-0.390
3,10:10,2,10,PHI 19,10,3,Michael Vick pass incomplete short left intended for Clay Harbor (defended by D'Qwell Jackson),-0.390,-1.070
3,10:06,3,10,PHI 19,10,3,Michael Vick pass complete short left to Damaris Johnson for 10 yards (tackle by Buster Skrine),-1.070,0.870
3,9:37,1,10,PHI 29,10,3,LeSean McCoy right tackle for 6 yards (tackle by Ahtyba Rubin and Kaluka Maiava),0.870,1.140
3,9:02,2,4,PHI 35,10,3,LeSean McCoy left tackle for 3 yards (tackle by Joe Haden),1.140,0.830
3,8:17,3,1,PHI 38,10,3,LeSean McCoy left tackle for 1 yard (tackle by L.J. Fort),0.830,1.530
3,7:30,1,10,PHI 39,10,3,Michael Vick pass incomplete short middle intended for Clay Harbor is intercepted by L.J. Fort at CLE-47 and returned for 10 yards (tackle by Clay Harbor),1.530,-2.720
3,7:19,1,10,PHI 43,10,3,"Brandon Weeden for no gain. Brandon Weeden fumbles, recovered by Trent Richardson at PHI-46",2.720,1.770
3,6:40,2,13,PHI 46,10,3,Brandon Weeden pass complete short left to Mohamed Massaquoi for 13 yards (tackle by Nate Allen and Brandon Boykin),1.770,3.380
3,6:07,1,10,PHI 33,10,3,"Brandon Weeden sacked by Fletcher Cox for -7 yards. Penalty on PHI: Roughing the Passer, 15 yards",3.380,3.910
3,5:48,1,10,PHI 25,10,3,Brandon Weeden pass incomplete short left intended for Josh Gordon (defended by Nnamdi Asomugha),3.910,3.360
3,5:42,2,10,PHI 25,10,3,Trent Richardson left tackle for 1 yard (tackle by DeMeco Ryans),3.360,2.810
3,5:05,3,9,PHI 24,10,3,Brandon Weeden pass incomplete short middle intended for Mohamed Massaquoi,2.810,1.870
3,5:01,4,9,PHI 24,10,6,Phil Dawson 42 yard field goal good,1.870,3.000
3,4:57,,,CLE 35,10,6,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
3,4:57,1,10,PHI 20,10,6,Michael Vick pass incomplete short left intended for Brent Celek,0.280,-0.270
3,4:54,2,10,PHI 20,10,6,Michael Vick pass complete short middle to Clay Harbor for 2 yards (tackle by Kaluka Maiava),-0.270,-0.690
3,4:08,3,8,PHI 22,10,6,Michael Vick pass complete short middle to LeSean McCoy for 6 yards (tackle by Craig Robertson),-0.690,-1.500
3,3:33,4,2,PHI 28,10,6,"Chas Henry punts 62 yards, returned by Josh Cribbs for 21 yards (tackle by Brian Rolle)",-1.500,-1.000
3,3:20,1,10,CLE 31,10,6,Brandon Weeden pass incomplete short right intended for Greg Little,1.000,0.460
3,3:15,2,10,CLE 31,10,6,Brandon Weeden pass incomplete short right intended for Travis Benjamin (defended by Dominique Rodgers-Cromartie),0.460,0.000
3,3:13,,,,10,6,Timeout #1 by Cleveland Browns,0.000,-0.230
3,3:13,3,10,CLE 31,10,6,Brandon Weeden pass incomplete short right intended for Brandon Jackson,-0.230,-1.310
3,3:08,4,10,CLE 31,10,6,Reggie Hodges punts 33 yards,-1.310,-1.330
,,,,,,,"CLE challenged the kick touched ruling, and the play was upheld.",,
3,2:57,1,10,PHI 36,10,6,Michael Vick pass complete deep middle to Brent Celek for 28 yards (tackle by Craig Robertson and Eric Hagg),1.330,3.180
3,2:15,1,10,CLE 36,10,6,Michael Vick pass incomplete short left intended for DeSean Jackson,3.180,2.640
3,2:09,2,10,CLE 36,10,6,Michael Vick pass incomplete short middle intended for DeSean Jackson (defended by Jabaal Sheard),2.640,1.950
3,2:04,3,10,CLE 36,10,6,Michael Vick pass incomplete short left intended for Jeremy Maclin is intercepted by Joe Haden at CLE-28 and returned for 50 yards (tackle by Michael Vick). Penalty on PHI: Offensive Holding (Declined),1.950,-4.110
3,1:53,1,10,PHI 22,10,6,Brandon Weeden pass complete short right to Trent Richardson for 5 yards (tackle by Mychal Kendricks),4.110,4.290
3,1:06,2,5,PHI 17,10,6,Trent Richardson right guard for 5 yards (tackle by Nate Allen),4.290,4.780
3,0:21,1,10,PHI 12,10,6,"Brandon Weeden pass incomplete short right intended for Alex Smith. Penalty on PHI: Defensive Holding, 5 yards (no play)",4.780,5.600
3,0:16,1,7,PHI 7,10,6,Trent Richardson left guard for -3 yards (tackle by Cullen Jenkins),5.600,4.190
Quarter,Time,Down,ToGo,Location,PHI,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,PHI 10,10,6,Brandon Weeden pass complete short right to Ben Watson for 6 yards (tackle by Brandon Boykin),4.190,4.490
4,14:22,3,4,PHI 4,10,6,Brandon Weeden pass incomplete short right intended for Jordan Cameron,4.490,3.030
4,14:17,4,4,PHI 4,10,9,Phil Dawson 22 yard field goal good,3.030,3.000
4,14:15,,,CLE 35,10,9,"Phil Dawson kicks off 64 yards, returned by Brandon Boykin for 17 yards (tackle by Buster Skrine)",0.000,0.040
4,14:15,1,10,PHI 18,10,9,"Penalty on Evan Mathis: False Start, 5 yards (no play)",0.040,-0.450
4,14:10,1,15,PHI 13,10,15,"Michael Vick pass incomplete short left intended for Jeremy Maclin is intercepted by D'Qwell Jackson at PHI-27 and returned for 27 yards, touchdown",-0.450,-7.000
4,,,,PHI 2,10,16,Phil Dawson kicks extra point good,0.000,0.000
4,13:59,,,CLE 35,10,16,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
4,13:59,1,10,PHI 20,10,16,LeSean McCoy right tackle for 15 yards (tackle by T.J. Ward),0.280,1.270
4,13:24,1,10,PHI 35,10,16,LeSean McCoy for 5 yards (tackle by Kaluka Maiava),1.270,1.400
4,13:03,2,5,PHI 40,10,16,LeSean McCoy left tackle for 7 yards (tackle by T.J. Ward),1.400,2.060
4,12:25,1,10,PHI 47,10,16,Bryce Brown right guard for 4 yards (tackle by Frostee Rucker and Craig Robertson),2.060,2.060
4,11:50,2,6,CLE 49,10,16,Michael Vick pass incomplete short right intended for Jeremy Maclin (defended by Buster Skrine),2.060,1.360
4,11:46,3,6,CLE 49,10,16,Michael Vick pass complete short left to Jason Avant for 8 yards (tackle by Joe Haden),1.360,2.850
4,11:09,1,10,CLE 41,10,16,LeSean McCoy right tackle for 13 yards (tackle by Emmanuel Stephens),2.850,3.710
4,10:27,1,10,CLE 28,10,16,Michael Vick pass complete short left to LeSean McCoy for -1 yards (tackle by Ishmaa'ily Kitchen),3.710,3.030
4,9:51,2,11,CLE 29,10,16,LeSean McCoy right tackle for 2 yards (tackle by Emmanuel Stephens),3.030,2.610
4,9:13,3,9,CLE 27,10,16,Michael Vick pass incomplete deep right intended for DeSean Jackson,2.610,1.670
4,9:04,4,9,CLE 27,10,16,Alex Henery 45 yard field goal no good,1.670,-1.270
4,9:01,1,10,CLE 35,10,16,Trent Richardson left guard for 4 yards (tackle by Kurt Coleman),1.270,1.260
4,8:24,2,6,CLE 39,10,16,Trent Richardson right guard for 2 yards (tackle by Darryl Tapp),1.260,0.830
4,7:49,3,4,CLE 41,10,16,Brandon Weeden pass complete short right to Brandon Jackson for 14 yards (tackle by Nate Allen),0.830,2.590
4,7:24,1,10,PHI 45,10,16,Trent Richardson right guard for -1 yards (tackle by Trent Cole),2.590,1.910
4,6:41,2,11,PHI 46,10,16,Brandon Weeden pass incomplete short left intended for Greg Little,1.910,1.220
4,6:37,3,11,PHI 46,10,16,Brandon Weeden pass incomplete short left intended for Brandon Jackson (defended by Nnamdi Asomugha),1.220,0.200
4,6:33,4,11,PHI 46,10,16,"Reggie Hodges punts 37 yards, fair catch by Damaris Johnson",0.200,0.380
4,6:25,1,10,PHI 9,10,16,Michael Vick pass incomplete deep left intended for Brent Celek,-0.380,-0.780
4,6:20,2,10,PHI 9,10,16,Michael Vick pass complete short middle to Jason Avant for 8 yards (tackle by Dimitri Patterson),-0.780,-0.480
4,5:56,3,2,PHI 17,10,16,Michael Vick pass complete short left to Jason Avant for 6 yards (tackle by Craig Robertson),-0.480,0.480
4,5:27,1,10,PHI 23,10,16,LeSean McCoy right guard for 3 yards (tackle by Jabaal Sheard),0.480,0.340
4,4:58,2,7,PHI 26,10,16,"Michael Vick pass incomplete deep left intended for Jeremy Maclin. Penalty on Ahtyba Rubin: Roughing the Passer, 15 yards, Penalty on Buster Skrine: Defensive Holding (Declined) (no play)",0.340,1.660
4,4:50,1,10,PHI 41,10,16,Michael Vick pass complete short left to DeSean Jackson for 9 yards,1.660,2.340
4,4:23,2,1,,10,16,LeSean McCoy left tackle for 7 yards (tackle by T.J. Ward),2.340,2.720
4,3:56,1,10,CLE 43,10,16,Michael Vick pass complete short left to Jeremy Maclin for 11 yards (tackle by Buster Skrine),2.720,3.450
4,3:24,1,10,CLE 32,10,16,Michael Vick pass incomplete deep right intended for DeSean Jackson,3.450,2.900
4,3:18,2,10,CLE 32,10,16,Michael Vick pass incomplete short middle intended for Jason Avant (defended by Eric Hagg),2.900,2.210
4,3:14,3,10,CLE 32,10,16,"Michael Vick left end for 9 yards (tackle by Ahtyba Rubin). Michael Vick fumbles (forced by Ahtyba Rubin), recovered by Michael Vick at CLE-23",2.210,2.080
4,2:50,4,1,CLE 23,10,16,LeSean McCoy right tackle for 3 yards (tackle by Kaluka Maiava),2.080,4.240
4,2:17,1,10,CLE 20,10,16,Michael Vick pass incomplete deep middle intended for Jeremy Maclin,4.240,3.690
4,2:12,2,10,CLE 20,10,16,Michael Vick pass complete short right to Brent Celek for 17 yards (tackle by T.J. Ward),3.690,6.510
4,2:00,1,3,CLE 3,10,16,Bryce Brown right guard for -1 yards (tackle by D'Qwell Jackson),6.510,5.340
4,1:29,2,4,CLE 4,10,16,Michael Vick pass incomplete short right intended for Jeremy Maclin (defended by L.J. Fort),5.340,4.490
4,1:23,3,4,CLE 4,16,16,"Michael Vick pass complete short right to Clay Harbor for 4 yards, touchdown",4.490,7.000
4,1:23,,,CLE 2,17,16,Alex Henery kicks extra point good,0.000,0.000
4,1:18,,,PHI 35,17,16,"Alex Henery kicks off 68 yards, returned by Josh Cribbs for 33 yards (tackle by Jason Avant)",0.000,0.940
4,1:12,1,10,CLE 30,17,16,Brandon Weeden pass incomplete deep right intended for Mohamed Massaquoi is intercepted by Kurt Coleman at CLE-47 and returned for 7 yards,0.940,-2.920
4,1:05,1,10,CLE 40,17,16,Michael Vick kneels for -1 yards,2.920,0.000
4,1:02,,,,17,16,Timeout #3 by Cleveland Browns,0.000,2.240
4,1:02,2,11,CLE 41,17,16,Michael Vick kneels for -2 yards,2.240,1.290
4,0:29,3,13,CLE 43,17,16,Michael Vick kneels for -1 yards,1.290,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
