Quarter,Time,Down,ToGo,Location,ATL,STL,Detail,EPB,EPA
2,7:48,1,10,STL 16,10,10,Matt Ryan pass incomplete short left intended for Michael Jenkins,4.510,3.900
2,7:44,2,10,STL 16,10,10,Michael Turner left end for 5 yards (tackle by Craig Dahl),3.900,3.940
2,7:13,3,5,STL 11,10,10,Matt Ryan pass incomplete short middle intended for Tony Gonzalez,3.940,2.750
2,7:05,4,5,STL 11,13,10,Matt Bryant 29 yard field goal good,2.750,3.000
2,7:01,,,ATL 30,13,10,"Michael Koenen kicks off 74 yards, returned by Danny Amendola for 24 yards (tackle by Eric Weems)",0.000,0.280
2,6:57,1,10,STL 20,13,10,Sam Bradford pass incomplete short right intended for Michael Hoomanawanui (defended by Mike Peterson),0.280,-0.270
2,6:52,2,10,STL 20,13,10,Sam Bradford pass complete short middle to Billy Bajema for 9 yards (tackle by Curtis Lofton),-0.270,0.230
2,6:14,3,1,STL 29,13,10,Steven Jackson left tackle for -2 yards (tackle by Jamaal Anderson),0.230,-1.570
2,5:35,4,3,STL 27,13,10,"Donnie Jones punts 41 yards, fair catch by Eric Weems",-1.570,-1.070
2,5:26,1,10,ATL 32,13,10,Matt Ryan pass incomplete short right intended for Brian Finneran,1.070,0.530
2,5:22,2,10,ATL 32,13,10,Michael Turner right end for 4 yards (tackle by Ronald Bartell and Justin King),0.530,0.370
2,4:38,3,6,ATL 36,13,10,Matt Ryan pass complete short right to Michael Jenkins for 8 yards (tackle by O.J. Atogwe),0.370,1.860
2,4:06,1,10,ATL 44,13,10,Matt Ryan pass complete deep middle to Roddy White for 19 yards (tackle by Craig Dahl),1.860,3.120
2,3:39,1,10,STL 37,13,10,"Penalty on Chris Long: Defensive Offside, 5 yards (no play)",3.120,3.850
2,3:18,1,5,STL 32,13,10,Matt Ryan pass incomplete deep right intended for Michael Jenkins,3.850,3.250
2,3:14,2,5,STL 32,13,10,Matt Ryan pass complete short right to Michael Jenkins for 8 yards (tackle by Ronald Bartell),3.250,3.970
2,2:38,1,10,STL 24,13,10,"Penalty on Fred Robbins: Defensive Offside, 5 yards (no play)",3.970,4.750
2,2:13,1,5,STL 19,13,10,Matt Ryan pass complete short right to Tony Gonzalez for 7 yards (tackle by Darian Stewart),4.750,4.780
2,2:00,1,10,STL 12,13,10,Michael Turner middle for 2 yards (tackle by James Hall),4.780,4.450
2,1:23,2,8,STL 10,13,10,Michael Turner right guard for 4 yards (tackle by Gary Gibson),4.450,4.380
2,0:38,,,,13,10,Timeout #1 by Atlanta Falcons,0.000,4.380
2,0:38,3,4,STL 6,13,10,Matt Ryan pass incomplete short left intended for Brian Finneran (defended by Bradley Fletcher),4.380,3.000
2,0:35,4,4,STL 6,16,10,Matt Bryant 24 yard field goal good,3.000,3.000
2,0:32,,,ATL 30,16,10,"Michael Koenen kicks off 74 yards, returned by Danny Amendola for 20 yards (tackle by Kroy Biermann)",0.000,-0.140
2,0:27,1,10,STL 16,16,10,Steven Jackson right end for 10 yards (tackle by Curtis Lofton),-0.140,0.670
Quarter,Time,Down,ToGo,Location,ATL,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,16,10,"Josh Brown kicks off 66 yards, returned by Eric Weems for 21 yards (tackle by Brit Miller)",0.000,0.610
3,14:55,1,10,ATL 25,16,10,Matt Ryan pass incomplete deep right intended for Michael Jenkins,0.610,0.060
3,14:50,2,10,ATL 25,16,10,Michael Turner left tackle for 1 yard (tackle by Chris Long),0.060,-0.490
3,14:14,3,9,ATL 26,16,10,Matt Ryan pass complete short middle to Roddy White for no gain,-0.490,-1.630
3,13:32,4,9,ATL 26,16,10,"Michael Koenen punts 44 yards, returned by Danny Amendola for 33 yards (tackle by Michael Koenen)",-1.630,-3.120
3,13:20,1,10,ATL 37,16,10,Steven Jackson right end for 16 yards (tackle by Thomas DeCoud),3.120,4.170
3,12:42,1,10,ATL 21,16,10,Sam Bradford pass complete short left to Danny Amendola for 8 yards (tackle by Curtis Lofton),4.170,4.950
3,12:02,2,2,ATL 13,16,16,"Sam Bradford pass complete short left to Brandon Gibson for 13 yards, touchdown",4.950,7.000
3,12:02,,,ATL 2,16,17,Josh Brown kicks extra point good,0.000,0.000
3,11:56,,,STL 30,16,17,"Josh Brown kicks off 66 yards, returned by Eric Weems for 24 yards (tackle by Chris Chamberlain)",0.000,0.810
3,11:49,1,10,ATL 28,16,17,Michael Turner left tackle for 9 yards (tackle by O.J. Atogwe),0.810,1.480
3,11:21,2,1,ATL 37,16,17,Matt Ryan pass complete short right to Roddy White for no gain,1.480,0.760
3,10:40,3,1,ATL 37,16,17,Michael Turner left guard for 2 yards (tackle by Na'il Diggs),0.760,1.530
3,9:58,1,10,ATL 39,16,17,"Matt Ryan pass complete short right to Roddy White for 8 yards. Penalty on George Selvie: Illegal Use of Hands (Offsetting), Penalty on Roddy White: Offensive Pass Interfere (Offsetting) (no play)",1.530,1.530
3,9:31,1,10,ATL 39,16,17,Michael Turner left end for 4 yards (tackle by Justin King),1.530,1.530
3,8:50,2,6,ATL 43,16,17,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by O.J. Atogwe),1.530,0.830
3,8:45,3,6,ATL 43,16,17,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Justin King),0.830,-0.520
3,8:41,4,6,ATL 43,16,17,Michael Koenen punts 51 yards,-0.520,0.380
3,8:31,1,10,STL 6,16,17,Steven Jackson middle for 2 yards (tackle by Chauncey Davis),-0.380,-0.630
3,7:59,2,8,STL 8,16,17,Sam Bradford pass complete short right to Steven Jackson for -1 yards (tackle by Mike Peterson and Stephen Nicholas),-0.630,-1.300
3,7:17,3,9,STL 7,16,17,Sam Bradford pass incomplete deep right intended for Brandon Gibson (defended by Brent Grimes),-1.300,-2.490
3,7:09,4,9,STL 7,16,17,"Donnie Jones punts 51 yards, fair catch by Eric Weems",-2.490,-1.730
3,7:00,1,10,ATL 42,16,17,Michael Turner middle for 12 yards (tackle by James Laurinaitis),1.730,2.520
3,6:29,1,10,STL 46,16,17,Matt Ryan pass complete short right to Tony Gonzalez for 16 yards (tackle by Na'il Diggs),2.520,3.580
3,5:43,1,10,STL 30,16,17,Michael Turner right tackle for 4 yards (tackle by Darian Stewart and James Laurinaitis),3.580,3.570
3,4:51,2,6,STL 26,16,17,Michael Turner right guard for 2 yards (tackle by James Laurinaitis),3.570,3.140
3,4:06,3,4,STL 24,16,17,Matt Ryan pass complete short left to Roddy White for 9 yards (tackle by Darian Stewart),3.140,4.580
3,3:31,1,10,STL 15,16,17,Matt Ryan pass complete short right to Justin Peelle for 12 yards (tackle by James Laurinaitis and Chris Chamberlain),4.580,6.510
3,2:43,1,3,STL 3,16,17,Michael Turner left guard for 1 yard (tackle by Craig Dahl),6.510,5.720
3,2:06,2,2,STL 2,22,17,"Matt Ryan pass complete short right to Justin Peelle for 2 yards, touchdown",5.720,7.000
3,2:06,,,STL 2,23,17,Matt Bryant kicks extra point good,0.000,0.000
3,2:01,,,ATL 30,23,17,"Michael Koenen kicks off 75 yards, touchback",0.000,0.280
3,2:01,1,10,STL 20,23,17,Sam Bradford pass incomplete short right intended for Daniel Fells,0.280,-0.270
3,1:56,2,10,STL 20,23,17,"Steven Jackson left tackle for 1 yard. Penalty on Jacob Bell: Offensive Holding, 10 yards (no play)",-0.270,-1.510
3,1:42,2,20,STL 10,23,17,Sam Bradford pass complete short right to Steven Jackson for -1 yards (tackle by Brian Williams),-1.510,-2.710
3,0:56,3,21,STL 9,23,17,Sam Bradford pass complete short left to Danny Amendola for 18 yards (tackle by Dunta Robinson),-2.710,-1.570
3,0:16,4,3,STL 27,23,17,Donnie Jones punts 49 yards,-1.570,-0.540
3,0:03,1,10,ATL 24,23,17,Matt Ryan pass complete deep middle to Michael Jenkins for 19 yards (tackle by Bradley Fletcher),0.540,1.800
Quarter,Time,Down,ToGo,Location,ATL,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 43,23,17,Michael Turner left tackle for 1 yard (tackle by Bradley Fletcher),1.800,1.390
4,14:25,2,9,ATL 44,23,17,Matt Ryan pass complete short left to Michael Turner for -4 yards (tackle by George Selvie),1.390,0.170
4,13:47,3,13,ATL 40,23,17,Matt Ryan pass complete short left to Jason Snelling for 15 yards (tackle by James Hall). Penalty on Bradley Fletcher: Defensive Holding (Declined),0.170,2.590
4,13:23,1,10,STL 45,23,17,"Matt Ryan pass incomplete short right intended for Roddy White. Penalty on Jerome Murphy: Illegal Contact, 5 yards (no play)",2.590,2.920
4,13:14,1,10,STL 40,23,17,Michael Turner left tackle for no gain (tackle by Jermelle Cudjo),2.920,2.370
4,12:34,2,10,STL 40,23,17,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Jerome Murphy and James Laurinaitis),2.370,2.610
4,11:47,3,3,STL 33,23,17,Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by Jerome Murphy),2.610,3.910
4,11:14,1,10,STL 25,23,17,Jason Snelling left tackle for 2 yards (tackle by James Laurinaitis),3.910,3.630
4,10:37,2,8,STL 23,23,17,Matt Ryan pass complete short right to Tony Gonzalez for 7 yards (tackle by Craig Dahl and Jerome Murphy),3.630,4.060
4,10:05,3,1,STL 16,23,17,Michael Turner right tackle for 4 yards (tackle by Jerome Murphy),4.060,4.780
4,9:17,1,10,STL 12,23,17,Michael Turner left tackle for 3 yards (tackle by James Laurinaitis),4.780,4.640
4,8:38,2,7,STL 9,23,17,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Jerome Murphy),4.640,3.700
4,8:32,3,7,STL 9,23,17,Matt Ryan pass complete short middle to Jason Snelling for 6 yards (tackle by Michael Lewis),3.700,3.060
4,8:04,4,1,STL 3,26,17,Matt Bryant 21 yard field goal good,3.060,3.000
4,7:57,,,ATL 30,26,17,"Michael Koenen kicks off 71 yards, returned by Danny Amendola for 24 yards (tackle by Coy Wire)",0.000,0.480
4,7:52,1,10,STL 23,26,17,Steven Jackson middle for 4 yards (tackle by Curtis Lofton),0.480,0.470
4,7:32,2,6,STL 27,26,17,Sam Bradford pass complete short middle to Daniel Fells for 11 yards (tackle by Corey Peters and Curtis Lofton),0.470,1.470
4,7:03,1,10,STL 38,26,17,Sam Bradford pass complete short middle to Danny Amendola for 7 yards (tackle by William Moore),1.470,1.870
4,6:34,2,3,STL 45,26,17,Sam Bradford pass complete short left to Laurent Robinson for 19 yards (tackle by Dunta Robinson),1.870,3.180
4,6:05,1,10,ATL 36,26,17,Sam Bradford middle for 17 yards (tackle by Thomas DeCoud),3.180,4.310
4,5:39,1,10,ATL 19,26,17,Sam Bradford pass complete short right to Laurent Robinson for 5 yards (tackle by Brent Grimes),4.310,4.530
4,5:06,2,5,ATL 14,26,17,Steven Jackson middle for 3 yards (tackle by Jonathan Babineaux and Corey Peters),4.530,4.430
4,4:29,3,2,ATL 11,26,17,Sam Bradford pass complete short right to Danny Amendola for 4 yards (tackle by Brent Grimes),4.430,5.600
4,4:02,1,7,ATL 7,26,17,Sam Bradford pass complete short middle to Danny Amendola for 5 yards (tackle by William Moore),5.600,5.720
4,3:37,2,2,ATL 2,26,17,Sam Bradford pass incomplete short right intended for Brandon Gibson,5.720,4.950
4,3:31,3,2,ATL 2,26,17,Sam Bradford pass incomplete short middle intended for Michael Hoomanawanui is intercepted by William Moore at ATL-1 and returned for 12 yards,4.950,0.320
4,3:24,1,10,ATL 13,26,17,Michael Turner left guard for 2 yards (tackle by James Laurinaitis),-0.320,-0.570
4,3:20,,,,26,17,Timeout #1 by Los Angeles Rams,0.000,-0.570
4,3:20,2,8,ATL 15,26,17,Michael Turner left tackle for 3 yards (tackle by Chris Chamberlain),-0.570,-0.830
4,3:15,,,,26,17,Timeout #2 by Los Angeles Rams,0.000,-0.830
4,3:15,3,5,ATL 18,26,17,Matt Ryan pass incomplete short left intended for Roddy White,-0.830,-2.240
4,3:09,4,5,ATL 18,26,17,"Michael Koenen punts 47 yards, returned by Danny Amendola for 5 yards (tackle by Kroy Biermann)",-2.240,-1.600
4,2:59,1,10,STL 40,26,17,Sam Bradford pass complete short right to Danny Amendola for 5 yards (tackle by Curtis Lofton),1.600,1.730
4,2:39,2,5,STL 45,26,17,Sam Bradford pass incomplete short right intended for Laurent Robinson (defended by Brent Grimes),1.730,1.030
4,2:34,3,5,STL 45,26,17,Sam Bradford pass incomplete short right intended for Laurent Robinson,1.030,-0.390
4,2:26,4,5,STL 45,26,17,Sam Bradford pass incomplete short right intended for Brandon Gibson,-0.390,-2.590
4,2:21,1,10,STL 45,26,17,Michael Turner left tackle for no gain (tackle by Gary Gibson),2.590,2.040
4,2:17,,,,26,17,Timeout #3 by Los Angeles Rams,0.000,2.040
4,2:17,2,10,STL 45,26,17,Michael Turner middle for 6 yards (tackle by James Laurinaitis),2.040,2.150
4,2:00,3,4,STL 39,32,17,"Michael Turner middle for 39 yards, touchdown",2.150,7.000
4,1:52,,,,32,17,Timeout #1 by Atlanta Falcons,0.000,0.000
4,2:00,,,,34,17,"Two Point Attempt: Matt Ryan pass complete to Roddy White, conversion succeeds",1.000,1.000
4,1:52,,,ATL 30,34,17,"Michael Koenen kicks off 72 yards, returned by Danny Amendola for 22 yards (tackle by Eric Weems)",0.000,0.280
4,1:47,1,10,STL 20,34,17,Sam Bradford pass complete short left to Brandon Gibson for 6 yards (tackle by Dunta Robinson),0.280,0.540
4,1:41,2,4,STL 26,34,17,Sam Bradford pass complete short left to Brandon Gibson for 6 yards (tackle by Dunta Robinson),0.540,1.070
4,1:18,1,10,STL 32,34,17,Sam Bradford pass incomplete short left intended for Brandon Gibson (defended by Peria Jerry),1.070,0.530
4,1:14,2,10,STL 32,34,17,Sam Bradford pass complete short right to Michael Hoomanawanui for 4 yards (tackle by William Moore),0.530,0.370
4,0:40,3,6,STL 36,34,17,Sam Bradford pass incomplete short right intended for Laurent Robinson (defended by William Moore),0.370,-0.980
4,0:36,4,6,STL 36,34,17,Sam Bradford pass complete short right to Brandon Gibson for 8 yards (tackle by Brent Grimes),-0.980,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
