Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
1,11:07,3,9,PIT 9,0,0,"Tom Brady pass incomplete intended for David Patten. Penalty on Dewayne Washington: Defensive Holding, 5 yards (no play)",3.360,6.280
1,11:01,1,4,PIT 4,0,6,"Tom Brady pass complete to Christian Fauria for 4 yards, touchdown",6.280,7.000
1,11:01,,,PIT 4,0,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,11:01,,,NWE 30,0,7,"Adam Vinatieri kicks off 62 yards, returned by Lee Mays for 18 yards (tackle by Larry Izzo)",0.000,0.670
1,10:51,1,10,PIT 26,0,7,Jerome Bettis left guard for no gain (tackle by Roman Phifer and Willie McGinest),0.670,0.130
1,10:07,2,10,PIT 26,0,7,"Kordell Stewart pass incomplete intended for Hines Ward. Penalty on Ty Law: Defensive Pass Interference, 23 yards (no play)",0.130,2.190
1,10:01,1,10,PIT 49,0,7,Kordell Stewart middle for -3 yards (tackle by Richard Seymour),2.190,1.240
1,9:20,2,13,PIT 46,0,7,Kordell Stewart pass complete to Hines Ward for 11 yards (tackle by Roman Phifer and Lawyer Milloy),1.240,2.010
1,8:33,3,2,NWE 43,0,7,Kordell Stewart right tackle for 4 yards (tackle by Tebucky Jones and Roman Phifer),2.010,2.980
1,7:58,1,10,NWE 39,0,7,Jerome Bettis middle for 2 yards (tackle by Steve Martin and Richard Seymour),2.980,2.710
1,7:18,2,8,NWE 37,0,7,Jerome Bettis left tackle for 3 yards (tackle by Tedy Bruschi),2.710,2.410
1,6:39,3,5,NWE 34,0,7,Kordell Stewart pass complete to Antwaan Randle El for 10 yards (tackle by Lawyer Milloy),2.410,3.970
1,6:11,1,10,NWE 24,0,7,Jerome Bettis left tackle for 3 yards (tackle by Roman Phifer and Lawyer Milloy),3.970,3.840
1,5:27,2,7,NWE 21,0,7,Kordell Stewart pass complete to Hines Ward for 8 yards (tackle by Ty Law and Tebucky Jones),3.840,4.710
1,4:56,1,10,NWE 13,6,7,"Kordell Stewart pass complete to Hines Ward for 13 yards, touchdown",4.710,7.000
1,4:56,,,NWE 13,7,7,Todd Peterson kicks extra point good,0.000,0.000
1,4:56,,,PIT 30,7,7,"Todd Peterson kicks off 65 yards, returned by Deion Branch for 29 yards (tackle by Lee Mays)",0.000,1.200
1,4:44,1,10,NWE 34,7,7,Tom Brady pass complete to Troy Brown for 2 yards (tackle by Kendrell Bell),1.200,0.930
1,4:11,2,8,NWE 36,7,7,Antowain Smith middle for 4 yards (tackle by Jason Gildon),0.930,0.760
1,3:22,3,4,NWE 40,7,7,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Chad Scott),0.760,1.930
1,2:47,1,10,NWE 45,7,7,Tom Brady pass incomplete intended for David Patten,1.930,1.380
1,2:43,2,10,NWE 45,7,7,"Antowain Smith left end for 3 yards (tackle by Larry Foote and Brent Alexander). Penalty on Marc Edwards: Offensive Holding, 10 yards",1.380,0.440
1,2:16,2,17,NWE 38,7,7,Tom Brady pass complete to Cam Cleeland for 1 yard (tackle by Joey Porter),0.440,-0.100
1,1:35,3,16,NWE 39,7,7,Tom Brady pass complete to J.R. Redmond for 3 yards (tackle by Mike Logan and Rodney Bailey),-0.100,-0.590
1,1:04,4,13,NWE 42,7,7,"Ken Walter punts 35 yards, fair catch by Antwaan Randle El",-0.590,-0.480
1,0:56,1,10,PIT 23,7,7,Kordell Stewart pass complete to Dan Kreider for 9 yards (tackle by Roman Phifer and Bernard Holsey),0.480,1.150
1,0:18,2,1,PIT 32,7,7,Amos Zereoue left tackle for 3 yards (tackle by Lawyer Milloy and Rick Lyle),1.150,1.270
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 35,7,7,Amos Zereoue right end for 1 yard (tackle by Ty Law and Roman Phifer),1.270,0.860
2,14:14,2,9,PIT 36,7,7,Kordell Stewart pass complete to Antwaan Randle El for 8 yards (tackle by Rick Lyle and Tedy Bruschi),0.860,1.220
2,13:50,3,1,PIT 44,7,7,Kordell Stewart middle for 1 yard (tackle by Steve Martin and Willie McGinest),1.220,1.930
2,13:13,1,10,PIT 45,7,7,Kordell Stewart pass incomplete intended for Plaxico Burress,1.930,1.380
2,13:07,2,10,PIT 45,7,7,Amos Zereoue right guard for 1 yard (tackle by Roman Phifer and Steve Martin),1.380,0.830
2,12:23,3,9,PIT 46,7,7,Kordell Stewart pass complete to Antwaan Randle El for 8 yards (tackle by Ty Law and Roman Phifer),0.830,0.200
2,11:29,3,9,PIT 46,,,Timeout #1 by Pittsburgh Steelers,0.830,0.200
2,11:29,4,1,NWE 46,7,7,"Josh Miller punts 34 yards, fair catch by Troy Brown",0.200,0.350
2,11:22,1,10,NWE 12,7,7,Tom Brady pass complete to Cam Cleeland for 8 yards (tackle by James Farrior),-0.350,0.290
2,10:52,2,2,NWE 20,7,7,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Lee Flowers),0.290,0.610
2,10:21,1,10,NWE 25,7,7,Tom Brady pass incomplete intended for David Patten,0.610,0.060
2,10:15,2,10,NWE 25,7,7,Tom Brady pass complete to Donald Hayes for 9 yards (tackle by Joey Porter),0.060,0.560
2,9:50,3,1,NWE 34,7,7,Tom Brady pass incomplete intended for Deion Branch (defended by Joey Porter),0.560,-1.110
2,9:47,4,1,NWE 34,7,7,"Ken Walter punts 41 yards, returned by Antwaan Randle El for 9 yards (tackle by Matt Chatham)",-1.110,-1.200
2,9:37,1,10,PIT 34,7,7,Kordell Stewart pass complete to Hines Ward for 17 yards (tackle by Terrell Buckley),1.200,2.320
2,8:54,1,10,NWE 49,7,7,Jerome Bettis middle for 16 yards (tackle by Tebucky Jones and Ty Law),2.320,3.380
2,8:11,1,10,NWE 33,7,7,Kordell Stewart pass complete to Mark Bruener for 8 yards (tackle by Victor Green),3.380,3.920
2,7:31,2,2,NWE 25,7,7,Kordell Stewart middle for 10 yards (tackle by Lawyer Milloy and Roman Phifer),3.920,4.580
2,6:58,1,10,NWE 15,7,7,"Kordell Stewart pass incomplete intended for Hines Ward. Penalty on Ty Law: Defensive Pass Interference, 14 yards (no play)",4.580,6.970
2,6:51,1,1,NWE 1,7,7,"Jerome Bettis right guard for no gain. Penalty on Wayne Gandy: False Start, 5 yards (no play)",6.970,5.830
2,6:51,1,6,NWE 6,7,7,Kordell Stewart sacked by Tedy Bruschi for -1 yards,5.830,4.760
2,6:19,2,7,NWE 7,7,7,Kordell Stewart pass incomplete intended for Plaxico Burress,4.760,3.810
2,6:09,3,7,NWE 7,7,7,"Kordell Stewart pass complete to Chris Fuamatu-Ma'afala for 6 yards (tackle by Roman Phifer and Lawyer Milloy). Penalty on Chris Fuamatu-Ma'afala: Unnecessary Roughness, 15 yards",3.810,2.380
2,5:41,4,16,NWE 16,7,7,"Penalty on Kimo von Oelhoffen: False Start, 5 yards (no play)",2.380,2.060
2,5:39,4,21,NWE 21,7,7,Todd Peterson 39 yard field goal no good,2.060,-0.870
2,5:34,1,10,NWE 29,7,7,Tom Brady pass complete to Troy Brown for 1 yard (tackle by Aaron Smith and Lee Flowers),0.870,0.460
2,5:06,2,9,NWE 30,7,7,Tom Brady pass complete to Cam Cleeland for 10 yards (tackle by James Farrior and Larry Foote),0.460,1.600
2,4:25,1,10,NWE 40,7,7,Tom Brady pass complete to Troy Brown for 4 yards (tackle by Jason Gildon),1.600,1.590
2,3:53,2,6,NWE 44,7,7,Tom Brady pass complete to David Patten for 11 yards,1.590,2.590
2,3:29,1,10,PIT 45,7,7,Tom Brady pass complete to David Patten for 11 yards (tackle by Chad Scott),2.590,3.310
2,3:06,1,10,PIT 34,7,7,Tom Brady pass incomplete intended for Deion Branch,3.310,2.770
2,3:03,2,10,PIT 34,7,7,Tom Brady pass complete to Cam Cleeland for 7 yards (tackle by Joey Porter),2.770,3.010
2,2:32,3,3,PIT 27,7,7,Tom Brady pass incomplete intended for Troy Brown,3.010,1.770
2,2:27,4,3,PIT 27,7,10,Adam Vinatieri 45 yard field goal good,1.770,3.000
2,2:27,,,NWE 30,7,10,"Adam Vinatieri kicks off 63 yards, returned by Lee Mays for 21 yards (tackle by Larry Izzo)",0.000,0.810
2,2:17,1,10,PIT 28,7,10,Kordell Stewart pass incomplete intended for Antwaan Randle El,0.810,0.260
2,2:13,2,10,PIT 28,7,10,Kordell Stewart pass complete to Plaxico Burress for 11 yards (tackle by Ty Law),0.260,1.530
2,2:00,1,10,PIT 39,7,10,Kordell Stewart sacked by Ty Law for -5 yards,1.530,0.310
2,1:33,2,15,PIT 34,7,10,Kordell Stewart pass complete to Amos Zereoue for no gain,0.310,-0.360
2,0:43,2,15,PIT 34,,,Timeout #2 by Pittsburgh Steelers,0.310,-0.360
2,0:43,3,15,PIT 34,7,10,Kordell Stewart right end for -5 yards (tackle by Otis Smith),-0.360,-1.440
2,0:33,3,15,PIT 34,,,Timeout #1 by New England Patriots,-0.360,-1.440
2,0:33,4,20,PIT 29,7,10,"Josh Miller punts 46 yards, fair catch by Troy Brown",-1.440,-0.610
2,0:25,1,10,NWE 25,7,10,Tom Brady pass complete to Deion Branch for 17 yards (tackle by Deshea Townsend),0.610,1.730
2,0:19,1,10,NWE 42,7,10,Tom Brady pass incomplete intended for J.R. Redmond,1.730,1.190
2,0:13,2,10,NWE 42,7,10,Tom Brady sacked by Clark Haggans and Kimo von Oelhoffen for -3 yards,1.190,0.100
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,7,10,"Todd Peterson kicks off 66 yards, returned by Deion Branch for 22 yards (tackle by John Fiala)",0.000,0.670
3,14:55,1,10,NWE 26,7,10,Tom Brady sacked by Kimo von Oelhoffen for -11 yards,0.670,-1.500
3,14:28,2,21,NWE 15,7,10,Tom Brady pass complete to Cam Cleeland for 8 yards (tackle by James Farrior),-1.500,-0.960
3,13:53,3,13,NWE 23,7,10,Tom Brady pass complete to David Patten for 37 yards,-0.960,2.920
3,13:36,1,10,PIT 40,7,16,"Tom Brady pass complete to Donald Hayes for 40 yards, touchdown",2.920,7.000
3,13:36,,,PIT 40,7,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,13:36,,,NWE 30,7,17,"Adam Vinatieri kicks off 64 yards, returned by Lee Mays for 25 yards (tackle by Matt Chatham)",0.000,1.000
3,13:18,1,10,PIT 31,7,17,Kordell Stewart pass incomplete intended for Plaxico Burress (defended by Victor Green),1.000,0.460
3,13:15,2,10,PIT 31,7,17,"Jerome Bettis middle for 14 yards (tackle by Victor Green). Jerome Bettis fumbles (forced by Victor Green), recovered by Victor Green at PIT-49 (tackle by Mark Bruener)",0.460,-2.320
3,13:07,1,10,PIT 49,7,17,Tom Brady pass complete to Donald Hayes for 5 yards (tackle by Dewayne Washington),2.320,2.460
3,12:24,2,5,PIT 44,7,17,"Marc Edwards right guard for no gain (tackle by Larry Foote and Aaron Smith). Penalty on Joe Andruzzi: Offensive Holding, 11 yards (no play)",2.460,0.970
3,12:01,2,16,NWE 45,7,17,Tom Brady pass complete to Troy Brown for -1 yards (tackle by Jason Gildon),0.970,0.170
3,11:20,3,17,NWE 44,7,17,Tom Brady pass complete to Troy Brown for 19 yards,0.170,3.120
,,,,,,,"NWE challenged the ruling, and the original play was overturned.",,
3,10:56,1,10,PIT 37,7,17,Antowain Smith left tackle for 4 yards (tackle by Jason Gildon and Kimo von Oelhoffen),3.120,3.110
3,10:18,2,6,PIT 33,7,17,Antowain Smith middle for 3 yards (tackle by James Farrior and Jason Gildon),3.110,2.810
3,9:39,3,3,PIT 30,7,17,Antowain Smith right tackle for 5 yards (tackle by Mike Logan and Kendrell Bell),2.810,3.910
3,8:55,1,10,PIT 25,7,17,"Troy Brown left end for -3 yards (tackle by Kimo von Oelhoffen and Chad Scott). Penalty on Christian Fauria: Offensive Holding, 10 yards (no play)",3.910,3.250
3,8:34,1,20,PIT 35,7,17,Tom Brady pass complete to Christian Fauria for 7 yards (tackle by Joey Porter and James Farrior),3.250,2.960
3,7:51,2,13,PIT 28,7,17,Tom Brady pass complete to Cam Cleeland for 6 yards (tackle by Lee Flowers),2.960,3.070
3,7:10,3,7,PIT 22,7,23,"Tom Brady pass complete to Deion Branch for 22 yards, touchdown",3.070,7.000
3,7:10,,,PIT 22,7,24,Adam Vinatieri kicks extra point good,0.000,0.000
3,7:10,,,NWE 30,7,24,"Adam Vinatieri kicks off 64 yards, returned by Lee Mays for 20 yards (tackle by Larry Izzo)",0.000,0.670
3,6:58,1,10,PIT 26,7,24,Antwaan Randle El left end for 9 yards (tackle by Otis Smith),0.670,1.350
3,6:19,2,1,PIT 35,7,24,Jerome Bettis right end for -5 yards (tackle by Willie McGinest),1.350,-0.030
3,5:35,3,6,PIT 30,7,24,"Penalty on Marvel Smith: False Start, 5 yards (no play)",-0.030,-0.690
3,5:13,3,11,PIT 25,7,24,"Kordell Stewart pass incomplete intended for Plaxico Burress. Penalty on Alan Faneca: Offensive Holding (Offsetting), Penalty on Otis Smith: Defensive Holding (Offsetting) (no play)",-0.690,-0.690
3,5:07,3,11,PIT 25,7,24,Kordell Stewart pass incomplete intended for Hines Ward is intercepted by Terrell Buckley at PIT-47 and returned for -2 yards,-0.690,-2.320
3,4:58,1,10,PIT 49,7,24,Tom Brady pass incomplete intended for David Patten,2.320,1.780
3,4:52,2,10,PIT 49,7,24,Antowain Smith left guard for 5 yards (tackle by Brent Alexander and Jason Gildon),1.780,1.750
3,4:09,3,5,PIT 44,7,24,"Tom Brady pass incomplete intended for Deion Branch. Penalty on Deshea Townsend: Defensive Pass Interference, 7 yards (no play)",1.750,3.120
3,4:05,1,10,PIT 37,7,24,Marc Edwards middle for 3 yards (tackle by Joey Porter and Rodney Bailey),3.120,2.980
3,3:30,2,7,PIT 34,7,24,Antowain Smith left end for 25 yards (tackle by Jason Gildon and Chad Scott),2.980,5.140
3,3:01,1,9,PIT 9,7,24,Antowain Smith right end for -1 yards (tackle by James Farrior and Chad Scott),5.140,4.190
3,2:21,2,10,PIT 10,7,24,Tom Brady pass incomplete intended for Marc Edwards,4.190,3.130
3,2:17,3,10,PIT 10,7,24,Tom Brady pass incomplete intended for David Patten (defended by Dewayne Washington),3.130,2.760
3,2:12,4,10,PIT 10,7,27,Adam Vinatieri 28 yard field goal good,2.760,3.000
3,2:12,,,NWE 30,7,27,"Adam Vinatieri kicks off 59 yards, out of bounds",0.000,1.600
3,2:08,1,10,PIT 40,7,27,Kordell Stewart pass incomplete intended for Plaxico Burress,1.600,1.050
3,2:01,2,10,PIT 40,7,27,Kordell Stewart pass complete to Hines Ward for 6 yards (tackle by Lawyer Milloy),1.050,1.160
3,1:33,3,4,PIT 46,7,27,Kordell Stewart pass incomplete intended for Terance Mathis (defended by Willie McGinest),1.160,-0.320
3,1:27,4,4,PIT 46,7,27,"Josh Miller punts 54 yards, touchback",-0.320,-0.280
3,1:14,1,10,NWE 20,7,27,"Tom Brady pass complete to David Patten for 11 yards (tackle by Dewayne Washington). Penalty on Dewayne Washington: Face Mask (15 Yards), 15 yards",0.280,1.990
3,0:44,1,10,NWE 46,7,27,Antowain Smith middle for 5 yards (tackle by James Farrior and Brent Alexander),1.990,2.130
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,PIT 49,7,27,Antowain Smith middle for -1 yards (tackle by Jason Gildon and Chad Scott),2.130,1.290
4,14:23,3,6,,7,27,Tom Brady pass incomplete intended for Deion Branch,1.290,-0.060
4,14:18,4,6,,7,27,"Ken Walter punts 42 yards, fair catch by Antwaan Randle El",-0.060,0.380
4,14:10,1,10,PIT 8,7,27,Amos Zereoue left end for 2 yards (tackle by Jarvis Green and Mike Vrabel),-0.380,-0.630
4,13:30,2,8,PIT 10,7,27,Kordell Stewart pass complete to Mark Bruener for 7 yards (tackle by Roman Phifer and Richard Seymour),-0.630,-0.370
4,12:48,3,1,PIT 17,7,27,Kordell Stewart sacked by Richard Seymour for -10 yards,-0.370,-2.490
4,12:37,4,11,PIT 7,7,27,"Josh Miller punts 24 yards, out of bounds",-2.490,-3.510
4,12:31,1,10,PIT 31,7,27,Antowain Smith left guard for 1 yard (tackle by Casey Hampton and James Farrior),3.510,3.100
4,11:53,2,9,PIT 30,7,27,Tom Brady pass complete to Deion Branch for 19 yards,3.100,4.840
4,11:36,1,10,PIT 11,7,27,"Antowain Smith middle for 1 yard (tackle by Casey Hampton and Kendrell Bell). Penalty on Adrian Klemm: Offensive Holding, 10 yards (no play)",4.840,4.170
4,11:10,1,20,PIT 21,7,27,Tom Brady pass complete to Troy Brown for -3 yards (tackle by Jason Gildon),4.170,2.530
4,10:26,2,23,PIT 24,7,27,Tom Brady pass complete to Deion Branch for 15 yards (tackle by Hank Poteat),2.530,3.530
4,9:39,3,8,PIT 9,7,27,Tom Brady pass incomplete intended for Donald Hayes,3.530,2.830
4,9:35,4,8,PIT 9,7,30,Adam Vinatieri 27 yard field goal good,2.830,3.000
4,9:35,,,NWE 30,7,30,"Adam Vinatieri kicks off 68 yards, returned by Hank Poteat for 20 yards (tackle by Tebucky Jones)",0.000,0.410
4,9:24,1,10,PIT 22,7,30,Kordell Stewart pass complete to Mark Bruener for 3 yards (tackle by Victor Green),0.410,0.270
4,8:55,2,7,PIT 25,7,30,Amos Zereoue right end for no gain (tackle by Willie McGinest),0.270,-0.430
4,8:29,3,7,PIT 25,7,30,Kordell Stewart pass complete to Mark Bruener for 7 yards (tackle by Mike Vrabel and Richard Seymour),-0.430,1.070
4,8:02,1,10,PIT 32,7,30,Kordell Stewart pass complete to Hines Ward for 11 yards (tackle by Ty Law),1.070,1.800
4,7:30,1,10,PIT 43,7,30,Kordell Stewart left tackle for 7 yards (tackle by Roman Phifer),1.800,2.200
4,7:01,2,3,,7,30,Amos Zereoue right guard for 7 yards (tackle by Bernard Holsey),2.200,2.720
4,6:37,1,10,NWE 43,7,30,"Kordell Stewart sacked by Jarvis Green for -12 yards. Kordell Stewart fumbles (forced by Jarvis Green), recovered by Roman Phifer at PIT-44",2.720,-2.650
4,6:28,1,10,PIT 44,7,30,"Antowain Smith left end for -1 yards (tackle by Lee Flowers). Antowain Smith fumbles (forced by Lee Flowers), recovered by Lee Flowers and returned for 3 yards (tackle by Matt Light)",2.650,-2.460
4,6:20,1,10,NWE 47,7,30,Kordell Stewart pass complete to Antwaan Randle El for 20 yards (tackle by Terrell Buckley),2.460,3.780
4,5:48,1,10,NWE 27,7,30,Amos Zereoue right tackle for no gain (tackle by Mike Vrabel and Willie McGinest),3.780,3.230
4,5:22,2,10,NWE 27,7,30,"Kordell Stewart sacked by Willie McGinest for -9 yards. Penalty on PIT: Unsportsmanlike Conduct, 15 yards",3.230,-0.630
,,,,,,,"PIT challenged the ruling, and the original play was overturned.",,
4,5:01,2,10,NWE 27,,,Timeout #1 by New England Patriots,3.230,-0.630
4,5:01,3,34,PIT 49,7,30,Kordell Stewart pass incomplete intended for Terance Mathis (defended by Steve Martin),-0.630,-0.130
4,4:55,4,34,PIT 49,7,30,"Josh Miller punts 39 yards, returned by Troy Brown for 10 yards (tackle by James Farrior). Penalty on Ty Law: Offensive Holding, 10 yards",-0.130,0.350
4,4:42,1,10,NWE 12,7,30,Antowain Smith middle for 3 yards (tackle by Joey Porter),-0.350,-0.500
4,3:59,2,7,NWE 15,7,30,Antowain Smith middle for 2 yards (tackle by Jason Gildon and Casey Hampton),-0.500,-0.840
4,3:15,3,5,NWE 17,7,30,Antowain Smith left end for no gain (tackle by Kimo von Oelhoffen and James Farrior),-0.840,-2.320
4,3:06,3,5,NWE 17,,,Timeout #1 by Pittsburgh Steelers,-0.840,-2.320
4,3:06,4,5,NWE 17,7,30,"Ken Walter punts 39 yards, returned by Antwaan Randle El for no gain. Penalty on Lee Mays: Offensive Holding, 10 yards",-2.320,-1.200
4,2:55,1,10,PIT 34,7,30,Kordell Stewart pass complete to Hines Ward for 9 yards (tackle by Ty Law),1.200,1.870
4,2:28,2,1,PIT 43,7,30,Kordell Stewart pass complete to Terance Mathis for 4 yards (tackle by Terrell Buckley),1.870,2.060
4,2:01,1,10,PIT 47,7,30,Kordell Stewart pass complete to Antwaan Randle El for 14 yards (tackle by Antwan Harris),2.060,2.980
4,1:52,1,10,NWE 39,7,30,"Kordell Stewart pass incomplete intended for Plaxico Burress. Penalty on Jeff Hartings: Offensive Holding, 10 yards (no play)",2.980,2.320
4,1:46,1,20,NWE 49,7,30,Kordell Stewart pass incomplete intended for Antwaan Randle El,2.320,1.090
4,1:43,2,20,NWE 49,7,30,"Kordell Stewart pass incomplete intended for Hines Ward. Penalty on Wayne Gandy: Offensive Holding, 10 yards (no play)",1.090,-0.260
4,1:37,2,30,PIT 41,7,30,Kordell Stewart pass complete to Hines Ward for 15 yards (tackle by Tedy Bruschi and Rick Lyle),-0.260,1.090
4,1:01,3,15,NWE 44,7,30,Kordell Stewart pass complete to Amos Zereoue for 10 yards (tackle by Jarvis Green),1.090,1.070
4,0:50,3,15,NWE 44,,,Timeout #2 by Pittsburgh Steelers,1.090,1.070
4,0:49,4,5,NWE 34,7,30,Kordell Stewart pass complete to Antwaan Randle El for 27 yards (tackle by Ben Kelly and Antwan Harris),1.070,5.600
4,0:39,4,5,NWE 34,,,Timeout #3 by Pittsburgh Steelers,1.070,5.600
4,0:39,1,7,NWE 7,7,30,Kordell Stewart pass incomplete intended for Hines Ward,5.600,4.760
4,0:29,2,7,NWE 7,7,30,Antwaan Randle El pass complete to Amos Zereoue for 5 yards (tackle by Bernard Holsey and Jarvis Green),4.760,4.950
4,0:06,3,2,NWE 2,7,30,Kordell Stewart for 1 yard (tackle by Ty Law),4.950,3.550
4,0:04,3,2,NWE 2,,,Timeout #2 by New England Patriots,4.950,3.550
4,0:04,4,1,NWE 1,13,30,"Kordell Stewart middle for 1 yard, touchdown",3.550,7.000
4,0:04,,,NWE 1,14,30,Todd Peterson kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
