Quarter,Time,Down,ToGo,Location,MIA,LAC,Detail,EPB,EPA
2,12:02,2,7,MIA 40,0,3,Justin Herbert pass complete short right to Joshua Kelley for 6 yards (tackle by Elandon Roberts),2.580,2.680
2,11:24,3,1,MIA 34,0,3,Joshua Kelley left tackle for 22 yards (tackle by Kader Kohou),2.680,4.780
2,10:40,1,10,MIA 12,0,3,Austin Ekeler left tackle for 2 yards (tackle by Christian Wilkins and Jaelan Phillips),4.780,4.450
2,9:56,2,8,MIA 10,0,9,"Justin Herbert pass complete short right to Mike Williams for 10 yards, touchdown",4.450,7.000
2,9:49,,,MIA 15,0,10,Cameron Dicker kicks extra point good,0.000,0.000
2,9:49,,,LAC 35,0,10,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
2,9:49,1,10,MIA 25,0,10,Tua Tagovailoa pass incomplete deep left intended for Mike Gesicki,0.610,0.060
2,9:45,2,10,MIA 25,0,10,"Tua Tagovailoa pass incomplete intended for Jaylen Waddle. Penalty on Asante Samuel: Defensive Pass Interference, 10 yards (accepted) (no play)",0.060,1.270
2,9:41,1,10,MIA 35,0,10,Jeff Wilson left tackle for 6 yards (tackle by Joe Gaziano and Drue Tranquill),1.270,1.530
2,9:02,2,4,MIA 41,6,10,"Jeff Wilson up the middle for 3 yards. Jeff Wilson fumbles (forced by Alohi Gilman), recovered by Tyreek Hill at MIA-47 and returned for 57 yards, touchdown",1.530,7.000
2,8:45,,,LAC 15,7,10,Jason Sanders kicks extra point good,0.000,0.000
2,8:45,,,MIA 35,7,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,8:45,1,10,LAC 25,7,10,Austin Ekeler left end for 2 yards (tackle by Jaelan Phillips),0.610,0.330
2,8:09,2,8,LAC 27,7,10,Justin Herbert pass complete short right to Austin Ekeler for 3 yards (tackle by Christian Wilkins),0.330,0.040
2,7:30,3,5,LAC 30,7,10,"Penalty on Matt Feiler: False Start, 5 yards (accepted) (no play)",0.040,-0.620
2,7:05,3,10,LAC 25,7,10,Justin Herbert sacked by Eric Rowe for -4 yards,-0.620,-1.960
2,6:30,4,14,LAC 21,7,10,"JK Scott punts 55 yards, fair catch by Cedrick Wilson at MIA-24. Penalty on Keion Crossen: Offensive Holding, 10 yards (accepted)",-1.960,0.280
2,6:22,1,10,MIA 14,7,10,Jeff Wilson up the middle for 20 yards (tackle by Asante Samuel),-0.280,1.200
2,5:48,1,10,MIA 34,7,10,"Tua Tagovailoa pass incomplete short right intended for Trent Sherfield. Penalty on Robert Hunt: Ineligible Downfield Pass, 5 yards (declined)",1.200,0.660
2,5:48,2,10,MIA 34,7,10,Tua Tagovailoa pass incomplete short right,0.660,-0.030
2,5:42,3,10,MIA 34,7,10,Tua Tagovailoa pass complete short middle to Cedrick Wilson for 12 yards (tackle by Ja'Sir Taylor),-0.030,1.990
2,5:05,1,10,MIA 46,7,10,Raheem Mostert up the middle for 1 yard (tackle by Ja'Sir Taylor and Khalil Mack),1.990,1.590
2,4:26,2,9,MIA 47,7,10,Tua Tagovailoa pass incomplete short left,1.590,0.890
2,4:21,,,,,,Timeout #2 by Miami Dolphins,,
2,4:21,3,9,MIA 47,7,10,"Penalty on Brandon Shell: False Start, 5 yards (accepted) (no play)",0.890,0.230
2,4:21,3,14,MIA 42,7,10,Tua Tagovailoa pass incomplete deep left intended for Trent Sherfield,0.230,-0.590
2,4:16,4,14,MIA 42,7,10,Thomas Morstead punts 48 yards,-0.590,0.380
2,4:03,1,10,LAC 10,7,10,Justin Herbert pass incomplete short right intended for Gerald Everett,-0.380,-0.780
2,4:00,2,10,LAC 10,7,10,Justin Herbert pass complete short left to Mike Williams for 6 yards (tackle by Jerome Baker),-0.780,-0.720
2,3:27,3,4,LAC 16,7,10,Justin Herbert pass complete short left to Keenan Allen for 10 yards (tackle by Eric Rowe),-0.720,0.670
2,2:49,1,10,LAC 26,7,10,Justin Herbert pass complete short left to Austin Ekeler for 21 yards (tackle by Christian Wilkins),0.670,2.060
2,2:15,1,10,LAC 47,7,10,Justin Herbert pass complete short right to Keenan Allen for 14 yards (tackle by Jevon Holland and Jerome Baker),2.060,2.980
2,2:00,1,10,MIA 39,7,10,Justin Herbert pass complete short middle to Keenan Allen for 12 yards (tackle by Jerome Baker),2.980,3.780
2,1:32,1,10,MIA 27,7,10,Justin Herbert pass incomplete deep right intended for Josh Palmer,3.780,3.230
2,1:08,2,10,MIA 27,7,10,"Justin Herbert pass complete to DeAndre Carter for 5 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Justin Herbert pass incomplete short middle intended for DeAndre Carter",3.230,2.540
2,1:24,3,10,MIA 27,7,10,Justin Herbert pass complete deep right to Josh Palmer for 18 yards,2.540,5.140
2,1:17,1,9,MIA 9,7,10,Justin Herbert sacked by Jaelan Phillips for -6 yards,5.140,3.460
2,1:03,,,,,,Timeout #3 by Miami Dolphins,,
2,1:03,2,15,MIA 15,7,10,"Justin Herbert pass complete short right to Gerald Everett for -2 yards (tackle by Eric Rowe). Penalty on Zion Johnson: Ineligible Downfield Pass, 5 yards (declined)",3.460,2.740
2,1:03,,,,,,Timeout #1 by Los Angeles Chargers,,
2,1:03,3,17,MIA 17,7,10,Justin Herbert pass complete short right to Austin Ekeler for 16 yards (tackle by Jevon Holland and Jerome Baker),2.740,3.550
2,0:21,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:21,4,1,MIA 1,7,16,"Austin Ekeler left tackle for 1 yard, touchdown",3.550,7.000
2,0:18,,,MIA 15,7,17,Cameron Dicker kicks extra point good,0.000,0.000
2,0:18,,,LAC 35,7,17,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
2,0:18,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:18,1,10,MIA 25,7,17,Tua Tagovailoa pass incomplete short left,0.610,0.060
2,0:11,2,10,MIA 25,7,17,Raheem Mostert right guard for 8 yards (tackle by Drue Tranquill),0.060,0.430
Quarter,Time,Down,ToGo,Location,MIA,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,7,17,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAC 25,7,17,Justin Herbert pass incomplete short right,0.610,0.060
3,14:54,2,10,LAC 25,7,17,"Penalty on LAC: Delay of Game, 5 yards (accepted) (no play)",0.060,-0.610
3,14:54,2,15,LAC 20,7,17,Justin Herbert pass complete short right to Mike Williams for 3 yards (tackle by Eric Rowe),-0.610,-0.890
3,14:16,3,12,LAC 23,7,17,Justin Herbert pass complete short left to Stone Smartt for 8 yards (tackle by Kader Kohou),-0.890,-1.310
3,13:39,4,4,LAC 31,7,17,"JK Scott punts 34 yards, fair catch by Cedrick Wilson at MIA-35",-1.310,-1.270
3,13:32,1,10,MIA 35,7,17,Raheem Mostert right end for 1 yard (tackle by Kenneth Murray),1.270,0.860
3,12:55,2,9,MIA 36,7,17,Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill,0.860,0.170
3,12:49,3,9,MIA 36,7,17,Tua Tagovailoa pass incomplete deep middle intended for Mike Gesicki (defended by Asante Samuel),0.170,-0.980
3,12:45,4,9,MIA 36,7,17,"Thomas Morstead punts 47 yards, fair catch by DeAndre Carter at LAC-17",-0.980,0.060
3,12:37,1,10,LAC 17,7,17,Austin Ekeler left guard for 2 yards (tackle by Zach Sieler and Jaelan Phillips),-0.060,-0.250
3,12:00,2,8,LAC 19,7,17,Justin Herbert sacked by Jerome Baker for -1 yards,-0.250,-1.130
3,11:15,3,9,LAC 18,7,17,"Justin Herbert sacked by Jaelan Phillips for no gain. Penalty on Jaelan Phillips: Roughing the Passer, 15 yards (accepted) (no play)",-1.130,1.140
3,10:33,1,10,LAC 33,7,17,Justin Herbert pass incomplete short left intended for Keenan Allen,1.140,0.590
3,10:27,2,10,LAC 33,7,17,"Justin Herbert pass complete to Gerald Everett for 3 yards (tackle by Christian Wilkins and Zach Sieler). Penalty on Matt Feiler: Offensive Illegal Block Above the Waist, 10 yards (accepted)",0.590,-0.350
3,10:16,2,17,LAC 26,7,17,Justin Herbert pass incomplete deep right intended for Gerald Everett,-0.350,-1.020
3,9:57,3,17,LAC 26,7,17,Justin Herbert pass complete short right to Josh Palmer for 15 yards (tackle by Jevon Holland),-1.020,-0.650
3,9:14,4,2,LAC 41,7,17,"JK Scott punts 35 yards, fair catch by Cedrick Wilson at MIA-24",-0.650,-0.540
3,9:05,1,10,MIA 24,7,17,Raheem Mostert right tackle for 8 yards (tackle by Ja'Sir Taylor and Nasir Adderley),0.540,1.080
3,8:40,2,2,MIA 32,7,17,Raheem Mostert left tackle for 3 yards (tackle by Ja'Sir Taylor),1.080,1.270
3,8:01,1,10,MIA 35,7,17,Tua Tagovailoa scrambles up the middle for 5 yards (tackle by Kenneth Murray),1.270,1.400
3,7:16,2,5,MIA 40,7,17,Raheem Mostert right tackle for no gain (tackle by Drue Tranquill and Breiden Fehoko),1.400,0.700
3,6:31,,,,,,Timeout #1 by Miami Dolphins,,
3,6:31,3,5,MIA 40,13,17,"Tua Tagovailoa pass complete deep right to Tyreek Hill for 60 yards, touchdown",0.700,7.000
3,6:23,,,LAC 15,14,17,Jason Sanders kicks extra point good,0.000,0.000
3,6:23,,,MIA 35,14,17,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,6:23,1,10,LAC 25,14,17,Justin Herbert pass complete short left to Tre' McKitty for 5 yards (tackle by Elandon Roberts),0.610,0.740
3,5:42,2,5,LAC 30,14,17,Justin Herbert pass complete deep left to Mike Williams for 55 yards (tackle by Xavien Howard),0.740,4.580
3,5:07,1,10,MIA 15,14,17,Justin Herbert pass complete short left to Keenan Allen for 7 yards (tackle by Kader Kohou),4.580,5.220
3,4:27,2,3,MIA 8,14,17,Justin Herbert pass incomplete short left intended for Keenan Allen,5.220,4.450
3,4:26,3,3,MIA 8,14,17,"Penalty on Corey Linsley: False Start, 5 yards (accepted) (no play)",4.450,3.400
3,4:26,3,8,MIA 13,14,17,Justin Herbert pass incomplete short left intended for Gerald Everett,3.400,2.570
3,4:22,4,8,MIA 13,14,20,Cameron Dicker 31 yard field goal good,2.570,3.000
3,4:18,,,LAC 35,14,20,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
3,4:18,1,10,MIA 25,14,20,Raheem Mostert up the middle for 13 yards (tackle by Nasir Adderley),0.610,1.470
3,3:40,1,10,MIA 38,14,20,Tua Tagovailoa scrambles right end for 14 yards (tackle by Alohi Gilman),1.470,2.390
3,3:11,1,10,LAC 48,14,20,Raheem Mostert left end for no gain (tackle by Nasir Adderley),2.390,1.850
3,2:28,2,10,LAC 48,14,20,Tua Tagovailoa pass incomplete short left intended for Alec Ingold,1.850,1.160
3,2:21,3,10,LAC 48,14,20,Tua Tagovailoa sacked by Morgan Fox for -12 yards,1.160,-0.720
3,1:43,4,22,MIA 40,14,20,"Thomas Morstead punts 47 yards, fair catch by DeAndre Carter at LAC-13",-0.720,0.320
3,1:35,1,10,LAC 13,14,20,Justin Herbert pass complete short middle to Gerald Everett for 9 yards (tackle by Elandon Roberts and Jerome Baker),-0.320,0.490
3,1:01,2,1,LAC 22,14,20,Austin Ekeler left guard for -1 yards (tackle by Jaelan Phillips),0.490,-0.470
3,0:18,3,2,LAC 21,14,20,Justin Herbert pass complete short right to Keenan Allen for 1 yard (tackle by Jerome Baker),-0.470,-1.900
Quarter,Time,Down,ToGo,Location,MIA,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,LAC 22,14,20,"JK Scott punts 52 yards, fair catch by Cedrick Wilson at MIA-26",-1.900,-0.670
4,14:52,1,10,MIA 26,14,20,Tua Tagovailoa pass complete short right to Jaylen Waddle for 19 yards (tackle by Asante Samuel),0.670,1.930
4,14:09,1,10,MIA 45,14,20,Raheem Mostert right guard for 2 yards (tackle by Alohi Gilman and Morgan Fox),1.930,1.650
4,13:31,2,8,MIA 47,14,20,Tua Tagovailoa scrambles left end for 9 yards (tackle by Ja'Sir Taylor and Khalil Mack),1.650,2.650
4,12:52,1,10,LAC 44,14,20,Salvon Ahmed left tackle for 1 yard (tackle by Kenneth Murray and Khalil Mack),2.650,2.250
4,11:31,2,9,LAC 43,14,20,"Tua Tagovailoa pass incomplete deep middle. Penalty on Tua Tagovailoa: Intentional Grounding, 10 yards (accepted)",2.250,0.230
4,12:09,3,19,MIA 47,14,20,Tua Tagovailoa pass complete short right to Tyreek Hill for 8 yards (tackle by Asante Samuel),0.230,0.270
4,11:27,4,11,LAC 45,14,20,"Thomas Morstead punts 34 yards, fair catch by DeAndre Carter at LAC-11",0.270,0.370
4,11:19,1,10,LAC 11,14,20,Joshua Kelley left tackle for 1 yard (tackle by Zach Sieler),-0.370,-0.710
4,10:40,2,9,LAC 12,14,20,Justin Herbert pass complete short right to Keenan Allen for 4 yards,-0.710,-0.840
4,10:04,3,5,LAC 16,14,20,Justin Herbert pass complete short left to Keenan Allen for 9 yards (tackle by Kader Kohou),-0.840,0.610
4,9:26,1,10,LAC 25,14,20,Justin Herbert pass complete short left to Josh Palmer for 7 yards (tackle by Kader Kohou),0.610,1.010
4,8:48,2,3,LAC 32,14,20,Justin Herbert pass incomplete short middle intended for Josh Palmer,1.010,0.300
4,8:44,3,3,LAC 32,14,20,Justin Herbert pass complete short left to Keenan Allen for 5 yards (tackle by Keion Crossen),0.300,1.400
4,8:08,1,10,LAC 37,14,20,Austin Ekeler right tackle for 3 yards (tackle by Elandon Roberts),1.400,1.260
4,7:31,2,7,LAC 40,14,20,Justin Herbert pass complete short left to Keenan Allen for 18 yards (tackle by Jerome Baker and Jevon Holland),1.260,2.790
4,6:51,1,10,MIA 42,14,20,Austin Ekeler left end for 10 yards (tackle by Jerome Baker),2.790,3.450
4,6:10,1,10,MIA 32,14,20,Austin Ekeler right end for 2 yards (tackle by Zach Sieler),3.450,3.170
4,5:26,2,8,MIA 30,14,20,Justin Herbert pass incomplete short right,3.170,2.480
4,5:14,3,8,MIA 30,14,20,Justin Herbert scrambles right end for 10 yards (tackle by Keion Crossen),2.480,4.240
4,4:30,1,10,MIA 20,14,20,Austin Ekeler left guard for 12 yards (tackle by Elijah Campbell and Andrew Van Ginkel),4.240,5.370
4,4:17,,,,,,Timeout #2 by Miami Dolphins,,
4,4:17,1,8,MIA 8,14,20,Austin Ekeler left guard for 2 yards (tackle by Bradley Chubb and Christian Wilkins),5.370,4.950
4,4:12,,,,,,Timeout #3 by Miami Dolphins,,
4,4:12,2,6,MIA 6,14,20,"Justin Herbert aborted snap, recovered by Justin Herbert at MIA-6 Justin Herbert for no gain",4.950,4.040
4,3:23,3,6,MIA 6,14,20,Justin Herbert pass complete short left to Austin Ekeler for -4 yards (tackle by Jerome Baker),4.040,2.760
4,2:46,4,10,MIA 10,14,23,Cameron Dicker 28 yard field goal good,2.760,3.000
4,2:40,,,LAC 35,14,23,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
4,2:40,1,10,MIA 25,14,23,"Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill. Penalty on Michael Davis: Illegal Contact, 5 yards (accepted) (no play)",0.610,0.940
4,2:34,1,10,MIA 30,14,23,Tua Tagovailoa pass complete short middle to Raheem Mostert for 7 yards (tackle by Drue Tranquill),0.940,1.340
4,2:16,2,3,MIA 37,14,23,Tua Tagovailoa pass complete short right to Cedrick Wilson for 7 yards (tackle by Michael Davis and Kenneth Murray),1.340,1.860
4,2:00,1,10,MIA 44,14,23,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 12 yards (tackle by Kenneth Murray),1.860,2.650
4,1:45,1,10,LAC 44,14,23,Tua Tagovailoa pass complete short right to Trent Sherfield for 7 yards (tackle by Michael Davis),2.650,3.060
4,1:18,2,3,LAC 37,14,23,Tua Tagovailoa pass incomplete short middle intended for Trent Sherfield (defended by Drue Tranquill),3.060,2.350
4,1:20,3,3,LAC 37,14,23,Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle,2.350,0.790
4,1:15,4,3,LAC 37,17,23,Jason Sanders 55 yard field goal good,0.790,3.000
4,1:10,,,MIA 35,17,23,"Jason Sanders kicks onside 16 yards, returned by Nick Niemann for no gain",0.000,2.190
4,1:07,1,10,LAC 49,17,23,Justin Herbert kneels for -1 yards,2.190,1.510
4,0:36,2,11,LAC 48,17,23,Justin Herbert kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
