Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jamaree Salyer,G,80,100%,0,0%,5,17%
Zion Johnson,G,80,100%,0,0%,5,17%
Matt Feiler,G,80,100%,0,0%,5,17%
Corey Linsley,C,80,100%,0,0%,0,0%
Foster Sarell,T,80,100%,0,0%,0,0%
Justin Herbert,QB,80,100%,0,0%,0,0%
Keenan Allen,WR,69,86%,0,0%,1,3%
Josh Palmer,WR,63,79%,0,0%,1,3%
Gerald Everett,TE,58,73%,0,0%,0,0%
Mike Williams,WR,52,65%,0,0%,0,0%
Austin Ekeler,RB,47,59%,0,0%,0,0%
Tre' McKitty,TE,41,51%,0,0%,0,0%
Joshua Kelley,RB,32,40%,0,0%,13,45%
Zander Horvath,RB,13,16%,0,0%,20,69%
DeAndre Carter,WR,12,15%,0,0%,11,38%
Will Clapp,C,4,5%,0,0%,5,17%
Stone Smartt,TE,4,5%,0,0%,0,0%
Michael Bandy,WR,2,3%,0,0%,1,3%
Isaiah Spiller,RB,2,3%,0,0%,0,0%
Storm Norton,T,1,1%,0,0%,5,17%
Drue Tranquill,LB,0,0%,51,100%,5,17%
Alohi Gilman,SS,0,0%,51,100%,5,17%
Michael Davis,CB,0,0%,51,100%,4,14%
Asante Samuel Jr.,CB,0,0%,51,100%,4,14%
Nasir Adderley,FS,0,0%,51,100%,1,3%
Kenneth Murray,LB,0,0%,49,96%,1,3%
Kyle Van Noy,LB,0,0%,47,92%,0,0%
Ja'Sir Taylor,FS,0,0%,46,90%,6,21%
Khalil Mack,LB,0,0%,46,90%,0,0%
Morgan Fox,DE,0,0%,37,73%,4,14%
Breiden Fehoko,NT,0,0%,30,59%,3,10%
Chris Rumph,LB,0,0%,26,51%,18,62%
Joe Gaziano,DE,0,0%,17,33%,9,31%
Raheem Layne,DB,0,0%,3,6%,15,52%
Christopher Hinton,DT,0,0%,3,6%,0,0%
Tyeler Davison,DT,0,0%,2,4%,3,10%
Derrek Tuszka,LB,0,0%,0,0%,28,97%
Amen Ogbongbemiga,LB,0,0%,0,0%,23,79%
Troy Reeder,LB,0,0%,0,0%,20,69%
Nick Niemann,LB,0,0%,0,0%,20,69%
Deane Leonard,SS,0,0%,0,0%,19,66%
Kemon Hall,CB,0,0%,0,0%,19,66%
Cameron Dicker,P,0,0%,0,0%,11,38%
JK Scott,P,0,0%,0,0%,9,31%
Josh Harris,LS,0,0%,0,0%,9,31%
JT Woods,FS,0,0%,0,0%,6,21%
Brenden Jaimes,G,0,0%,0,0%,5,17%
