Quarter,Time,Tm,Detail,NYJ,NWE
1.0,12:54,Patriots,Aaron Dobson 39 yard pass from Tom Brady (Stephen Gostkowski kick),0,7
,9:17,Patriots,Stephen Gostkowski 21 yard field goal,0,10
,4:01,Jets,Nick Folk 37 yard field goal,3,10
2.0,5:05,Patriots,Stephen Gostkowski 30 yard field goal,3,13
3.0,5:05,Jets,Bilal Powell 3 yard rush (Nick Folk kick),10,13
