Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Patriots to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Nick Folk kicks off 71 yards, returned by LeGarrette Blount for 25 yards (tackle by Josh Bush)",0.000,-0.150
1,14:55,1,10,NWE 19,0,0,Tom Brady pass complete short middle to Julian Edelman for 7 yards (tackle by Antonio Allen and Sheldon Richardson),0.150,0.610
1,14:25,2,3,NWE 26,0,0,"Tom Brady pass incomplete short left intended for Kenbrell Thompkins. Penalty on Antonio Cromartie: Defensive Pass Interference, 16 yards (no play)",0.610,1.730
1,14:18,1,10,NWE 42,0,0,Stevan Ridley left tackle for 3 yards (tackle by Dee Milliner),1.730,1.590
1,13:55,2,7,NWE 45,0,0,Tom Brady pass complete short right to Julian Edelman for 8 yards (tackle by Antonio Allen),1.590,2.460
1,13:37,1,10,NYJ 47,0,0,Tom Brady pass incomplete deep left intended for Julian Edelman,2.460,1.910
1,13:32,2,10,NYJ 47,0,0,Stevan Ridley right tackle for 8 yards (tackle by Antonio Allen),1.910,2.280
1,13:01,3,2,NYJ 39,0,6,"Tom Brady pass complete short right to Aaron Dobson for 39 yards, touchdown",2.280,7.000
1,13:01,,,NYJ 2,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,13:01,,,NWE 35,0,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,12:54,1,10,NYJ 20,0,7,Geno Smith pass incomplete short middle intended for Stephen Hill,0.280,-0.270
1,12:49,2,10,NYJ 20,0,7,Bilal Powell right guard for 5 yards (tackle by Jerod Mayo),-0.270,-0.300
1,12:12,3,5,NYJ 25,0,7,Geno Smith pass incomplete deep right intended for Bilal Powell,-0.300,-1.700
1,12:06,4,5,NYJ 25,0,7,"Robert Malone punts 51 yards, out of bounds",-1.700,-0.540
1,11:56,1,10,NWE 24,0,7,Tom Brady pass incomplete deep right intended for Kenbrell Thompkins,0.540,0.000
1,11:51,2,10,NWE 24,0,7,LeGarrette Blount left guard for 3 yards (tackle by Muhammad Wilkerson and Ricky Sapp),0.000,-0.300
1,11:16,3,7,NWE 27,0,7,Tom Brady pass complete short left to Julian Edelman for 5 yards (tackle by Antonio Allen),-0.300,-1.240
1,10:40,4,2,NWE 32,0,7,"Ryan Allen punts 49 yards, fair catch by Kyle Wilson",-1.240,-0.150
1,10:34,1,10,NYJ 19,0,7,"Geno Smith pass complete deep middle to Stephen Hill for 33 yards (tackle by Aqib Talib). Stephen Hill fumbles (forced by Aqib Talib), recovered by Devin McCourty at NWE-48 and returned for 44 yards (tackle by Kellen Winslow)",0.150,-5.370
1,10:17,1,8,NYJ 8,0,7,Tom Brady pass incomplete short middle intended for Julian Edelman (defended by Calvin Pace),5.370,4.570
1,10:11,2,8,NYJ 8,0,7,Stevan Ridley up the middle for 5 yards (tackle by Sheldon Richardson and David Harris),4.570,4.720
1,9:26,3,3,NYJ 3,0,7,Tom Brady pass incomplete short right intended for Michael Hoomanawanui. Penalty on Nate Solder: Offensive Holding (Declined),4.720,3.040
1,9:20,4,3,NYJ 3,0,10,Stephen Gostkowski 21 yard field goal good. Penalty on NYJ: Illegal Formation (Declined),3.040,3.000
1,9:20,,,NWE 35,0,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,9:17,1,10,NYJ 20,0,10,Bilal Powell right guard for 4 yards (tackle by Vince Wilfork),0.280,0.270
1,8:44,2,6,NYJ 24,0,10,Geno Smith right tackle for -1 yards (tackle by Rob Ninkovich),0.270,-0.560
1,8:10,3,7,NYJ 23,0,10,"Geno Smith pass complete deep right to Santonio Holmes for 27 yards. Penalty on Chandler Jones: Roughing the Passer, 15 yards",-0.560,3.250
1,7:41,1,10,NWE 35,0,10,Chris Ivory right guard for 11 yards (tackle by Steve Gregory and Aqib Talib),3.250,3.970
1,7:03,1,10,NWE 24,0,10,Chris Ivory left tackle for 4 yards (tackle by Steve Gregory and Chandler Jones),3.970,3.970
1,6:23,2,6,NWE 20,0,10,Chris Ivory left tackle for 5 yards (tackle by Tommy Kelly),3.970,4.170
1,5:39,3,1,NWE 15,0,10,Chris Ivory left guard for 3 yards (tackle by Tommy Kelly and Chandler Jones),4.170,4.780
1,5:03,1,10,NWE 12,0,10,Tommy Bohanon left tackle for 3 yards (tackle by Dont'a Hightower and Jerod Mayo),4.780,4.640
1,4:25,2,7,NWE 9,0,10,Geno Smith pass incomplete short right intended for Kellen Winslow,4.640,3.700
1,4:19,3,7,NWE 9,0,10,Geno Smith pass incomplete short middle intended for Clyde Gates,3.700,2.830
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
1,4:10,4,7,NWE 9,0,10,"Nick Folk 27 yard field goal good. Penalty on Konrad Reuland: Offensive Holding, 10 yards (no play)",2.830,2.180
1,4:06,4,17,NWE 19,3,10,Nick Folk 37 yard field goal good,2.180,3.000
1,4:06,,,NYJ 35,3,10,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
1,4:01,1,10,NWE 20,3,10,Stevan Ridley right end for 7 yards (tackle by Dawan Landry),0.280,0.680
1,3:33,2,3,NWE 27,3,10,Julian Edelman for 4 yards,0.680,1.000
1,3:10,1,10,NWE 31,3,10,Tom Brady pass incomplete short right intended for Julian Edelman,1.000,0.460
1,3:06,2,10,NWE 31,3,10,Tom Brady pass complete short right to Kenbrell Thompkins for 9 yards (tackle by Sheldon Richardson),0.460,0.960
1,2:33,3,1,NWE 40,3,10,Stevan Ridley left tackle for no gain (tackle by Demario Davis and Antonio Allen),0.960,-0.720
1,1:57,4,1,NWE 40,3,10,"Ryan Allen punts 60 yards, touchback",-0.720,-0.280
1,1:49,1,10,NYJ 20,3,10,Geno Smith pass complete short right to Kellen Winslow for 3 yards (tackle by Duron Harmon),0.280,0.140
1,1:14,2,7,NYJ 23,3,10,Chris Ivory up the middle for 6 yards (tackle by Brandon Spikes and Joe Vellano),0.140,0.230
1,0:33,3,1,NYJ 29,3,10,Geno Smith pass complete short left to Stephen Hill for no gain,0.230,-1.440
,,,,,,,"NYJ challenged the first down ruling, and the play was upheld.",,
Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,NYJ 29,3,10,"Robert Malone punts 42 yards, returned by Julian Edelman for 10 yards (tackle by Ellis Lankster)",-1.440,-1.530
2,14:50,1,10,NWE 39,3,10,Tom Brady pass incomplete short left intended for Julian Edelman,1.530,0.990
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,14:42,2,10,NWE 39,3,10,"Penalty on Nate Solder: False Start, 5 yards (no play)",0.990,0.310
2,14:42,2,15,NWE 34,3,10,Tom Brady pass incomplete deep left intended for Julian Edelman,0.310,-0.360
2,14:36,3,15,NWE 34,3,10,"Tom Brady pass complete short right to Julian Edelman for 9 yards (tackle by Antonio Allen). Penalty on Logan Mankins: Offensive Holding, 10 yards",-0.360,-0.490
2,14:04,3,16,NWE 33,3,10,Leon Washington left end for 1 yard (tackle by David Harris),-0.490,-1.110
2,13:35,4,15,NWE 34,3,10,Ryan Allen punts 44 yards,-1.110,-0.410
2,13:26,1,10,NYJ 22,3,10,Geno Smith for 2 yards,0.410,0.140
2,12:50,2,8,NYJ 24,3,10,Geno Smith pass complete short right to Bilal Powell for 11 yards (tackle by Joe Vellano),0.140,1.270
2,12:13,1,10,NYJ 35,3,10,Chris Ivory left guard for 5 yards (tackle by Dont'a Hightower),1.270,1.400
2,11:34,2,5,NYJ 40,3,10,Bilal Powell left guard for 4 yards (tackle by Steve Gregory),1.400,1.220
2,10:56,3,1,NYJ 44,3,10,Tommy Bohanon up the middle for 2 yards (tackle by Joe Vellano and Jerod Mayo),1.220,1.990
2,10:17,1,10,NYJ 46,3,10,"Penalty on Willie Colon: False Start, 6 yards (no play)",1.990,1.600
2,9:49,1,16,NYJ 40,3,10,Geno Smith pass complete deep middle to Stephen Hill for 16 yards (tackle by Steve Gregory),1.600,2.650
2,9:07,1,10,NWE 44,3,10,Geno Smith pass incomplete short left intended for Santonio Holmes,2.650,2.110
