Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
1,2:10,2,4,CIN 30,0,0,Andrew Luck pass complete short right to Coby Fleener for 23 yards (tackle by Reggie Nelson),3.450,5.600
1,1:54,1,7,CIN 7,0,0,Andrew Luck pass incomplete short left intended for Donte Moncrief (defended by Leon Hall),5.600,4.760
1,1:51,2,7,CIN 7,0,0,Andrew Luck left end for 2 yards (tackle by Vontaze Burfict),4.760,4.260
1,1:13,3,5,CIN 5,0,0,Andrew Luck sacked by Domata Peko for 0 yards,4.260,3.010
1,0:36,4,5,CIN 5,0,3,Adam Vinatieri 23 yard field goal good,3.010,3.000
1,0:36,,,IND 35,0,3,"Pat McAfee kicks off 68 yards, returned by Adam Jones for 22 yards (tackle by Andy Studebaker)",0.000,-0.150
1,0:29,1,10,CIN 19,0,3,Andy Dalton pass incomplete deep left intended for James Wright,0.150,-0.390
1,0:23,2,10,CIN 19,0,3,Andy Dalton pass incomplete short left intended for Mohamed Sanu. Penalty on Andre Smith: Illegal Formation (Declined),-0.390,-1.070
1,0:18,3,10,CIN 19,0,3,Andy Dalton pass complete short left to Jermaine Gresham for 3 yards (tackle by Vontae Davis),-1.070,-1.900
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,CIN 22,0,3,"Kevin Huber punts 46 yards, fair catch by Griff Whalen",-1.900,-1.070
2,14:53,1,10,IND 32,0,3,Ahmad Bradshaw up the middle for 5 yards (tackle by Vincent Rey and Carlos Dunlap),1.070,1.200
2,14:09,2,5,IND 37,0,3,Andrew Luck pass complete deep right to T.Y. Hilton for 46 yards (tackle by Reggie Nelson),1.200,4.440
2,13:31,1,10,CIN 17,0,3,Ahmad Bradshaw right end for 15 yards (tackle by Vincent Rey and Reggie Nelson),4.440,6.740
2,12:47,1,2,CIN 2,0,3,Ahmad Bradshaw left guard for 1 yard (tackle by Vincent Rey and Carlos Dunlap),6.740,5.910
2,12:12,2,1,CIN 1,0,9,"Ahmad Bradshaw right guard for 1 yard, touchdown",5.910,7.000
2,12:12,,,CIN 2,0,10,Adam Vinatieri kicks extra point good,0.000,0.000
2,12:12,,,IND 35,0,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,12:08,1,10,CIN 20,0,10,Giovani Bernard right end for no gain (tackle by Jonathan Newsome),0.280,-0.270
2,11:33,2,10,CIN 20,0,10,Andy Dalton pass complete short left to Giovani Bernard for no gain,-0.270,-0.960
2,10:54,3,10,CIN 20,0,10,Andy Dalton pass incomplete,-0.960,-2.030
2,10:48,4,10,CIN 20,0,10,"Kevin Huber punts 52 yards, fair catch by Griff Whalen",-2.030,-0.810
2,10:40,1,10,IND 28,0,10,Andrew Luck pass complete short left to Trent Richardson for 20 yards (tackle by Marquis Flowers and Reggie Nelson),0.810,2.130
2,9:50,1,10,IND 48,0,10,Andrew Luck pass incomplete short right intended for Hakeem Nicks,2.130,1.580
2,9:45,2,10,IND 48,0,10,Andrew Luck pass complete short right to Trent Richardson for 13 yards (tackle by Vincent Rey),1.580,2.980
2,8:54,1,10,CIN 39,0,10,Trent Richardson left end for 6 yards (tackle by Jayson DiManche),2.980,3.250
2,8:21,2,4,CIN 33,0,10,"Andrew Luck for no gain. Andrew Luck fumbles, recovered by Carlos Dunlap at CIN-36 (tackle by Trent Richardson)",3.250,-1.330
2,8:14,1,10,CIN 36,0,10,Andy Dalton pass incomplete short left intended for Giovani Bernard (defended by Vontae Davis),1.330,0.790
2,8:08,2,10,CIN 36,0,10,Jeremy Hill left end for -3 yards (tackle by Montori Hughes and Ricky Jean-Francois),0.790,-0.300
2,7:27,3,13,CIN 33,0,10,Andy Dalton pass incomplete short left intended for Giovani Bernard (defended by Mike Adams),-0.300,-1.180
2,7:23,4,13,CIN 33,0,10,Kevin Huber punts 43 yards,-1.180,-0.540
2,7:12,1,10,IND 24,0,10,Ahmad Bradshaw left end for -2 yards (tackle by Domata Peko),0.540,-0.270
2,6:29,2,12,IND 22,0,10,Andrew Luck pass complete short middle to Ahmad Bradshaw for 8 yards (tackle by Darqueze Dennard),-0.270,0.100
2,5:48,3,4,IND 30,0,10,Andrew Luck pass incomplete short left intended for Dwayne Allen,0.100,-1.370
2,5:43,4,4,IND 30,0,10,"Pat McAfee punts 48 yards, returned by Adam Jones for 3 yards (tackle by Colt Anderson)",-1.370,-0.610
2,5:34,1,10,CIN 25,0,10,Andy Dalton right end for no gain (tackle by Jerrell Freeman),0.610,0.060
2,5:11,2,10,CIN 25,0,10,Giovani Bernard up the middle for 2 yards (tackle by Andy Studebaker and D'Qwell Jackson),0.060,-0.360
2,4:28,3,8,CIN 27,0,10,Andy Dalton pass incomplete short right intended for Mohamed Sanu (defended by Greg Toler),-0.360,-1.570
2,4:23,4,8,CIN 27,0,10,"Kevin Huber punts 45 yards, returned by Griff Whalen for 7 yards (tackle by James Wright). Penalty on Dewey McDonald: Offensive Holding, 10 yards",-1.570,-0.410
2,4:11,1,10,IND 22,0,10,Andrew Luck pass complete short right to Coby Fleener for 6 yards (tackle by Jayson DiManche),0.410,0.680
2,3:28,2,4,IND 28,0,10,Andrew Luck pass incomplete deep middle intended for Reggie Wayne (defended by Adam Jones),0.680,-0.030
2,3:22,3,4,IND 28,0,10,Andrew Luck sacked by Carlos Dunlap and Geno Atkins for -9 yards,-0.030,-2.140
2,2:42,4,13,IND 19,0,10,"Pat McAfee punts 59 yards, returned by Brandon Tate for 6 yards (tackle by Andy Studebaker)",-2.140,-0.810
2,2:31,1,10,CIN 28,0,10,Jeremy Hill up the middle for 3 yards (tackle by D'Qwell Jackson and Jerrell Freeman),0.810,0.670
2,2:02,2,7,CIN 31,0,10,Andy Dalton pass incomplete short middle intended for Dane Sanzenbacher (defended by Zach Kerr),0.670,-0.030
2,1:59,3,7,CIN 31,0,10,Andy Dalton pass incomplete short left intended for Greg Little,-0.030,-1.310
2,1:55,4,7,CIN 31,0,10,"Kevin Huber punts 40 yards, fair catch by Griff Whalen",-1.310,-0.870
2,1:48,1,10,IND 29,0,10,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Wallace Gilberry),0.870,0.330
2,1:43,2,10,IND 29,0,10,Ahmad Bradshaw up the middle for 8 yards (tackle by Darqueze Dennard and Vincent Rey),0.330,0.330
2,1:14,2,10,IND 29,0,10,Timeout #1 by Indianapolis Colts,0.330,0.700
2,1:14,3,2,IND 37,0,10,Andrew Luck pass incomplete deep left intended for Coby Fleener,0.700,-0.910
2,1:09,4,2,IND 37,0,10,"Pat McAfee punts 58 yards, returned by Adam Jones for 8 yards (tackle by Dewey McDonald)",-0.910,0.320
2,0:59,1,10,CIN 13,0,10,"Giovani Bernard left end for 3 yards (tackle by Jerrell Freeman). Penalty on Erik Walden: Disqualification, 15 yards",-0.320,1.000
2,0:48,1,10,CIN 31,0,10,Andy Dalton pass complete short left to Jermaine Gresham for 6 yards (tackle by Josh Gordy),1.000,1.000
2,0:40,1,10,CIN 31,0,10,Timeout #1 by Cincinnati Bengals,1.000,1.270
2,0:40,2,4,CIN 37,0,10,Andy Dalton pass complete short right to Jermaine Gresham for 5 yards (tackle by D'Qwell Jackson and Jerrell Freeman),1.270,1.270
2,0:30,2,4,CIN 37,0,10,Timeout #2 by Cincinnati Bengals,1.270,1.730
2,0:30,1,10,CIN 42,0,10,"Andy Dalton pass incomplete short left intended for Jermaine Gresham. Penalty on Bjoern Werner: Defensive Offside, 5 yards (no play)",1.730,2.460
2,0:26,1,5,CIN 47,0,10,Andy Dalton sacked by Cory Redding for -8 yards,2.460,0.780
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,0,10,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,0,10,Giovani Bernard up the middle for 3 yards (tackle by Cory Redding),0.280,0.140
3,14:27,2,7,CIN 23,0,10,Andy Dalton pass incomplete short left intended for Giovani Bernard,0.140,-0.560
3,14:24,3,7,CIN 23,0,10,Andy Dalton pass complete short right to Jermaine Gresham for 6 yards (tackle by D'Qwell Jackson),-0.560,-1.440
3,13:49,4,1,CIN 29,0,10,"Kevin Huber punts 56 yards, fair catch by Griff Whalen",-1.440,0.220
3,13:41,1,10,IND 15,0,10,Trent Richardson up the middle for 5 yards (tackle by Wallace Gilberry and Jayson DiManche),-0.220,0.080
3,12:57,2,5,IND 20,0,10,Andrew Luck pass incomplete short right intended for Trent Richardson,0.080,-0.760
3,12:50,3,5,IND 20,0,10,Andrew Luck pass complete short middle to Coby Fleener for 26 yards (tackle by Reggie Nelson),-0.760,1.990
3,12:04,1,10,IND 46,0,10,Andrew Luck pass incomplete short right intended for Reggie Wayne,1.990,1.450
3,11:58,2,10,IND 46,0,10,Andrew Luck pass complete short right to T.Y. Hilton for 14 yards (tackle by Dre Kirkpatrick),1.450,2.920
3,11:24,1,10,CIN 40,0,10,Andrew Luck pass complete short middle to Trent Richardson for 8 yards (tackle by Jayson DiManche),2.920,3.450
3,10:36,2,2,CIN 32,0,10,Trent Richardson right end for no gain (tackle by Vincent Rey and Margus Hunt),3.450,2.740
3,9:58,3,2,CIN 32,0,16,"Andrew Luck pass complete short left to Dwayne Allen for 32 yards, touchdown",2.740,7.000
3,9:58,,,CIN 2,0,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,9:58,,,IND 35,0,17,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,9:47,1,10,CIN 20,0,17,Andy Dalton pass complete short middle to Mohamed Sanu for 14 yards (tackle by Vontae Davis),0.280,1.200
3,9:19,1,10,CIN 34,0,17,Andy Dalton pass complete short right to Jermaine Gresham for 6 yards (tackle by Josh McNary),1.200,1.470
3,8:55,2,4,CIN 40,0,17,Giovani Bernard left end for 2 yards (tackle by Josh Gordy),1.470,1.030
3,8:18,3,2,CIN 42,0,17,Andy Dalton pass incomplete short right intended for Mohamed Sanu,1.030,-0.590
3,8:14,4,2,CIN 42,0,17,"Kevin Huber punts 55 yards. Penalty on Loucheiz Purifoy: Offensive Holding, 1 yards",-0.590,0.380
3,8:01,1,10,IND 2,0,17,--,-0.380,-0.420
3,8:01,1,11,IND 1,0,17,Andrew Luck up the middle for 1 yard (tackle by Wallace Gilberry and Jayson DiManche),-0.420,-0.780
3,7:29,2,10,IND 2,0,17,Ahmad Bradshaw up the middle for 4 yards (tackle by Wallace Gilberry and Vincent Rey),-0.780,-0.950
3,6:51,3,6,IND 6,0,17,Andrew Luck pass incomplete,-0.950,-2.490
3,6:45,4,6,IND 6,0,17,"Pat McAfee punts 47 yards, out of bounds",-2.490,-2.060
3,6:38,1,10,CIN 47,0,17,(tackle by Ricky Jean-Francois),2.060,0.710
3,6:11,2,16,CIN 41,0,17,Andy Dalton pass incomplete deep left intended for Mohamed Sanu (defended by Vontae Davis),0.710,0.040
3,6:06,3,16,CIN 41,0,17,"Penalty on Clint Boling: False Start, 5 yards (no play)",0.040,-0.620
3,5:45,3,21,CIN 36,0,17,Andy Dalton sacked by Bjoern Werner for -5 yards,-0.620,-1.310
3,5:08,4,26,CIN 31,0,17,"Kevin Huber punts 54 yards, fair catch by Griff Whalen",-1.310,0.220
3,5:00,1,10,IND 15,0,17,Trent Richardson up the middle for 9 yards (tackle by Darqueze Dennard),-0.220,0.620
3,4:18,2,1,IND 24,0,17,Trent Richardson left tackle for no gain (tackle by Marquis Flowers and Vincent Rey),0.620,-0.270
3,3:39,3,1,IND 24,0,17,Ahmad Bradshaw left guard for 3 yards (tackle by Robert Geathers),-0.270,0.740
3,3:00,1,10,IND 27,0,17,Trent Richardson up the middle for 11 yards (tackle by Reggie Nelson and Adam Jones),0.740,1.470
3,2:16,1,10,IND 38,0,17,Trent Richardson up the middle for 9 yards (tackle by Vincent Rey and George Iloka),1.470,2.140
3,1:36,2,1,IND 47,0,17,Trent Richardson left end for 5 yards (tackle by Adam Jones),2.140,2.390
3,1:01,1,10,CIN 48,0,17,Donte Moncrief left end for no gain (tackle by Adam Jones),2.390,1.850
3,0:18,2,10,CIN 48,0,17,Andrew Luck pass complete short right to Coby Fleener for 9 yards (tackle by Vincent Rey),1.850,2.340
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CIN 39,0,17,Andrew Luck pass complete short middle to Ahmad Bradshaw for 18 yards (tackle by Reggie Nelson),2.340,4.170
4,14:19,1,10,CIN 21,0,17,Andrew Luck pass complete short right to Donte Moncrief for 9 yards (tackle by Terence Newman),4.170,5.160
4,13:39,2,1,CIN 12,0,17,Andrew Luck pass complete short right to Trent Richardson for no gain,5.160,4.490
4,12:57,3,1,CIN 12,0,17,Andrew Luck right guard for 2 yards (tackle by Vincent Rey),4.490,4.910
4,12:16,1,10,CIN 10,0,23,"Andrew Luck pass complete short left to Ahmad Bradshaw for 10 yards, touchdown",4.910,7.000
,,,,,,,"IND challenged the runner was down by contact ruling, and the original play was overturned.",,
4,12:16,,,CIN 2,0,24,Adam Vinatieri kicks extra point good,0.000,0.000
4,12:16,,,IND 35,0,24,"Pat McAfee kicks off 67 yards, returned by Adam Jones for 38 yards (tackle by Pat McAfee)",0.000,-1.330
4,12:01,1,10,CIN 36,0,24,Andy Dalton pass complete short middle to Jermaine Gresham for 6 yards (tackle by D'Qwell Jackson),1.330,1.600
4,11:29,2,4,CIN 42,0,24,Andy Dalton pass incomplete short right intended for Jeremy Hill,1.600,0.890
4,11:26,3,4,CIN 42,0,24,Andy Dalton pass complete deep right to Mohamed Sanu for 32 yards (tackle by Sergio Brown),0.890,3.840
4,10:46,1,10,IND 26,0,24,Andy Dalton pass complete short left to Brandon Tate for 7 yards (tackle by Vontae Davis),3.840,4.270
4,10:30,2,3,IND 19,0,24,Jeremy Hill up the middle for 11 yards (tackle by Sergio Brown),4.270,5.370
4,9:58,1,8,IND 8,0,24,Andy Dalton pass incomplete short right intended for Mohamed Sanu,5.370,4.570
4,9:55,2,8,IND 8,0,24,Andy Dalton pass incomplete short left intended for Brandon Tate (defended by Vontae Davis),4.570,3.580
4,9:50,3,8,IND 8,0,24,Jeremy Hill up the middle for 4 yards (tackle by Ricky Jean-Francois and D'Qwell Jackson),3.580,3.030
4,9:11,4,4,IND 4,0,24,"Penalty on Andre Smith: False Start, 5 yards (no play)",3.030,2.830
4,8:52,4,9,IND 9,0,24,"Penalty on Cory Redding: Defensive Offside, 5 yards (no play)",2.830,3.030
4,8:34,4,4,IND 4,0,24,Andy Dalton pass incomplete short left intended for Jermaine Gresham,3.030,0.380
4,8:30,1,10,IND 5,0,24,Andrew Luck pass incomplete short left intended for Reggie Wayne,-0.380,-0.780
4,8:27,2,10,IND 5,0,24,Andrew Luck pass complete short right to Jack Doyle for 20 yards (tackle by Marquis Flowers),-0.780,0.610
4,7:39,1,10,IND 25,0,24,Andrew Luck pass complete short right to Reggie Wayne for 5 yards (tackle by Terence Newman),0.610,0.740
4,6:58,2,5,IND 30,0,24,Dan Herron up the middle for 6 yards (tackle by Vincent Rey and Devon Still),0.740,1.330
4,6:12,1,10,IND 36,0,24,Andrew Luck pass complete short left to Reggie Wayne for 2 yards (tackle by Adam Jones),1.330,1.060
4,5:30,2,8,IND 38,0,24,Dan Herron left tackle for 10 yards (tackle by Vincent Rey),1.060,2.130
4,4:45,1,10,IND 48,0,24,Dan Herron up the middle for 13 yards (tackle by George Iloka),2.130,2.130
4,3:56,1,10,IND 48,0,24,Timeout #1 by Indianapolis Colts,2.130,2.980
4,3:56,1,10,CIN 39,0,24,Andrew Luck pass complete short right to Reggie Wayne for -1 yards (tackle by Jayson DiManche),2.980,2.300
4,3:15,2,11,CIN 40,0,24,Dan Herron up the middle for 4 yards (tackle by Reggie Nelson and Domata Peko),2.300,2.150
4,2:33,3,7,CIN 36,0,24,Dan Herron up the middle for 4 yards (tackle by Vincent Rey),2.150,1.290
4,2:00,4,3,CIN 32,0,27,Adam Vinatieri 50 yard field goal good,1.290,3.000
4,2:00,,,IND 35,0,27,"Pat McAfee kicks off 70 yards, returned by Brandon Tate for 20 yards (tackle by Colt Anderson)",0.000,0.220
4,1:51,1,10,CIN 15,0,27,Andy Dalton pass complete short right to Jermaine Gresham for 12 yards (tackle by Loucheiz Purifoy),-0.220,0.740
4,1:28,1,10,CIN 27,0,27,Andy Dalton pass complete short right to Jermaine Gresham for 8 yards (tackle by Jerrell Freeman),0.740,1.280
4,1:22,2,2,CIN 35,0,27,Andy Dalton pass incomplete short right intended for James Wright,1.280,0.560
4,1:19,3,2,CIN 35,0,27,"Andy Dalton pass incomplete deep left intended for Mohamed Sanu (defended by Vontae Davis). Penalty on Jonathan Newsome: Roughing the Passer, 15 yards (no play)",0.560,2.260
4,1:14,1,10,,0,27,Andy Dalton pass complete short right to Giovani Bernard for -1 yards (tackle by Jerrell Freeman),2.260,1.580
4,0:50,2,11,CIN 49,0,27,Andy Dalton pass complete short right to Greg Little for 13 yards (tackle by Greg Toler),1.580,3.050
4,0:28,1,10,IND 38,0,27,Andy Dalton pass incomplete short left intended for Dane Sanzenbacher,3.050,2.510
4,0:22,2,10,IND 38,0,27,Andy Dalton sacked by Zach Kerr for -4 yards,2.510,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
