Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Rob Bironas kicks off 70 yards, returned by Joe Lefeged for 21 yards (tackle by Tommie Campbell). Joe Lefeged fumbles (forced by Tommie Campbell), recovered by Adrian Moten at IND-16. Penalty on Daniel Muir: Offensive Holding, 8 yards",0.000,-0.380
1,14:56,1,10,IND 8,0,0,Curtis Painter pass complete short left to Delone Carter for -1 yards (tackle by Cortland Finnegan),-0.380,-0.850
1,14:27,2,11,IND 7,0,0,Curtis Painter pass complete short right to Pierre Garcon for 12 yards (tackle by Cortland Finnegan),-0.850,0.150
1,13:59,1,10,IND 19,0,0,Curtis Painter pass incomplete short left intended for Reggie Wayne,0.150,-0.390
1,13:56,2,10,IND 19,0,0,Curtis Painter pass complete short middle to Dallas Clark for 9 yards (tackle by Gerald McRath and Cortland Finnegan),-0.390,0.100
1,13:29,3,1,IND 28,0,0,Curtis Painter pass complete short left to Austin Collie for 10 yards (tackle by Cortland Finnegan),0.100,1.470
1,13:04,1,10,IND 38,0,0,Curtis Painter pass complete short left to Reggie Wayne for 8 yards (tackle by Alterraun Verner),1.470,2.000
1,12:32,2,2,IND 46,0,0,Curtis Painter pass incomplete short right intended for Pierre Garcon,2.000,1.290
1,12:24,3,2,IND 46,0,0,Curtis Painter pass incomplete short left intended for Reggie Wayne (defended by Alterraun Verner),1.290,-0.320
1,12:19,4,2,IND 46,0,0,"Pat McAfee punts 39 yards, fair catch by Marc Mariani",-0.320,0.220
1,12:11,1,10,TEN 15,0,0,Matt Hasselbeck pass complete short left to Nate Washington for no gain,-0.220,-0.710
1,11:45,2,10,TEN 15,0,0,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 7 yards (tackle by Kevin Thomas),-0.710,-0.510
1,10:58,3,3,TEN 22,0,0,Matt Hasselbeck pass complete deep left to Damian Williams for 27 yards (tackle by Jerraud Powers and Joe Lefeged),-0.510,2.190
1,10:37,1,10,TEN 49,0,0,Chris Johnson right end for 5 yards (tackle by Antoine Bethea),2.190,2.320
1,9:52,2,5,IND 46,0,0,Chris Johnson right end for 1 yard (tackle by Pat Angerer),2.320,1.750
1,9:06,3,4,IND 45,0,0,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 5 yards (tackle by Kevin Thomas),1.750,2.920
1,8:30,1,10,IND 40,0,0,Chris Johnson left guard for no gain (tackle by Tyler Brayton),2.920,2.370
1,7:48,2,10,IND 40,0,0,Javon Ringer left tackle for 7 yards (tackle by Joe Lefeged),2.370,2.610
1,7:10,3,3,IND 33,0,0,Matt Hasselbeck pass incomplete short left intended for Lavelle Hawkins,2.610,1.190
1,7:05,4,3,IND 33,0,3,Rob Bironas 51 yard field goal good,1.190,3.000
1,,,,TEN 35,0,3,"Rob Bironas kicks off 71 yards, returned by Joe Lefeged for 18 yards (tackle by Patrick Bailey)",0.000,-0.350
1,6:57,1,10,IND 12,0,3,Delone Carter up the middle for 14 yards (tackle by Cortland Finnegan and Jordan Babineaux),-0.350,0.670
1,6:23,1,10,IND 26,0,3,Curtis Painter pass incomplete short left intended for Reggie Wayne,0.670,0.130
1,6:20,2,10,IND 26,0,3,Delone Carter right tackle for 5 yards (tackle by Jason McCourty and Michael Griffin),0.130,0.100
1,5:42,3,5,IND 31,0,3,Curtis Painter pass incomplete short middle intended for Reggie Wayne,0.100,-1.310
1,5:38,4,5,IND 31,0,3,Pat McAfee punts 41 yards,-1.310,-0.810
1,5:28,1,10,TEN 28,0,3,Matt Hasselbeck pass complete short right to Chris Johnson for 4 yards (tackle by David Caldwell),0.810,0.800
1,4:55,2,6,TEN 32,0,3,Chris Johnson left tackle for -5 yards (tackle by Kavell Conner and Robert Mathis),0.800,-0.560
1,4:14,3,11,TEN 27,0,3,Matt Hasselbeck pass complete short middle to Damian Williams for 2 yards (tackle by Ernie Sims),-0.560,-1.440
1,3:36,4,9,TEN 29,0,3,"Brett Kern punts 48 yards, fair catch by Joe Lefeged. Penalty on A.J. Edds: Offensive Holding, 10 yards",-1.440,0.320
1,3:27,1,10,IND 13,0,3,Curtis Painter pass incomplete deep right intended for Pierre Garcon,-0.320,-0.770
1,3:22,2,10,IND 13,0,3,Donald Brown left guard for 5 yards (tackle by Michael Griffin),-0.770,-0.830
1,2:40,3,5,IND 18,0,3,Curtis Painter sacked by Jason Jones for -1 yards,-0.830,-2.320
1,2:17,4,6,IND 17,0,3,"Pat McAfee punts 58 yards, returned by Marc Mariani for 26 yards (tackle by Pat McAfee)",-2.320,-2.320
1,2:00,1,10,IND 49,0,3,Javon Ringer right end for 6 yards (tackle by Pat Angerer and Dwight Freeney),2.320,2.590
1,1:22,2,4,IND 43,0,3,Chris Johnson left guard for no gain (tackle by Pat Angerer),2.590,1.880
1,0:40,3,4,IND 43,0,3,Matt Hasselbeck pass incomplete short left intended for Chris Johnson (defended by Joe Lefeged),1.880,0.400
1,0:35,4,4,IND 43,0,3,"Brett Kern punts 30 yards, fair catch by Blair White. Penalty on Stevie Brown: Offensive Holding, 6 yards",0.400,0.380
1,0:27,1,10,IND 7,0,3,"Delone Carter right guard for 4 yards (tackle by Cortland Finnegan). Penalty on Brody Eldridge: Offensive Holding, 3 yards (no play)",-0.380,-0.490
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
