Quarter,Time,Down,ToGo,Location,SEA,IND,Detail,EPB,EPA
2,6:13,2,5,SEA 12,0,7,Peyton Manning pass complete short left to Joseph Addai for 7 yards (tackle by Ken Lucas and Jordan Babineaux),4.690,6.060
2,5:36,1,5,SEA 5,0,13,"Peyton Manning pass complete short left to Reggie Wayne for 5 yards, touchdown",6.060,7.000
2,,,,SEA 2,0,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,0,14,"Pat McAfee kicks off 71 yards, returned by Justin Forsett for 23 yards (tackle by Jacob Tamme)",0.000,0.410
2,5:23,1,10,SEA 22,0,14,Seneca Wallace pass complete short left to Deion Branch for -1 yards (tackle by Marlin Jackson),0.410,-0.270
2,4:48,2,11,SEA 21,0,14,Seneca Wallace pass complete short left to Nate Burleson for 4 yards (tackle by Jerraud Powers and Robert Mathis),-0.270,-0.430
2,4:06,3,7,SEA 25,0,14,Seneca Wallace pass complete short right to Nate Burleson for 9 yards (tackle by Tim Jennings),-0.430,1.200
2,3:34,1,10,SEA 34,0,14,Julius Jones middle for 7 yards (tackle by Tyjuan Hagler and Antoine Bethea),1.200,1.600
2,2:57,2,3,SEA 41,0,14,Seneca Wallace pass complete short right to T.J. Houshmandzadeh for 20 yards (tackle by Tim Jennings),1.600,2.980
2,2:21,1,10,IND 39,0,14,Julius Jones middle for 3 yards (tackle by Antoine Bethea and Clint Session),2.980,2.850
2,2:00,2,7,IND 36,0,14,"Seneca Wallace pass incomplete short right intended for T.J. Houshmandzadeh (defended by Tim Jennings). Penalty on Tim Jennings: Defensive Holding, 5 yards (no play)",2.850,3.510
2,1:52,1,10,IND 31,0,14,Seneca Wallace pass complete deep right to Deion Branch for 22 yards (tackle by Antoine Bethea),3.510,5.140
2,1:47,1,9,IND 9,0,14,Seneca Wallace pass incomplete short right intended for T.J. Houshmandzadeh,5.140,4.380
2,1:43,,,,0,14,Timeout #1 by Indianapolis Colts,0.000,4.380
2,1:43,2,9,IND 9,0,14,"Julius Jones right end for 7 yards (tackle by Tim Jennings and Antoine Bethea). Penalty on Max Unger: Offensive Holding, 10 yards (no play)",4.380,3.070
2,1:38,2,19,IND 19,0,14,Seneca Wallace pass complete short left to Julius Jones for 3 yards (tackle by Marlin Jackson),3.070,2.850
2,1:31,,,,0,14,Timeout #1 by Seattle Seahawks,0.000,2.850
2,1:31,3,16,IND 16,0,14,Seneca Wallace sacked by Robert Mathis and Raheem Brock for -5 yards,2.850,2.060
2,1:26,,,,0,14,Timeout #2 by Indianapolis Colts,0.000,2.060
2,1:26,4,21,IND 21,3,14,Olindo Mare 38 yard field goal good,2.060,3.000
2,,,,SEA 30,3,14,"Olindo Mare kicks off 67 yards, returned by T.J. Rushing for 19 yards (tackle by Ben Obomanu)",0.000,0.410
2,1:17,1,10,IND 22,3,14,Peyton Manning pass complete short middle to Dallas Clark for 12 yards (tackle by Aaron Curry),0.410,1.200
2,1:02,1,10,IND 34,3,14,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Travis Fisher),1.200,1.600
2,0:48,2,3,IND 41,3,14,Peyton Manning pass complete short left to Austin Collie for 8 yards (tackle by Jordan Babineaux),1.600,2.190
2,0:43,1,10,IND 49,3,14,Peyton Manning pass complete short right to Donald Brown for 13 yards (tackle by Travis Fisher). Penalty on Aaron Curry: Illegal Contact (Declined),2.190,3.050
2,0:36,1,10,SEA 38,3,14,Peyton Manning pass complete short right to Pierre Garcon for 11 yards (tackle by Kelly Jennings),3.050,3.780
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:30,1,10,SEA 27,3,14,Peyton Manning pass incomplete short right intended for Dallas Clark,3.780,3.230
2,0:25,2,10,SEA 27,3,14,"Peyton Manning pass incomplete deep right intended for Pierre Garcon (defended by Kelly Jennings). Penalty on Jeff Saturday: Offensive Holding, 10 yards (no play)",3.230,1.880
2,0:20,2,20,SEA 37,3,14,Peyton Manning pass complete short left to Reggie Wayne for 21 yards (tackle by Lofa Tatupu),1.880,4.510
2,0:13,,,,3,14,Timeout #3 by Indianapolis Colts,0.000,4.510
2,0:13,1,10,SEA 16,3,14,Peyton Manning pass incomplete deep left intended for Reggie Wayne,4.510,3.900
2,0:09,2,10,SEA 16,3,14,"Penalty on Peyton Manning: Delay of Game, 5 yards (no play)",3.900,3.280
2,0:09,2,15,SEA 21,3,20,"Peyton Manning pass complete deep right to Austin Collie for 21 yards, touchdown",3.280,7.000
2,,,,SEA 2,3,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,3,21,"Pat McAfee kicks off 34 yards, returned by Nick Reed for 3 yards (tackle by Jacob Tamme)",0.000,1.530
2,0:02,1,10,SEA 39,3,21,Seneca Wallace kneels for -2 yards,1.530,0.720
Quarter,Time,Down,ToGo,Location,SEA,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,3,21,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,3,21,Peyton Manning pass complete short left to Austin Collie for 9 yards (tackle by Lofa Tatupu),0.280,0.950
3,14:31,2,1,IND 29,3,21,Joseph Addai right end for no gain (tackle by Colin Cole),0.950,0.230
3,13:49,3,1,IND 29,3,21,Peyton Manning pass complete short middle to Joseph Addai for 8 yards (tackle by Lawrence Jackson),0.230,1.400
3,13:15,1,10,IND 37,3,21,Joseph Addai middle for 7 yards (tackle by Ken Lucas and Deon Grant),1.400,1.800
3,12:34,2,3,IND 44,3,21,Peyton Manning pass incomplete short left intended for Reggie Wayne,1.800,1.090
3,12:29,3,3,IND 44,3,21,Peyton Manning pass complete short middle to Reggie Wayne for 11 yards (tackle by Travis Fisher),1.090,2.590
3,11:59,1,10,SEA 45,3,21,Peyton Manning pass complete short left to Reggie Wayne for 12 yards,2.590,3.380
3,11:30,1,10,SEA 33,3,21,"Peyton Manning pass complete short right to Austin Collie for 7 yards (tackle by Darryl Tapp). Penalty on Pierre Garcon: Offensive Pass Interfere, 10 yards (no play)",3.380,2.720
3,11:02,1,20,SEA 43,3,21,Peyton Manning pass complete short right to Joseph Addai for 9 yards (tackle by Deon Grant),2.720,2.700
3,10:25,2,11,SEA 34,3,21,Peyton Manning pass complete short right to Dallas Clark for 13 yards (tackle by Kelly Jennings),2.700,4.170
3,10:00,1,10,SEA 21,3,21,Donald Brown left end for 4 yards (tackle by Brandon Mebane),4.170,4.200
3,9:19,2,6,SEA 17,3,21,"Donald Brown left end for 11 yards (tackle by Jordan Babineaux). Penalty on Reggie Wayne: Illegal Block Above the , 10 yards (no play)",4.200,2.820
3,8:49,2,16,SEA 27,3,21,Peyton Manning pass complete short middle to Austin Collie for 15 yards (tackle by Jordan Babineaux),2.820,4.490
3,8:06,3,1,SEA 12,3,27,"Joseph Addai middle for 12 yards, touchdown",4.490,7.000
3,,,,SEA 2,3,28,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,3,28,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,8:02,1,10,SEA 20,3,28,"Julius Jones middle for 1 yard (tackle by Jacob Lacey and Melvin Bullitt). Penalty on Mansfield Wrotto: Offensive Holding, 10 yards",0.280,-0.680
3,7:36,1,19,SEA 11,3,28,Seneca Wallace pass incomplete short left intended for Nate Burleson,-0.680,-1.440
3,7:33,2,19,SEA 11,3,28,Julius Jones left tackle for 4 yards (tackle by Edward Johnson and Keyunta Dawson),-1.440,-1.860
3,6:55,3,15,SEA 15,3,28,Seneca Wallace pass complete short right to Justin Forsett for 2 yards (tackle by Dwight Freeney),-1.860,-2.320
3,6:13,4,13,SEA 17,3,28,"Jon Ryan punts 53 yards, returned by T.J. Rushing for 3 yards (tackle by Lance Laury)",-2.320,-1.140
3,6:00,1,10,IND 33,3,28,Donald Brown right end for 3 yards (tackle by Darryl Tapp),1.140,1.000
3,5:25,2,7,IND 36,3,28,Peyton Manning pass complete short left to Austin Collie for 5 yards (tackle by Aaron Curry and Travis Fisher),1.000,0.960
3,4:44,3,2,IND 41,3,28,Peyton Manning pass complete short middle to Dallas Clark for 5 yards (tackle by Lofa Tatupu),0.960,1.990
3,4:02,1,10,IND 46,3,28,Peyton Manning pass incomplete deep left intended for Reggie Wayne,1.990,1.450
3,3:55,2,10,IND 46,3,28,Donald Brown middle for 1 yard (tackle by Patrick Kerney and Lofa Tatupu),1.450,0.890
3,3:36,3,9,IND 47,3,28,Peyton Manning pass incomplete short left intended for Reggie Wayne is intercepted by Ken Lucas at SEA-38,0.890,-1.470
3,3:31,1,10,SEA 38,3,28,Seneca Wallace pass incomplete short left intended for T.J. Houshmandzadeh (defended by Tyjuan Hagler),1.470,0.920
3,3:27,2,10,SEA 38,3,28,Seneca Wallace pass complete short right to Nate Burleson for 10 yards (tackle by Jacob Lacey and Antoine Bethea),0.920,2.130
3,3:12,1,10,SEA 48,3,28,Seneca Wallace pass complete short right to John Carlson for 7 yards (tackle by Freddy Keiaho),2.130,2.530
3,2:42,2,3,IND 45,3,28,Seneca Wallace pass complete short left to Edgerrin James for 6 yards (tackle by Freddy Keiaho),2.530,2.980
3,2:07,1,10,IND 39,3,28,"Penalty on Brandon Frye: False Start, 5 yards (no play)",2.980,2.650
3,1:44,1,15,IND 44,3,28,Seneca Wallace pass complete short left to John Owens for 8 yards (tackle by Jerraud Powers),2.650,2.850
3,1:06,2,7,IND 36,3,28,Seneca Wallace pass incomplete short left intended for Nate Burleson,2.850,2.150
3,1:01,3,7,IND 36,3,28,"Seneca Wallace sacked by Robert Mathis for -3 yards. Seneca Wallace fumbles (forced by Robert Mathis), recovered by Freddy Keiaho at IND-34 (tackle by Chris Spencer)",2.150,-1.200
3,0:52,1,10,IND 34,3,28,Joseph Addai left end for 5 yards (tackle by Brandon Mebane),1.200,1.330
3,0:18,2,5,IND 39,3,28,Peyton Manning pass complete short middle to Dallas Clark for 16 yards (tackle by Jordan Babineaux),1.330,2.590
Quarter,Time,Down,ToGo,Location,SEA,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 45,3,28,Joseph Addai left tackle for 1 yard (tackle by Patrick Kerney and Lofa Tatupu),2.590,2.180
4,14:20,2,9,SEA 44,3,28,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.180,1.490
4,14:04,3,9,SEA 44,3,28,Peyton Manning pass complete short middle to Joseph Addai for 2 yards (tackle by Aaron Curry),1.490,0.460
4,13:28,4,7,SEA 42,3,28,"Pat McAfee punts 42 yards, touchback. Penalty on Freddy Keiaho: Illegal Formation, 5 yards",0.460,-0.610
4,13:20,1,10,SEA 25,3,28,Seneca Wallace sacked by Dwight Freeney for -8 yards,0.610,-1.150
4,12:59,2,18,SEA 17,3,28,Julius Jones middle for 2 yards (tackle by Melvin Bullitt),-1.150,-1.510
4,12:20,3,16,SEA 19,3,28,Seneca Wallace pass incomplete deep right intended for Nate Burleson (defended by Jacob Lacey),-1.510,-2.140
4,12:13,4,16,SEA 19,3,28,"Jon Ryan punts 51 yards, returned by T.J. Rushing for 22 yards (tackle by Jon Ryan)",-2.140,-2.390
4,11:58,1,10,SEA 48,3,28,Peyton Manning pass incomplete short right intended for Gijon Robinson,2.390,1.850
4,11:54,2,10,SEA 48,3,28,Peyton Manning pass complete short left to Dallas Clark for 3 yards (tackle by Jordan Babineaux),1.850,1.550
4,11:11,3,7,SEA 45,3,28,Peyton Manning pass complete short left to Reggie Wayne for 18 yards (tackle by Lofa Tatupu),1.550,3.780
4,10:29,1,10,SEA 27,3,28,Joseph Addai right end for 1 yard (tackle by Aaron Curry),3.780,3.370
4,9:42,2,9,SEA 26,3,28,Peyton Manning pass incomplete short middle intended for Austin Collie (defended by Colin Cole),3.370,2.680
4,9:38,3,9,SEA 26,3,28,Peyton Manning pass complete short right to Dallas Clark for 7 yards (tackle by Aaron Curry),2.680,2.310
4,8:56,4,2,SEA 19,3,31,Adam Vinatieri 37 yard field goal good,2.310,3.000
4,,,,IND 30,3,31,"Pat McAfee kicks off 76 yards, touchback",0.000,0.280
4,8:50,1,10,SEA 20,3,31,Seneca Wallace pass complete short right to Julius Jones for 3 yards (tackle by Eric Foster),0.280,0.140
4,8:28,2,7,SEA 23,3,31,Seneca Wallace pass incomplete short left intended for John Carlson (defended by Keyunta Dawson),0.140,-0.560
4,8:23,3,7,SEA 23,3,31,"Seneca Wallace sacked by Robert Mathis for -9 yards. Seneca Wallace fumbles (forced by Robert Mathis), recovered by Raheem Brock at SEA-14 and returned for 9 yards (tackle by Ray Willis)",-0.560,-6.060
4,8:14,1,5,SEA 5,3,31,Donald Brown middle for 1 yard (tackle by Deon Grant and Lofa Tatupu),6.060,5.340
4,7:38,2,4,SEA 4,3,31,Donald Brown right guard for 3 yards (tackle by Colin Cole and Lofa Tatupu),5.340,5.170
4,7:03,,,,3,31,Timeout #1 by Indianapolis Colts,0.000,5.170
4,7:03,3,1,SEA 1,3,31,Peyton Manning pass incomplete short right intended for Dallas Clark (defended by Deon Grant),5.170,3.550
4,6:59,4,1,SEA 1,3,34,Adam Vinatieri 19 yard field goal good,3.550,3.000
4,,,,IND 30,3,34,"Pat McAfee kicks off 63 yards, returned by Ben Obomanu for 23 yards (tackle by Mike Hart)",0.000,0.940
4,6:51,1,10,SEA 30,3,34,Seneca Wallace pass complete short right to Justin Forsett for no gain,0.940,0.390
4,6:20,2,10,SEA 30,3,34,Seneca Wallace pass complete short left to Owen Schmitt for 2 yards (tackle by Tyjuan Hagler),0.390,-0.030
4,5:40,3,8,SEA 32,3,34,Seneca Wallace pass complete short right to T.J. Houshmandzadeh for 15 yards (tackle by Antoine Bethea and Jacob Lacey),-0.030,2.060
4,5:05,1,10,SEA 47,3,34,Seneca Wallace pass complete deep left to T.J. Houshmandzadeh for 19 yards (tackle by Melvin Bullitt),2.060,3.310
4,4:31,1,10,IND 34,3,34,Seneca Wallace pass incomplete deep left intended for Deon Butler,3.310,2.770
4,4:26,2,10,IND 34,3,34,Seneca Wallace pass complete short right to Nate Burleson for 8 yards (tackle by Marlin Jackson),2.770,3.140
4,3:51,3,2,IND 26,3,34,Seneca Wallace pass incomplete short middle intended for T.J. Houshmandzadeh,3.140,1.860
4,3:46,4,2,IND 26,3,34,Seneca Wallace pass complete short left to John Carlson for 12 yards (tackle by Jerraud Powers),1.860,4.650
4,3:40,1,10,IND 14,3,34,Seneca Wallace pass complete short right to John Carlson for 7 yards (tackle by Keyunta Dawson),4.650,5.280
4,3:05,2,3,IND 7,9,34,"Seneca Wallace middle for 7 yards, touchdown",5.280,7.000
4,,,,IND 2,10,34,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,10,34,Olindo Mare kicks onside 16 yards (onside kick successful),0.000,1.990
4,2:56,1,10,SEA 46,10,34,Seneca Wallace pass incomplete short right intended for Deon Butler,1.990,1.450
4,2:54,2,10,SEA 46,10,34,Seneca Wallace pass complete short right to T.J. Houshmandzadeh for 15 yards (tackle by Aaron Francisco),1.450,2.980
4,2:24,1,10,IND 39,10,34,Seneca Wallace pass complete short left to John Carlson for 2 yards (tackle by Jerraud Powers),2.980,2.710
4,2:00,2,8,IND 37,10,34,Seneca Wallace pass complete short right to T.J. Houshmandzadeh for 14 yards (tackle by T.J. Rushing),2.710,4.040
4,1:29,1,10,IND 23,10,34,Seneca Wallace pass complete short left to Deion Branch for 13 yards (tackle by T.J. Rushing and Jacob Lacey),4.040,4.910
4,0:58,1,10,IND 10,10,34,Seneca Wallace pass incomplete short middle intended for Justin Forsett (defended by Eric Foster),4.910,4.190
4,0:54,2,10,IND 10,10,34,Seneca Wallace pass complete short left to Justin Forsett for 6 yards (tackle by Freddy Keiaho and Jordan Senn),4.190,4.490
4,0:26,3,4,IND 4,10,34,"Seneca Wallace pass incomplete short right intended for Nate Burleson (defended by Tim Jennings). Penalty on Tim Jennings: Defensive Pass Interfere, 3 yards (no play)",4.490,6.970
4,0:22,,,,10,34,Timeout #2 by Indianapolis Colts,0.000,6.970
4,0:22,1,1,IND 1,16,34,"Seneca Wallace pass complete short right to Owen Schmitt for 1 yard, touchdown",6.970,7.000
4,,,,IND 2,17,34,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,17,34,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,0:19,1,10,IND 20,17,34,Peyton Manning kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
