#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:55,GNB 43,9,4:58,27,Field Goal
2,1,3:58,STL 15,4,1:45,-5,Field Goal
3,1,1:57,STL 12,4,1:57,4,Field Goal
4,2,12:47,GNB 20,6,2:59,80,Touchdown
5,2,4:43,GNB 11,5,2:51,89,Touchdown
6,2,0:02,GNB 41,1,0:02,-1,End of Half
7,3,15:00,GNB 29,3,1:03,0,Punt
8,3,8:23,GNB 20,3,0:27,0,Punt
9,3,6:33,GNB 2,8,3:30,39,Punt
10,3,1:12,GNB 16,7,3:59,84,Touchdown
11,4,10:23,GNB 6,5,2:52,36,Punt
12,4,6:12,STL 26,3,1:29,26,Touchdown
13,4,2:27,GNB 31,7,2:27,23,End of Game
