Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
1,3:56,1,10,MIA 14,13,0,"Tom Brady pass complete short left to Michael Floyd for 14 yards, touchdown",4.650,7.000
1,3:44,,,MIA 15,14,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,3:44,,,NWE 35,14,0,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
1,3:44,1,10,MIA 25,14,0,Jay Ajayi left guard for 2 yards (tackle by Elandon Roberts),0.610,0.330
1,3:14,2,8,MIA 27,14,0,Matt Moore pass incomplete deep left intended for Dion Sims is intercepted by Logan Ryan at NWE-46 and returned for -2 yards,0.330,-1.860
1,2:54,1,10,NWE 44,14,0,LeGarrette Blount left guard for 4 yards (tackle by Neville Hewitt),1.860,1.860
1,2:26,2,6,NWE 48,14,0,Tom Brady pass complete short left to Chris Hogan for 6 yards (tackle by Tony Lippett). Penalty on Xavien Howard: Illegal Use of Hands (Declined),1.860,2.520
1,2:04,1,10,MIA 46,14,0,Dion Lewis right guard for 8 yards (tackle by Xavien Howard),2.520,3.060
1,2:04,2,2,MIA 38,14,0,Tom Brady pass complete short right to Julian Edelman for 14 yards (tackle by Donald Butler). Penalty on Jordan Phillips: Defensive Offside (Declined),3.060,3.970
1,0:59,1,10,MIA 24,14,0,"Tom Brady pass incomplete deep middle intended for Julian Edelman (defended by Bobby McCain). Penalty on Julian Edelman: Unsportsmanlike Conduct, 15 yards",3.970,1.400
1,0:51,2,25,MIA 39,14,0,Dion Lewis right tackle for 4 yards (tackle by Neville Hewitt and Donald Butler),1.400,1.290
1,0:15,3,21,MIA 35,14,0,Tom Brady pass complete short left to Chris Hogan for 13 yards (tackle by Bobby McCain),1.290,1.990
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,8,MIA 22,17,0,Stephen Gostkowski 40 yard field goal good,1.990,3.000
2,14:56,,,NWE 35,17,0,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
2,14:56,1,10,MIA 25,17,0,Jay Ajayi right end for 6 yards (tackle by Rob Ninkovich),0.610,0.870
2,14:22,2,4,MIA 31,17,0,"Penalty on Dion Sims: False Start, 5 yards (no play)",0.870,0.200
2,13:58,2,9,MIA 26,17,0,Matt Moore pass incomplete short right intended for Kenny Stills,0.200,-0.490
2,13:51,3,9,MIA 26,17,0,Matt Moore pass complete short middle to DeVante Parker for 14 yards (tackle by Malcolm Butler),-0.490,1.600
2,13:11,1,10,MIA 40,17,0,Jay Ajayi left end for 5 yards (tackle by Elandon Roberts),1.600,1.730
2,12:35,2,5,MIA 45,17,0,Jakeem Grant left end for 1 yard (tackle by Elandon Roberts and Patrick Chung),1.730,1.160
2,12:03,3,4,MIA 46,17,0,Matt Moore pass incomplete short middle intended for Kenny Stills,1.160,-0.320
2,11:48,4,4,MIA 46,17,0,"Matt Darr punts 34 yards, fair catch by Julian Edelman. Penalty on Justin Coleman: Offensive Holding, 10 yards",-0.320,0.380
2,11:40,1,10,NWE 10,17,0,LeGarrette Blount left guard for 5 yards (tackle by Mike Hull),-0.380,-0.350
2,11:19,2,5,NWE 15,17,0,LeGarrette Blount left end for no gain (tackle by Ndamukong Suh),-0.350,-0.840
2,10:35,3,5,NWE 15,17,0,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by Xavien Howard),-0.840,0.540
2,9:54,1,10,NWE 24,17,0,Tom Brady pass incomplete short middle intended for Matt Lengel,0.540,0.000
2,9:43,2,10,NWE 24,17,0,Dion Lewis left end for 12 yards (tackle by Bacarri Rambo),0.000,1.330
2,9:06,1,10,NWE 36,17,0,Tom Brady pass complete short left to Martellus Bennett for 20 yards (tackle by Neville Hewitt),1.330,2.650
2,8:26,1,10,MIA 44,17,0,LeGarrette Blount left guard for no gain (tackle by Tony Lippett and Ndamukong Suh),2.650,2.110
2,7:47,2,10,MIA 44,17,0,Tom Brady pass complete short left to James White for 7 yards (tackle by Mike Hull),2.110,2.350
2,7:10,3,3,MIA 37,17,0,"Tom Brady pass incomplete short middle intended for Chris Hogan. Penalty on Bobby McCain: Defensive Pass Interference, 8 yards (no play)",2.350,3.640
2,7:01,1,10,MIA 29,17,0,Dion Lewis middle for 3 yards (tackle by Cameron Wake),3.640,3.510
2,6:25,2,7,MIA 26,17,0,Tom Brady pass complete short right to Michael Floyd for 9 yards,3.510,4.440
2,5:50,1,10,MIA 17,17,0,Tom Brady pass complete short left to Chris Hogan for 5 yards (tackle by Bobby McCain),4.440,4.690
2,5:07,2,5,MIA 12,17,0,"Penalty on Ndamukong Suh: Encroachment, 5 yards (no play)",4.690,5.600
2,4:53,1,7,MIA 7,17,0,Dion Lewis left tackle for -1 yards (tackle by Michael Thomas),5.600,4.570
2,4:14,2,8,MIA 8,17,0,Tom Brady pass complete short right to Dion Lewis for no gain,4.570,3.580
2,3:31,3,8,MIA 8,17,0,Tom Brady pass incomplete short right intended for Julian Edelman,3.580,2.950
2,3:25,4,8,MIA 8,20,0,Stephen Gostkowski 26 yard field goal good,2.950,3.000
2,3:21,,,NWE 35,20,0,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
2,3:21,1,10,MIA 25,20,0,Matt Moore pass complete short right to Jarvis Landry for 14 yards (tackle by Shea McClellin and Patrick Chung),0.610,1.530
2,2:50,1,10,MIA 39,20,0,Jay Ajayi right end for 6 yards (tackle by Elandon Roberts),1.530,1.800
2,2:29,2,4,MIA 45,20,0,Jay Ajayi right end for 8 yards (tackle by Shea McClellin and Malcolm Butler),1.800,2.460
2,2:00,1,10,NWE 47,20,0,Matt Moore pass complete short right to Jay Ajayi for 6 yards (tackle by Logan Ryan),2.460,2.720
2,1:54,2,4,NWE 41,20,0,Jay Ajayi right end for no gain (tackle by Elandon Roberts and Jabaal Sheard),2.720,2.010
2,1:15,3,4,NWE 41,20,0,Matt Moore pass complete short left to Damien Williams for 11 yards (tackle by Malcolm Butler),2.010,3.580
2,1:06,1,10,NWE 30,20,0,Matt Moore pass complete short right to Jarvis Landry for 6 yards (tackle by Devin McCourty and Eric Rowe),3.580,0.000
2,1:01,,,,20,0,Timeout #1 by Miami Dolphins,0.000,-3.840
2,1:01,2,4,NWE 24,20,0,Matt Moore pass complete short middle to Jay Ajayi for 11 yards (tackle by Elandon Roberts),3.840,4.710
2,0:42,1,10,NWE 13,20,0,Matt Moore pass complete short left to Jarvis Landry for 5 yards (tackle by Devin McCourty),4.710,0.000
2,0:36,,,,20,0,Timeout #2 by Miami Dolphins,0.000,-4.960
2,0:36,2,5,NWE 8,20,6,"Matt Moore pass complete short middle to Jarvis Landry for 8 yards, touchdown. Penalty on Jarvis Landry: Unsportsmanlike Conduct, 15 yards",4.960,7.000
2,0:28,,,NWE 15,20,7,Andrew Franks kicks extra point good,0.000,0.000
2,0:28,,,MIA 20,20,7,"Andrew Franks kicks off 52 yards, returned by James Develin for 15 yards (tackle by Neville Hewitt)",0.000,-1.800
2,0:23,1,10,NWE 43,20,7,Tom Brady pass incomplete short right intended for Martellus Bennett,1.800,1.250
2,0:19,2,10,NWE 43,20,7,Tom Brady pass complete short left to Julian Edelman for 14 yards (tackle by Kiko Alonso),1.250,0.000
2,0:13,,,,20,7,Timeout #2 by New England Patriots,0.000,-2.720
2,0:13,1,10,MIA 43,20,7,Tom Brady pass complete short left to James White for 8 yards (tackle by Spencer Paysinger),2.720,3.260
2,0:08,2,2,MIA 35,20,7,Tom Brady pass complete short right to Julian Edelman for 1 yard (tackle by Michael Thomas),3.260,2.680
2,0:04,3,1,MIA 34,20,7,Stephen Gostkowski 52 yard field goal no good,2.680,1.660
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,20,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,MIA 25,20,7,Jay Ajayi right tackle for 3 yards (tackle by Trey Flowers),0.610,0.470
3,14:32,2,7,MIA 28,20,7,Matt Moore pass incomplete short left intended for Jarvis Landry,0.470,-0.230
3,14:25,3,7,MIA 28,20,7,Matt Moore pass complete short middle to DeVante Parker for 7 yards (tackle by Devin McCourty),-0.230,1.270
3,13:54,1,10,MIA 35,20,7,Jay Ajayi left tackle for 3 yards (tackle by Malcom Brown),1.270,1.130
3,13:22,2,7,MIA 38,20,7,Jay Ajayi right end for 3 yards (tackle by Logan Ryan and Trey Flowers),1.130,0.830
3,12:38,3,4,MIA 41,20,7,Matt Moore pass complete short right to Damien Williams for 16 yards (tackle by Devin McCourty),0.830,2.720
3,11:55,1,10,NWE 43,20,7,"Matt Moore pass complete short right to Jarvis Landry for 14 yards (tackle by Malcolm Butler). Jarvis Landry fumbles (forced by Malcolm Butler), recovered by Jarvis Landry at NWE-30. Penalty on MIA: Illegal Shift, 5 yards (no play)",2.720,2.390
3,11:23,1,15,NWE 48,20,7,Jay Ajayi right end for 8 yards (tackle by Devin McCourty),2.390,2.580
3,10:48,2,7,NWE 40,20,7,Matt Moore pass incomplete short middle intended for Jarvis Landry (defended by Alan Branch),2.580,1.880
3,10:43,3,7,NWE 40,20,7,Matt Moore pass complete short left to Kenny Stills for 8 yards (tackle by Logan Ryan),1.880,3.450
3,10:10,1,10,NWE 32,20,7,Matt Moore pass complete short middle to Jarvis Landry for 7 yards (tackle by Dont'a Hightower),3.450,3.850
3,9:27,2,3,NWE 25,20,7,Jay Ajayi left tackle for no gain (tackle by Trey Flowers),3.850,3.140
3,8:46,3,3,NWE 25,20,13,"Matt Moore pass complete deep middle to Kenny Stills for 25 yards, touchdown",3.140,7.000
3,8:39,,,NWE 15,20,14,Andrew Franks kicks extra point good,0.000,0.000
3,8:39,,,MIA 35,20,14,"Andrew Franks kicks off 57 yards, returned by Dion Lewis for 12 yards (tackle by Trevor Reilly)",0.000,-0.280
3,8:35,1,10,NWE 20,20,14,Tom Brady pass complete short left to James White for 6 yards (tackle by Spencer Paysinger),0.280,0.540
3,8:16,2,4,NWE 26,20,14,"Dion Lewis left guard for 4 yards (tackle by Michael Thomas). Penalty on Shaq Mason: Offensive Holding, 10 yards (no play)",0.540,-0.940
3,7:40,2,14,NWE 16,20,14,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Bobby McCain and Bacarri Rambo),-0.940,-0.560
3,7:05,3,7,NWE 23,26,14,"Tom Brady pass complete short left to Julian Edelman for 77 yards, touchdown",-0.560,7.000
3,6:41,,,MIA 15,27,14,Stephen Gostkowski kicks extra point good,0.000,0.000
3,6:41,,,NWE 35,27,14,"Stephen Gostkowski kicks off 62 yards, returned by Jakeem Grant for 19 yards",0.000,-0.410
3,6:37,1,10,MIA 22,27,14,"Matt Moore pass complete short right to DeVante Parker for 2 yards (tackle by Elandon Roberts). Matt Moore fumbles, recovered by Matt Moore at MIA-15",0.410,0.410
3,5:57,2,6,MIA 26,27,14,Jay Ajayi right end for no gain (tackle by Alan Branch),0.410,-0.290
3,5:20,3,6,MIA 26,27,14,Matt Moore pass complete short middle to DeVante Parker for 2 yards (tackle by Logan Ryan),-0.290,-1.500
3,4:44,4,4,MIA 28,27,14,"Matt Darr punts 53 yards, returned by Julian Edelman for 11 yards (tackle by Mike Hull). Penalty on Geneo Grissom: Offensive Holding, 10 yards",-1.500,0.380
3,4:23,1,10,NWE 9,27,14,LeGarrette Blount middle for -1 yards (tackle by Jordan Phillips),-0.380,-0.850
3,3:56,2,11,NWE 8,27,14,Tom Brady pass incomplete short left intended for Michael Floyd (defended by Jordan Phillips),-0.850,-1.540
3,3:50,3,11,NWE 8,27,14,Tom Brady pass complete short left to Julian Edelman for 9 yards (tackle by Jason Jones),-1.540,-2.320
3,3:16,4,2,NWE 17,27,14,"Ryan Allen punts 42 yards, returned by Jakeem Grant for no gain. Jakeem Grant fumbles (forced by Jonathan Jones), recovered by Jakeem Grant at MIA-41",-2.320,-1.660
3,3:03,1,10,MIA 41,27,14,Jay Ajayi middle for 2 yards (tackle by Malcom Brown),1.660,1.390
3,2:28,2,8,MIA 43,27,14,Matt Moore pass complete short left to Jay Ajayi for 3 yards (tackle by Eric Rowe),1.390,1.090
3,1:43,3,5,MIA 46,27,14,Matt Moore pass incomplete short middle intended for DeVante Parker (defended by Rob Ninkovich),1.090,-0.320
3,1:40,4,5,MIA 46,27,14,"Matt Darr punts 38 yards, fair catch by Julian Edelman",-0.320,0.140
3,1:32,1,10,NWE 16,27,14,Tom Brady pass incomplete short middle intended for Martellus Bennett,-0.140,-0.660
3,1:28,2,10,NWE 16,27,14,Tom Brady pass complete short left to Michael Floyd for 13 yards (tackle by Tony Lippett and Michael Thomas),-0.660,0.870
3,0:52,1,10,NWE 29,27,14,--,0.870,0.540
3,0:34,1,15,NWE 24,27,14,Dion Lewis left tackle for -1 yards (tackle by Jordan Phillips),0.540,-0.480
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,16,NWE 23,27,14,"Tom Brady pass complete short left to Chris Hogan for 14 yards. Penalty on Joe Thuney: Offensive Holding, 10 yards (no play)",-0.480,-1.930
4,14:44,2,26,NWE 13,27,14,Tom Brady pass incomplete short left intended for Julian Edelman (defended by Ndamukong Suh),-1.930,-3.190
4,14:34,3,26,NWE 13,27,14,James White middle for 7 yards (tackle by Spencer Paysinger),-3.190,-2.030
4,14:00,4,19,NWE 20,27,14,"Ryan Allen punts 48 yards, out of bounds",-2.030,-1.070
4,13:57,1,10,MIA 32,27,14,Matt Moore pass complete short right to Kenny Stills for 6 yards (tackle by Logan Ryan),1.070,1.340
4,13:18,2,4,MIA 38,27,14,Matt Moore pass complete short middle to Jarvis Landry for 13 yards (tackle by Rob Ninkovich),1.340,2.320
4,12:38,1,10,NWE 49,27,14,Matt Moore pass incomplete short middle intended for Jarvis Landry (defended by Chris Long),2.320,1.780
4,12:34,2,10,NWE 49,27,14,Jay Ajayi right end for 11 yards (tackle by Devin McCourty),1.780,3.050
4,12:02,1,10,NWE 38,27,14,Matt Moore pass complete short right to Jarvis Landry for 4 yards (tackle by Rob Ninkovich and Malcolm Butler),3.050,3.050
4,11:19,2,6,NWE 34,27,14,Matt Moore pass complete short left to Jarvis Landry for 10 yards (tackle by Malcolm Butler and Logan Ryan),3.050,3.970
4,10:45,1,10,NWE 24,27,14,Matt Moore pass complete deep middle to DeVante Parker for 18 yards (tackle by Patrick Chung),3.970,5.830
4,10:06,1,6,NWE 6,27,14,"Jay Ajayi right end for 1 yard (tackle by Malcom Brown). Penalty on Jarvis Landry: Illegal Motion, 5 yards (no play)",5.830,4.770
4,9:34,1,11,NWE 11,27,14,Matt Moore pass complete short right to Kenny Stills for 2 yards (tackle by Malcolm Butler),4.770,4.380
4,8:55,2,9,NWE 9,27,14,"Matt Moore pass complete short left to Damien Williams for -4 yards (tackle by Devin McCourty). Damien Williams fumbles (forced by Devin McCourty), recovered by Shea McClellin at NWE-13 and returned for 69 yards (tackle by Damien Williams)",4.380,-4.370
4,8:35,1,10,MIA 18,27,14,Dion Lewis right tackle for 6 yards (tackle by Ndamukong Suh),4.370,4.810
4,8:03,2,4,MIA 12,27,14,Tom Brady pass complete short left to Chris Hogan for 3 yards (tackle by Bobby McCain),4.810,4.740
4,7:32,3,1,MIA 9,27,14,James White left tackle for 2 yards (tackle by Bobby McCain),4.740,5.600
4,7:00,1,7,MIA 7,27,14,LeGarrette Blount left end for 5 yards (tackle by Tony Lippett and Kiko Alonso),5.600,5.720
4,6:17,2,2,MIA 2,27,14,LeGarrette Blount middle for 1 yard (tackle by Ndamukong Suh and Spencer Paysinger),5.720,5.170
4,5:34,3,1,MIA 1,33,14,"LeGarrette Blount right tackle for 1 yard, touchdown",5.170,7.000
4,5:33,,,MIA 2,35,14,"Two Point Attempt: Tom Brady pass complete to Julian Edelman, conversion succeeds. Penalty on Tony Lippett: Face Mask (15 Yards), 15 yards",0.000,1.000
4,5:33,,,,35,14,"Stephen Gostkowski kicks off 38 yards, returned by Kenyan Drake for 21 yards (tackle by Duron Harmon)",0.000,-1.140
4,5:29,1,10,MIA 33,35,14,Kenyan Drake left guard for 2 yards (tackle by Alan Branch),1.140,0.860
4,5:02,2,8,MIA 35,35,14,Matt Moore pass complete short right to Jarvis Landry for 9 yards (tackle by Logan Ryan),0.860,1.860
4,4:49,1,10,MIA 44,35,14,Kenyan Drake right tackle for 2 yards,1.860,1.590
4,4:13,2,8,MIA 46,35,14,Matt Moore pass incomplete deep left intended for Kenny Stills,1.590,0.890
4,4:00,3,8,MIA 46,35,14,Matt Moore pass incomplete short right intended for DeVante Parker,0.890,-0.320
4,3:54,4,8,MIA 46,35,14,Matt Darr punts 48 yards,-0.320,0.380
4,3:43,1,10,NWE 6,35,14,"Jimmy Garoppolo for 2 yards (tackle by Kiko Alonso and Neville Hewitt). Penalty on LeGarrette Blount: Face Mask (15 Yards), 4 yards",-0.380,-0.930
4,3:31,2,12,NWE 4,35,14,LeGarrette Blount left end for -2 yards (tackle by Tony Lippett and Kiko Alonso),-0.930,-1.890
4,2:49,3,14,NWE 2,35,14,Jimmy Garoppolo pass incomplete short right intended for Julian Edelman,-1.890,-2.490
4,2:43,4,14,NWE 2,35,14,"Ryan Allen punts 56 yards, returned by Jakeem Grant for 14 yards (tackle by Nate Ebner)",-2.490,-2.650
4,2:32,1,10,NWE 44,35,14,Kenyan Drake left guard for 4 yards (tackle by Chris Long),2.650,2.650
4,2:00,2,6,NWE 40,35,14,Kenyan Drake middle for 2 yards (tackle by Malcom Brown),2.650,2.210
4,1:24,3,4,NWE 38,35,14,Damien Williams left end for 5 yards (tackle by Shea McClellin),2.210,3.380
4,0:42,1,10,NWE 33,35,14,Damien Williams left end for no gain (tackle by Vincent Valentine),3.380,2.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
