Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Stephen Gostkowski kicks off 71 yards, returned by Chad Simpson for 24 yards (tackle by Kyle Arrington)",0.000,0.480
1,14:55,1,10,IND 23,0,0,Joseph Addai right guard for 4 yards (tackle by Gary Guyton),0.480,0.470
1,14:20,2,6,IND 27,0,0,Peyton Manning pass complete short left to Gijon Robinson for no gain,0.470,-0.230
1,13:38,3,6,IND 27,0,0,Peyton Manning pass incomplete short middle intended for Pierre Garcon (defended by Gary Guyton),-0.230,-1.570
1,13:34,4,6,IND 27,0,0,"Pat McAfee punts 55 yards, returned by Wes Welker for 13 yards (tackle by Ramon Humber)",-1.570,-1.000
1,13:22,1,10,NWE 31,0,0,Tom Brady pass complete short right to Randy Moss for 6 yards (tackle by Jacob Lacey),1.000,1.270
1,12:43,2,4,NWE 37,0,0,Laurence Maroney middle for 2 yards (tackle by Robert Mathis and Clint Session),1.270,0.830
1,11:59,3,2,NWE 39,0,0,Tom Brady pass incomplete short left intended for Ben Watson,0.830,-0.780
1,11:55,4,2,NWE 39,0,0,"Chris Hanson punts 51 yards, fair catch by T.J. Rushing",-0.780,0.380
1,11:47,1,10,IND 10,0,0,Peyton Manning pass complete short middle to Dallas Clark for 25 yards (tackle by Gary Guyton),-0.380,1.270
1,11:03,1,10,IND 35,0,0,Joseph Addai right guard for 4 yards (tackle by Mike Wright and Tully Banta-Cain),1.270,1.260
1,10:31,2,6,IND 39,0,0,Peyton Manning pass complete short right to Pierre Garcon for 10 yards (tackle by Leigh Bodden),1.260,2.190
1,9:57,1,10,IND 49,0,0,Peyton Manning pass complete deep left to Reggie Wayne for 25 yards,2.190,3.840
,,,,,,,"NWE challenged the pass completion ruling, and the play was upheld.",,
1,9:41,1,10,NWE 26,0,0,Peyton Manning pass complete short middle to Dallas Clark for 12 yards (tackle by Patrick Chung),3.840,4.650
1,9:09,1,10,NWE 14,0,0,Joseph Addai middle for -1 yards (tackle by Derrick Burgess),4.650,3.850
1,8:31,2,11,NWE 15,0,0,Peyton Manning pass incomplete short right intended for Pierre Garcon,3.850,3.060
1,8:26,3,11,NWE 15,0,6,"Peyton Manning pass complete short left to Joseph Addai for 15 yards, touchdown",3.060,7.000
1,,,,NWE 2,0,7,Matt Stover kicks extra point good,0.000,0.000
1,,,,IND 30,0,7,"Pat McAfee kicks off 72 yards, returned by Matt Slater for 29 yards (tackle by Jacob Tamme)",0.000,0.740
1,8:15,1,10,NWE 27,0,7,Kevin Faulk middle for 3 yards (tackle by Antonio Johnson),0.740,0.600
1,7:33,2,7,NWE 30,0,7,Kevin Faulk middle for 6 yards (tackle by Antoine Bethea),0.600,0.700
1,6:55,3,1,NWE 36,0,7,Tom Brady middle for 3 yards (tackle by Keyunta Dawson),0.700,1.530
1,6:17,1,10,NWE 39,0,7,Tom Brady pass complete deep middle to Randy Moss for 55 yards (tackle by Melvin Bullitt and Jacob Lacey),1.530,5.830
1,5:30,1,6,IND 6,0,7,Laurence Maroney right end for 5 yards (tackle by Clint Session),5.830,5.910
1,4:50,2,1,IND 1,6,7,"Laurence Maroney left tackle for 1 yard, touchdown",5.910,7.000
1,,,,IND 2,7,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,7,7,"Stephen Gostkowski kicks off 75 yards, touchback",0.000,0.280
1,4:47,1,10,IND 20,7,7,Peyton Manning pass complete short right to Reggie Wayne for 16 yards (tackle by Gary Guyton),0.280,1.330
1,4:26,1,10,IND 36,7,7,Donald Brown right end for 1 yard (tackle by Leigh Bodden),1.330,0.930
1,3:58,2,9,IND 37,7,7,Peyton Manning pass complete short right to Austin Collie for 2 yards (tackle by Darius Butler),0.930,0.500
1,3:25,3,7,IND 39,7,7,Peyton Manning pass incomplete short right intended for Donald Brown,0.500,-0.780
1,3:20,4,7,IND 39,7,7,"Pat McAfee punts 42 yards, returned by Wes Welker for 10 yards (tackle by Keyunta Dawson)",-0.780,-0.870
1,3:07,1,10,NWE 29,7,7,Kevin Faulk middle for 29 yards (tackle by Robert Mathis and Antoine Bethea),0.870,2.790
1,2:27,1,10,IND 42,7,7,Tom Brady pass incomplete deep right intended for Randy Moss,2.790,2.240
1,2:20,2,10,IND 42,7,7,Kevin Faulk middle for 1 yard (tackle by Jerraud Powers and Robert Mathis),2.240,1.680
1,1:40,3,9,IND 41,7,7,Tom Brady pass complete deep left to Randy Moss for 20 yards (tackle by Antoine Bethea),1.680,4.170
1,1:26,1,10,IND 21,7,7,Tom Brady middle for 1 yard (tackle by Keyunta Dawson),4.170,3.760
1,0:51,2,9,IND 20,7,7,"Kevin Faulk middle for no gain (tackle by Fili Moala). Penalty on Dan Koppen: Offensive Holding, 10 yards (no play)",3.760,2.410
1,0:29,2,19,IND 30,7,7,Tom Brady pass complete short right to Wes Welker for 15 yards (tackle by Clint Session and Melvin Bullitt),2.410,3.810
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,IND 15,7,7,Tom Brady pass complete short right to Isaiah Stanback for 9 yards (tackle by Jacob Lacey),3.810,5.830
2,14:31,1,6,IND 6,7,7,Tom Brady pass incomplete short left intended for Randy Moss (defended by Jerraud Powers),5.830,4.950
2,14:28,2,6,IND 6,7,7,Laurence Maroney right end for 2 yards (tackle by Philip Wheeler and Gary Brackett),4.950,4.490
2,13:44,3,4,IND 4,7,7,Tom Brady sacked by Robert Mathis for -9 yards,4.490,2.570
2,13:21,4,13,IND 13,10,7,Stephen Gostkowski 31 yard field goal good,2.570,3.000
2,,,,NWE 30,10,7,"Stephen Gostkowski kicks off 78 yards, touchback",0.000,0.280
2,13:15,1,10,IND 20,10,7,Peyton Manning pass complete short left to Austin Collie for 6 yards,0.280,0.540
2,12:49,2,4,IND 26,10,7,Donald Brown right guard for 1 yard (tackle by Vince Wilfork),0.540,-0.030
2,12:20,3,3,IND 27,10,7,Peyton Manning pass incomplete short right intended for Pierre Garcon (defended by Leigh Bodden),-0.030,-1.570
2,12:16,4,3,IND 27,10,7,"Pat McAfee punts 48 yards, fair catch by Wes Welker",-1.570,-0.610
2,12:09,1,10,NWE 25,10,7,Tom Brady pass complete short right to Wes Welker for 12 yards (tackle by Gary Brackett),0.610,1.400
2,11:27,1,10,NWE 37,16,7,"Tom Brady pass complete deep right to Randy Moss for 63 yards, touchdown",1.400,7.000
2,,,,IND 2,17,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,17,7,"Stephen Gostkowski kicks off 71 yards, returned by Chad Simpson for 25 yards (tackle by Kyle Arrington)",0.000,0.540
2,11:13,1,10,IND 24,17,7,"Peyton Manning pass incomplete short middle intended for Donald Brown. Penalty on Austin Collie: Offensive Pass Interfere, 10 yards (no play)",0.540,-0.500
2,11:08,1,20,IND 14,17,7,Donald Brown middle for 7 yards (tackle by Brandon McGowan),-0.500,-0.410
2,10:36,2,13,IND 21,17,7,Peyton Manning pass complete short middle to Donald Brown for 8 yards (tackle by Gary Guyton),-0.410,-0.030
2,9:49,3,5,IND 29,17,7,Peyton Manning sacked by Jerod Mayo for -11 yards. Penalty on Pierre Garcon: Illegal Shift (Declined),-0.030,-2.240
2,9:43,4,16,IND 18,17,7,"Pat McAfee punts 55 yards, returned by Wes Welker for 16 yards (tackle by Justin Snow)",-2.240,-1.800
2,9:31,1,10,NWE 43,17,7,Tom Brady pass complete deep right to Ben Watson for 36 yards (tackle by Tim Jennings),1.800,4.170
2,8:52,1,10,IND 21,17,7,Laurence Maroney middle for 5 yards (tackle by Clint Session),4.170,4.370
2,8:14,2,5,IND 16,17,7,Tom Brady pass complete short right to Chris Baker for 7 yards (tackle by Jacob Lacey and Philip Wheeler),4.370,5.140
2,7:32,1,9,IND 9,17,7,Tom Brady pass incomplete short left intended for Randy Moss,5.140,4.380
2,7:28,2,9,IND 9,23,7,"Tom Brady pass complete short left to Julian Edelman for 9 yards, touchdown",4.380,7.000
2,,,,IND 2,24,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,24,7,"Stephen Gostkowski kicks off 75 yards, touchback",0.000,0.280
2,7:19,1,10,IND 20,24,7,Chad Simpson middle for 5 yards (tackle by Myron Pryor),0.280,0.410
2,6:52,2,5,IND 25,24,7,Peyton Manning pass incomplete short left intended for Gijon Robinson (defended by Jerod Mayo),0.410,-0.300
2,6:47,3,5,IND 25,24,7,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Darius Butler),-0.300,1.070
2,6:15,1,10,IND 32,24,7,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Jonathan Wilhite),1.070,1.740
2,5:49,2,1,IND 41,24,7,Chad Simpson right guard for 4 yards (tackle by Adalius Thomas),1.740,1.930
2,5:21,1,10,IND 45,24,7,"Peyton Manning pass incomplete deep left intended for Pierre Garcon. Penalty on Leigh Bodden: Defensive Pass Interfere, 19 yards (no play)",1.930,3.180
2,5:14,1,10,NWE 36,24,7,Chad Simpson right end for 16 yards (tackle by Patrick Chung and Leigh Bodden),3.180,4.240
2,4:31,1,10,NWE 20,24,7,Peyton Manning pass incomplete deep right intended for Pierre Garcon,4.240,3.690
2,4:23,2,10,NWE 20,24,13,"Peyton Manning pass complete deep middle to Reggie Wayne for 20 yards, touchdown",3.690,7.000
2,,,,NWE 2,24,14,Matt Stover kicks extra point good,0.000,0.000
2,,,,IND 30,24,14,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
2,4:17,1,10,NWE 20,24,14,Tom Brady pass incomplete short left intended for Kevin Faulk,0.280,-0.270
2,4:14,2,10,NWE 20,24,14,Tom Brady pass incomplete short right intended for Wes Welker,-0.270,-0.960
2,4:11,3,10,NWE 20,24,14,Tom Brady pass incomplete short left intended for Randy Moss,-0.960,-2.030
2,4:02,4,10,NWE 20,24,14,"Chris Hanson punts 55 yards, fair catch by T.J. Rushing",-2.030,-0.610
2,3:54,1,10,IND 25,24,14,Peyton Manning pass incomplete deep right intended for Pierre Garcon,0.610,0.060
2,3:48,2,10,IND 25,24,14,Donald Brown left end for 5 yards (tackle by Patrick Chung),0.060,0.040
2,3:48,3,5,IND 30,24,14,"Penalty on Pierre Garcon: False Start, 5 yards (no play)",0.040,-0.620
2,2:55,3,10,IND 25,24,14,Peyton Manning pass incomplete short right intended for Dallas Clark,-0.620,-1.700
2,2:50,4,10,IND 25,24,14,Pat McAfee punts 48 yards,-1.700,-1.330
2,2:40,1,10,NWE 36,24,14,Kevin Faulk middle for 2 yards (tackle by Jerraud Powers),1.330,1.060
