Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
2,2:00,2,8,NWE 38,24,14,Tom Brady pass incomplete short right intended for Kevin Faulk,1.060,0.370
2,1:56,3,8,NWE 38,24,14,Tom Brady pass complete short right to Julian Edelman for 5 yards (tackle by Robert Mathis),0.370,-0.520
2,1:47,,,,24,14,Timeout #1 by Indianapolis Colts,0.000,-0.520
2,1:47,4,3,NWE 43,24,14,Chris Hanson punts 33 yards,-0.520,-0.540
2,1:36,1,10,IND 24,24,14,Peyton Manning pass complete short left to Reggie Wayne for 6 yards (tackle by Jonathan Wilhite and Jerod Mayo),0.540,0.810
2,1:20,2,4,IND 30,24,14,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Jonathan Wilhite),0.810,1.400
2,1:03,1,10,IND 37,24,14,Peyton Manning pass complete short middle to Austin Collie for 8 yards (tackle by Jerod Mayo),1.400,1.940
2,0:46,2,2,IND 45,24,14,"Peyton Manning pass complete short right to Pierre Garcon for 7 yards (tackle by Patrick Chung). Penalty on Donald Brown: Illegal Motion, 5 yards (no play)",1.940,1.260
2,0:41,2,7,IND 40,24,14,Peyton Manning pass incomplete deep left intended for Austin Collie,1.260,0.560
2,0:37,3,7,IND 40,24,14,Peyton Manning pass incomplete short left intended for Austin Collie,0.560,-0.720
2,0:32,,,,24,14,Timeout #2 by New England Patriots,0.000,-0.720
2,0:32,4,7,IND 40,24,14,Pat McAfee punts 51 yards,-0.720,0.380
2,0:22,1,10,NWE 9,24,14,Tom Brady kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,24,14,"Pat McAfee kicks off 74 yards, returned by Matt Slater for 31 yards (tackle by Ramon Humber)",0.000,0.740
3,14:54,1,10,NWE 27,24,14,Laurence Maroney middle for 6 yards (tackle by Jerraud Powers),0.740,1.010
3,14:22,2,4,NWE 33,24,14,Tom Brady pass complete short left to Randy Moss for 5 yards (tackle by Jerraud Powers),1.010,1.470
3,13:40,1,10,NWE 38,24,14,Tom Brady pass incomplete short right intended for Randy Moss (defended by Jacob Lacey),1.470,0.920
3,13:32,2,10,NWE 38,24,14,Kevin Faulk left tackle for 15 yards (tackle by Antoine Bethea and Tim Jennings),0.920,2.460
3,12:46,,,,24,14,Timeout #1 by New England Patriots,0.000,2.460
3,12:46,1,10,IND 47,24,14,Tom Brady pass complete short right to Wes Welker for 14 yards (tackle by Gary Brackett),2.460,3.380
3,12:06,1,10,IND 33,24,14,Tom Brady pass incomplete deep left intended for Randy Moss is intercepted by Antoine Bethea and returned for 19 yards,3.380,0.280
3,11:50,1,10,IND 14,24,14,Joseph Addai right tackle for 4 yards (tackle by Gary Guyton),-0.280,-0.210
3,11:21,2,6,IND 18,24,14,Peyton Manning pass incomplete short right intended for Pierre Garcon,-0.210,-0.920
3,11:16,3,6,IND 18,24,14,Peyton Manning pass complete deep left to Reggie Wayne for 20 yards (tackle by Darius Butler),-0.920,1.470
3,10:40,1,10,IND 38,24,14,"Peyton Manning pass incomplete deep right intended for Pierre Garcon is intercepted by Leigh Bodden at NWE-24. Penalty on Patrick Chung: Unsportsmanlike Conduct, 12 yards",1.470,0.350
3,10:32,1,10,NWE 12,24,14,Tom Brady pass complete short middle to Wes Welker for 13 yards (tackle by Gary Brackett and Antoine Bethea),-0.350,0.610
3,9:58,1,10,NWE 25,24,14,Laurence Maroney right tackle for -1 yards (tackle by Clint Session),0.610,-0.070
3,9:22,2,11,NWE 24,24,14,Tom Brady pass complete short middle to Laurence Maroney for 8 yards (tackle by Clint Session),-0.070,0.300
3,8:38,3,3,NWE 32,24,14,Tom Brady pass complete short left to Wes Welker for 6 yards (tackle by Jerraud Powers),0.300,1.470
3,7:57,1,10,NWE 38,24,14,Tom Brady pass complete short right to Laurence Maroney for 7 yards (tackle by Philip Wheeler and Gary Brackett),1.470,1.870
3,7:14,2,3,NWE 45,24,14,Kevin Faulk right tackle for 10 yards (tackle by Gary Brackett and Keyunta Dawson),1.870,2.590
3,6:32,1,10,IND 45,24,14,Tom Brady pass complete short middle to Randy Moss for 13 yards (tackle by Melvin Bullitt),2.590,3.450
3,5:49,1,10,IND 32,24,14,Kevin Faulk middle for 10 yards (tackle by Melvin Bullitt),3.450,4.110
3,5:16,1,10,IND 22,24,14,Kevin Faulk middle for 3 yards (tackle by Daniel Muir and Philip Wheeler),4.110,3.970
3,4:36,2,7,IND 19,24,14,Laurence Maroney right tackle for 5 yards (tackle by Gary Brackett and Philip Wheeler),3.970,4.150
3,3:51,3,2,IND 14,24,14,Tom Brady pass complete short right to Chris Baker for 6 yards (tackle by Jamie Silva),4.150,5.370
3,3:12,1,8,IND 8,24,14,Tom Brady pass complete short right to Kevin Faulk for 6 yards (tackle by Clint Session),5.370,5.720
3,2:48,2,2,IND 2,24,14,Laurence Maroney right tackle for 1 yard (tackle by Philip Wheeler). Laurence Maroney fumbles (forced by Philip Wheeler),5.720,-0.280
3,2:41,1,10,IND 20,24,14,Joseph Addai middle for 5 yards (tackle by Vince Wilfork),0.280,0.410
3,2:14,2,5,IND 25,24,14,Peyton Manning pass incomplete short right intended for Pierre Garcon,0.410,-0.300
3,2:08,3,5,IND 25,24,14,Peyton Manning pass complete short middle to Austin Collie for 6 yards (tackle by Darius Butler),-0.300,1.000
3,1:37,1,10,IND 31,24,14,Joseph Addai left end for -1 yards (tackle by Adalius Thomas),1.000,0.320
3,1:07,2,11,IND 30,24,14,Peyton Manning pass complete short middle to Gijon Robinson for 6 yards (tackle by Gary Guyton and Jerod Mayo),0.320,0.430
3,0:21,3,5,IND 36,24,14,Peyton Manning pass incomplete deep right intended for Joseph Addai,0.430,-0.980
3,0:15,4,5,IND 36,24,14,"Pat McAfee punts 40 yards, returned by Wes Welker for 69 yards (tackle by Jamie Silva)",-0.980,-5.600
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,IND 7,24,14,Kevin Faulk middle for 2 yards (tackle by Clint Session),5.600,5.150
4,14:23,2,5,IND 5,30,14,"Tom Brady pass complete short left to Randy Moss for 5 yards, touchdown",5.150,7.000
4,,,,IND 2,31,14,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,31,14,"Stephen Gostkowski kicks off 71 yards, returned by Chad Simpson for 22 yards (tackle by Terrence Wheatley)",0.000,0.340
4,14:13,1,10,IND 21,31,14,Peyton Manning pass complete short left to Dallas Clark for 19 yards (tackle by Brandon McGowan),0.340,1.600
4,13:43,1,10,IND 40,31,14,Peyton Manning pass complete short right to Pierre Garcon for 11 yards,1.600,2.320
4,13:23,1,10,NWE 49,31,14,Joseph Addai left end for 9 yards (tackle by Gary Guyton),2.320,3.000
4,12:52,2,1,NWE 40,31,14,Chad Simpson middle for 11 yards (tackle by Jerod Mayo and Gary Guyton),3.000,3.640
4,12:20,1,10,NWE 29,31,20,"Peyton Manning pass complete deep right to Pierre Garcon for 29 yards, touchdown",3.640,7.000
4,,,,NWE 2,31,21,Matt Stover kicks extra point good,0.000,0.000
4,,,,IND 30,31,21,"Pat McAfee kicks off 78 yards, touchback",0.000,0.280
4,12:14,1,10,NWE 20,31,21,Tom Brady pass complete short left to Wes Welker for 12 yards (tackle by Gary Brackett),0.280,1.070
4,11:37,1,10,NWE 32,31,21,Laurence Maroney middle for no gain (tackle by Gary Brackett),1.070,0.530
4,10:57,2,10,NWE 32,31,21,Tom Brady pass complete short left to Wes Welker for 5 yards (tackle by Raheem Brock and Melvin Bullitt),0.530,0.500
4,10:10,3,5,NWE 37,31,21,Tom Brady pass complete short left to Randy Moss for 8 yards (tackle by Tim Jennings),0.500,1.930
4,9:34,1,10,NWE 45,31,21,Laurence Maroney left end for 2 yards (tackle by Daniel Muir and Robert Mathis),1.930,1.650
4,8:54,2,8,NWE 47,31,21,"Tom Brady sacked by Robert Mathis for -5 yards. Tom Brady fumbles (forced by Robert Mathis), recovered by Dan Koppen at NWE-45",1.650,0.700
4,8:07,3,10,NWE 45,31,21,Tom Brady pass incomplete short right intended for Randy Moss (defended by Robert Mathis),0.700,-0.390
4,8:02,4,10,NWE 45,31,21,"Chris Hanson punts 37 yards, fair catch by T.J. Rushing",-0.390,-0.040
4,7:54,1,10,IND 18,31,21,Peyton Manning pass incomplete deep left intended for Reggie Wayne is intercepted by Jonathan Wilhite at IND-48 and returned for 17 yards,0.040,-3.510
4,7:44,1,10,IND 31,31,21,Laurence Maroney middle for 1 yard (tackle by Melvin Bullitt and Gary Brackett),3.510,3.100
4,7:03,2,9,IND 30,31,21,Tom Brady pass complete short right to Isaiah Stanback for 8 yards (tackle by Jacob Lacey),3.100,3.470
4,6:28,3,1,IND 22,31,21,Laurence Maroney middle for 2 yards (tackle by Robert Mathis and Philip Wheeler),3.470,4.240
4,5:49,1,10,IND 20,31,21,Tom Brady pass complete short right to Randy Moss for 4 yards (tackle by Jacob Lacey),4.240,4.280
4,5:05,2,6,IND 16,31,21,Kevin Faulk right tackle for -2 yards (tackle by Antoine Bethea),4.280,3.220
4,4:22,3,8,IND 18,31,21,Tom Brady pass incomplete short right intended for Kevin Faulk,3.220,2.250
4,4:17,4,8,IND 18,34,21,Stephen Gostkowski 36 yard field goal good,2.250,3.000
4,,,,NWE 30,34,21,"Stephen Gostkowski kicks off 68 yards, returned by Chad Simpson for 19 yards (tackle by Bret Lockett)",0.000,0.340
4,4:07,1,10,IND 21,34,21,Peyton Manning pass complete short middle to Joseph Addai for 12 yards (tackle by Darius Butler and Jerod Mayo),0.340,1.140
4,3:50,1,10,IND 33,34,21,Peyton Manning pass complete short middle to Austin Collie for 6 yards (tackle by Darius Butler),1.140,1.400
4,3:28,2,4,IND 39,34,21,Peyton Manning pass complete deep left to Austin Collie for 17 yards (tackle by Patrick Chung),1.400,2.650
4,3:03,1,10,NWE 44,34,21,"Peyton Manning pass incomplete deep middle intended for Austin Collie. Penalty on Darius Butler: Defensive Pass Interfere, 31 yards (no play)",2.650,4.710
4,2:56,1,10,NWE 13,34,21,Peyton Manning pass complete short middle to Dallas Clark for 9 yards (tackle by Darius Butler),4.710,5.730
4,2:30,2,1,NWE 4,34,21,Peyton Manning pass incomplete short left intended for Reggie Wayne,5.730,5.010
4,2:27,3,1,NWE 4,34,27,"Joseph Addai right tackle for 4 yards, touchdown",5.010,7.000
4,,,,NWE 2,34,28,Matt Stover kicks extra point good,0.000,0.000
4,,,,IND 30,34,28,"Pat McAfee kicks off 70 yards, touchback",0.000,0.280
4,2:23,,,,34,28,Timeout #2 by New England Patriots,0.000,0.280
4,2:23,1,10,NWE 20,34,28,Kevin Faulk middle for no gain (tackle by Raheem Brock),0.280,-0.270
4,2:18,,,,34,28,Timeout #1 by Indianapolis Colts,0.000,-0.270
4,2:18,2,10,NWE 20,34,28,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Jacob Lacey and Clint Session),-0.270,0.100
4,2:11,,,,34,28,Timeout #2 by Indianapolis Colts,0.000,0.100
4,2:11,3,2,NWE 28,34,28,Tom Brady pass incomplete short right intended for Wes Welker (defended by Jerraud Powers),0.100,-1.500
4,2:08,,,,34,28,Timeout #3 by New England Patriots,0.000,-1.500
4,2:08,4,2,NWE 28,34,28,Tom Brady pass complete short right to Kevin Faulk for 1 yard (tackle by Melvin Bullitt),-1.500,-3.640
4,2:00,1,10,NWE 29,34,28,Peyton Manning pass complete short left to Reggie Wayne for 15 yards (tackle by Jonathan Wilhite),3.640,4.650
4,1:20,1,10,NWE 14,34,28,Joseph Addai middle for 13 yards (tackle by Jonathan Wilhite),4.650,6.970
4,0:36,1,1,NWE 1,34,28,Joseph Addai left tackle for no gain (tackle by Vince Wilfork and Ron Brace),6.970,5.910
4,0:16,2,1,NWE 1,34,34,"Peyton Manning pass complete short left to Reggie Wayne for 1 yard, touchdown",5.910,7.000
4,,,,NWE 2,34,35,Matt Stover kicks extra point good,0.000,0.000
4,,,,IND 30,34,35,"Pat McAfee kicks off 72 yards, returned by Matt Slater for 22 yards (tackle by Cody Glenn)",0.000,0.280
4,0:09,1,10,NWE 20,34,35,"Tom Brady pass complete short left to Wes Welker for 9 yards. Wes Welker fumbles, recovered by Ben Watson at NWE-29",0.280,0.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
