Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
1,10:38,1,10,BUF 25,3,0,Willis McGahee left end for no gain,0.610,0.060
1,9:59,2,10,BUF 25,3,0,Drew Bledsoe pass incomplete intended for Lee Evans (defended by Willie J. Williams),0.060,-0.620
1,9:55,3,10,BUF 25,3,0,Drew Bledsoe sacked by Troy Polamalu for -7 yards,-0.620,-2.240
1,9:35,4,17,BUF 18,3,0,"Brian Moorman punts 53 yards. Penalty on Ryan Denney: Ineligible Downfield Kick, 5 yards (no play)",-2.240,-2.490
1,9:20,4,22,BUF 13,3,0,Brian Moorman punts 44 yards,-2.490,-1.800
1,9:12,1,10,PIT 43,3,0,"Tommy Maddox pass complete to Antwaan Randle El for 3 yards (tackle by Nate Clements). Antwaan Randle El fumbles (forced by Nate Clements), recovered by Aaron Schobel at tm_-50",1.800,-2.260
1,9:06,1,10,BUF 50,3,0,Willis McGahee left tackle for 5 yards (tackle by Larry Foote and Chad Scott),2.260,2.390
1,8:27,2,5,PIT 45,3,0,Drew Bledsoe pass complete to Eric Moulds for 9 yards (tackle by James Harrison),2.390,3.180
1,7:49,1,10,PIT 36,3,0,Willis McGahee right guard for 13 yards (tackle by Willie J. Williams and Troy Polamalu),3.180,4.040
1,7:06,1,10,PIT 23,3,0,Willis McGahee right guard for 20 yards (tackle by Willie J. Williams),4.040,6.510
1,6:20,1,3,PIT 3,3,6,"Willis McGahee up the middle for 3 yards, touchdown",6.510,7.000
1,,,,PIT 2,3,7,Rian Lindell kicks extra point good,0.000,0.000
1,,,,BUF 30,3,7,"Rian Lindell kicks off 44 yards, returned by Matt Cushing for 20 yards (tackle by Sam Aiken). Penalty on Sam Aiken: Face Mask (5 Yards), 5 yards",0.000,2.320
1,6:06,1,10,BUF 49,3,7,Tommy Maddox pass incomplete intended for Hines Ward (defended by Takeo Spikes),2.320,1.780
1,6:02,2,10,BUF 49,3,7,Duce Staley left guard for 3 yards (tackle by Pat Williams and Troy Vincent),1.780,1.490
1,5:22,3,7,BUF 46,3,7,Tommy Maddox pass complete to Lee Mays for 24 yards (tackle by Terrence McGee),1.490,4.110
1,4:53,1,10,BUF 22,3,7,Duce Staley right guard for 2 yards (tackle by Takeo Spikes and London Fletcher),4.110,3.830
1,4:18,2,8,BUF 20,3,7,Duce Staley left tackle for 4 yards (tackle by London Fletcher and Troy Vincent),3.830,3.740
1,3:36,3,4,BUF 16,9,7,"Tommy Maddox pass complete to Antwaan Randle El for 16 yards, touchdown",3.740,7.000
1,,,,BUF 2,10,7,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,10,7,"Jeff Reed kicks off 70 yards, returned by Terrence McGee for 21 yards (tackle by Chidi Iwuoma)",0.000,0.340
1,3:22,1,10,BUF 21,10,7,Drew Bledsoe pass incomplete intended for Ryan Neufeld is intercepted by Larry Foote at BUF-25 and returned for 1 yard (tackle by Ross Tucker),0.340,-3.970
1,3:15,1,10,BUF 24,10,7,Duce Staley up the middle for 5 yards (tackle by Takeo Spikes and London Fletcher),3.970,4.120
1,2:41,2,5,BUF 19,10,7,Dan Kreider up the middle for 6 yards (tackle by Aaron Schobel and Takeo Spikes),4.120,4.710
1,2:05,1,10,BUF 13,10,7,Tommy Maddox pass complete to Hines Ward for 6 yards (tackle by Terrence McGee),4.710,5.150
1,1:29,2,4,BUF 7,10,7,Duce Staley up the middle for 2 yards (tackle by Pat Williams and Josh Stamer),5.150,4.780
1,0:49,3,2,BUF 5,10,7,Duce Staley right guard for 3 yards (tackle by Jeff Posey and Josh Stamer),4.780,6.740
1,0:09,1,2,BUF 2,10,7,"Penalty on Max Starks: False Start, 5 yards (no play)",6.740,5.600
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,,10,7,Timeout #1 by Buffalo Bills,0.000,5.600
2,15:00,1,7,BUF 7,10,7,Verron Haynes left guard for -4 yards (tackle by Pat Williams),5.600,4.020
2,14:23,2,11,BUF 11,10,7,Verron Haynes left guard for 7 yards (tackle by London Fletcher and Chris Kelsay),4.020,4.490
2,13:47,3,4,BUF 4,10,7,Tommy Maddox pass incomplete intended for Lee Mays,4.490,3.030
2,13:42,4,4,BUF 4,13,7,Jeff Reed 21 yard field goal good,3.030,3.000
2,,,,PIT 30,13,7,"Jeff Reed kicks off 72 yards, returned by Terrence McGee for 18 yards (tackle by Russell Stuvaints)",0.000,-0.140
2,13:33,1,10,BUF 16,13,7,Willis McGahee left guard for no gain,-0.140,-0.660
2,12:55,2,10,BUF 16,13,7,Willis McGahee up the middle for -1 yards (tackle by James Farrior),-0.660,-1.470
2,12:16,3,11,BUF 15,13,7,Drew Bledsoe pass incomplete intended for Eric Moulds,-1.470,-2.440
2,12:11,4,11,BUF 15,13,7,"Brian Moorman punts 48 yards, returned by Ricardo Colclough for 13 yards (tackle by Ryan Denney)",-2.440,-2.260
2,12:00,1,10,BUF 50,13,7,Tommy Maddox pass incomplete intended for Jerame Tuman is intercepted by Takeo Spikes at BUF-38 and returned for 16 yards (tackle by Lee Mays),2.260,-2.520
2,11:49,1,10,PIT 46,13,7,"Penalty on Travis Kirschke: Neutral Zone Infraction, 5 yards (no play)",2.520,3.250
2,11:49,1,5,PIT 41,13,7,"Willis McGahee right end for 6 yards (tackle by Chris Hoke). Penalty on Ryan Neufeld: Offensive Holding (Declined), Penalty on Josh Reed: Illegal Crackback, 15 yards (no play)",3.250,1.860
2,11:19,1,20,BUF 44,13,7,Drew Bledsoe pass incomplete intended for Lee Evans (defended by Chris Hope),1.860,0.630
2,11:11,2,20,BUF 44,13,7,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Russell Stuvaints),0.630,-0.030
2,11:07,3,20,BUF 44,13,7,Drew Bledsoe pass incomplete intended for Lee Evans,-0.030,-0.460
2,11:02,4,20,BUF 44,13,7,Brian Moorman punts 38 yards,-0.460,-0.040
2,10:53,1,10,PIT 18,13,7,Verron Haynes up the middle for 1 yard (tackle by London Fletcher and Sam Adams),0.040,-0.320
2,10:16,2,9,PIT 19,13,7,Tommy Maddox pass incomplete intended for Lee Mays,-0.320,-1.040
2,10:12,3,9,PIT 19,13,7,Tommy Maddox pass complete to Antwaan Randle El for 11 yards (tackle by Jabari Greer),-1.040,0.940
2,9:37,1,10,PIT 30,13,7,Dan Kreider up the middle for 5 yards (tackle by Aaron Schobel),0.940,1.070
2,9:03,2,5,PIT 35,13,7,Verron Haynes left guard for 11 yards (tackle by Troy Vincent and Jeff Posey),1.070,1.990
2,8:28,1,10,PIT 46,13,7,Tommy Maddox pass incomplete intended for Jerame Tuman,1.990,1.450
2,8:23,2,10,PIT 46,13,7,Tommy Maddox pass incomplete intended for Verron Haynes,1.450,0.760
2,8:19,3,10,PIT 46,13,7,Tommy Maddox pass complete to Antwaan Randle El for 23 yards (tackle by Troy Vincent),0.760,3.510
2,7:52,1,10,BUF 31,13,7,Verron Haynes right tackle for -1 yards (tackle by London Fletcher and Pat Williams),3.510,2.830
2,7:16,2,11,BUF 32,13,7,Tommy Maddox pass complete to Antwaan Randle El for 7 yards (tackle by Jeff Posey),2.830,3.070
2,6:34,3,4,BUF 25,13,7,Verron Haynes up the middle for 7 yards (tackle by Lawyer Milloy and Troy Vincent),3.070,4.370
2,5:52,1,10,BUF 18,13,7,Verron Haynes up the middle for 1 yard (tackle by Aaron Schobel and Pat Williams),4.370,3.940
2,5:16,2,9,BUF 17,13,7,Willie Parker left tackle for 4 yards (tackle by London Fletcher and Takeo Spikes),3.940,3.820
2,4:33,3,5,BUF 13,13,7,Tommy Maddox pass incomplete intended for Sean Morey,3.820,2.620
2,4:26,4,5,BUF 13,16,7,Jeff Reed 31 yard field goal good,2.620,3.000
2,,,,PIT 30,16,7,"Jeff Reed kicks off 60 yards, returned by Terrence McGee for 18 yards (tackle by Clint Kriewaldt)",0.000,0.810
2,4:15,1,10,BUF 28,16,7,Willis McGahee right guard for 4 yards (tackle by Brett Keisel),0.810,0.800
2,3:39,2,6,BUF 32,16,7,Drew Bledsoe pass complete to Ryan Neufeld for 5 yards (tackle by Larry Foote),0.800,0.760
2,3:00,3,1,BUF 37,16,7,Willis McGahee right guard for -1 yards (tackle by Willie J. Williams),0.760,-0.980
2,2:18,4,2,BUF 36,16,7,Brian Moorman punts 44 yards,-0.980,-0.280
2,2:10,1,10,PIT 20,16,7,Willie Parker left tackle for -2 yards (tackle by Nate Clements and Aaron Schobel),0.280,-0.630
2,2:00,2,12,PIT 18,16,7,Willie Parker left tackle for -1 yards (tackle by Nate Clements),-0.630,-1.510
2,1:55,,,,16,7,Timeout #2 by Buffalo Bills,0.000,-1.510
2,1:55,3,13,PIT 17,16,7,Tommy Maddox pass complete to Willie Parker for 5 yards (tackle by Aaron Schobel),-1.510,-1.900
2,1:48,,,,16,7,Timeout #3 by Buffalo Bills,0.000,-1.900
2,1:48,4,8,PIT 22,16,7,Chris Gardocki punts 41 yards,-1.900,-1.400
2,1:41,1,10,BUF 37,16,7,Drew Bledsoe pass complete to Sam Aiken for 6 yards (tackle by Ike Taylor),1.400,1.670
2,1:21,2,4,BUF 43,16,7,Drew Bledsoe pass complete to Sam Aiken for 14 yards (tackle by Chris Hope),1.670,2.720
2,1:03,1,10,PIT 43,16,7,Drew Bledsoe spiked the ball,2.720,2.180
2,1:03,2,10,PIT 43,16,7,Drew Bledsoe pass complete to Eric Moulds for 9 yards (tackle by Ricardo Colclough),2.180,2.680
2,0:57,3,1,PIT 34,16,7,Drew Bledsoe pass incomplete intended for Sam Aiken (defended by Chad Scott),2.680,1.100
2,0:53,4,1,PIT 34,16,7,Willis McGahee right guard for 2 yards (tackle by Kendrick Clancy),1.100,3.450
2,0:36,1,10,PIT 32,16,7,Drew Bledsoe spiked the ball,3.450,2.900
2,0:34,2,10,PIT 32,16,7,"Drew Bledsoe pass complete to Joe Burns for 2 yards (tackle by Clint Kriewaldt). Penalty on Willie J. Williams: Illegal Contact, 5 yards (no play)",2.900,3.780
2,0:25,1,10,PIT 27,16,7,Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by Alonzo Jackson),3.780,4.180
2,0:13,2,3,PIT 20,16,7,Drew Bledsoe spiked the ball,4.180,3.470
2,0:13,3,3,PIT 20,16,7,Drew Bledsoe pass incomplete intended for Sam Aiken (defended by Chad Scott),3.470,2.220
2,0:06,4,3,PIT 20,16,10,Rian Lindell 37 yard field goal good,2.220,3.000
2,,,,BUF 30,16,10,"Rian Lindell kicks off 37 yards, returned by Travis Kirschke for 13 yards (tackle by Sam Aiken)",0.000,0.940
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,16,10,"Jeff Reed kicks off 46 yards, returned by Chris Kelsay for 14 yards (tackle by Tyrone Carter)",0.000,1.470
3,14:55,1,10,BUF 38,16,10,Willis McGahee left tackle for no gain (tackle by Clint Kriewaldt and Larry Foote),1.470,0.920
3,14:17,2,10,BUF 38,16,10,Drew Bledsoe sacked by Clint Kriewaldt and Ricardo Colclough for -5 yards,0.920,-0.430
3,13:48,3,15,BUF 33,16,10,"Penalty on Alonzo Jackson: Defensive Offside, 5 yards (no play)",-0.430,0.230
3,13:31,3,10,BUF 38,16,10,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Chad Scott),0.230,-0.850
3,13:25,4,10,BUF 38,16,10,"Brian Moorman punts 62 yards, touchback",-0.850,-0.280
3,13:16,1,10,PIT 20,16,10,Willie Parker up the middle for 2 yards (tackle by Pat Williams),0.280,0.000
3,12:43,2,8,PIT 22,16,10,Tommy Maddox pass incomplete intended for Lee Mays (defended by Sam Adams),0.000,-0.690
3,12:39,3,8,PIT 22,16,16,"Tommy Maddox pass incomplete intended for Sean Morey is intercepted by Nate Clements at PIT-30 and returned for 30 yards, touchdown",-0.690,-7.000
3,,,,PIT 2,16,17,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,16,17,"Rian Lindell kicks off 66 yards, returned by Ike Taylor for 16 yards (tackle by Pierson Prioleau)",0.000,0.280
3,12:25,1,10,PIT 20,16,17,Tommy Maddox pass incomplete intended for Jerame Tuman,0.280,-0.270
3,12:20,2,10,PIT 20,16,17,Tommy Maddox pass complete to Willie Parker for -1 yards (tackle by Terrence McGee),-0.270,-1.140
3,11:36,3,11,PIT 19,16,17,"Tommy Maddox pass incomplete intended for Sean Morey. Penalty on London Fletcher: Defensive Pass Interference, 34 yards (no play)",-1.140,2.460
3,11:23,1,10,BUF 47,16,17,Willie Parker left tackle for 5 yards (tackle by Nate Clements),2.460,2.590
3,10:47,2,5,BUF 42,16,17,Willie Parker left guard for 1 yard (tackle by Sam Adams),2.590,2.010
3,10:07,3,4,BUF 41,16,17,Tommy Maddox sacked by Pat Williams for -10 yards,2.010,-0.130
3,9:33,4,14,PIT 49,16,17,"Chris Gardocki punts 46 yards, returned by Jonathan Smith for 13 yards (tackle by Chidi Iwuoma). Penalty on Angelo Crowell: Face Mask (15 Yards), 2 yards",-0.130,0.380
3,9:22,1,10,BUF 3,16,17,"Penalty on Drew Bledsoe: Delay of Game, 1 yards (no play)",-0.380,-0.420
3,9:22,1,11,BUF 2,16,17,"Penalty on Lee Evans: False Start, 1 yards (no play)",-0.420,-0.460
3,9:22,1,12,BUF 1,16,17,"Willis McGahee left tackle for 5 yards (tackle by Chad Scott). Penalty on Chad Scott: Tripping, 10 yards",-0.460,-0.140
3,8:59,1,10,BUF 16,16,17,Drew Bledsoe pass complete to Lee Evans for 7 yards (tackle by Ike Taylor),-0.140,0.420
3,8:22,2,3,BUF 23,16,17,Willis McGahee left end for 7 yards (tackle by Tyrone Carter and Ike Taylor),0.420,0.940
3,7:39,1,10,BUF 30,16,17,Willis McGahee right end for 16 yards (tackle by Russell Stuvaints),0.940,1.990
3,7:05,1,10,BUF 46,16,17,Drew Bledsoe pass complete to Daimon Shelton for 5 yards (tackle by Tyrone Carter),1.990,2.130
3,6:21,2,5,PIT 49,16,17,Shaud Williams left tackle for 2 yards (tackle by Russell Stuvaints and Travis Kirschke),2.130,1.690
3,5:40,3,3,PIT 47,16,17,Drew Bledsoe pass complete to Eric Moulds for 12 yards (tackle by Tyrone Carter),1.690,3.250
3,4:56,1,10,PIT 35,16,17,Lee Evans left end for 15 yards (tackle by Russell Stuvaints),3.250,4.240
3,4:18,1,10,PIT 20,16,17,Drew Bledsoe pass complete to Ryan Neufeld for 7 yards (tackle by Ike Taylor),4.240,4.830
3,3:43,2,3,PIT 13,16,17,Willis McGahee right end for 2 yards (tackle by Ike Taylor),4.830,4.590
3,3:03,3,1,PIT 11,16,17,"Drew Bledsoe pass complete to Daimon Shelton for 7 yards (tackle by Russell Stuvaints). Penalty on Josh Reed: Offensive Pass Interference, 10 yards (no play)",4.590,2.870
3,2:38,3,11,PIT 21,16,17,Drew Bledsoe pass complete to Rod Trafford for 10 yards (tackle by Chad Scott),2.870,2.850
3,2:04,4,1,PIT 11,16,17,Rian Lindell 28 yard field goal no good,2.850,-0.280
3,1:49,1,10,PIT 20,16,17,Willie Parker left tackle for 58 yards (tackle by Nate Clements),0.280,4.110
3,1:01,1,10,BUF 22,16,17,Willie Parker left tackle for 1 yard (tackle by London Fletcher),4.110,3.700
3,0:17,2,9,BUF 21,16,17,Dan Kreider up the middle for 2 yards (tackle by Lawyer Milloy and London Fletcher),3.700,3.260
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,BUF 19,16,17,Brian St. Pierre pass incomplete intended for Verron Haynes,3.260,2.180
4,14:53,4,7,BUF 19,19,17,Jeff Reed 37 yard field goal good,2.180,3.000
4,,,,PIT 30,19,17,"Jeff Reed kicks off 76 yards, touchback",0.000,0.280
4,14:45,1,10,BUF 20,19,17,Willis McGahee up the middle for 1 yard (tackle by Kendrick Clancy),0.280,-0.130
4,14:12,2,9,BUF 21,19,17,Drew Bledsoe pass complete to Ryan Neufeld for 3 yards (tackle by Clint Kriewaldt),-0.130,-0.430
4,13:32,3,6,BUF 24,25,17,"Drew Bledsoe sacked by Ricardo Colclough for -7 yards. Drew Bledsoe fumbles (forced by Ricardo Colclough), recovered by James Harrison at BUF-18 and returned for 18 yards, touchdown",-0.430,-7.000
4,,,,BUF 2,26,17,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,26,17,"Jeff Reed kicks off 67 yards, returned by Terrence McGee for 40 yards (tackle by Russell Stuvaints)",0.000,1.800
4,13:14,1,10,BUF 43,26,17,Willis McGahee up the middle for 2 yards (tackle by Kendrick Clancy and Travis Kirschke),1.800,1.520
4,12:42,2,8,BUF 45,26,17,Drew Bledsoe pass complete to Willis McGahee for 7 yards (tackle by Larry Foote),1.520,1.750
4,11:56,3,1,PIT 48,26,17,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, recovered by Shaud Williams at BUF-45",1.750,-0.260
4,11:25,4,6,BUF 47,26,17,"Brian Moorman punts 32 yards, returned by Antwaan Randle El for 18 yards (tackle by Pierson Prioleau)",-0.260,-1.530
4,11:16,1,10,PIT 39,26,17,Willie Parker up the middle for 5 yards (tackle by Takeo Spikes),1.530,1.660
4,10:32,2,5,PIT 44,26,17,"Penalty on Marvel Smith: False Start, 5 yards (no play)",1.660,0.990
4,10:10,2,10,PIT 39,26,17,Willie Parker left tackle for 9 yards (tackle by Troy Vincent and London Fletcher),0.990,1.490
4,9:27,3,1,PIT 48,26,17,Willie Parker up the middle for 6 yards (tackle by Lawyer Milloy and Troy Vincent),1.490,2.520
4,8:42,1,10,BUF 46,26,17,Willie Parker left tackle for 4 yards (tackle by Aaron Schobel),2.520,2.520
4,7:58,2,6,BUF 42,26,17,Willie Parker left tackle for no gain (tackle by Ryan Denney and Pat Williams),2.520,1.820
4,7:17,3,6,BUF 42,26,17,"Willie Parker left end for 4 yards (tackle by Nate Clements). Penalty on Sam Adams: Defensive Offside, 5 yards (no play)",1.820,2.480
4,6:49,3,1,BUF 37,26,17,Verron Haynes up the middle for no gain (tackle by Takeo Spikes and Aaron Schobel),2.480,0.790
4,6:04,,,,26,17,Timeout #1 by Pittsburgh Steelers,0.000,0.790
4,6:04,4,1,BUF 37,26,17,Brian St. Pierre right end for 2 yards (tackle by Nate Clements and Jeff Posey),0.790,3.250
4,5:23,1,10,BUF 35,26,17,"Willie Parker left guard for 1 yard (tackle by Pat Williams). Penalty on Pat Williams: Face Mask (15 Yards), 15 yards",3.250,4.310
4,4:53,1,10,BUF 19,26,17,Willie Parker up the middle for 9 yards (tackle by Lawyer Milloy and Troy Vincent),4.310,5.360
4,4:08,2,1,BUF 10,26,17,Willie Parker up the middle for 6 yards (tackle by Lawyer Milloy and Troy Vincent),5.360,6.280
4,3:22,1,4,BUF 4,26,17,"Penalty on Dan Kreider: False Start, 5 yards (no play)",6.280,5.140
4,3:19,1,9,BUF 9,26,17,Willie Parker up the middle for -6 yards (tackle by Sam Adams),5.140,3.460
4,2:38,2,15,BUF 15,26,17,Willie Parker up the middle for 2 yards (tackle by Sam Adams),3.460,3.060
4,2:31,,,,26,17,Timeout #1 by Buffalo Bills,0.000,3.060
4,2:31,3,13,BUF 13,26,17,Willie Parker up the middle for -2 yards (tackle by Pat Williams),3.060,2.440
4,2:27,,,,26,17,Timeout #2 by Buffalo Bills,0.000,2.440
4,2:27,4,15,BUF 15,29,17,Jeff Reed 33 yard field goal good,2.440,3.000
4,,,,PIT 30,29,17,"Jeff Reed kicks off 61 yards, returned by Terrence McGee for 39 yards (tackle by Lee Mays). Penalty on Chris Kelsay: Offensive Holding, 10 yards",0.000,-0.370
4,2:14,1,10,BUF 11,29,17,Drew Bledsoe pass complete to Sam Aiken for 11 yards (tackle by Chad Scott),-0.370,0.410
4,2:00,1,10,BUF 22,29,17,Drew Bledsoe pass complete to Lee Evans for 56 yards (tackle by Russell Stuvaints),0.410,4.110
4,1:38,1,10,PIT 22,29,17,Drew Bledsoe spiked the ball,4.110,3.560
4,1:37,2,10,PIT 22,29,17,Drew Bledsoe pass incomplete intended for Lee Evans,3.560,2.870
4,1:32,3,10,PIT 22,29,17,Drew Bledsoe pass complete to Sam Aiken for 21 yards (tackle by Tyrone Carter),2.870,6.970
4,1:22,1,1,PIT 1,29,23,"Willis McGahee right guard for 1 yard, touchdown",6.970,7.000
4,,,,PIT 2,29,24,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,29,24,"Rian Lindell kicks onside 11 yards, recovered by Ike Taylor",0.000,2.850
4,1:17,1,10,BUF 41,29,24,"Brian St. Pierre kneels for -1 yards. Penalty on Terrence McGee: Defensive 12 On-field, 5 yards (no play)",2.850,3.580
4,1:15,1,5,BUF 36,29,24,Brian St. Pierre kneels for -1 yards,3.580,2.850
4,1:13,,,,29,24,Timeout #3 by Buffalo Bills,0.000,2.850
4,1:13,2,6,BUF 37,29,24,Brian St. Pierre kneels for -2 yards,2.850,1.880
4,0:33,3,8,BUF 39,29,24,Brian St. Pierre kneels for -2 yards,1.880,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
