Quarter,Time,Tm,Detail,GNB,DET
1.0,13:04,Lions,Calvin Johnson 1 yard pass from Matthew Stafford (Jason Hanson kick),0,7
2.0,14:54,Packers,Donald Lee 7 yard pass from Aaron Rodgers (Mason Crosby kick),7,7
,6:12,Packers,Mason Crosby 20 yard field goal,10,7
,0:59,Packers,Mason Crosby 25 yard field goal,13,7
3.0,6:38,Packers,Donald Driver 7 yard pass from Aaron Rodgers (Mason Crosby kick),20,7
,0:38,Packers,James Jones 21 yard pass from Aaron Rodgers (Mason Crosby kick),27,7
4.0,9:18,Lions,"Safety, Ryan Grant tackled in end zone by Louis Delmas.",27,9
,5:01,Lions,Jason Hanson 22 yard field goal,27,12
,3:47,Packers,Charles Woodson 38 yard interception return (Mason Crosby kick),34,12
