Quarter,Time,Tm,Detail,CAR,ATL
1.0,8:43,Falcons,Jason Snelling 9 yard pass from Matt Ryan (Matt Bryant kick),0,7
2.0,10:00,Falcons,Matt Bryant 42 yard field goal,0,10
,7:57,Panthers,Melvin White interception in end zone (Graham Gano kick),7,10
,0:19,Panthers,Ted Ginn Jr. 3 yard pass from Cam Newton (Graham Gano kick),14,10
3.0,9:50,Falcons,Roddy White 39 yard pass from Matt Ryan (Matt Bryant kick),14,17
,4:20,Panthers,Greg Olsen 7 yard pass from Cam Newton (Graham Gano kick),21,17
4.0,7:10,Falcons,Matt Bryant 37 yard field goal,21,20
