Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,13,IND 28,0,0,"Brandon McManus yard field goal good. Penalty on Denico Autry: Unnecessary Roughness, 14 yards (no play)",1.590,4.650
2,14:56,1,10,IND 14,0,0,Diontae Spencer right end for 5 yards (tackle by Jabaal Sheard),4.650,4.900
2,14:20,2,5,IND 9,0,0,Royce Freeman right end for 2 yards (tackle by Anthony Walker and Khari Willis),4.900,4.500
2,13:36,3,3,IND 7,0,0,"Joe Flacco sacked by Ben Banogu for no gain. Penalty on Khari Willis: Defensive Holding, 4 yards (no play)",4.500,6.510
2,13:15,1,3,IND 3,0,0,Joe Flacco pass incomplete short right,6.510,5.530
2,13:10,2,3,IND 3,0,0,Joe Flacco pass incomplete short right,5.530,4.720
2,13:05,3,3,IND 3,0,0,Joe Flacco pass incomplete short middle intended for Noah Fant,4.720,3.040
2,13:00,4,3,IND 3,3,0,Brandon McManus 21 yard field goal good,3.040,3.000
2,12:56,,,DEN 35,3,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,12:56,1,10,IND 25,3,0,Jacoby Brissett right end for 6 yards (tackle by Duke Dawson),0.610,0.870
2,12:10,2,4,IND 31,3,0,Marlon Mack right end for -1 yards (tackle by Von Miller),0.870,0.040
2,11:24,3,5,IND 30,3,0,Jacoby Brissett pass incomplete short middle intended for Eric Ebron (defended by Justin Simmons),0.040,-1.370
2,11:18,4,5,IND 30,3,0,"Rigoberto Sanchez punts 54 yards, fair catch by Diontae Spencer at DEN-16",-1.370,0.140
2,11:11,1,10,DEN 16,3,0,Phillip Lindsay right guard for 1 yard (tackle by Al-Quadin Muhammad),-0.140,-0.510
2,10:51,2,9,DEN 17,3,0,Joe Flacco pass complete short left to Courtland Sutton for 14 yards (tackle by Rock Ya-Sin). Penalty on Rock Ya-Sin: Defensive Holding (Declined),-0.510,1.000
2,10:32,1,10,DEN 31,3,0,Joe Flacco pass complete short right to Andy Janovich for 7 yards (tackle by Malik Hooker),1.000,1.410
2,9:55,2,3,DEN 38,3,0,Phillip Lindsay right end for 4 yards (tackle by Clayton Geathers),1.410,1.730
2,9:25,1,10,DEN 42,3,0,"Joe Flacco pass complete short right to Fred Brown for 2 yards (tackle by Marvell Tell). Penalty on Fred Brown: Illegal Shift, 5 yards (no play)",1.730,1.400
2,9:07,1,15,DEN 37,3,0,Royce Freeman right end for -1 yards (tackle by Jabaal Sheard),1.400,0.380
2,8:29,2,16,DEN 36,3,0,Joe Flacco pass complete short middle to Courtland Sutton for 33 yards (tackle by Clayton Geathers and Marvell Tell),0.380,3.510
2,7:53,1,10,IND 31,3,0,Phillip Lindsay up the middle for 2 yards (tackle by Justin Houston),3.510,3.240
2,7:20,2,8,IND 29,3,0,Joe Flacco pass incomplete deep right intended for DaeSean Hamilton,3.240,2.540
2,7:14,3,8,IND 29,3,0,"Joe Flacco left end for 9 yards (tackle by Marvell Tell). Penalty on Rock Ya-Sin: Defensive Holding, 5 yards",2.540,4.580
2,6:53,1,10,IND 15,3,0,Royce Freeman up the middle for 6 yards (tackle by Denico Autry),4.580,5.030
2,6:20,2,4,IND 9,3,0,Royce Freeman up the middle for -2 yards (tackle by Clayton Geathers and Anthony Walker),5.030,3.780
2,5:42,3,6,IND 11,3,0,Joe Flacco pass incomplete short right intended for Courtland Sutton,3.780,2.720
2,5:37,4,6,IND 11,6,0,Brandon McManus 29 yard field goal good,2.720,3.000
2,5:33,,,DEN 35,6,0,"Brandon McManus kicks off 64 yards, returned by Zach Pascal for 29 yards (tackle by Trey Marshall)",0.000,0.940
2,5:27,1,10,IND 30,6,0,Marlon Mack up the middle for 5 yards (tackle by Justin Simmons),0.940,1.070
2,4:56,2,5,IND 35,6,0,Marlon Mack right tackle for 12 yards (tackle by Justin Simmons and Kareem Jackson),1.070,2.060
2,4:18,1,10,IND 47,6,0,Nyheim Hines right guard for 11 yards (tackle by Justin Simmons and Alexander Johnson),2.060,2.790
2,3:46,1,10,DEN 42,6,0,Nyheim Hines up the middle for 2 yards (tackle by Von Miller),2.790,2.510
2,3:07,2,8,DEN 40,6,0,Nyheim Hines left end for -3 yards (tackle by Shelby Harris),2.510,1.420
2,2:26,3,11,DEN 43,6,0,Jacoby Brissett pass incomplete short left intended for Zach Pascal (defended by Dre'Mont Jones),1.420,0.400
2,2:21,4,11,DEN 43,6,0,Rigoberto Sanchez punts 21 yards out of bounds,0.400,-0.410
2,2:15,1,10,DEN 22,6,0,Royce Freeman left guard for 3 yards (tackle by Justin Houston and Anthony Walker),0.410,0.270
2,2:00,2,7,DEN 25,6,0,Phillip Lindsay up the middle for 11 yards (tackle by Clayton Geathers),0.270,1.330
2,1:25,1,10,DEN 36,6,0,Joe Flacco pass complete short left to Phillip Lindsay for 3 yards (tackle by Rock Ya-Sin),1.330,1.200
2,1:19,2,7,DEN 39,6,0,Royce Freeman up the middle for 3 yards (tackle by Denico Autry),1.200,0.890
2,1:12,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:12,3,4,DEN 42,6,0,Joe Flacco sacked by Darius Leonard for -1 yards,0.890,-0.650
2,1:06,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:06,4,5,DEN 41,6,0,"Colby Wadman punts 47 yards, returned by Chester Rogers for 8 yards (tackle by Isaac Yiadom)",-0.650,-0.280
2,0:57,1,10,IND 20,6,0,Jacoby Brissett pass complete short middle to Eric Ebron for 9 yards (tackle by Todd Davis),0.280,0.950
2,0:36,2,1,IND 29,6,0,Jacoby Brissett pass complete short right to Nyheim Hines for 20 yards (tackle by Kareem Jackson),0.950,2.190
2,0:27,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:27,1,10,IND 49,6,0,Jacoby Brissett pass complete short right to Nyheim Hines for 9 yards (tackle by Coty Sensabaugh and Alexander Johnson),2.190,2.860
2,0:11,2,1,DEN 42,6,0,Jacoby Brissett spiked the ball,2.860,2.150
2,0:10,3,1,DEN 42,6,0,Jacoby Brissett pass complete short right to Eric Ebron for 5 yards,2.150,3.120
2,0:06,1,10,DEN 37,6,3,Adam Vinatieri 55 yard field goal good,3.120,3.000
2,0:02,,,IND 35,6,3,"Rigoberto Sanchez kicks off 55 yards, returned by Diontae Spencer for 14 yards (tackle by E.J. Speed)",0.000,1.270
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,6,3,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DEN 25,6,3,Joe Flacco pass complete deep left to Courtland Sutton for 25 yards (tackle by Rock Ya-Sin),0.610,2.260
3,14:26,1,10,DEN 50,6,3,Phillip Lindsay left end for 4 yards (tackle by Clayton Geathers),2.260,2.250
3,13:49,2,6,IND 46,6,3,Joe Flacco pass complete short middle to Noah Fant for 7 yards (tackle by Al-Quadin Muhammad),2.250,2.980
3,13:14,1,10,IND 39,6,3,Phillip Lindsay up the middle for 11 yards (tackle by Malik Hooker),2.980,3.710
3,12:40,1,10,IND 28,6,3,"Phillip Lindsay up the middle for 6 yards (tackle by Darius Leonard). Penalty on Andrew Beck: Illegal Shift, 5 yards (no play)",3.710,3.380
3,12:10,1,15,IND 33,6,3,"Phillip Lindsay left guard for no gain (tackle by Darius Leonard). Penalty on Grover Stewart: Defensive Offside, 5 yards (no play)",3.380,3.710
3,11:47,1,10,IND 28,6,3,"Joe Flacco pass incomplete deep right intended for Courtland Sutton. Penalty on Rock Ya-Sin: Defensive Pass Interference, 24 yards (no play)",3.710,6.280
3,11:42,1,4,IND 4,12,3,"Royce Freeman up the middle for 4 yards, touchdown",6.280,7.000
3,11:38,,,IND 15,13,3,Brandon McManus kicks extra point good,0.000,0.000
3,11:38,,,DEN 35,13,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,11:38,1,10,IND 25,13,3,Marlon Mack left end for 4 yards (tackle by Todd Davis),0.610,0.600
3,10:58,2,6,IND 29,13,3,Marlon Mack up the middle for 7 yards (tackle by Shelby Harris),0.600,1.330
3,10:16,1,10,IND 36,13,3,"Jacoby Brissett left end for 14 yards (tackle by Davontae Harris). Penalty on Anthony Castonzo: Illegal Use of Hands, 10 yards (no play)",1.330,0.670
3,9:50,1,20,IND 26,13,3,Jacoby Brissett pass complete short right to T.Y. Hilton for 19 yards (tackle by Chris Harris),0.670,2.010
3,9:27,2,1,IND 45,13,3,Marlon Mack right guard for 3 yards (tackle by Justin Simmons and Mike Purcell),2.010,2.130
3,8:49,1,10,IND 48,13,3,Jacoby Brissett pass complete short left to Eric Ebron for 12 yards (tackle by Justin Simmons). Penalty on Duke Dawson: Defensive Holding (Declined),2.130,2.920
3,8:27,1,10,DEN 40,13,3,Jordan Wilkins up the middle for 1 yard (tackle by Kareem Jackson and Shelby Harris),2.920,2.510
3,7:56,2,9,DEN 39,13,3,Jacoby Brissett left end for 8 yards (tackle by Kareem Jackson),2.510,2.870
3,7:28,3,1,DEN 31,13,3,Jacoby Brissett up the middle for 2 yards (tackle by DeMarcus Walker),2.870,3.640
3,6:57,1,10,DEN 29,13,3,Marlon Mack left tackle for 2 yards (tackle by Kareem Jackson and Alexander Johnson),3.640,3.370
3,6:17,2,8,DEN 27,13,3,Jacoby Brissett pass incomplete short left intended for Parris Campbell (defended by Alexander Johnson),3.370,2.680
3,6:13,3,8,DEN 27,13,3,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton,2.680,1.670
3,6:09,4,8,DEN 27,13,6,Adam Vinatieri 45 yard field goal good,1.670,3.000
3,6:05,,,IND 35,13,6,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,6:05,1,10,DEN 25,13,6,Joe Flacco pass incomplete short right intended for Fred Brown,0.610,0.060
3,5:57,2,10,DEN 25,13,6,Joe Flacco pass complete short right to Phillip Lindsay for 7 yards (tackle by Malik Hooker),0.060,0.300
3,5:22,3,3,DEN 32,13,6,Joe Flacco pass incomplete short left intended for Royce Freeman,0.300,-1.240
3,5:18,4,3,DEN 32,13,6,"Colby Wadman punts 36 yards, fair catch by Chester Rogers at IND-32",-1.240,-1.070
3,5:10,1,10,IND 32,13,6,"Jacoby Brissett pass complete deep left to Jack Doyle for 19 yards (tackle by Alexander Johnson). Jack Doyle fumbles, ball out of bounds at DEN-49 (forced by Alexander Johnson)",1.070,2.320
3,4:39,1,10,DEN 49,13,6,Marlon Mack left end for 5 yards (tackle by Todd Davis),2.320,2.460
3,4:13,2,5,DEN 44,13,6,Jordan Wilkins up the middle for 4 yards (tackle by Alexander Johnson and Derek Wolfe),2.460,2.280
3,3:55,3,1,DEN 40,13,6,Jacoby Brissett pass complete short left to Jack Doyle for 16 yards (tackle by Kareem Jackson),2.280,3.970
3,3:13,1,10,DEN 24,13,6,Jacoby Brissett left end for 4 yards (tackle by Malik Reed),3.970,3.970
3,2:36,2,6,DEN 20,13,6,"Jacoby Brissett pass incomplete short left intended for T.Y. Hilton (defended by Chris Harris). Penalty on Mike Purcell: Roughing the Passer, 10 yards (no play)",3.970,4.910
3,2:32,1,10,DEN 10,13,12,"Marlon Mack left end for 10 yards, touchdown",4.910,7.000
3,2:26,,,DEN 15,13,12,Adam Vinatieri kicks extra point no good wide left,0.000,-1.000
3,2:26,,,IND 35,13,12,"Rigoberto Sanchez kicks off 66 yards, returned by Diontae Spencer for 25 yards (tackle by Rock Ya-Sin)",0.000,0.540
3,2:21,1,10,DEN 24,13,12,"Royce Freeman right end for no gain (tackle by Grover Stewart). Penalty on Andy Janovich: Offensive Holding, 10 yards (no play)",0.540,-0.500
3,1:56,,,,,,Timeout #1 by Denver Broncos,,
3,1:56,1,20,DEN 14,13,12,Joe Flacco pass complete short right to Phillip Lindsay for 6 yards (tackle by Rock Ya-Sin and Darius Leonard),-0.500,-0.540
3,1:17,2,14,DEN 20,13,12,Joe Flacco pass complete short left to Noah Fant for 4 yards (tackle by Kenny Moore),-0.540,-0.690
3,0:47,3,10,DEN 24,13,12,"Joe Flacco pass incomplete deep left intended for Courtland Sutton. Penalty on Rock Ya-Sin: Defensive Pass Interference, 22 yards (no play)",-0.690,1.990
3,0:42,1,10,DEN 46,13,12,Joe Flacco pass complete deep right to Fred Brown for 16 yards,1.990,3.050
3,0:07,1,10,IND 38,13,12,Joe Flacco pass complete short left to Phillip Lindsay for -3 yards (tackle by Al-Quadin Muhammad and Bobby Okereke),3.050,2.100
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,IND 41,13,12,Phillip Lindsay left end for 7 yards (tackle by Jabaal Sheard),2.100,2.340
4,14:20,3,6,IND 34,13,12,"Joe Flacco pass complete short middle to Courtland Sutton for 5 yards (tackle by Marvell Tell). Penalty on Noah Fant: Offensive Pass Interference, 10 yards (no play)",2.340,1.030
4,14:05,3,16,IND 44,13,12,Joe Flacco pass incomplete short right intended for Noah Fant,1.030,0.330
4,14:01,4,16,IND 44,13,12,"Colby Wadman punts 36 yards downed by Casey Kreiter. Penalty on Denico Autry: Offensive Holding, 4 yards",0.330,0.380
4,13:50,1,10,IND 4,13,12,Marlon Mack up the middle for -3 yards (tackle by Mike Purcell),-0.380,-1.000
4,13:09,2,13,IND 1,13,12,Jacoby Brissett right end for 8 yards (tackle by Malik Reed),-1.000,-0.840
4,12:30,3,5,IND 9,13,12,Jacoby Brissett sacked by Derek Wolfe for -6 yards,-0.840,-2.490
4,11:44,4,11,IND 3,13,12,"Rigoberto Sanchez punts 48 yards, returned by Diontae Spencer for 6 yards (tackle by Bobby Okereke). Penalty on Juwann Winfree: Illegal Block Above the Waist, 10 yards",-2.490,-1.930
4,11:31,1,10,DEN 45,13,12,"Phillip Lindsay right tackle for no gain (tackle by Anthony Walker). Penalty on DaeSean Hamilton: Illegal Block Above the Waist, 10 yards (no play)",1.930,1.270
4,11:10,1,20,DEN 35,13,12,Phillip Lindsay right guard for 4 yards (tackle by Darius Leonard),1.270,0.570
4,10:36,2,16,DEN 39,13,12,Joe Flacco pass incomplete short middle intended for Noah Fant (defended by Ben Banogu),0.570,-0.100
4,10:32,3,16,DEN 39,13,12,Joe Flacco pass complete short right to Royce Freeman for 5 yards (tackle by Darius Leonard and George Odum),-0.100,-0.460
4,9:40,4,11,DEN 44,13,12,"Colby Wadman punts 38 yards, fair catch by Chester Rogers at IND-18. Penalty on Joseph Jones: Offensive Holding, 10 yards",-0.460,-0.810
4,9:32,1,10,IND 28,13,12,Marlon Mack right tackle for 8 yards (tackle by Davontae Harris),0.810,1.340
4,8:53,2,2,IND 36,13,12,Jacoby Brissett pass complete deep right to Jack Doyle for 17 yards,1.340,2.460
4,8:14,1,10,DEN 47,13,12,"Marlon Mack right end for 8 yards (tackle by Kareem Jackson). Penalty on Jack Doyle: Offensive Holding, 10 yards (no play)",2.460,1.800
4,7:53,1,20,IND 43,13,12,Jacoby Brissett pass incomplete deep right intended for T.Y. Hilton,1.800,0.560
4,7:48,2,20,IND 43,13,12,"Jacoby Brissett sacked by Derek Wolfe for no gain. Jacoby Brissett fumbles (forced by Derek Wolfe), recovered by Malik Reed at IND-48 (tackle by Jacoby Brissett)",0.560,-2.390
4,7:38,1,10,IND 48,13,12,Joe Flacco pass complete short right to Noah Fant for 2 yards (tackle by Bobby Okereke),2.390,2.120
4,7:09,2,8,IND 46,13,12,Royce Freeman up the middle for no gain (tackle by Jabaal Sheard and Kenny Moore),2.120,1.420
4,6:30,3,8,IND 46,13,12,Joe Flacco pass complete short left to Noah Fant for -4 yards (tackle by Darius Leonard and Malik Hooker). Penalty on Phillip Lindsay: Offensive Pass Interference (Declined),1.420,-0.060
4,5:59,4,12,DEN 50,13,12,"Colby Wadman punts 42 yards, fair catch by Chester Rogers at IND-8",-0.060,0.380
4,5:51,1,10,IND 8,13,12,Jacoby Brissett pass complete short right to Zach Pascal for 6 yards (tackle by Davontae Harris),-0.380,-0.320
4,5:20,2,4,IND 14,13,12,Marlon Mack up the middle for -1 yards (tackle by Todd Davis),-0.320,-0.840
4,4:43,3,5,IND 13,13,12,"Jacoby Brissett pass incomplete short middle intended for T.Y. Hilton. Penalty on Coty Sensabaugh: Defensive Pass Interference, 3 yards (no play)",-0.840,-0.140
4,4:40,1,10,IND 16,13,12,Jacoby Brissett pass incomplete short middle intended for Chester Rogers (defended by Shelby Harris),-0.140,-0.660
4,4:35,2,10,IND 16,13,12,Nyheim Hines up the middle for 2 yards (tackle by Von Miller),-0.660,-1.070
4,3:55,3,8,IND 18,13,12,Jacoby Brissett pass incomplete short left intended for Jack Doyle,-1.070,-2.240
4,3:51,4,8,IND 18,13,12,"Rigoberto Sanchez punts 58 yards, returned by Diontae Spencer for 14 yards (tackle by Ashton Dulin)",-2.240,-1.470
4,3:37,1,10,DEN 38,13,12,Phillip Lindsay right end for 8 yards (tackle by Anthony Walker and Kenny Moore),1.470,2.000
4,2:43,2,2,DEN 46,13,12,Royce Freeman up the middle for 6 yards (tackle by Darius Leonard and Bobby Okereke),2.000,2.390
4,2:33,,,,,,Timeout #1 by Indianapolis Colts,,
4,2:33,1,10,IND 48,13,12,Royce Freeman up the middle for 1 yard (tackle by Kenny Moore),2.390,1.980
4,2:28,,,,,,Timeout #1 by Indianapolis Colts,,
4,2:28,2,9,IND 47,13,12,Joe Flacco pass complete short right to Phillip Lindsay for 4 yards (tackle by Anthony Walker),1.980,1.820
4,2:00,3,5,IND 43,13,12,Phillip Lindsay up the middle for no gain (tackle by Darius Leonard and Malik Hooker),1.820,0.400
4,1:55,,,,,,Timeout #3 by Indianapolis Colts,,
4,1:55,4,5,IND 43,13,12,"Colby Wadman punts 32 yards, fair catch by Chester Rogers at IND-11",0.400,0.370
4,1:48,1,10,IND 11,13,12,Jacoby Brissett pass complete deep right to T.Y. Hilton for 35 yards (tackle by Chris Harris),-0.370,1.990
4,1:39,1,10,IND 46,13,12,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton,1.990,1.450
4,1:35,2,10,IND 46,13,12,"Jacoby Brissett pass complete short right to Nyheim Hines for 5 yards (tackle by Alexander Johnson). Penalty on Alexander Johnson: Horse Collar Tackle, 15 yards",1.450,3.310
4,1:29,1,10,DEN 34,13,12,Jacoby Brissett sacked by Von Miller for -1 yards,3.310,2.640
4,1:13,,,,,,Timeout #2 by Denver Broncos,,
4,1:13,2,11,DEN 35,13,12,Marlon Mack left guard for 2 yards (tackle by Alexander Johnson and Malik Reed),2.640,2.210
4,0:32,3,9,DEN 33,13,12,Marlon Mack up the middle for no gain (tackle by Shelby Harris and Justin Simmons),2.210,1.150
4,0:26,,,,,,Timeout #3 by Denver Broncos,,
4,0:26,4,9,DEN 33,13,15,Adam Vinatieri 51 yard field goal good,1.150,3.000
4,0:22,,,IND 35,13,15,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,0:22,1,10,DEN 25,13,15,Joe Flacco pass incomplete short right intended for Noah Fant,0.610,0.060
4,0:17,2,10,DEN 25,13,15,"Joe Flacco sacked by Ben Banogu for -1 yards. Joe Flacco fumbles (forced by Ben Banogu), recovered by Royce Freeman at DEN-24",0.060,-0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
