Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Noah Fant,DEN,9,5,26,0,2,9,1.8,17,3.4,2.2,0,,0,0.0,0,60.9
Phillip Lindsay,DEN,5,5,17,0,0,-11,-2.2,28,5.6,-2.2,0,,0,0.0,0,80.8
Courtland Sutton,DEN,6,3,72,0,3,42,14.0,30,10.0,14.8,0,,2,33.3,0,93.7
Andy Janovich,DEN,2,2,9,0,,3,1.5,6,3.0,1.5,0,,0,0.0,0,85.4
Diontae Spencer,DEN,2,2,18,0,1,6,3.0,12,6.0,3.0,0,,0,0.0,0,104.2
Royce Freeman,DEN,2,1,5,0,0,-4,-4.0,9,9.0,-0.5,0,,1,50.0,0,56.2
Jeff Heuerman,DEN,1,1,11,0,1,10,10.0,1,1.0,10.0,0,,0,0.0,0,112.5
Fred Brown,DEN,2,1,16,0,1,16,16.0,0,0.0,14.5,0,,1,50.0,0,77.1
DaeSean Hamilton,DEN,1,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jack Doyle,IND,5,4,61,0,4,41,10.3,20,5.0,10.2,0,,0,0.0,0,117.5
Eric Ebron,IND,4,3,26,0,2,13,4.3,13,4.3,7.0,0,,0,0.0,0,91.7
Nyheim Hines,IND,3,3,34,0,1,4,1.3,30,10.0,1.3,0,,0,0.0,0,113.9
T.Y. Hilton,IND,6,2,54,0,1,49,24.5,5,2.5,15.0,0,,0,0.0,0,67.4
Zach Pascal,IND,2,1,6,0,,6,6.0,0,0.0,8.5,0,,0,0.0,0,56.2
Chester Rogers,IND,2,1,7,0,,2,2.0,5,5.0,8.0,0,,0,0.0,0,58.3
Marlon Mack,IND,1,1,14,0,1,-3,-3.0,17,17.0,-3.0,0,,0,0.0,0,118.7
Parris Campbell,IND,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
