Quarter,Time,Tm,Detail,NYJ,KAN
1.0,13:39,Chiefs,Larry Johnson 35 yard rush (Lawrence Tynes kick),0,7
,3:04,Chiefs,Priest Holmes 3 yard rush (Lawrence Tynes kick),0,14
2.0,12:02,Chiefs,Lawrence Tynes 41 yard field goal,0,17
3.0,4:13,Chiefs,Lawrence Tynes 38 yard field goal,0,20
4.0,14:56,Chiefs,Larry Johnson 4 yard rush (Lawrence Tynes kick),0,27
,0:29,Jets,Chris Baker 23 yard pass from Jay Fiedler (Mike Nugent kick),7,27
