#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NOR 25,12,6:05,75,Touchdown
2,1,5:15,NOR 4,3,1:03,8,Punt
3,1,3:28,NOR 7,3,0:57,93,Touchdown
4,1,0:35,CAR 29,4,1:48,29,Touchdown
5,2,8:59,NOR 20,9,4:48,45,Missed FG
6,2,3:02,NOR 18,3,0:38,1,Punt
7,2,1:15,NOR 25,7,1:05,60,Field Goal
8,3,13:22,NOR 12,3,1:36,4,Punt
9,3,6:49,NOR 25,5,1:53,75,Touchdown
10,3,2:12,NOR 15,3,1:19,-8,Punt
11,4,14:49,NOR 13,3,1:20,22,Interception
12,4,9:38,NOR 25,8,3:36,75,Touchdown
13,4,2:58,NOR 25,11,2:47,41,Field Goal
