Quarter,Time,Tm,Detail,BUF,KAN
1.0,12:14,Bills,Scott Chandler 4 yard pass from Ryan Fitzpatrick (Rian Lindell kick),7,0
,0:55,Bills,Stevie Johnson 27 yard pass from Ryan Fitzpatrick (Rian Lindell kick),14,0
2.0,6:42,Bills,Rian Lindell 29 yard field goal,17,0
,5:38,Bills,Rian Lindell 38 yard field goal,20,0
,1:46,Chiefs,Jamaal Charles 6 yard pass from Matt Cassel (Ryan Succop kick),20,7
3.0,4:19,Bills,Scott Chandler 11 yard pass from Ryan Fitzpatrick (Rian Lindell kick),27,7
,0:14,Bills,Donald Jones 4 yard pass from Ryan Fitzpatrick (Rian Lindell kick),34,7
4.0,11:50,Bills,C.J. Spiller 9 yard rush (Rian Lindell kick),41,7
