#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:53,KAN 26,5,2:39,26,Touchdown
2,1,10:28,BUF 24,5,2:13,13,Punt
3,1,6:59,KAN 44,3,0:50,6,Punt
4,1,4:32,BUF 25,6,3:37,75,Touchdown
5,2,11:46,BUF 39,9,5:04,50,Field Goal
6,2,6:27,KAN 21,4,0:49,1,Field Goal
7,2,1:46,BUF 15,4,1:46,10,End of Half
8,3,15:00,BUF 20,5,3:18,26,Punt
9,3,10:11,BUF 41,8,5:52,59,Touchdown
10,3,3:04,KAN 32,6,2:50,32,Touchdown
11,4,14:01,KAN 28,4,2:11,28,Touchdown
12,4,9:30,BUF 26,4,2:54,17,Punt
13,4,5:21,BUF 33,2,0:49,4,Interception
14,4,3:09,BUF 30,3,2:10,-5,Punt
