Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
1,2:14,2,8,PHI 8,0,6,"Matthew Stafford pass complete short middle to Theo Riddick for 8 yards, touchdown",4.570,7.000
1,2:14,,,PHI 8,0,7,Matt Prater kicks extra point good,0.000,0.000
1,2:14,,,DET 35,0,7,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
1,2:10,1,10,PHI 20,0,7,DeMarco Murray left end for no gain (tackle by Stephen Tulloch and Haloti Ngata),0.280,-0.270
1,1:44,2,10,PHI 20,0,7,Mark Sanchez pass complete short left to Jordan Matthews for 13 yards (tackle by Nevin Lawson). Penalty on Quandre Diggs: Defensive Holding (Declined),-0.270,1.140
1,1:17,1,10,PHI 33,0,7,DeMarco Murray left end for 19 yards (tackle by Darryl Tapp),1.140,2.390
1,0:53,1,10,DET 48,0,7,Mark Sanchez pass complete short middle to Trey Burton for 43 yards (tackle by Stephen Tulloch),2.390,6.060
1,0:25,1,5,DET 5,0,7,DeMarco Murray middle for 4 yards (tackle by Josh Bynes),6.060,5.910
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,DET 1,0,7,DeMarco Murray left tackle for -1 yards,5.910,4.950
2,14:26,3,2,DET 2,6,7,"Mark Sanchez pass complete short right to Brent Celek for 2 yards, touchdown",4.950,7.000
2,14:26,,,DET 2,7,7,Caleb Sturgis kicks extra point good,0.000,0.000
2,14:26,,,PHI 35,7,7,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,14:20,1,10,DET 20,7,7,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Byron Maxwell),0.280,-0.270
2,14:14,2,10,DET 20,7,7,Matthew Stafford middle for 8 yards (tackle by Mychal Kendricks),-0.270,0.100
2,13:29,3,2,DET 28,7,7,Matthew Stafford middle for 5 yards (tackle by Connor Barwin),0.100,1.140
2,12:51,1,10,DET 33,7,7,Ameer Abdullah left end for 1 yard (tackle by Brandon Graham),1.140,0.730
2,12:12,2,9,DET 34,7,7,Matthew Stafford pass complete short left to Joique Bell for 18 yards (tackle by Beau Allen),0.730,2.390
2,11:31,1,10,PHI 48,7,7,Joique Bell left end for 6 yards (tackle by Connor Barwin),2.390,2.660
2,11:06,2,4,PHI 42,7,7,Matthew Stafford pass complete short middle to Golden Tate for 10 yards (tackle by Malcolm Jenkins),2.660,3.450
2,10:29,1,10,PHI 32,7,7,Joique Bell right tackle for 2 yards (tackle by Connor Barwin),3.450,3.170
2,9:44,2,8,PHI 30,7,7,Matthew Stafford pass complete short right to Lance Moore for 14 yards,3.170,4.510
2,9:14,1,10,PHI 16,7,7,Theo Riddick left end for 3 yards (tackle by Malcolm Jenkins),4.510,4.390
2,8:35,2,7,PHI 13,7,7,Matthew Stafford pass complete short left to Theo Riddick for 11 yards (tackle by Mychal Kendricks),4.390,6.740
2,7:58,1,2,PHI 2,7,13,"Matthew Stafford pass complete short right to Golden Tate for 2 yards, touchdown",6.740,7.000
2,7:58,,,PHI 2,7,14,Matt Prater kicks extra point good,0.000,0.000
2,7:58,,,DET 35,7,14,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,7:53,1,10,PHI 20,7,14,Mark Sanchez pass incomplete short right intended for Darren Sproles (defended by Tahir Whitehead),0.280,-0.270
2,7:47,2,10,PHI 20,7,14,Mark Sanchez pass incomplete short left intended for Darren Sproles,-0.270,-0.960
2,7:41,3,10,PHI 20,7,14,Mark Sanchez sacked by Ezekiel Ansah for -7 yards. Penalty on Matt Tobin: Offensive Holding (Declined),-0.960,-2.490
2,7:29,4,17,PHI 13,7,14,"Donnie Jones punts 43 yards, returned by Lance Moore for 1 yard (tackle by Seyi Ajirotutu)",-2.490,-1.930
2,7:20,1,10,DET 45,7,14,Ameer Abdullah right tackle for 2 yards (tackle by Cedric Thornton and Mychal Kendricks),1.930,1.650
2,6:38,2,8,DET 47,7,14,Matthew Stafford pass complete deep left to Calvin Johnson for 19 yards (tackle by Walter Thurmond),1.650,3.310
2,5:55,1,10,PHI 34,7,14,Ameer Abdullah left end for 4 yards (tackle by Walter Thurmond),3.310,3.310
2,5:14,2,6,PHI 30,7,14,Matthew Stafford pass incomplete short right intended for Calvin Johnson,3.310,2.610
2,5:09,3,6,PHI 30,7,14,Matthew Stafford pass incomplete short middle intended for Golden Tate,2.610,1.430
2,5:04,4,6,PHI 30,7,17,Matt Prater 48 yard field goal good,1.430,3.000
2,5:04,,,DET 35,7,17,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,4:59,1,10,PHI 20,7,17,DeMarco Murray left tackle for -2 yards (tackle by Darryl Tapp),0.280,-0.630
2,4:30,2,12,PHI 18,7,17,Mark Sanchez pass incomplete short middle intended for Brent Celek,-0.630,-1.330
2,4:25,3,12,PHI 18,7,17,Mark Sanchez pass incomplete deep left intended for Miles Austin (defended by Darius Slay),-1.330,-2.240
2,4:19,4,12,PHI 18,7,17,"Donnie Jones punts 60 yards, returned by Lance Moore for 14 yards (tackle by Riley Cooper). Penalty on Corey Fuller: Offensive Holding, 10 yards",-2.240,0.350
2,4:08,1,10,DET 12,7,17,Matthew Stafford pass complete short left to Calvin Johnson for 9 yards (tackle by Malcolm Jenkins and Eric Rowe),-0.350,0.420
2,3:32,2,1,DET 21,7,17,Ameer Abdullah right end for 10 yards (tackle by Bennie Logan),0.420,1.000
2,2:44,1,10,DET 31,7,17,Matthew Stafford pass complete short left to Calvin Johnson for 15 yards (tackle by Malcolm Jenkins),1.000,1.990
2,2:00,1,10,DET 46,7,17,Theo Riddick middle for 3 yards (tackle by Mychal Kendricks),1.990,1.990
2,1:54,1,10,DET 46,7,17,Timeout #1 by Philadelphia Eagles,1.990,1.860
2,1:54,2,7,DET 49,7,17,Matthew Stafford pass complete short middle to Eric Ebron for 19 yards (tackle by Walter Thurmond),1.860,3.450
2,1:20,1,10,PHI 32,7,17,Matthew Stafford pass complete short middle to Eric Ebron for 9 yards (tackle by Connor Barwin),3.450,4.120
2,0:38,2,1,PHI 23,7,17,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,4.120,3.400
2,0:33,3,1,PHI 23,7,17,Matthew Stafford pass complete short right to Golden Tate for 5 yards (tackle by Byron Maxwell),3.400,4.370
2,0:27,1,10,PHI 18,7,17,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by Eric Rowe),4.370,3.800
2,0:21,2,10,PHI 18,7,17,Matthew Stafford sacked by Vinny Curry for -7 yards,3.800,3.800
2,0:17,2,10,PHI 18,7,17,Timeout #1 by Detroit Lions,3.800,2.210
2,0:17,3,17,PHI 25,7,23,"Matthew Stafford pass complete deep left to Calvin Johnson for 25 yards, touchdown",2.210,7.000
2,0:17,,,PHI 25,7,24,Matt Prater kicks extra point good,0.000,0.000
2,0:17,,,DET 35,7,24,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,0:12,1,10,PHI 20,7,24,Mark Sanchez kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,7,24,"Caleb Sturgis kicks off 70 yards, returned by Ameer Abdullah for 25 yards (tackle by Trey Burton)",0.000,-0.280
3,14:55,1,10,DET 20,7,24,Ameer Abdullah right tackle for 3 yards (tackle by Bennie Logan),0.280,0.140
3,14:12,2,7,DET 23,7,24,Matthew Stafford pass complete short right to Calvin Johnson for 7 yards (tackle by Byron Maxwell),0.140,0.940
3,13:31,1,10,DET 30,7,24,Joique Bell right tackle for 4 yards (tackle by Bennie Logan),0.940,0.930
3,12:49,2,6,DET 34,7,24,Matthew Stafford pass complete short right to Golden Tate for 19 yards (tackle by Byron Maxwell),0.930,2.460
3,12:07,1,10,PHI 47,7,24,Ameer Abdullah left end for 1 yard (tackle by DeMeco Ryans),2.460,2.050
3,11:26,2,9,PHI 46,7,24,Matthew Stafford pass complete short left to Ameer Abdullah for 12 yards (tackle by Brandon Graham),2.050,3.310
3,10:40,1,10,PHI 34,7,24,Matthew Stafford pass incomplete deep right intended for Joique Bell,3.310,2.770
3,10:34,2,10,PHI 34,7,24,Matthew Stafford pass complete short left to Theo Riddick for 11 yards (tackle by Walter Thurmond and Kiko Alonso),2.770,4.040
3,9:49,1,10,PHI 23,7,24,"Theo Riddick left end for no gain (tackle by Mychal Kendricks). Penalty on Laken Tomlinson: Illegal Use of Hands, 10 yards (no play)",4.040,3.380
3,9:28,1,20,PHI 33,7,24,Ameer Abdullah left tackle for 9 yards (tackle by Mychal Kendricks),3.380,3.360
3,8:41,2,11,PHI 24,7,24,Matthew Stafford pass complete short left to Calvin Johnson for 11 yards (tackle by Walter Thurmond),3.360,4.710
3,7:57,1,10,PHI 13,7,24,Matthew Stafford pass complete short left to Theo Riddick for 9 yards (tackle by Eric Rowe),4.710,5.730
3,7:13,2,1,PHI 4,7,30,"Matthew Stafford pass complete short left to Calvin Johnson for 4 yards, touchdown",5.730,7.000
3,7:13,,,PHI 4,7,31,Matt Prater kicks extra point good,0.000,0.000
3,7:13,,,DET 35,7,31,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,7:09,1,10,PHI 20,7,31,Mark Sanchez pass incomplete short middle intended for Jordan Matthews (defended by Isa Abdul-Quddus),0.280,-0.270
3,7:05,2,10,PHI 20,7,31,Mark Sanchez pass complete short right to Nelson Agholor for 3 yards (tackle by Nevin Lawson),-0.270,-0.560
3,6:42,3,7,PHI 23,7,31,"Mark Sanchez sacked by Ezekiel Ansah for -8 yards. Mark Sanchez fumbles (forced by Ezekiel Ansah), recovered by Ezekiel Ansah at PHI-15 and returned for 1 yards (tackle by DeMarco Murray)",-0.560,-4.650
3,6:33,1,10,PHI 14,7,31,Joique Bell right tackle for 9 yards (tackle by Kiko Alonso),4.650,5.670
3,5:52,2,1,PHI 5,7,31,Matthew Stafford pass incomplete short right intended for Calvin Johnson,5.670,4.960
3,5:48,3,1,PHI 5,7,31,Joique Bell left tackle for 2 yards (tackle by Walter Thurmond),4.960,6.510
3,5:10,1,3,PHI 3,7,37,"Matthew Stafford pass complete short right to Calvin Johnson for 3 yards, touchdown",6.510,7.000
3,5:10,,,PHI 3,7,38,Matt Prater kicks extra point good,0.000,0.000
3,5:10,,,DET 35,7,38,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,5:05,1,10,PHI 20,7,38,DeMarco Murray left end for 2 yards (tackle by Stephen Tulloch),0.280,0.000
3,4:39,2,8,PHI 22,7,38,Mark Sanchez pass complete short left to Darren Sproles for no gain,0.000,-0.690
3,4:09,3,8,PHI 22,7,38,Mark Sanchez pass complete short right to Josh Huff for 11 yards (tackle by Nevin Lawson),-0.690,1.140
3,3:43,1,10,PHI 33,7,38,Mark Sanchez pass complete short left to Riley Cooper for 8 yards (tackle by Darius Slay),1.140,1.670
3,3:25,2,2,PHI 41,7,38,Mark Sanchez sacked by Stephen Tulloch for -8 yards,1.670,-0.100
3,2:48,3,10,PHI 33,7,38,Mark Sanchez pass complete short right to Brent Celek for 8 yards (tackle by Tahir Whitehead),-0.100,-0.650
3,2:15,4,2,PHI 41,7,38,Donnie Jones punts 47 yards,-0.650,0.350
3,2:01,1,10,DET 12,7,38,Ameer Abdullah right end for -1 yards (tackle by Bennie Logan),-0.350,-0.850
3,1:22,2,11,DET 11,7,38,Ameer Abdullah right end for 1 yard (tackle by DeMeco Ryans and Connor Barwin),-0.850,-1.420
3,0:39,3,10,DET 12,7,38,Matthew Stafford pass incomplete short right intended for Eric Ebron,-1.420,-2.490
3,0:34,4,10,DET 12,7,38,"Sam Martin punts 46 yards, fair catch by Darren Sproles",-2.490,-1.730
3,0:25,1,10,PHI 42,7,38,DeMarco Murray left end for 4 yards (tackle by Tahir Whitehead),1.730,1.730
3,0:02,2,6,PHI 46,7,38,DeMarco Murray left tackle for 2 yards (tackle by C.J. Wilson and Tahir Whitehead),1.730,1.290
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,PHI 48,7,38,Mark Sanchez sacked by Ezekiel Ansah and Devin Taylor for -8 yards,1.290,-0.720
4,14:27,4,12,PHI 40,7,38,"Donnie Jones punts 44 yards, returned by Golden Tate for 9 yards (tackle by Trey Burton)",-0.720,-0.610
4,14:18,1,10,DET 25,7,38,Ameer Abdullah right tackle for 9 yards (tackle by Mychal Kendricks and DeMeco Ryans),0.610,1.280
4,13:40,2,1,DET 34,7,38,Ameer Abdullah right tackle for 4 yards (tackle by DeMeco Ryans),1.280,1.470
4,13:02,1,10,DET 38,7,38,Matthew Stafford pass complete short right to Brandon Pettigrew for 21 yards (tackle by Byron Maxwell and Walter Thurmond),1.470,2.850
4,12:17,1,10,PHI 41,7,38,Joique Bell left end for 1 yard (tackle by Fletcher Cox),2.850,2.440
4,11:36,2,9,PHI 40,7,38,Matthew Stafford pass complete short left to Joique Bell for 39 yards (tackle by Malcolm Jenkins),2.440,6.970
4,10:45,1,1,PHI 1,7,44,"Joique Bell middle for 1 yard, touchdown",6.970,7.000
4,10:45,,,PHI 1,7,45,Matt Prater kicks extra point good,0.000,0.000
4,10:45,,,DET 35,7,45,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,10:42,1,10,PHI 20,7,45,Mark Sanchez pass complete short right to Trey Burton for 6 yards (tackle by Darius Slay and Stephen Tulloch),0.280,0.540
4,10:22,2,4,PHI 26,7,45,Mark Sanchez pass complete short left to Miles Austin for 12 yards (tackle by Nevin Lawson),0.540,1.470
4,9:57,1,10,PHI 38,7,45,Mark Sanchez pass complete short left to Kenjon Barner for 1 yard (tackle by Devin Taylor),1.470,1.060
4,9:28,2,9,PHI 39,7,45,Mark Sanchez sacked by Darryl Tapp for -1 yards,1.060,0.230
4,8:54,3,10,PHI 38,7,45,Kenjon Barner right tackle for -2 yards (tackle by Haloti Ngata),0.230,-0.980
4,8:28,4,12,PHI 36,7,45,"Donnie Jones punts 46 yards, fair catch by Golden Tate",-0.980,-0.040
4,8:18,1,10,DET 18,7,45,Ameer Abdullah left tackle for 3 yards (tackle by Taylor Hart),0.040,0.010
4,7:36,2,7,DET 21,7,45,Ameer Abdullah left end for 2 yards (tackle by Mychal Kendricks),0.010,-0.530
4,6:51,3,5,DET 23,7,45,Matthew Stafford sacked by Vinny Curry for -8 yards,-0.530,-2.440
4,6:14,4,13,DET 15,7,45,"Sam Martin punts 45 yards, returned by Darren Sproles for 5 yards",-2.440,-1.930
4,6:03,1,10,PHI 45,7,45,Kenjon Barner right tackle for 6 yards (tackle by Bill Bentley),1.930,2.190
4,5:38,2,4,DET 49,7,45,Kenjon Barner left end for 3 yards (tackle by Brandon Copeland),2.190,1.880
4,5:16,3,1,DET 46,7,45,Kenjon Barner middle for 2 yards,1.880,2.650
4,4:46,1,10,DET 44,7,45,Darren Sproles right tackle for -1 yards (tackle by James Ihedigbo),2.650,1.980
4,4:19,2,11,DET 45,7,45,"Mark Sanchez pass complete short right to Darren Sproles for 16 yards (tackle by Don Carey). Penalty on Nelson Agholor: Unsportsmanlike Conduct, 15 yards",1.980,2.650
4,4:05,1,10,DET 44,7,45,Kenjon Barner right end for 16 yards (tackle by Devin Taylor),2.650,3.710
4,3:34,1,10,DET 28,7,45,Mark Sanchez pass complete short right to Seyi Ajirotutu for 4 yards (tackle by Crezdon Butler),3.710,3.710
4,3:08,2,6,DET 24,7,45,Mark Sanchez pass incomplete deep left intended for Seyi Ajirotutu,3.710,3.010
4,3:02,3,6,DET 24,13,45,"Mark Sanchez pass complete deep left to Jordan Matthews for 24 yards, touchdown. Penalty on James Ihedigbo: Illegal Contact (Declined)",3.010,7.000
4,3:02,,,DET 24,14,45,Caleb Sturgis kicks extra point good,0.000,0.000
4,3:02,,,PHI 35,14,45,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
4,2:56,1,10,DET 20,14,45,George Winn middle for 2 yards (tackle by Bennie Logan),0.280,0.000
4,2:14,2,8,DET 22,14,45,George Winn right tackle for 1 yard (tackle by Kiko Alonso),0.000,-0.560
4,2:00,3,7,DET 23,14,45,George Winn middle for -2 yards (tackle by Ed Reynolds),-0.560,-1.960
4,1:15,4,9,DET 21,14,45,"Sam Martin punts 47 yards, returned by Darren Sproles for -2 yards (tackle by Corey Fuller)",-1.960,-0.940
4,1:05,1,10,PHI 30,14,45,Kenjon Barner right tackle for 2 yards (tackle by Brandon Copeland),0.940,0.660
4,0:41,2,8,PHI 32,14,45,Kenjon Barner right end for 3 yards (tackle by Brandon Copeland),0.660,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
