#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 20,3,1:48,1,Punt
2,1,10:58,DEN 15,3,1:14,7,Punt
3,1,6:39,DEN 9,9,4:13,52,Interception
4,2,15:00,DEN 29,14,7:38,60,Missed FG
5,2,5:44,DEN 42,3,1:40,9,Punt
6,2,0:37,DEN 20,5,0:37,27,End of Half
7,3,13:42,DEN 45,3,0:52,0,Punt
8,3,10:29,DEN 13,3,1:55,9,Punt
9,3,5:19,DEN 20,3,1:31,6,Punt
10,4,14:55,DEN 20,3,1:53,8,Punt
11,4,11:30,DEN 37,5,2:37,18,Fumble
12,4,6:50,DEN 7,4,1:09,24,Punt
13,4,4:34,DEN 37,7,2:26,63,Touchdown
14,4,0:56,DEN 20,8,0:53,39,Field Goal
15,5,12:47,DEN 34,9,4:13,33,Field Goal
