Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
3,13:05,3,10,DEN 45,0,0,Tim Tebow pass incomplete short left intended for Matt Willis. Penalty on Jeremiah Johnson: Illegal Formation (Declined),0.700,-0.390
3,12:59,4,10,DEN 45,0,0,"Britton Colquitt punts 36 yards, fair catch by Devin Hester",-0.390,-0.150
3,12:50,1,10,CHI 19,0,0,Kahlil Bell left guard for 13 yards (tackle by Chris Harris),0.150,1.070
3,12:15,1,10,CHI 32,0,0,Kahlil Bell left guard for 3 yards (tackle by Robert Ayers),1.070,0.930
3,11:37,2,7,CHI 35,0,0,Caleb Hanie sacked by Von Miller for -8 yards,0.930,-0.820
3,11:09,,,,0,0,Timeout #1 by Chicago Bears,0.000,-0.820
3,11:09,3,15,CHI 27,0,0,Caleb Hanie left end for 9 yards (tackle by D.J. Williams),-0.820,-0.980
3,10:44,4,6,CHI 36,0,0,"Adam Podlesh punts 57 yards, muffed catch by Quan Cosby, recovered by Quan Cosby and returned for 6 yards (tackle by Zackary Bowman)",-0.980,0.320
3,10:29,1,10,DEN 13,0,0,Tim Tebow left end for 9 yards (tackle by Charles Tillman),-0.320,0.490
3,10:06,2,1,DEN 22,0,0,"Tim Tebow left end for no gain (tackle by Julius Peppers). Tim Tebow fumbles (forced by Julius Peppers), ball out of bounds at DEN-22",0.490,-0.350
3,9:38,3,1,DEN 22,0,0,Willis McGahee right tackle for no gain (tackle by Lance Briggs),-0.350,-1.900
3,8:55,4,1,DEN 22,0,0,"Britton Colquitt punts 46 yards, returned by Devin Hester for 26 yards (tackle by Spencer Larsen)",-1.900,-2.790
3,8:34,1,10,DEN 42,0,0,Marion Barber left tackle for 5 yards (tackle by Brodrick Bunkley),2.790,2.920
3,7:58,2,5,DEN 37,0,0,Marion Barber left tackle for 17 yards (tackle by Rahim Moore),2.920,4.240
3,7:17,1,10,DEN 20,0,0,Marion Barber left guard for 3 yards (tackle by Andre' Goodman),4.240,4.120
3,6:45,2,7,DEN 17,0,0,Caleb Hanie pass complete short right to Kahlil Bell for 6 yards (tackle by Champ Bailey),4.120,4.590
3,6:06,3,1,DEN 11,0,0,Marion Barber left tackle for 2 yards (tackle by Marcus Thomas),4.590,5.140
3,5:26,1,9,DEN 9,6,0,"Marion Barber left tackle for 9 yards, touchdown",5.140,7.000
3,,,,DEN 2,7,0,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 35,7,0,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
3,5:19,1,10,DEN 20,7,0,Tim Tebow pass incomplete deep right intended for Eric Decker,0.280,-0.270
3,5:13,2,10,DEN 20,7,0,Willis McGahee up the middle for no gain (tackle by Matt Toeaina),-0.270,-0.960
3,4:37,3,10,DEN 20,7,0,Tim Tebow up the middle for 6 yards (tackle by Israel Idonije),-0.960,-1.630
3,4:01,4,4,DEN 26,7,0,"Britton Colquitt punts 47 yards, returned by Devin Hester for 10 yards (tackle by Quinton Carter)",-1.630,-1.400
3,3:48,1,10,CHI 37,7,0,Marion Barber left tackle for 9 yards (tackle by Rahim Moore),1.400,2.070
3,3:15,2,1,CHI 46,7,0,Marion Barber right tackle for -1 yards (tackle by Marcus Thomas),2.070,1.220
3,2:37,3,2,CHI 45,7,0,Caleb Hanie pass complete short left to Roy E. Williams for 17 yards (tackle by D.J. Williams),1.220,3.050
3,1:58,1,10,DEN 38,7,0,"Caleb Hanie pass complete short right to Devin Hester for 1 yard (tackle by Champ Bailey). Penalty on Devin Hester: Face Mask (15 Yards), 14 yards (no play)",3.050,2.130
3,1:29,,,,7,0,Timeout #2 by Chicago Bears,0.000,2.130
3,1:29,1,24,CHI 48,7,0,Caleb Hanie sacked by Elvis Dumervil for -5 yards,2.130,-0.060
3,0:53,2,29,CHI 43,7,0,Kahlil Bell up the middle for 2 yards (tackle by Marcus Thomas),-0.060,-0.430
3,0:18,3,27,CHI 45,7,0,Caleb Hanie pass complete short left to Marion Barber for 16 yards (tackle by Rahim Moore),-0.430,0.660
Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,11,DEN 39,10,0,Robbie Gould 57 yard field goal good,0.660,3.000
4,,,,CHI 35,10,0,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
4,14:55,1,10,DEN 20,10,0,Demaryius Thomas up the middle for 5 yards (tackle by Chauncey Davis),0.280,0.410
4,14:18,2,5,DEN 25,10,0,Willis McGahee left guard for no gain (tackle by Israel Idonije and Amobi Okoye),0.410,-0.300
4,13:39,3,5,DEN 25,10,0,Tim Tebow right end for 3 yards (tackle by Craig Steltz),-0.300,-1.500
4,13:10,4,2,DEN 28,10,0,"Britton Colquitt punts 52 yards, fair catch by Devin Hester",-1.500,-0.340
4,13:02,1,10,CHI 21,10,0,Marion Barber right guard for 5 yards (tackle by Rahim Moore),0.340,0.480
4,12:29,2,5,CHI 26,10,0,Marion Barber up the middle for -5 yards (tackle by Von Miller),0.480,-0.890
4,11:45,3,10,CHI 21,10,0,Caleb Hanie pass incomplete short left intended for Marion Barber,-0.890,-1.960
4,11:41,4,10,CHI 21,10,0,"Adam Podlesh punts 55 yards, returned by Quan Cosby for 13 yards (tackle by Sam Hurd)",-1.960,-1.400
4,11:30,1,10,DEN 37,10,0,"Tim Tebow left end for -1 yards (tackle by Charles Tillman). Penalty on Chris Kuper: Offensive Holding, 10 yards (no play)",1.400,0.740
4,11:12,1,20,DEN 27,10,0,Tim Tebow pass complete short left to Demaryius Thomas for 14 yards (tackle by Charles Tillman),0.740,1.400
4,10:34,2,6,DEN 41,10,0,Tim Tebow pass complete short left to Demaryius Thomas for 9 yards (tackle by Charles Tillman),1.400,2.260
4,10:05,1,10,,10,0,Tim Tebow pass complete short left to Matt Willis for 14 yards (tackle by Brian Urlacher),2.260,3.180
4,9:30,1,10,CHI 36,10,0,Tim Tebow up the middle for -2 yards (tackle by Craig Steltz),3.180,2.370
4,9:02,2,12,CHI 38,10,0,"Tim Tebow sacked by Craig Steltz for -7 yards. Tim Tebow fumbles (forced by Craig Steltz), recovered by Israel Idonije at CHI-45 (tackle by Ryan Clady)",2.370,-1.930
4,8:53,1,10,CHI 45,10,0,Marion Barber left guard for 1 yard (tackle by Brodrick Bunkley and Von Miller),1.930,1.520
4,8:16,2,9,CHI 46,10,0,Marion Barber left guard for 2 yards (tackle by Joe Mays),1.520,1.090
4,7:38,3,7,CHI 48,10,0,Marion Barber left tackle for 2 yards (tackle by Robert Ayers),1.090,-0.060
4,6:57,4,5,,10,0,"Adam Podlesh punts 43 yards, fair catch by Quan Cosby",-0.060,0.380
4,6:50,1,10,DEN 7,10,0,Tim Tebow pass complete deep left to Eric Decker for 23 yards,-0.380,0.940
4,6:22,1,10,DEN 30,10,0,Tim Tebow pass incomplete short left intended for Demaryius Thomas,0.940,0.390
4,6:18,2,10,DEN 30,10,0,Tim Tebow pass incomplete short right intended for Matt Willis,0.390,-0.300
4,6:12,3,10,DEN 30,10,0,Tim Tebow pass complete short right to Eric Decker for 1 yard (tackle by Tim Jennings),-0.300,-1.310
4,5:48,4,9,DEN 31,10,0,Britton Colquitt punts 52 yards,-1.310,0.060
4,5:41,1,10,CHI 17,10,0,Kahlil Bell right tackle for -1 yards (tackle by Marcus Thomas),-0.060,-0.730
4,5:36,,,,10,0,Timeout #2 by Denver Broncos,0.000,-0.730
4,5:36,2,11,CHI 16,10,0,Kahlil Bell up the middle for 1 yard (tackle by Brodrick Bunkley),-0.730,-1.250
4,5:30,,,,10,0,Timeout #3 by Denver Broncos,0.000,-1.250
4,5:30,3,10,CHI 17,10,0,Kahlil Bell right end for 7 yards (tackle by Quinton Carter),-1.250,-1.770
4,4:47,4,3,CHI 24,10,0,"Adam Podlesh punts 45 yards, returned by Quan Cosby for 6 yards (tackle by Corey Graham)",-1.770,-1.400
4,4:34,1,10,DEN 37,10,0,Tim Tebow pass complete short right to Lance Ball for 6 yards (tackle by Tim Jennings),1.400,1.670
4,4:05,2,4,DEN 43,10,0,Tim Tebow pass complete short right to Lance Ball for 10 yards (tackle by Lance Briggs),1.670,2.460
4,3:42,1,10,CHI 47,10,0,Tim Tebow pass complete short middle to Jeremiah Johnson for 8 yards (tackle by Brian Urlacher),2.460,2.990
4,3:17,2,2,CHI 39,10,0,Tim Tebow pass complete short left to Jeremiah Johnson for 3 yards (tackle by Charles Tillman),2.990,3.180
4,3:11,1,10,CHI 36,10,0,Tim Tebow pass complete deep middle to Matt Willis for 19 yards (tackle by Lance Briggs),3.180,4.440
4,2:39,1,10,CHI 17,10,0,Tim Tebow pass complete short middle to Demaryius Thomas for 7 yards (tackle by D.J. Moore),4.440,5.100
4,2:15,2,3,CHI 10,10,6,"Tim Tebow pass complete short right to Demaryius Thomas for 10 yards, touchdown",5.100,7.000
4,,,,CHI 2,10,7,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 35,10,7,"Matt Prater kicks onside 16 yards, recovered by Nick Roach",0.000,2.190
4,2:05,1,10,CHI 49,10,7,Marion Barber left tackle for no gain (tackle by Joe Mays),2.190,1.650
4,2:00,2,10,CHI 49,10,7,Marion Barber left end for 5 yards (tackle by D.J. Williams),1.650,1.620
4,1:55,3,5,DEN 46,10,7,Marion Barber up the middle for 1 yard (tackle by Elvis Dumervil),1.620,0.270
4,1:06,4,4,DEN 45,10,7,"Penalty on Adam Podlesh: Delay of Game, 5 yards (no play)",0.270,-0.060
4,1:06,4,9,,10,7,"Adam Podlesh punts 39 yards, returned by Quan Cosby for 9 yards (tackle by Jabara Williams)",-0.060,-0.280
4,0:56,1,10,DEN 20,10,7,Tim Tebow pass complete short left to Eric Decker for 9 yards,0.280,0.950
4,0:53,2,1,DEN 29,10,7,Tim Tebow pass complete short left to Lance Ball for 11 yards (tackle by Charles Tillman),0.950,1.600
4,0:53,1,10,DEN 40,10,7,Tim Tebow spiked the ball,1.600,1.050
4,0:30,2,10,DEN 40,10,7,Tim Tebow pass complete short right to Matt Willis for 19 yards,1.050,2.850
4,0:23,1,10,CHI 41,10,7,Tim Tebow pass incomplete short right intended for Demaryius Thomas,2.850,2.310
4,0:18,2,10,CHI 41,10,7,Tim Tebow pass incomplete short left intended for Lance Ball,2.310,1.620
4,0:14,3,10,CHI 41,10,7,Tim Tebow for no gain,1.620,0.530
4,0:08,4,10,CHI 41,10,10,Matt Prater 59 yard field goal good,0.530,3.000
4,,,,DEN 35,10,10,"Matt Prater kicks off 74 yards, returned by Devin Hester for 25 yards (tackle by Mitch Unrein)",0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
,,,,,,,"Bears won the coin toss, Bears to receive the overtime kickoff.",,
OT,,,,DEN 35,10,10,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,CHI 20,10,10,Caleb Hanie pass complete short left to Johnny Knox for 18 yards (tackle by Quinton Carter),0.280,1.470
OT,14:27,1,10,CHI 38,10,10,Caleb Hanie pass complete short right to Roy E. Williams for 5 yards,1.470,1.600
OT,13:59,2,5,CHI 43,10,10,Caleb Hanie pass complete short right to Marion Barber for 16 yards (tackle by Joe Mays),1.600,2.850
OT,13:31,1,10,DEN 41,10,10,Caleb Hanie pass incomplete short right intended for Kellen Davis,2.850,2.310
OT,13:27,,,,10,10,Timeout #1 by Chicago Bears,0.000,2.310
OT,13:27,2,10,DEN 41,10,10,Marion Barber left tackle for 3 yards (tackle by Brodrick Bunkley and Marcus Thomas),2.310,2.020
OT,12:53,3,7,DEN 38,10,10,"Marion Barber left tackle for 5 yards (tackle by Wesley Woodyard). Marion Barber fumbles (forced by Wesley Woodyard), recovered by Elvis Dumervil at DEN-33 (tackle by Marion Barber)",2.020,-1.200
OT,12:47,1,10,DEN 34,10,10,Tim Tebow pass incomplete deep left intended for Matt Willis,1.200,0.660
OT,12:37,2,10,DEN 34,10,10,Tim Tebow pass complete short right to Willis McGahee for 2 yards (tackle by Matt Toeaina),0.660,0.230
OT,12:12,3,8,DEN 36,10,10,Tim Tebow pass complete short right to Demaryius Thomas for 10 yards (tackle by Tim Jennings),0.230,1.990
OT,11:41,1,10,DEN 46,10,10,Tim Tebow sacked by Stephen Paea for -2 yards,1.990,1.180
OT,11:15,2,12,DEN 44,10,10,Tim Tebow pass complete deep right to Demaryius Thomas for 16 yards (tackle by Zackary Bowman),1.180,2.920
OT,10:39,1,10,CHI 40,10,10,Willis McGahee left guard for 1 yard (tackle by Brian Urlacher),2.920,2.510
OT,10:07,2,9,CHI 39,10,10,Tim Tebow up the middle for 5 yards (tackle by Brian Urlacher),2.510,2.480
OT,9:23,,,,10,10,Timeout #1 by Denver Broncos,0.000,2.480
OT,9:23,3,4,CHI 34,10,10,Tim Tebow left tackle for 1 yard (tackle by Amobi Okoye),2.480,1.190
OT,8:40,,,,10,10,Timeout #2 by Chicago Bears,0.000,1.190
OT,8:40,4,3,CHI 33,10,13,Matt Prater 51 yard field goal good,1.190,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
