Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Willis McGahee right guard for 3 yards (tackle by Lance Briggs),0.280,0.140
1,14:25,2,7,DEN 23,0,0,Willis McGahee up the middle for no gain (tackle by Lance Briggs),0.140,-0.560
1,13:53,3,7,DEN 23,0,0,Tim Tebow sacked by Henry Melton for -2 yards,-0.560,-1.960
1,13:20,4,9,DEN 21,0,0,"Britton Colquitt punts 38 yards, fair catch by Devin Hester",-1.960,-1.660
1,13:12,1,10,CHI 41,0,0,Caleb Hanie pass complete short right to Kahlil Bell for -1 yards (tackle by Brian Dawkins),1.660,0.990
1,12:32,2,11,CHI 40,0,0,Marion Barber up the middle for 4 yards (tackle by Wesley Woodyard),0.990,0.830
1,11:56,,,,0,0,Timeout #1 by Denver Broncos,0.000,0.830
1,11:56,3,7,CHI 44,0,0,"Penalty on Chris Spencer: False Start, 5 yards (no play)",0.830,0.170
1,11:56,3,12,CHI 39,0,0,Caleb Hanie pass complete short right to Kahlil Bell for 11 yards (tackle by Chris Harris),0.170,-0.060
1,11:06,4,1,,0,0,"Adam Podlesh punts 35 yards, fair catch by Quan Cosby",-0.060,0.220
1,10:58,1,10,DEN 15,0,0,Tim Tebow right tackle for -3 yards (tackle by Israel Idonije),-0.220,-1.000
1,10:26,2,13,DEN 12,0,0,Tim Tebow pass complete short left to Lance Ball for 10 yards (tackle by Brian Urlacher),-1.000,-0.510
1,9:57,3,3,DEN 22,0,0,Tim Tebow pass incomplete short right intended for Eric Decker (defended by D.J. Moore),-0.510,-1.900
1,9:52,4,3,DEN 22,0,0,"Britton Colquitt punts 53 yards, fair catch by Devin Hester",-1.900,-0.610
1,9:44,1,10,CHI 25,0,0,Marion Barber up the middle for 5 yards (tackle by Marcus Thomas),0.610,0.740
1,9:10,2,5,CHI 30,0,0,Marion Barber left guard for 8 yards (tackle by Brian Dawkins),0.740,1.470
1,8:36,1,10,CHI 38,0,0,Marion Barber right end for no gain (tackle by Andre' Goodman),1.470,0.920
1,7:58,2,10,CHI 38,0,0,Caleb Hanie sacked by D.J. Williams for -8 yards,0.920,-0.820
1,7:26,3,18,CHI 30,0,0,Marion Barber up the middle for 9 yards (tackle by Elvis Dumervil),-0.820,-0.780
1,6:51,4,9,CHI 39,0,0,"Adam Podlesh punts 48 yards, returned by Quan Cosby for 5 yards (tackle by Chris Massey). Penalty on Mario Haggan: Illegal Blindside Block, 9 yards",-0.780,0.380
1,6:39,1,10,DEN 9,0,0,Willis McGahee right guard for 1 yard (tackle by Amobi Okoye and Craig Steltz),-0.380,-0.710
1,6:03,2,9,DEN 10,0,0,Tim Tebow pass complete short left to Demaryius Thomas for 12 yards (tackle by Nick Roach),-0.710,0.410
1,5:32,1,10,DEN 22,0,0,Willis McGahee right end for -1 yards (tackle by Henry Melton),0.410,-0.270
1,4:49,2,11,DEN 21,0,0,Tim Tebow pass incomplete short left intended for Demaryius Thomas,-0.270,-0.960
1,4:42,3,11,DEN 21,0,0,"Penalty on Tim Tebow: Delay of Game, 5 yards (no play)",-0.960,-1.870
1,4:42,3,16,DEN 16,0,0,Tim Tebow pass complete deep left to Matt Willis for 23 yards (tackle by Brian Urlacher),-1.870,1.530
1,3:51,1,10,DEN 39,0,0,Willis McGahee right guard for 3 yards (tackle by Lance Briggs),1.530,1.390
1,3:14,2,7,DEN 42,0,0,"Tim Tebow pass incomplete deep left intended for Eric Decker. Penalty on Lance Briggs: Roughing the Passer, 15 yards (no play)",1.390,2.720
1,3:05,1,10,CHI 43,0,0,Willis McGahee right end for 4 yards (tackle by Tim Jennings),2.720,2.720
1,2:44,2,6,CHI 39,0,0,Tim Tebow pass incomplete deep right intended for Daniel Fells,2.720,2.010
1,2:38,3,6,CHI 39,0,0,Tim Tebow pass incomplete short left intended for Matt Willis is intercepted by Charles Tillman at CHI-24,2.010,-0.540
1,2:26,1,10,CHI 24,0,0,Marion Barber left guard for 3 yards (tackle by Brian Dawkins and Robert Ayers),0.540,0.400
1,2:03,2,7,CHI 27,0,0,Marion Barber up the middle for 7 yards (tackle by Rahim Moore),0.400,1.200
1,1:30,1,10,CHI 34,0,0,Marion Barber left guard for 2 yards (tackle by Von Miller),1.200,0.930
1,0:49,2,8,CHI 36,0,0,Caleb Hanie pass complete short left to Johnny Knox for no gain,0.930,0.230
1,0:07,3,8,CHI 36,0,0,Caleb Hanie pass incomplete short middle intended for Johnny Knox,0.230,-0.980
1,0:02,4,8,CHI 36,0,0,"Adam Podlesh punts 46 yards, returned by Quan Cosby for 11 yards (tackle by Chris Massey)",-0.980,-0.870
Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 29,0,0,Willis McGahee left tackle for 3 yards (tackle by Corey Wootton),0.870,0.730
2,14:24,2,7,DEN 32,0,0,"Willis McGahee right guard for 3 yards (tackle by Corey Wootton). Penalty on Demaryius Thomas: Illegal Formation, 4 yards (no play)",0.730,0.190
2,13:59,2,11,DEN 28,0,0,Tim Tebow sacked by Julius Peppers for -4 yards,0.190,-1.020
2,13:32,3,15,DEN 24,0,0,Tim Tebow up the middle for 16 yards (tackle by Brian Urlacher and Craig Steltz),-1.020,1.600
2,13:01,1,10,DEN 40,0,0,Willis McGahee right guard for 2 yards (tackle by Tim Jennings),1.600,1.320
2,12:26,2,8,DEN 42,0,0,Tim Tebow sacked by Chauncey Davis for 0 yards,1.320,0.630
2,11:43,3,8,DEN 42,0,0,"Tim Tebow pass incomplete deep left intended for Demaryius Thomas. Penalty on Israel Idonije: Roughing the Passer, 15 yards (no play)",0.630,2.720
2,11:39,1,10,CHI 43,0,0,Jeremiah Johnson left end for 4 yards (tackle by Brian Urlacher),2.720,2.720
2,11:03,2,6,CHI 39,0,0,Spencer Larsen up the middle for 5 yards (tackle by Brian Urlacher and Chauncey Davis),2.720,2.680
2,10:23,3,1,CHI 34,0,0,Tim Tebow up the middle for 9 yards (tackle by Chris Conte),2.680,3.910
2,9:40,1,10,CHI 25,0,0,Willis McGahee up the middle for 7 yards (tackle by Lance Briggs),3.910,4.370
2,8:58,2,3,CHI 18,0,0,Willis McGahee up the middle for 3 yards (tackle by Stephen Paea),4.370,4.580
2,8:15,1,10,CHI 15,0,0,Tim Tebow pass incomplete short left intended for Eric Decker,4.580,3.950
2,8:09,2,10,CHI 15,0,0,Willis McGahee right guard for 4 yards (tackle by Brian Urlacher),3.950,3.780
2,7:31,3,6,CHI 11,0,0,Tim Tebow pass incomplete short left intended for Lance Ball,3.780,2.720
2,7:27,,,,0,0,Timeout #2 by Denver Broncos,0.000,2.720
2,7:27,4,6,CHI 11,0,0,"Matt Prater 28 yard field goal no good, blocked by Israel Idonije",2.720,-0.280
2,7:22,1,10,CHI 20,0,0,Caleb Hanie pass incomplete short right intended for Devin Hester,0.280,-0.270
2,7:18,2,10,CHI 20,0,0,Marion Barber right end for 8 yards (tackle by D.J. Williams),-0.270,0.100
2,6:36,3,2,CHI 28,0,0,"Penalty on Lance Louis: False Start, 5 yards (no play)",0.100,-0.560
2,6:16,3,7,CHI 23,0,0,Caleb Hanie sacked by D.J. Williams for -8 yards,-0.560,-2.440
2,5:59,4,15,CHI 15,0,0,"Adam Podlesh punts 52 yards, returned by Quan Cosby for 9 yards (tackle by Chris Massey)",-2.440,-1.730
2,5:44,1,10,DEN 42,0,0,Tim Tebow pass incomplete short right intended for Eric Decker,1.730,1.190
2,5:38,2,10,DEN 42,0,0,Willis McGahee up the middle for 4 yards (tackle by Lance Briggs),1.190,1.030
2,4:57,3,6,DEN 46,0,0,Tim Tebow up the middle for 5 yards (tackle by Brian Urlacher),1.030,0.000
2,4:12,4,1,CHI 49,0,0,"Britton Colquitt punts 39 yards, fair catch by Devin Hester. Penalty on Charles Tillman: Offensive Holding, 5 yards",0.000,0.380
2,4:04,1,10,CHI 5,0,0,Kahlil Bell right guard for no gain (tackle by Von Miller),-0.380,-0.780
2,3:27,2,10,CHI 5,0,0,Kahlil Bell right guard for 12 yards (tackle by D.J. Williams),-0.780,-0.060
2,2:52,1,10,CHI 17,0,0,Kahlil Bell left guard for 3 yards (tackle by Elvis Dumervil),-0.060,-0.060
2,2:10,2,7,CHI 20,0,0,Caleb Hanie pass complete short right to Kahlil Bell for 13 yards (tackle by Joe Mays),-0.060,1.140
2,2:00,1,10,CHI 33,0,0,Caleb Hanie pass complete short left to Johnny Knox for 19 yards,1.140,2.390
2,1:54,1,10,DEN 48,0,0,Caleb Hanie pass complete short right to Kahlil Bell for -5 yards (tackle by D.J. Williams),2.390,1.170
2,1:10,2,15,CHI 47,0,0,Caleb Hanie up the middle for 2 yards (tackle by Elvis Dumervil),1.170,0.760
2,0:53,,,,0,0,Timeout #1 by Chicago Bears,0.000,0.760
2,0:53,3,13,CHI 49,0,0,Caleb Hanie pass incomplete short right intended for Earl Bennett (defended by Chris Harris),0.760,-0.130
2,0:47,4,13,CHI 49,0,0,"Adam Podlesh punts 51 yards, touchback",-0.130,-0.280
2,0:37,1,10,DEN 20,0,0,Lance Ball right tackle for 13 yards (tackle by D.J. Moore),0.280,1.140
2,0:29,,,,0,0,Timeout #3 by Denver Broncos,0.000,1.140
2,0:29,1,10,DEN 33,0,0,Tim Tebow pass incomplete short right intended for Demaryius Thomas,1.140,0.590
2,0:25,2,10,DEN 33,0,0,Tim Tebow pass incomplete deep right intended for Demaryius Thomas,0.590,-0.100
2,0:19,3,10,DEN 33,0,0,Jeremiah Johnson right tackle for 14 yards (tackle by Chris Conte),-0.100,2.060
2,0:00,1,10,DEN 47,0,0,Tim Tebow spiked the ball,2.060,1.520
Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,0,0,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CHI 20,0,0,Marion Barber left tackle for -1 yards (tackle by D.J. Williams),0.280,-0.460
3,14:25,2,11,CHI 19,0,0,Caleb Hanie pass incomplete short middle intended for Marion Barber,-0.460,-1.140
3,14:20,3,11,CHI 19,0,0,"Penalty on Lance Louis: False Start, 5 yards (no play)",-1.140,-2.030
3,14:01,3,16,CHI 14,0,0,Caleb Hanie pass incomplete short left intended for Johnny Knox. Penalty on J'Marcus Webb: Illegal Use of Hands (Declined),-2.030,-2.470
3,13:55,4,16,CHI 14,0,0,"Adam Podlesh punts 55 yards, returned by Quan Cosby for 14 yards (tackle by Corey Graham)",-2.470,-1.930
3,13:42,1,10,DEN 45,0,0,Willis McGahee up the middle for no gain (tackle by Lance Briggs),1.930,1.380
3,13:11,2,10,DEN 45,0,0,Tim Tebow pass incomplete deep middle intended for Demaryius Thomas,1.380,0.700
3,13:05,,,,0,0,Timeout #1 by Denver Broncos,0.000,0.700
