Quarter,Time,Down,ToGo,Location,JAX,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,21,HOU 24,0,7,Brett Hartmann punts 47 yards,-1.770,-0.870
2,14:50,1,10,JAX 29,0,7,Blaine Gabbert pass incomplete short left intended for Mike Sims-Walker,0.870,0.330
2,14:45,2,10,JAX 29,0,7,Maurice Jones-Drew left guard for 4 yards (tackle by J.J. Watt and Shaun Cody),0.330,0.170
2,14:12,3,6,JAX 33,0,7,Blaine Gabbert pass incomplete short middle intended for Jarett Dillard,0.170,-1.180
2,14:07,4,6,JAX 33,0,7,"Nick Harris punts 47 yards, returned by Jacoby Jones for 19 yards (tackle by Nick Harris)",-1.180,-1.530
2,13:54,1,10,HOU 39,0,7,Matt Schaub pass incomplete deep middle intended for Kevin Walter,1.530,0.990
2,13:47,2,10,HOU 39,0,7,Matt Schaub pass incomplete,0.990,0.300
2,13:38,3,10,HOU 39,0,7,Matt Schaub pass incomplete deep left intended for Jacoby Jones,0.300,-0.780
2,13:31,4,10,HOU 39,0,7,"Brett Hartmann punts 61 yards, touchback",-0.780,-0.280
2,13:22,1,10,JAX 20,0,7,Blaine Gabbert pass complete short left to Mike Thomas for 12 yards (tackle by Jason Allen),0.280,1.070
2,12:47,1,10,JAX 32,0,7,Blaine Gabbert pass incomplete short right intended for Jason Hill (defended by Connor Barwin),1.070,0.530
2,12:42,2,10,JAX 32,0,7,Maurice Jones-Drew left guard for 6 yards (tackle by Connor Barwin and Brian Cushing),0.530,0.630
2,12:00,3,4,JAX 38,0,7,Blaine Gabbert pass complete short middle to Mike Thomas for 7 yards (tackle by Brice McCain),0.630,1.930
2,11:23,1,10,JAX 45,0,7,Blaine Gabbert pass incomplete deep left intended for Mike Sims-Walker,1.930,1.380
2,11:16,2,10,JAX 45,0,7,Blaine Gabbert pass incomplete short left intended for Maurice Jones-Drew,1.380,0.700
2,11:11,3,10,JAX 45,0,7,Blaine Gabbert pass incomplete short right intended for Marcedes Lewis,0.700,-0.390
2,11:06,4,10,JAX 45,0,7,"Nick Harris punts 55 yards, touchback",-0.390,-0.280
2,10:58,1,10,HOU 20,0,7,Arian Foster right guard for 3 yards (tackle by Tyson Alualu),0.280,0.140
2,10:20,2,7,HOU 23,0,7,Arian Foster right end for 4 yards (tackle by Matt Roth and Clint Session),0.140,-0.030
2,9:38,3,3,HOU 27,0,7,Matt Schaub pass complete short right to Kevin Walter for 4 yards (tackle by Dwight Lowery),-0.030,1.000
2,8:58,1,10,HOU 31,0,7,Matt Schaub pass incomplete deep middle intended for Jacoby Jones,1.000,0.460
2,8:50,2,10,HOU 31,0,7,Arian Foster right guard for 9 yards (tackle by Paul Posluszny),0.460,0.960
2,8:11,3,1,HOU 40,0,7,Arian Foster right guard for 2 yards (tackle by Tyson Alualu),0.960,1.730
2,7:20,1,10,HOU 42,0,7,Arian Foster up the middle for 3 yards (tackle by Rashean Mathis),1.730,1.590
2,6:41,2,7,HOU 45,0,7,"Matt Schaub sacked by Clint Session for -10 yards. Matt Schaub fumbles (forced by Clint Session), recovered by Matt Roth at HOU-30 and returned for 5 yards",1.590,-5.370
2,6:28,1,8,HOU 8,0,7,Maurice Jones-Drew left guard for 3 yards (tackle by J.J. Watt),5.370,5.150
2,5:45,2,5,HOU 5,6,7,"Blaine Gabbert pass complete short left to Jason Hill for 5 yards, touchdown",5.150,7.000
2,,,,HOU 2,7,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 35,7,7,"Josh Scobee kicks off 73 yards, touchback",0.000,0.280
2,5:41,1,10,HOU 20,7,7,Ben Tate right end for 3 yards (tackle by Rashean Mathis),0.280,0.140
2,5:02,2,7,HOU 23,7,7,Matt Schaub pass incomplete short middle intended for Kevin Walter,0.140,-0.560
2,4:57,3,7,HOU 23,7,7,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by Dwight Lowery),-0.560,-1.830
2,4:51,4,7,HOU 23,7,7,"Brett Hartmann punts 43 yards, returned by Mike Thomas for 4 yards (tackle by Joel Dreessen). Penalty on T.J. Heath: Illegal Block Above the Waist, 10 yards",-1.830,-0.810
2,4:37,1,10,JAX 28,7,7,Maurice Jones-Drew left tackle for 9 yards (tackle by Troy Nolan and Brian Cushing),0.810,1.480
2,4:06,2,1,JAX 37,7,7,Maurice Jones-Drew up the middle for no gain (tackle by Brian Cushing and Earl Mitchell),1.480,0.760
2,3:42,3,1,JAX 37,7,7,"Penalty on Will Rackley: False Start, 5 yards (no play)",0.760,0.100
2,3:17,3,6,JAX 32,7,7,Blaine Gabbert pass complete short left to Maurice Jones-Drew for 11 yards (tackle by Troy Nolan),0.100,1.800
2,2:51,1,10,JAX 43,7,7,Blaine Gabbert pass complete deep middle to Marcedes Lewis for 21 yards (tackle by Troy Nolan and Glover Quin),1.800,3.180
2,2:15,1,10,HOU 36,7,7,Deji Karim right guard for 1 yard (tackle by Brooks Reed and Shaun Cody),3.180,2.770
2,2:00,2,9,HOU 35,7,7,Blaine Gabbert pass complete short right to Marcedes Lewis for 7 yards (tackle by Troy Nolan),2.770,3.010
2,1:54,3,2,HOU 28,7,7,Deji Karim left end for 5 yards (tackle by Troy Nolan),3.010,4.040
2,1:13,1,10,HOU 23,7,7,Blaine Gabbert pass incomplete short middle intended for Deji Karim is intercepted by Brian Cushing at HOU-21 and returned for 5 yards (tackle by Greg Jones),4.040,-0.670
2,1:02,1,10,HOU 26,7,7,Matt Schaub pass complete deep middle to Kevin Walter for 17 yards (tackle by Derek Cox),0.670,1.800
2,0:40,1,10,HOU 43,7,7,Matt Schaub pass complete short middle to Derrick Mason for 5 yards (tackle by Drew Coleman),1.800,1.930
2,0:36,,,,7,7,Timeout #2 by Houston Texans,0.000,1.930
2,0:36,2,5,HOU 48,7,7,Matt Schaub pass incomplete short left intended for Derrick Mason,1.930,1.220
2,0:31,3,5,HOU 48,7,7,Matt Schaub pass complete short middle to Owen Daniels for 11 yards (tackle by Dawan Landry and Drew Coleman),1.220,2.850
2,0:24,,,,7,7,Timeout #3 by Houston Texans,0.000,2.850
2,0:24,1,10,JAX 41,7,7,Matt Schaub pass complete short middle to Owen Daniels for 13 yards (tackle by Dawan Landry and Chris Prosinski),2.850,3.710
2,0:09,1,10,JAX 28,7,7,Matt Schaub spiked the ball,3.710,3.170
2,0:09,2,10,JAX 28,7,7,Neil Rackers 46 yard field goal no good,3.170,-1.330
2,0:04,1,10,JAX 36,7,7,Blaine Gabbert kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,JAX,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,7,7,"Brett Hartmann kicks off 69 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,7,7,Maurice Jones-Drew left guard for 4 yards (tackle by J.J. Watt),0.280,0.270
3,14:24,2,6,JAX 24,7,7,Blaine Gabbert pass incomplete short right intended for Marcedes Lewis,0.270,-0.430
3,14:19,3,6,JAX 24,7,7,Blaine Gabbert sacked by Brooks Reed for -7 yards,-0.430,-2.320
3,13:50,4,13,JAX 17,7,7,"Nick Harris punts 44 yards. Penalty on Connor Barwin: Running Into the Kicker, 5 yards (no play)",-2.320,-1.900
3,13:38,4,8,JAX 22,7,7,"Nick Harris punts 55 yards, returned by Jacoby Jones for 33 yards (tackle by Montell Owens)",-1.900,-2.650
3,13:17,1,10,JAX 44,7,7,Matt Schaub pass incomplete deep middle intended for Kevin Walter,2.650,2.110
3,13:17,2,10,JAX 44,7,7,Arian Foster left tackle for 7 yards (tackle by Tyson Alualu),2.110,2.350
3,12:38,3,3,JAX 37,7,7,Matt Schaub pass complete short left to Kevin Walter for 16 yards (tackle by Dawan Landry),2.350,4.170
3,11:53,1,10,JAX 21,7,7,Matt Schaub pass incomplete short right intended for Arian Foster,4.170,3.630
3,11:48,2,10,JAX 21,7,7,Arian Foster up the middle for 5 yards (tackle by D'Anthony Smith and Dawan Landry),3.630,3.630
3,11:11,3,5,JAX 16,7,7,Matt Schaub pass complete short left to Owen Daniels for 6 yards (tackle by Dawan Landry),3.630,4.910
3,10:30,1,10,JAX 10,7,7,Arian Foster up the middle for 3 yards (tackle by Paul Posluszny and Jeremy Mincey),4.910,4.760
3,9:54,2,7,JAX 7,7,7,Arian Foster left tackle for no gain (tackle by D'Anthony Smith),4.760,3.810
3,9:16,3,7,JAX 7,7,13,"Matt Schaub pass complete short middle to Joel Dreessen for 7 yards, touchdown",3.810,7.000
3,,,,JAX 2,7,14,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 35,7,14,"Brett Hartmann kicks off 68 yards, returned by Deji Karim for 18 yards (tackle by Bryant Johnson)",0.000,-0.220
3,9:04,1,10,JAX 15,7,14,Blaine Gabbert left end for 4 yards (tackle by Brian Cushing),-0.220,-0.110
3,8:33,2,6,JAX 19,7,14,Maurice Jones-Drew right guard for 5 yards (tackle by Connor Barwin),-0.110,-0.270
3,8:05,3,1,JAX 24,7,14,Maurice Jones-Drew right guard for 4 yards (tackle by DeMeco Ryans),-0.270,0.810
3,7:26,1,10,JAX 28,7,14,"Mike Thomas right end for no gain (tackle by Glover Quin and Connor Barwin). Penalty on Marcedes Lewis: Offensive Holding, 10 yards (no play)",0.810,-0.040
3,6:55,1,20,JAX 18,7,14,Blaine Gabbert pass incomplete short right intended for Jarett Dillard,-0.040,-1.190
3,6:46,2,20,JAX 18,7,14,Maurice Jones-Drew right tackle for 2 yards (tackle by DeMeco Ryans),-1.190,-1.480
3,6:01,3,18,JAX 20,7,14,Blaine Gabbert pass complete short left to Marcedes Lewis for 3 yards (tackle by Brice McCain and Brian Cushing),-1.480,-1.830
3,5:22,4,15,JAX 23,7,14,"Nick Harris punts 47 yards, returned by Jacoby Jones for -2 yards (tackle by Kassim Osgood)",-1.830,-0.810
3,5:11,1,10,HOU 28,7,14,Ben Tate up the middle for 9 yards (tackle by Dawan Landry and Paul Posluszny),0.810,1.480
3,4:34,2,1,HOU 37,7,14,Ben Tate right guard for no gain (tackle by C.J. Mosley and Leger Douzable),1.480,0.760
3,3:59,3,1,HOU 37,7,14,Arian Foster left guard for no gain (tackle by Matt Roth),0.760,-0.910
3,3:20,4,1,HOU 37,7,14,"Brett Hartmann punts 48 yards, fair catch by Mike Thomas",-0.910,0.220
3,3:10,1,10,JAX 15,7,14,Blaine Gabbert pass incomplete short middle intended for Greg Jones,-0.220,-0.710
3,3:05,2,10,JAX 15,7,14,Maurice Jones-Drew up the middle for 4 yards (tackle by J.J. Watt and Tim Jamison),-0.710,-0.880
3,2:18,,,,7,14,Timeout #1 by Jacksonville Jaguars,0.000,-0.880
3,2:18,3,6,JAX 19,7,14,Blaine Gabbert pass incomplete short middle intended for Mike Sims-Walker (defended by Jason Allen),-0.880,-2.140
3,2:13,4,6,JAX 19,7,14,"Nick Harris punts 41 yards, returned by Jacoby Jones for 6 yards (tackle by William Middleton)",-2.140,-1.990
3,2:01,1,10,HOU 46,7,14,Arian Foster right guard for 3 yards (tackle by Tyson Alualu),1.990,1.860
3,1:20,2,7,HOU 49,7,14,"Ben Tate left end for 10 yards (tackle by Dawan Landry and Drew Coleman). Penalty on Kevin Walter: Offensive Holding, 10 yards (no play)",1.860,0.510
3,0:58,2,17,HOU 39,7,14,Matt Schaub pass incomplete short middle intended for Owen Daniels,0.510,-0.160
3,0:51,3,17,HOU 39,7,14,Matt Schaub pass incomplete short left intended for Arian Foster (defended by Nate Collins),-0.160,-0.780
3,0:45,4,17,HOU 39,7,14,"Brett Hartmann punts 48 yards, returned by Mike Thomas for 8 yards (tackle by Tim Dobbins)",-0.780,-0.340
3,0:33,1,10,JAX 21,7,14,"Blaine Gabbert sacked by Brooks Reed for 0 yards. Penalty on Will Rackley: Face Mask (15 Yards), 10 yards (no play)",0.340,-0.720
3,0:06,1,20,JAX 11,7,14,Maurice Jones-Drew up the middle for 10 yards (tackle by Jason Allen and DeMeco Ryans),-0.720,-0.200
Quarter,Time,Down,ToGo,Location,JAX,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,JAX 21,7,14,Blaine Gabbert pass incomplete deep left intended for Mike Sims-Walker is intercepted by Jason Allen at JAX-40,-0.200,-2.920
4,14:53,1,10,JAX 40,7,14,Matt Schaub pass complete short middle to Jacoby Jones for 15 yards (tackle by Dawan Landry). Penalty on Clint Session: Defensive Offside (Declined),2.920,3.910
4,14:31,1,10,JAX 25,7,14,Matt Schaub pass complete short right to Joel Dreessen for 12 yards (tackle by Dawan Landry),3.910,4.710
4,13:48,1,10,JAX 13,7,14,Arian Foster up the middle for 4 yards (tackle by Paul Posluszny and Clint Session),4.710,4.770
4,13:11,2,6,JAX 9,7,14,Arian Foster left guard for 5 yards (tackle by Paul Posluszny),4.770,5.010
4,12:37,,,,7,14,Timeout #1 by Houston Texans,0.000,5.010
4,12:37,3,1,JAX 4,7,20,"Arian Foster right end for 4 yards, touchdown",5.010,7.000
4,,,,JAX 2,7,21,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 35,7,21,"Brett Hartmann kicks off 68 yards, returned by Deji Karim for 24 yards (tackle by Bryant Johnson)",0.000,0.340
4,12:26,1,10,JAX 21,7,21,Maurice Jones-Drew right guard for -3 yards (tackle by DeMeco Ryans and Brooks Reed),0.340,-0.700
4,11:55,2,13,JAX 18,7,21,Blaine Gabbert pass incomplete short middle intended for Maurice Jones-Drew,-0.700,-1.410
4,11:49,3,13,JAX 18,7,21,Blaine Gabbert pass incomplete short middle intended for Marcedes Lewis (defended by Glover Quin),-1.410,-2.240
4,11:43,4,13,JAX 18,7,21,Nick Harris punts 42 yards,-2.240,-1.600
4,11:35,1,10,HOU 40,7,21,Arian Foster right tackle for 7 yards (tackle by D'Anthony Smith),1.600,2.000
4,10:58,2,3,HOU 47,7,21,Arian Foster left guard for 3 yards (tackle by Russell Allen),2.000,2.260
4,10:15,1,10,,7,21,Arian Foster right tackle for 1 yard (tackle by D'Anthony Smith),2.260,1.850
4,9:49,2,9,JAX 49,7,21,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",1.850,1.170
4,9:31,2,14,HOU 46,7,21,"Ben Tate right tackle for 18 yards (tackle by Dawan Landry). Ben Tate fumbles (forced by Dawan Landry), recovered by Dwight Lowery at JAX-36 and returned for 23 yards (tackle by Kevin Walter). Penalty on Owen Daniels: Low Block, 15 yards",1.170,-3.840
,,,,,,,"HOU challenged the fumble ruling, and the play was upheld.",,
4,9:13,1,10,HOU 26,7,21,Maurice Jones-Drew up the middle for 5 yards (tackle by Shaun Cody),3.840,3.970
4,8:39,2,5,HOU 21,7,21,Maurice Jones-Drew right tackle for 8 yards (tackle by Glover Quin),3.970,4.710
4,7:59,1,10,HOU 13,7,21,Maurice Jones-Drew right tackle for no gain (tackle by Antonio Smith),4.710,4.050
4,7:20,2,10,HOU 13,7,21,"Blaine Gabbert pass complete short left to Mike Thomas for 6 yards (tackle by Kareem Jackson and Quintin Demps). Penalty on Antonio Smith: Defensive Offside, 5 yards (no play)",4.050,4.960
4,6:56,2,5,HOU 8,7,21,Deji Karim right guard for 1 yard (tackle by Brian Cushing),4.960,4.330
4,6:08,,,,7,21,Timeout #2 by Jacksonville Jaguars,0.000,4.330
4,6:08,3,4,HOU 7,7,21,Blaine Gabbert pass incomplete short middle intended for Jason Hill (defended by Johnathan Joseph),4.330,2.990
4,6:04,4,4,HOU 7,7,21,Blaine Gabbert pass complete short right to Mike Thomas for 5 yards (tackle by Brice McCain and Quintin Demps),2.990,6.740
4,5:21,1,2,HOU 2,13,21,"Maurice Jones-Drew left end for 2 yards, touchdown",6.740,7.000
4,,,,HOU 2,14,21,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 35,14,21,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
4,5:15,1,10,HOU 20,14,21,Arian Foster left tackle for 3 yards (tackle by Matt Roth),0.280,0.140
4,4:32,2,7,HOU 23,14,21,Arian Foster left tackle for 2 yards (tackle by C.J. Mosley),0.140,-0.300
4,3:48,3,5,HOU 25,14,21,Matt Schaub pass complete short middle to Owen Daniels for 30 yards (tackle by Chris Prosinski),-0.300,2.590
4,3:00,1,10,JAX 45,14,21,Arian Foster left guard for 2 yards (tackle by Paul Posluszny and Terrance Knighton),2.590,2.310
4,2:16,2,8,JAX 43,14,21,Arian Foster right end for 14 yards (tackle by Dwight Lowery),2.310,3.640
4,2:00,1,10,JAX 29,14,21,Arian Foster left guard for 2 yards (tackle by D'Anthony Smith),3.640,3.370
4,1:53,,,,14,21,Timeout #3 by Jacksonville Jaguars,0.000,3.370
4,1:53,2,8,JAX 27,14,21,Arian Foster up the middle for 2 yards (tackle by Clint Session),3.370,2.940
4,1:09,3,6,JAX 25,14,21,Arian Foster left guard for 4 yards (tackle by Matt Roth),2.940,2.180
4,0:23,,,,14,21,Timeout #3 by Houston Texans,0.000,2.180
4,0:23,4,2,JAX 21,14,24,Neil Rackers 39 yard field goal good,2.180,3.000
4,,,,HOU 35,14,24,"Brett Hartmann kicks off 31 yards, returned by Zach Potter for no gain",0.000,1.200
4,0:13,1,10,JAX 34,14,24,Blaine Gabbert pass complete short right to Marcedes Lewis for 14 yards (tackle by Glover Quin),1.200,2.130
4,0:08,1,10,JAX 48,14,24,Blaine Gabbert pass incomplete short right intended for Jason Hill,2.130,1.580
4,0:03,2,10,JAX 48,14,24,Blaine Gabbert pass incomplete short middle intended for Maurice Jones-Drew,1.580,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
