0,1
Game Info,Game Info
Won Toss,Seahawks (deferred)
Roof,outdoors
Surface,fieldturf
Duration,3:05
Attendance,69012
Weather,"50 degrees, relative humidity 79%, wind 8 mph"
Vegas Line,Seattle Seahawks -3.0
Over/Under,49.0 (under)
