Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Romeo Doubs,GNB,5,4,26,2,3,18,4.5,8,2.0,5.4,0,,0,0.0,0,127.9
Luke Musgrave,GNB,4,3,50,0,1,41,13.7,9,3.0,18.0,0,,0,0.0,0,116.7
Samori Toure,GNB,3,2,18,0,1,13,6.5,5,2.5,20.7,0,,0,0.0,0,82.6
AJ Dillon,GNB,3,2,17,0,1,-7,-3.5,24,12.0,-2.0,1,2.0,1,33.3,0,81.2
Jayden Reed,GNB,5,2,48,0,2,30,15.0,18,9.0,18.6,0,,0,0.0,0,75.4
Aaron Jones,GNB,4,2,86,1,2,1,0.5,85,42.5,-1.0,0,,1,25.0,0,135.4
Dontayvion Wicks,GNB,2,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6
Malik Heath,GNB,1,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Roschon Johnson,CHI,7,6,35,0,1,3,0.5,32,5.3,1.3,1,6.0,1,14.3,0,87.5
Cole Kmet,CHI,7,5,44,0,2,15,3.0,29,5.8,3.3,0,,0,0.0,0,87.8
Darnell Mooney,CHI,7,4,53,1,3,47,11.8,6,1.5,8.1,0,,1,14.3,1,81.2
Khalil Herbert,CHI,5,3,37,0,3,2,0.7,35,11.7,-0.2,1,3.0,0,0.0,0,82.9
D.J. Moore,CHI,2,2,25,0,2,13,6.5,12,6.0,6.5,2,1.0,0,0.0,0,118.7
D'Onta Foreman,CHI,3,2,8,0,0,2,1.0,6,3.0,0.3,0,,0,0.0,0,70.1
Tyler Scott,CHI,2,2,14,0,1,4,2.0,10,5.0,2.0,0,,0,0.0,0,95.8
Chase Claypool,CHI,2,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Khari Blasingame,CHI,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
