Quarter,Time,Tm,Detail,NWE,NYJ
1.0,4:02,Jets,Jermaine Kearse 16 yard pass from Josh McCown (Jason Myers kick),0,7
,1:11,Patriots,Rob Gronkowski 34 yard pass from Tom Brady (Stephen Gostkowski kick),7,7
2.0,2:27,Patriots,Stephen Gostkowski 34 yard field goal,10,7
,0:03,Jets,Jason Myers 55 yard field goal,10,10
3.0,8:34,Patriots,Stephen Gostkowski 32 yard field goal,13,10
,4:00,Jets,Jason Myers 38 yard field goal,13,13
,1:52,Patriots,Julian Edelman 21 yard pass from Tom Brady (Stephen Gostkowski kick),20,13
4.0,8:54,Patriots,Sony Michel 1 yard rush (Stephen Gostkowski kick),27,13
