Quarter,Time,Down,ToGo,Location,DET,BAL,Detail,EPB,EPA
1,10:05,3,4,DET 26,0,0,"Daunte Culpepper pass incomplete deep right intended for Calvin Johnson is intercepted by Dawan Landry at BAL-40. Penalty on Trevor Pryce: Roughing the Passer, 15 yards (no play)",-0.160,1.660
1,9:55,1,10,DET 41,0,0,Kevin Smith right guard for 8 yards (tackle by Tavares Gooden and Ray Lewis),1.660,2.200
1,9:23,2,2,DET 49,0,0,Kevin Smith left end for 4 yards (tackle by Tom Zbikowski and Domonique Foxworth),2.200,2.460
1,8:38,1,10,BAL 47,0,0,Daunte Culpepper pass incomplete deep left intended for Calvin Johnson (defended by Tom Zbikowski),2.460,1.910
1,8:29,2,10,BAL 47,0,0,Aaron Brown left end for 12 yards (tackle by Ray Lewis),1.910,3.250
1,8:02,1,10,BAL 35,0,0,Kevin Smith left tackle for 5 yards,3.250,3.380
1,7:20,2,5,BAL 30,0,0,Kevin Smith left guard for 4 yards (tackle by Lardarius Webb),3.380,3.200
1,6:41,3,1,BAL 26,0,0,Kevin Smith left tackle for no gain (tackle by Ray Lewis and Dwan Edwards),3.200,1.890
1,6:01,4,1,BAL 26,0,0,Jason Hanson 45 yard field goal no good,1.890,-1.270
1,5:55,1,10,BAL 35,0,0,Joe Flacco pass complete short right to Derrick Mason for 4 yards (tackle by Will Peterson),1.270,1.260
1,5:34,2,6,BAL 39,0,0,Joe Flacco pass incomplete short left intended for Derrick Mason,1.260,0.560
1,5:29,3,6,BAL 39,0,0,Joe Flacco pass incomplete short right intended for Demetrius Williams,0.560,-0.780
1,5:25,4,6,BAL 39,0,0,"Sam Koch punts 43 yards, fair catch by Dennis Northcutt",-0.780,-0.040
1,5:18,1,10,DET 18,0,0,Kevin Smith left guard for 9 yards (tackle by Ray Lewis),0.040,0.820
1,4:39,2,1,DET 27,0,0,Daunte Culpepper pass incomplete short right intended for Calvin Johnson,0.820,-0.020
1,4:32,3,1,DET 27,0,0,Daunte Culpepper middle for no gain (tackle by Tavares Gooden and Jameel McClain),-0.020,-1.570
1,4:04,4,1,DET 27,0,0,"Nick Harris punts 50 yards, returned by Chris Carr for 12 yards (tackle by Don Muhlbach)",-1.570,-1.270
1,3:52,1,10,BAL 35,0,0,Ray Rice for 19 yards (tackle by Landon Cohen),1.270,2.520
1,3:29,1,10,DET 46,0,0,Joe Flacco pass complete short right to Derrick Mason for 8 yards (tackle by Will Peterson),2.520,3.060
1,3:01,2,2,DET 38,0,0,Le'Ron McClain middle for 20 yards (tackle by Marvin White and Louis Delmas),3.060,4.370
1,2:25,1,10,DET 18,0,0,Ray Rice right tackle for 1 yard (tackle by Larry Foote),4.370,3.940
1,1:49,2,9,DET 17,0,0,"Ray Rice right guard for 2 yards (tackle by Larry Foote). Penalty on Marshal Yanda: Offensive Holding, 10 yards (no play)",3.940,2.610
1,1:29,2,19,DET 27,0,0,Joe Flacco pass incomplete short right intended for Ray Rice,2.610,1.950
1,1:23,3,19,DET 27,0,0,Joe Flacco pass complete short middle to Ray Rice for 7 yards (tackle by Julian Peterson),1.950,2.120
1,0:45,4,12,DET 20,0,3,Billy Cundiff 38 yard field goal good,2.120,3.000
1,,,,BAL 30,0,3,"Billy Cundiff kicks off 57 yards, returned by Aaron Brown for 11 yards (tackle by David Tyree)",0.000,0.540
1,0:34,1,10,DET 24,0,3,Daunte Culpepper pass complete short left to Calvin Johnson for 7 yards (tackle by Dawan Landry),0.540,0.940
1,0:12,2,3,DET 31,0,3,Kevin Smith right guard for 19 yards (tackle by Domonique Foxworth),0.940,2.260
Quarter,Time,Down,ToGo,Location,DET,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 50,0,3,Kevin Smith right tackle for 3 yards (tackle by Terrell Suggs and Jameel McClain),2.260,2.120
2,14:22,2,7,BAL 47,0,3,Kevin Smith right guard for 3 yards (tackle by Lardarius Webb and Ray Lewis),2.120,1.820
2,13:41,3,4,BAL 44,0,3,"Daunte Culpepper for no gain. Daunte Culpepper fumbles, recovered by Daunte Culpepper at DET-50",1.820,-0.060
2,13:23,4,10,DET 50,0,3,"Nick Harris punts 50 yards, touchback. Penalty on Cliff Avril: Offensive Holding, 10 yards",-0.060,-0.940
2,13:13,1,10,BAL 30,0,3,Le'Ron McClain middle for 1 yard (tackle by Ernie Sims and Joe Cohen),0.940,0.530
2,12:40,2,9,BAL 31,0,3,Joe Flacco pass complete short left to Todd Heap for 7 yards (tackle by Julian Peterson),0.530,0.760
2,12:08,3,2,BAL 38,0,9,"Joe Flacco pass complete short middle to Derrick Mason for 62 yards, touchdown",0.760,7.000
2,,,,DET 2,0,10,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,0,10,"Billy Cundiff kicks off 67 yards, returned by Aaron Brown for 25 yards (tackle by Dawan Landry)",0.000,0.810
2,11:50,1,10,DET 28,0,10,Kevin Smith middle for -1 yards (tackle by Lardarius Webb),0.810,0.130
2,11:16,2,11,DET 27,0,10,Daunte Culpepper pass complete deep middle to Calvin Johnson for 18 yards (tackle by Domonique Foxworth),0.130,1.930
2,10:47,,,,0,10,Timeout #1 by Baltimore Ravens,0.000,1.930
2,10:47,1,10,DET 45,0,10,Daunte Culpepper pass incomplete short right intended for Terrelle Smith,1.930,1.380
2,10:39,2,10,DET 45,0,10,Kevin Smith right guard for 5 yards (tackle by Terrell Suggs),1.380,1.360
2,9:59,3,5,BAL 50,0,10,Daunte Culpepper pass complete short middle to Dennis Northcutt for 16 yards (tackle by Lardarius Webb),1.360,3.310
2,9:21,1,10,BAL 34,0,10,Daunte Culpepper pass complete short right to Bryant Johnson for 8 yards (tackle by Lardarius Webb and Ray Lewis),3.310,3.850
2,8:45,2,2,BAL 26,0,10,Kevin Smith left tackle for 1 yard (tackle by Justin Bannan and Ray Lewis),3.850,3.270
2,8:06,3,1,BAL 25,0,10,Daunte Culpepper right end for 2 yards (tackle by Dannell Ellerbe),3.270,4.040
2,7:20,1,10,BAL 23,0,10,Daunte Culpepper pass incomplete deep middle intended for Calvin Johnson,4.040,3.500
2,7:13,2,10,BAL 23,0,10,Kevin Smith left end for -5 yards (tackle by Chris Carr),3.500,2.150
2,6:24,3,15,BAL 28,0,10,Daunte Culpepper pass complete deep middle to Dennis Northcutt for 19 yards (tackle by Dawan Landry),2.150,5.140
2,5:40,1,9,BAL 9,0,10,Daunte Culpepper pass incomplete short left intended for Bryant Johnson,5.140,4.380
2,5:35,2,9,BAL 9,0,10,Daunte Culpepper middle for 3 yards (tackle by Trevor Pryce),4.380,4.040
2,4:56,3,6,BAL 6,0,10,Daunte Culpepper right end for 3 yards (tackle by Terrell Suggs). Penalty on Manuel Ramirez: Tripping (Declined),4.040,3.040
2,4:36,4,3,BAL 3,3,10,Jason Hanson 22 yard field goal good,3.040,3.000
2,,,,DET 30,3,10,"Jason Hanson kicks off 57 yards, returned by Lardarius Webb for 18 yards (tackle by Kevin Hobbs)",0.000,1.000
2,4:27,1,10,BAL 31,3,10,Joe Flacco pass incomplete short left intended for Le'Ron McClain,1.000,0.460
2,4:21,2,10,BAL 31,3,10,Joe Flacco pass incomplete deep right intended for Ray Rice (defended by Will Peterson),0.460,-0.230
2,4:15,3,10,BAL 31,3,10,Joe Flacco pass complete short middle to Ray Rice for 10 yards (tackle by Larry Foote and Will Peterson),-0.230,1.660
2,3:43,1,10,BAL 41,3,16,"Ray Rice left tackle for 59 yards, touchdown",1.660,7.000
2,,,,DET 2,3,17,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,3,17,"Billy Cundiff kicks off 58 yards, returned by Aaron Brown for 16 yards (tackle by Chris Carr)",0.000,0.810
2,3:25,1,10,DET 28,3,17,Kevin Smith right tackle for 4 yards (tackle by Lardarius Webb),0.810,0.800
2,2:53,2,6,DET 32,3,17,Daunte Culpepper sacked by Antwan Barnes for -9 yards,0.800,-1.090
,,,,,,,"BAL challenged the runner was down by contact ruling, and the original play was overturned.",,
2,2:33,3,15,DET 23,3,17,Daunte Culpepper pass incomplete deep right intended for Calvin Johnson is intercepted by Chris Carr at BAL-37 and returned for 13 yards,-1.090,-2.260
2,2:18,1,10,BAL 50,3,17,Ray Rice right end for 15 yards (tackle by Kalvin Pearson),2.260,3.250
2,2:00,1,10,DET 35,3,17,Joe Flacco pass complete short right to Ray Rice for 30 yards (tackle by DeAndre Levy),3.250,6.060
2,1:52,1,5,DET 5,3,17,Ray Rice right guard for 3 yards (tackle by Landon Cohen and Cliff Avril),6.060,5.720
2,1:18,2,2,DET 2,3,17,Ray Rice middle for no gain (tackle by Landon Cohen),5.720,4.950
2,1:12,,,,3,17,Timeout #1 by Detroit Lions,0.000,4.950
2,1:12,3,2,DET 2,3,17,Joe Flacco pass incomplete short right intended for Ray Rice,4.950,3.250
2,1:12,4,2,DET 2,3,17,"Penalty on Billy Cundiff: Delay of Game, 5 yards (no play)",3.250,2.970
2,1:12,4,7,DET 7,3,20,Billy Cundiff 25 yard field goal good,2.970,3.000
2,,,,BAL 30,3,20,"Billy Cundiff kicks off 69 yards, returned by Aaron Brown for 3 yards (tackle by K.J. Gerard)",0.000,-0.380
2,1:04,1,10,DET 4,3,20,Kevin Smith middle for 2 yards (tackle by Terrell Suggs),-0.380,-0.630
2,0:31,2,8,DET 6,3,20,Kevin Smith right end for 5 yards (tackle by Dwan Edwards),-0.630,-0.600
2,0:25,,,,3,20,Timeout #2 by Baltimore Ravens,0.000,-0.600
2,0:25,3,3,DET 11,3,20,Kevin Smith left tackle for 5 yards (tackle by Tom Zbikowski),-0.600,-0.140
Quarter,Time,Down,ToGo,Location,DET,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,3,20,"Jason Hanson kicks off 62 yards, muffed catch by Lardarius Webb, recovered by Lardarius Webb and returned for no gain",0.000,0.670
3,14:52,1,10,BAL 26,3,20,Ray Rice left guard for 3 yards (tackle by Jason Hunter),0.670,0.540
3,14:17,2,7,BAL 29,3,20,Ray Rice left guard for 2 yards (tackle by Sammie Lee Hill and Jason Hunter),0.540,0.100
3,13:37,3,5,BAL 31,3,20,Joe Flacco pass complete short right to Derrick Mason for 11 yards (tackle by Will Peterson),0.100,1.730
3,12:57,1,10,BAL 42,3,20,Ray Rice middle for 6 yards (tackle by Marvin White),1.730,2.000
3,12:21,2,4,BAL 48,3,20,Ray Rice left guard for 4 yards (tackle by Will Peterson),2.000,2.390
3,11:38,1,10,DET 48,3,20,Willis McGahee left tackle for 3 yards (tackle by Kalvin Pearson),2.390,2.250
3,10:58,2,7,DET 45,3,20,Willis McGahee left tackle for 5 yards (tackle by Ernie Sims),2.250,2.210
3,10:18,3,2,DET 40,3,20,Kelley Washington left end for 1 yard (tackle by DeAngelo Smith),2.210,0.660
3,10:01,4,1,DET 39,3,20,Joe Flacco middle for 2 yards (tackle by Kalvin Pearson),0.660,3.120
3,9:29,1,10,DET 37,3,20,Joe Flacco pass complete deep middle to Demetrius Williams for 34 yards (tackle by Phillip Buchanon),3.120,6.510
3,8:52,1,3,DET 3,3,26,"Le'Ron McClain right guard for 3 yards, touchdown",6.510,7.000
3,,,,DET 2,3,27,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,3,27,"Billy Cundiff kicks off 59 yards, returned by Derrick Williams for 18 yards (tackle by Cary Williams)",0.000,0.870
3,8:46,1,10,DET 29,3,27,Kevin Smith left tackle for -3 yards (tackle by Dwan Edwards),0.870,-0.080
3,8:07,2,13,DET 26,3,27,Daunte Culpepper pass complete short left to Dan Gronkowski for 4 yards (tackle by Domonique Foxworth and Dannell Ellerbe),-0.080,-0.230
3,7:40,3,9,DET 30,3,27,Daunte Culpepper pass incomplete short left intended for Will Heller,-0.230,-1.370
3,7:35,4,9,DET 30,3,27,Nick Harris punts 50 yards (tackle by Dominic Raiola),-1.370,-1.530
3,7:24,1,10,BAL 39,3,27,Le'Ron McClain left guard for 3 yards (tackle by Landon Cohen and Larry Foote),1.530,1.390
3,6:49,2,7,BAL 42,3,27,Joe Flacco pass complete short right to Demetrius Williams for 11 yards (tackle by Will Peterson),1.390,2.460
3,6:11,1,10,DET 47,3,27,Willis McGahee left guard for 4 yards (tackle by Marvin White),2.460,2.450
3,5:36,2,6,DET 43,3,27,Joe Flacco pass complete deep left to Todd Heap for 31 yards (tackle by Phillip Buchanon),2.450,4.780
3,5:06,1,10,DET 12,3,27,Willis McGahee left tackle for 4 yards (tackle by Grady Jackson),4.780,4.830
3,4:21,,,,3,27,Timeout #1 by Baltimore Ravens,0.000,4.830
3,4:21,2,6,DET 8,3,33,"Willis McGahee right tackle for 8 yards, touchdown",4.830,7.000
3,,,,DET 2,3,34,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,3,34,"Billy Cundiff kicks off 67 yards, returned by Derrick Williams for 21 yards (tackle by Prescott Burgess)",0.000,0.540
3,4:10,1,10,DET 24,3,34,Daunte Culpepper pass complete short left to Kevin Smith for 4 yards (tackle by Dannell Ellerbe),0.540,0.540
3,3:27,2,6,DET 28,3,34,Daunte Culpepper pass incomplete deep right intended for Calvin Johnson,0.540,-0.160
3,3:20,3,6,DET 28,3,34,Daunte Culpepper pass incomplete short left intended for Calvin Johnson (defended by Paul Kruger),-0.160,-1.500
3,3:16,4,6,DET 28,3,34,"Nick Harris punts 35 yards, fair catch by Chris Carr",-1.500,-1.400
3,3:08,1,10,BAL 37,3,34,Willis McGahee right tackle for 6 yards (tackle by Cliff Avril and Joe Cohen),1.400,1.670
3,2:31,2,4,BAL 43,3,34,Willis McGahee left tackle for 3 yards (tackle by Landon Cohen),1.670,1.360
3,1:52,3,1,BAL 46,3,34,"Willis McGahee right end for 7 yards (tackle by Marvin White). Penalty on Marvin White: Horse Collar, 15 yards",1.360,3.450
3,1:23,1,10,DET 32,3,34,Willis McGahee right guard for 13 yards (tackle by Will Peterson and Kalvin Pearson),3.450,4.310
3,1:03,,,,3,34,Timeout #1 by Detroit Lions,0.000,4.310
3,1:03,1,10,DET 19,3,34,Joe Flacco pass incomplete deep left intended for Demetrius Williams (defended by Phillip Buchanon),4.310,3.750
3,0:57,2,10,DET 19,3,40,"Willis McGahee left guard for 19 yards, touchdown",3.750,7.000
3,,,,,3,40,"Penalty on Sam Koch: Delay of Game, 5 yards (no play)",0.000,0.000
3,,,,DET 2,3,41,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,3,41,"Billy Cundiff kicks off 68 yards, returned by Derrick Williams for 27 yards (tackle by Cary Williams)",0.000,0.870
3,0:45,1,10,DET 29,3,41,Daunte Culpepper pass complete short right to Will Heller for 6 yards (tackle by Dannell Ellerbe),0.870,1.140
3,0:24,2,4,DET 35,3,41,Daunte Culpepper pass incomplete short right intended for Will Heller,1.140,0.430
3,0:20,3,4,DET 35,3,41,Daunte Culpepper right end for 3 yards (tackle by Jameel McClain),0.430,-0.850
Quarter,Time,Down,ToGo,Location,DET,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,DET 38,3,41,"Kevin Smith left end for -7 yards (tackle by Dawan Landry). Penalty on Dawan Landry: Face Mask (15 Yards), 15 yards",-0.850,1.990
4,14:53,1,10,DET 46,3,41,Daunte Culpepper pass complete short middle to Kevin Smith for 15 yards (tackle by Jameel McClain),1.990,2.980
4,14:27,1,10,BAL 39,3,41,Daunte Culpepper pass complete short left to Dennis Northcutt for 4 yards (tackle by Jameel McClain),2.980,2.980
4,13:50,2,6,BAL 35,3,41,"Daunte Culpepper pass incomplete. Penalty on Daunte Culpepper: Intentional Grounding, 10 yards",2.980,0.960
4,13:41,3,16,BAL 45,3,41,Daunte Culpepper pass incomplete deep middle intended for Calvin Johnson (defended by Tom Zbikowski),0.960,0.270
4,13:34,4,16,BAL 45,3,41,Daunte Culpepper pass incomplete deep middle intended for Dennis Northcutt is intercepted by Tom Zbikowski at BAL-23 and returned for 21 yards,0.270,-1.860
4,13:21,1,10,BAL 44,3,41,Willis McGahee left tackle for 1 yard (tackle by Julian Peterson),1.860,1.450
4,12:47,2,9,BAL 45,3,41,Willis McGahee left guard for 3 yards (tackle by Kalvin Pearson),1.450,1.160
4,12:04,3,6,BAL 48,3,41,Troy Smith pass complete short right to Edgar Jones for 8 yards (tackle by DeAngelo Smith),1.160,2.650
4,11:21,1,10,DET 44,3,41,Le'Ron McClain middle for 1 yard (tackle by Jason Hunter),2.650,2.250
4,11:21,2,9,DET 43,3,41,Troy Smith pass incomplete short left intended for Edgar Jones (defended by Marvin White),2.250,1.550
4,10:30,3,9,DET 43,3,41,Troy Smith pass complete short left to Willis McGahee for 2 yards (tackle by Phillip Buchanon),1.550,0.530
4,9:47,4,7,DET 41,3,41,Sam Koch punts 38 yards,0.530,0.380
4,9:37,1,10,DET 3,3,41,Maurice Morris middle for 6 yards (tackle by Tavares Gooden),-0.380,-0.340
4,8:57,2,4,DET 9,3,41,Maurice Morris right guard for 3 yards (tackle by Kelly Gregg and Prescott Burgess),-0.340,-0.370
4,8:26,3,1,DET 12,3,41,Maurice Morris middle for 2 yards (tackle by Paul Kruger),-0.370,-0.280
4,7:52,1,10,DET 14,3,41,Daunte Culpepper pass complete short middle to Terrelle Smith for 3 yards (tackle by Dwan Edwards and Prescott Burgess),-0.280,-0.370
4,7:14,2,7,DET 17,3,41,Daunte Culpepper pass incomplete deep left intended for Calvin Johnson (defended by Lardarius Webb),-0.370,-1.040
4,7:07,3,7,DET 17,3,41,Daunte Culpepper pass complete short left to Calvin Johnson for 6 yards (tackle by Tavares Gooden),-1.040,-1.830
4,6:31,4,1,DET 23,3,41,Daunte Culpepper middle for no gain (tackle by Kelly Gregg and Dwan Edwards),-1.830,-4.040
4,6:22,1,10,DET 23,3,41,Jalen Parmele right end for 5 yards (tackle by Ernie Sims),4.040,4.210
4,5:54,2,5,DET 18,3,41,Jalen Parmele left guard for 3 yards (tackle by Ernie Sims and Cliff Avril),4.210,4.050
4,5:10,3,2,DET 15,3,47,"Troy Smith right end for 15 yards, touchdown",4.050,7.000
4,,,,DET 2,3,48,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,BAL 30,3,48,"Billy Cundiff kicks off 67 yards, returned by Derrick Williams for 20 yards (tackle by Tavares Gooden)",0.000,0.480
4,4:57,1,10,DET 23,3,48,Daunte Culpepper pass complete short left to Maurice Morris for 6 yards (tackle by Jameel McClain),0.480,0.740
4,4:19,2,4,DET 29,3,48,Daunte Culpepper pass complete short right to Maurice Morris for 3 yards (tackle by Jameel McClain and Tavares Gooden),0.740,0.430
4,3:42,3,1,DET 32,3,48,Daunte Culpepper pass incomplete short right intended for Dan Gronkowski,0.430,-1.240
4,3:34,4,1,DET 32,3,48,Daunte Culpepper pass incomplete short left intended for Dan Gronkowski (defended by Lardarius Webb),-1.240,-3.450
4,3:29,1,10,DET 32,3,48,Jalen Parmele right guard for no gain (tackle by Turk McBride and Sammie Lee Hill),3.450,2.900
4,2:48,2,10,DET 32,3,48,Jalen Parmele right tackle for 7 yards (tackle by Turk McBride),2.900,3.140
4,2:00,3,3,DET 25,3,48,Jalen Parmele left guard for 2 yards (tackle by Jason Hunter),3.140,2.080
4,1:20,4,1,DET 23,3,48,Le'Ron McClain left guard for 4 yards (tackle by Marvin White),2.080,4.310
4,0:32,1,10,DET 19,3,48,Troy Smith kneels for -1 yards,4.310,3.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
