Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dare Ogunbowale,JAX,9,36,0,0,20,2.2,16,1.8,0,
Ryquell Armstead,JAX,6,28,0,1,16,2.7,12,2.0,0,
Trevor Lawrence,JAX,2,16,0,1,16,8.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rhamondre Stevenson,NWE,19,107,2,7,54,2.8,53,2.8,1,19.0
Damien Harris,NWE,9,35,2,5,19,2.1,16,1.8,1,9.0
Kendrick Bourne,NWE,2,17,0,1,9,4.5,8,4.0,1,2.0
Brian Hoyer,NWE,2,1,0,1,0,0.0,1,0.5,0,
Mac Jones,NWE,2,12,0,2,10,5.0,2,1.0,0,
Brandon Bolden,NWE,1,4,0,0,1,1.0,3,3.0,0,
Jonnu Smith,NWE,1,5,0,0,1,1.0,4,4.0,0,
