Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
2,13:27,3,6,MIN 36,0,0,Joe Webb middle for 12 yards (tackle by Ndamukong Suh and DeAndre Levy),0.370,2.130
2,12:51,1,10,MIN 48,0,0,Toby Gerhart left tackle for 4 yards (tackle by DeAndre Levy),2.130,2.120
2,12:15,2,6,DET 48,0,0,Toby Gerhart left end for 6 yards (tackle by DeAndre Levy and Louis Delmas). Penalty on Corey Williams: Defensive Offside (Declined),2.120,2.790
2,11:57,1,10,DET 42,0,0,Toby Gerhart left end for 2 yards (tackle by Louis Delmas),2.790,2.510
2,11:21,2,8,DET 40,0,0,Joe Webb pass incomplete short right intended for Percy Harvin,2.510,1.820
2,11:13,3,8,DET 40,0,0,Joe Webb pass incomplete deep right intended for Greg Lewis is intercepted by Amari Spievey at DET-22 and returned for 9 yards,1.820,-1.000
2,11:03,1,10,DET 31,0,0,Shaun Hill pass complete short right to Will Heller for 6 yards (tackle by Antoine Winfield),1.000,1.270
2,10:22,2,4,DET 37,0,0,Maurice Morris right tackle for no gain (tackle by Kevin Williams),1.270,0.560
2,9:46,3,4,DET 37,0,0,Shaun Hill pass complete short left to Tony Scheffler for 5 yards (tackle by Antoine Winfield),0.560,1.730
2,9:09,1,10,DET 42,0,0,Nate Burleson left end for 20 yards (tackle by Ben Leber),1.730,3.050
2,8:25,1,10,MIN 38,0,0,Jahvid Best left tackle for no gain (tackle by Jared Allen),3.050,2.510
2,7:52,2,10,MIN 38,0,0,Shaun Hill sacked by Jared Allen and Ray Edwards for -8 yards,2.510,0.760
2,7:28,3,18,MIN 46,0,0,Shaun Hill pass complete short left to Jahvid Best for 9 yards (tackle by Chad Greenway and Antoine Winfield),0.760,0.790
2,6:49,4,9,MIN 37,0,3,Dave Rayner 55 yard field goal good,0.790,3.000
2,,,,DET 30,0,3,"Dave Rayner kicks off 70 yards, returned by Lorenzo Booker for 49 yards (tackle by Dave Rayner)",0.000,2.190
2,6:35,1,10,MIN 49,0,3,Joe Webb sacked by Ashlee Palmer for 0 yards,2.190,1.650
2,5:58,2,10,MIN 49,0,3,Joe Webb pass incomplete short middle intended for Visanthe Shiancoe (defended by Ashlee Palmer),1.650,0.960
2,5:53,3,10,MIN 49,0,3,Joe Webb right tackle for 4 yards (tackle by Ndamukong Suh),0.960,0.130
2,5:14,4,6,DET 47,0,3,Chris Kluwe punts 41 yards,0.130,0.380
2,5:02,1,10,DET 6,0,3,Maurice Morris left end for no gain (tackle by Letroy Guion),-0.380,-0.780
2,4:28,2,10,DET 6,0,3,Jahvid Best left tackle for 9 yards (tackle by Letroy Guion and Husain Abdullah),-0.780,-0.370
2,3:52,3,1,DET 15,0,3,Shaun Hill pass complete short right to Nate Burleson for 9 yards (tackle by Antoine Winfield),-0.370,0.540
2,3:19,1,10,DET 24,0,3,Shaun Hill pass complete short right to Jahvid Best for no gain,0.540,0.000
2,2:49,2,10,DET 24,0,3,Shaun Hill pass complete short right to Jahvid Best for 3 yards (tackle by Ray Edwards and Chad Greenway),0.000,-0.300
2,2:06,3,7,DET 27,0,3,Shaun Hill pass complete short right to Maurice Morris for 11 yards (tackle by Husain Abdullah),-0.300,1.470
2,1:59,1,10,DET 38,0,3,Shaun Hill pass complete short right to Nate Burleson for 7 yards (tackle by Chad Greenway),1.470,1.870
2,1:38,2,3,DET 45,0,3,Shaun Hill pass incomplete short right intended for Nate Burleson,1.870,1.160
2,1:34,3,3,DET 45,0,3,Shaun Hill pass complete short right to Jahvid Best for 4 yards (tackle by Lito Sheppard),1.160,2.190
2,1:27,1,10,DET 49,0,3,Shaun Hill middle for 7 yards (tackle by Ray Edwards),2.190,2.590
2,1:05,2,3,MIN 44,0,3,Shaun Hill pass incomplete short right intended for Brandon Pettigrew (defended by Chad Greenway),2.590,1.880
2,1:00,3,3,MIN 44,0,3,Shaun Hill pass complete short right to Tony Scheffler for 16 yards (tackle by Husain Abdullah),1.880,3.710
2,0:53,,,,0,3,Timeout #2 by Detroit Lions,0.000,3.710
2,0:53,1,10,MIN 28,0,3,Shaun Hill pass complete short left to Nate Burleson for 15 yards (tackle by Jamarca Sanford and Frank Walker),3.710,4.710
2,0:46,,,,0,3,Timeout #3 by Detroit Lions,0.000,4.710
2,0:46,1,10,MIN 13,0,3,"Penalty on Corey Hilliard: False Start, 5 yards (no play)",4.710,4.290
2,0:46,1,15,MIN 18,0,3,Shaun Hill pass complete short middle to Tony Scheffler for 11 yards (tackle by Chad Greenway and Antoine Winfield),4.290,5.150
2,0:28,2,4,MIN 7,0,9,"Shaun Hill pass complete short right to Nate Burleson for 7 yards, touchdown",5.150,7.000
2,,,,MIN 2,0,10,Dave Rayner kicks extra point good,0.000,0.000
2,,,,DET 30,0,10,"Dave Rayner kicks off 64 yards, returned by Lorenzo Booker for 10 yards (tackle by John Wendling)",0.000,-0.140
2,0:18,1,10,MIN 16,0,10,Adrian Peterson right end for 1 yard (tackle by Bobby Carpenter),-0.140,-0.510
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,0,10,"Ryan Longwell kicks off 63 yards, returned by Stefan Logan for 28 yards (tackle by Frank Walker)",0.000,1.270
3,14:53,1,10,DET 35,0,10,Maurice Morris right tackle for 3 yards (tackle by E.J. Henderson),1.270,1.130
3,14:20,2,7,DET 38,0,10,Shaun Hill pass complete short middle to Tony Scheffler for 8 yards (tackle by Jamarca Sanford),1.130,1.990
3,13:48,1,10,DET 46,0,10,Maurice Morris middle for 7 yards (tackle by Jamarca Sanford and E.J. Henderson),1.990,2.400
3,13:16,2,3,MIN 47,0,10,Maurice Morris left tackle for 1 yard (tackle by Pat Williams),2.400,1.820
3,12:40,3,2,MIN 46,0,10,Shaun Hill left end for 4 yards (tackle by E.J. Henderson and Ray Edwards),1.820,2.790
3,12:03,1,10,MIN 42,0,10,Jahvid Best left end for 3 yards (tackle by Fred Evans),2.790,2.650
3,11:28,2,7,MIN 39,0,10,Shaun Hill pass complete short left to Bryant Johnson for 18 yards (tackle by Husain Abdullah),2.650,4.170
3,10:54,1,10,MIN 21,0,10,Shaun Hill pass complete short right to Tony Scheffler for 3 yards (tackle by Antoine Winfield),4.170,4.040
3,10:13,2,7,MIN 18,0,10,Shaun Hill pass incomplete,4.040,3.310
3,10:07,3,7,MIN 18,0,10,Shaun Hill pass incomplete deep right intended for Bryant Johnson,3.310,2.250
3,10:03,4,7,MIN 18,0,13,Dave Rayner 37 yard field goal good,2.250,3.000
3,,,,DET 30,0,13,"Dave Rayner kicks off 72 yards, returned by Lorenzo Booker for 20 yards (tackle by Vinny Ciurciu)",0.000,0.040
3,9:53,1,10,MIN 18,0,13,Adrian Peterson left end for 3 yards (tackle by Louis Delmas),0.040,0.010
3,9:21,2,7,MIN 21,0,13,Adrian Peterson left tackle for 9 yards (tackle by DeAndre Levy),0.010,0.940
3,8:46,1,10,MIN 30,0,13,Adrian Peterson right tackle for 3 yards (tackle by Cliff Avril),0.940,0.800
3,8:07,2,7,MIN 33,0,13,Percy Harvin right end for -5 yards (tackle by Louis Delmas),0.800,-0.560
3,7:27,3,12,MIN 28,0,13,Joe Webb sacked by Lawrence Jackson and Cliff Avril for -8 yards,-0.560,-2.030
3,6:59,4,20,MIN 20,0,13,"Chris Kluwe punts 51 yards, returned by Stefan Logan for 6 yards (tackle by Heath Farwell)",-2.030,-1.270
3,6:47,1,10,DET 35,0,13,Jahvid Best right end for 1 yard (tackle by Husain Abdullah),1.270,0.860
3,6:12,2,9,DET 36,6,13,"Shaun Hill pass incomplete short middle intended for Brandon Pettigrew is intercepted by Jared Allen at DET-36 and returned for 36 yards, touchdown",0.860,-7.000
3,,,,DET 2,7,13,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,7,13,"Ryan Longwell kicks off 58 yards, returned by Stefan Logan for 9 yards (tackle by Everson Griffen)",0.000,0.340
3,5:57,1,10,DET 21,7,13,Jahvid Best right tackle for 4 yards (tackle by Kevin Williams),0.340,0.340
3,5:23,2,6,DET 25,7,13,Shaun Hill pass complete short right to Jahvid Best for -2 yards (tackle by Husain Abdullah),0.340,-0.630
3,4:42,3,8,DET 23,7,13,Shaun Hill pass incomplete short left intended for Tony Scheffler,-0.630,-1.830
3,4:34,4,8,DET 23,7,13,"Nick Harris punts 46 yards, returned by Greg Camarillo for 8 yards (tackle by Ashlee Palmer)",-1.830,-1.530
3,4:22,1,10,MIN 39,7,13,Joe Webb pass complete short right to Percy Harvin for 4 yards (tackle by DeAndre Levy),1.530,1.530
3,3:47,2,6,MIN 43,7,13,"Joe Webb sacked by Cliff Avril for -9 yards. Penalty on Corey Williams: Defensive Offside, 5 yards (no play)",1.530,2.200
3,3:23,2,1,MIN 48,7,13,Adrian Peterson left tackle for 6 yards (tackle by Ndamukong Suh),2.200,2.520
3,2:40,1,10,DET 46,7,13,Adrian Peterson left end for -6 yards (tackle by Eric King),2.520,1.170
3,1:56,,,,7,13,Timeout #1 by Minnesota Vikings,0.000,1.170
3,1:56,2,16,MIN 48,7,13,Joe Webb pass complete short right to Toby Gerhart for 6 yards (tackle by Prince Miller),1.170,1.290
3,1:12,3,10,DET 46,7,13,Joe Webb pass complete short right to Percy Harvin for 11 yards (tackle by Amari Spievey),1.290,3.250
3,0:40,1,10,DET 35,7,13,Joe Webb pass complete short right to Naufahu Tahi for 2 yards (tackle by Louis Delmas),3.250,2.970
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DET 33,7,13,Joe Webb left end for 6 yards (tackle by Ashlee Palmer),2.970,3.070
4,14:26,3,2,DET 27,7,13,"Joe Webb pass complete short right to Percy Harvin for 2 yards (tackle by Eric King). Penalty on Louis Delmas: Unsportsmanlike Conduct, 13 yards",3.070,4.780
4,13:37,1,10,DET 12,7,13,Joe Webb pass incomplete short left intended for Percy Harvin,4.780,4.100
4,13:31,2,10,DET 12,7,13,Percy Harvin right end for 1 yard (tackle by Ashlee Palmer and Cliff Avril),4.100,3.290
4,12:48,3,9,DET 11,7,13,Joe Webb pass complete short right to Jim Kleinsasser for 2 yards (tackle by Prince Miller and Ndamukong Suh),3.290,2.830
4,12:09,4,7,DET 9,10,13,Ryan Longwell 27 yard field goal good,2.830,3.000
4,,,,MIN 30,10,13,"Ryan Longwell kicks off 67 yards, returned by Stefan Logan for 20 yards (tackle by Everson Griffen)",0.000,0.480
4,12:00,1,10,DET 23,10,13,Shaun Hill pass complete deep left to Nate Burleson for 33 yards (tackle by Frank Walker). Penalty on Frank Walker: Defensive Pass Interfere (Declined),0.480,2.650
4,11:41,1,10,MIN 44,10,13,Jahvid Best right tackle for 2 yards (tackle by Pat Williams),2.650,2.380
4,11:09,2,8,MIN 42,10,13,Shaun Hill pass complete short right to Brandon Pettigrew for 1 yard (tackle by Ray Edwards),2.380,1.820
4,10:29,3,7,MIN 41,10,13,Shaun Hill pass complete short middle to Maurice Morris for 13 yards (tackle by Jared Allen),1.820,3.710
4,9:52,1,10,MIN 28,10,13,Shaun Hill pass incomplete short left intended for Bryant Johnson (defended by Frank Walker),3.710,3.170
4,9:49,2,10,MIN 28,10,13,Shaun Hill pass incomplete short right intended for Brandon Pettigrew,3.170,2.480
4,9:45,3,10,MIN 28,10,13,Shaun Hill pass complete deep left to Bryant Johnson for 23 yards (tackle by Frank Walker),2.480,6.060
,,,,,,,"MIN challenged the pass completion ruling, and the play was upheld.",,
4,9:34,1,5,MIN 5,10,19,"Maurice Morris left tackle for 5 yards, touchdown",6.060,7.000
4,,,,MIN 2,10,20,Dave Rayner kicks extra point good,0.000,0.000
4,,,,DET 30,10,20,"Dave Rayner kicks off 67 yards, returned by Lorenzo Booker for 22 yards (tackle by Eric King)",0.000,0.610
4,9:23,1,10,MIN 25,10,20,Joe Webb pass incomplete deep middle intended for Percy Harvin,0.610,0.060
4,9:17,2,10,MIN 25,10,20,Adrian Peterson right tackle for 5 yards (tackle by Turk McBride),0.060,0.040
4,8:37,3,5,MIN 30,10,20,Joe Webb pass incomplete short left intended for Percy Harvin (defended by Prince Miller),0.040,-1.370
4,8:32,4,5,MIN 30,10,20,Chris Kluwe punts 46 yards,-1.370,-0.540
4,8:23,1,10,DET 24,10,20,Jahvid Best right end for -2 yards (tackle by Ray Edwards),0.540,-0.270
4,7:43,2,12,DET 22,10,20,"Shaun Hill pass incomplete short left intended for Bryant Johnson. Penalty on Kevin Williams: Roughing the Passer, 15 yards (no play)",-0.270,1.400
4,7:39,1,10,DET 37,10,20,Jahvid Best left end for 6 yards (tackle by Frank Walker),1.400,1.670
4,6:56,2,4,DET 43,10,20,Maurice Morris middle for 3 yards (tackle by Husain Abdullah),1.670,1.360
4,6:28,3,1,DET 46,10,20,Maurice Morris left end for -1 yards (tackle by Jared Allen),1.360,-0.390
4,5:45,4,2,DET 45,10,20,"Nick Harris punts 41 yards, returned by Greg Camarillo for -2 yards (tackle by Brian Clark)",-0.390,0.350
4,5:36,1,10,MIN 12,10,20,Joe Webb pass complete short left to Percy Harvin for 8 yards (tackle by Cliff Avril),-0.350,0.290
4,5:14,2,2,MIN 20,10,20,Joe Webb pass incomplete short middle intended for Percy Harvin (defended by Cliff Avril),0.290,-0.480
4,5:10,3,2,MIN 20,10,20,Adrian Peterson left tackle for 3 yards (tackle by Bobby Carpenter and DeAndre Levy),-0.480,0.480
4,4:45,1,10,MIN 23,10,20,Joe Webb pass complete short middle to Visanthe Shiancoe for 5 yards (tackle by DeAndre Levy),0.480,0.610
4,4:25,2,5,MIN 28,10,20,Joe Webb right end for 9 yards (tackle by Bobby Carpenter),0.610,1.400
4,4:01,1,10,MIN 37,10,20,Joe Webb pass complete short middle to Visanthe Shiancoe for 8 yards (tackle by Bobby Carpenter and DeAndre Levy),1.400,1.940
4,3:38,2,2,MIN 45,10,20,Joe Webb pass complete short middle to Percy Harvin for 7 yards (tackle by Bobby Carpenter),1.940,2.390
4,3:16,1,10,DET 48,10,20,Joe Webb pass incomplete short right intended for Greg Lewis,2.390,1.850
4,3:11,2,10,DET 48,10,20,Joe Webb pass complete short middle to Greg Camarillo for 13 yards (tackle by Bobby Carpenter),1.850,3.250
4,2:49,1,10,DET 35,10,20,Joe Webb pass incomplete short left intended for Bernard Berrian,3.250,2.700
4,2:44,2,10,DET 35,10,20,Joe Webb pass complete short left to Percy Harvin for 5 yards (tackle by Prince Miller),2.700,2.680
4,2:20,3,5,DET 30,10,20,Joe Webb sacked by Ndamukong Suh for 0 yards,2.680,1.450
4,2:00,4,5,DET 30,13,20,Ryan Longwell 48 yard field goal good,1.450,3.000
4,,,,MIN 30,13,20,Ryan Longwell kicks onside 9 yards,0.000,2.980
4,1:54,1,10,MIN 39,13,20,Jahvid Best left tackle for 5 yards (tackle by E.J. Henderson),2.980,3.120
4,1:48,,,,13,20,Timeout #3 by Minnesota Vikings,0.000,3.120
4,1:48,2,5,MIN 34,13,20,Maurice Morris right tackle for 2 yards (tackle by Antoine Winfield),3.120,2.680
4,0:55,3,3,MIN 32,13,20,Maurice Morris middle for no gain (tackle by Chad Greenway),2.680,1.290
4,0:16,4,3,MIN 32,13,20,"Penalty on Shaun Hill: Delay of Game, 5 yards (no play)",1.290,0.790
4,0:12,4,8,MIN 37,13,20,"Nick Harris punts 37 yards, touchback",0.790,-0.280
4,0:10,1,10,MIN 20,13,20,Joe Webb pass complete short left to Percy Harvin for 12 yards. Penalty on Percy Harvin: Illegal Forward Pass,0.280,1.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
