#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:36,DAL 22,3,1:59,-10,Punt
2,1,7:30,DAL 24,1,0:09,0,Interception
3,1,7:21,DAL 47,7,4:15,53,Touchdown
4,1,1:29,NYG 35,6,2:17,16,Field Goal
5,2,11:07,DAL 39,6,3:26,30,Field Goal
6,2,6:03,DAL 16,3,2:06,10,Punt
7,2,1:51,DAL 20,9,1:47,45,Missed FG
8,3,15:00,DAL 40,8,4:00,36,Field Goal
9,3,8:11,DAL 28,6,3:18,69,Field Goal
10,3,3:37,DAL 20,11,5:54,62,Field Goal
11,4,9:54,DAL 20,4,2:22,19,Punt
12,4,6:20,DAL 28,3,1:46,6,Punt
13,4,3:20,DAL 9,3,0:21,6,Punt
14,4,0:11,DAL 40,2,0:11,26,Field Goal
15,5,15:00,DAL 29,8,4:26,19,Punt
16,5,10:09,DAL 43,8,4:13,51,Field Goal
