Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Giants to receive the opening kickoff.",,
1,15:00,,,DAL 30,0,0,"Toby Gowin kicks off 70 yards, returned by Brian Mitchell for 29 yards (tackle by Darren Woodson)",0.000,0.870
1,14:53,1,10,NYG 29,0,0,Tiki Barber left end for -2 yards (tackle by Willie Blade and La'Roi Glover),0.870,0.060
1,14:15,2,12,NYG 27,0,0,"Penalty on Amani Toomer: False Start, 5 yards (no play)",0.060,-0.620
1,13:51,2,17,NYG 22,0,0,Kerry Collins pass complete to Tim Carter for 13 yards (tackle by Mario Edwards),-0.620,0.430
1,13:10,3,4,NYG 35,0,0,Kerry Collins pass complete to Amani Toomer for 12 yards (tackle by Mario Edwards),0.430,2.060
1,12:28,1,10,NYG 47,0,0,Kerry Collins pass incomplete intended for Amani Toomer,2.060,1.520
1,12:19,2,10,NYG 47,0,0,Kerry Collins pass incomplete intended for Tiki Barber,1.520,0.830
1,12:13,3,10,NYG 47,0,0,"Penalty on NYG: Delay of Game, 5 yards (no play)",0.830,0.170
1,12:13,3,15,NYG 42,0,0,Kerry Collins sacked by Greg Ellis and Ebenezer Ekuban for -4 yards,0.170,-0.850
1,11:49,4,19,NYG 38,0,0,"Jeff Feagles punts 47 yards, returned by Zuriel Smith for 7 yards (tackle by Wesly Mallard)",-0.850,-0.410
1,11:36,1,10,DAL 22,0,0,Troy Hambrick right tackle for -3 yards (tackle by Micheal Barrow),0.410,-0.600
1,11:04,2,13,DAL 19,0,0,Troy Hambrick left guard for -2 yards (tackle by Shaun Williams and Kenny Holmes),-0.600,-1.680
1,10:19,3,15,DAL 17,0,0,"Penalty on Flozell Adams: False Start, 5 yards (no play)",-1.680,-2.590
1,9:58,3,20,DAL 12,0,0,Quincy Carter pass incomplete intended for Antonio Bryant,-2.590,-2.490
1,9:46,4,20,DAL 12,0,0,Toby Gowin punts 47 yards,-2.490,-1.660
1,9:37,1,10,NYG 41,0,0,Tiki Barber right guard for 4 yards (tackle by Greg Ellis),1.660,1.660
1,9:07,2,6,NYG 45,0,0,"Kerry Collins sacked by Ebenezer Ekuban for -7 yards. Kerry Collins fumbles (forced by Ebenezer Ekuban), recovered by Chris Bober at NYG-40",1.660,0.300
1,8:16,3,11,NYG 40,0,0,Kerry Collins pass complete to Tiki Barber for 6 yards (tackle by Pete Hunter),0.300,-0.320
1,7:46,4,5,NYG 46,0,0,"Jeff Feagles punts 48 yards, returned by Zuriel Smith for 18 yards (tackle by Brian Mitchell)",-0.320,-0.540
1,7:30,1,10,DAL 24,0,6,"Quincy Carter pass incomplete intended for Joey Galloway is intercepted by Ralph Brown at DAL-29 and returned for 29 yards, touchdown",0.540,-7.000
1,,,,DAL 2,0,7,Matt Bryant kicks extra point good,0.000,0.000
1,,,,NYG 30,0,7,"Matt Bryant kicks off 60 yards, returned by Zuriel Smith for 37 yards (tackle by Shaun Williams)",0.000,2.060
1,7:13,1,10,DAL 47,0,7,"Penalty on Larry Allen: False Start, 5 yards (no play)",2.060,1.730
1,7:13,1,15,DAL 42,0,7,Richie Anderson left guard for 1 yard (tackle by Micheal Barrow and Dhani Jones),1.730,0.980
1,6:39,2,14,DAL 43,0,7,Quincy Carter pass complete to Terry Glenn for 20 yards (tackle by Ralph Brown),0.980,3.120
1,6:01,1,10,NYG 37,0,7,Troy Hambrick right tackle for 12 yards (tackle by Micheal Barrow and Shaun Williams),3.120,3.910
1,5:21,1,10,NYG 25,0,7,Troy Hambrick left tackle for 7 yards (tackle by Shaun Williams and Omar Stoutmire),3.910,4.370
1,4:47,2,3,NYG 18,0,7,Richie Anderson right tackle for 11 yards (tackle by Micheal Barrow and Ralph Brown),4.370,5.600
1,4:02,1,7,NYG 7,0,7,Troy Hambrick left tackle for -1 yards (tackle by Micheal Barrow and Shaun Williams),5.600,4.570
1,3:21,2,8,NYG 8,6,7,"Quincy Carter up the middle for 8 yards, touchdown",4.570,7.000
1,,,,NYG 2,7,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,DAL 30,7,7,"Toby Gowin kicks off 70 yards, returned by Brian Mitchell for 21 yards (tackle by James Whalen)",0.000,0.340
1,3:01,1,10,NYG 21,7,7,Tiki Barber right end for no gain (tackle by Alshermond Singleton),0.340,-0.200
1,2:26,2,10,NYG 21,7,7,Kerry Collins pass incomplete intended for Ike Hilliard,-0.200,-0.890
1,2:18,3,10,NYG 21,7,7,Kerry Collins pass complete to Ike Hilliard for 11 yards (tackle by Dat Nguyen),-0.890,1.070
1,1:44,1,10,NYG 32,7,7,"Tiki Barber left tackle for 3 yards (tackle by Greg Ellis). Tiki Barber fumbles (forced by Greg Ellis), recovered by Dat Nguyen at NYG-35 (tackle by Wayne Lucier)",1.070,-3.250
1,1:29,1,10,NYG 35,7,7,Troy Hambrick left end for 7 yards (tackle by Omar Stoutmire),3.250,3.650
1,0:53,2,3,NYG 28,7,7,Quincy Carter pass complete to Terry Glenn for 8 yards (tackle by Ralph Brown),3.650,4.240
1,0:09,1,10,NYG 20,7,7,Quincy Carter pass incomplete intended for Richie Anderson,4.240,3.690
1,0:01,2,10,NYG 20,7,7,"Quincy Carter pass incomplete intended for Richie Anderson. Penalty on Brandon Short: Defensive Offside, 5 yards (no play)",3.690,4.450
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,NYG 15,7,7,Quincy Carter pass incomplete intended for Jason Witten,4.450,3.700
2,14:54,3,5,NYG 15,7,7,Quincy Carter pass complete to Aveion Cason for -4 yards (tackle by Dhani Jones),3.700,2.180
2,14:30,4,9,NYG 19,10,7,Billy Cundiff 37 yard field goal good,2.180,3.000
2,,,,DAL 30,10,7,"Toby Gowin kicks off 70 yards, returned by Brian Mitchell for 24 yards (tackle by Darren Woodson)",0.000,0.540
2,14:06,1,10,NYG 24,10,7,Kerry Collins pass incomplete intended for Amani Toomer (defended by Mario Edwards),0.540,0.000
2,14:02,2,10,NYG 24,10,7,Tiki Barber left guard for 4 yards (tackle by Dexter Coakley),0.000,-0.160
2,13:23,3,6,NYG 28,10,7,Kerry Collins pass complete to Ike Hilliard for 7 yards (tackle by Pete Hunter),-0.160,1.270
2,12:35,1,10,NYG 35,10,7,Tiki Barber right end for 2 yards (tackle by Dat Nguyen),1.270,0.990
2,12:02,2,8,NYG 37,10,7,Tiki Barber left end for no gain (tackle by Pete Hunter),0.990,0.300
2,11:29,3,8,NYG 37,10,7,Kerry Collins pass incomplete intended for Jeremy Shockey,0.300,-0.910
2,11:20,4,8,NYG 37,10,7,"Jeff Feagles punts 39 yards, returned by Zuriel Smith for 15 yards (tackle by Brian Mitchell)",-0.910,-1.530
2,11:07,1,10,DAL 39,10,7,Quincy Carter pass complete to Richie Anderson for 6 yards (tackle by Dhani Jones),1.530,1.800
2,10:35,,,,10,7,Timeout #1 by Dallas Cowboys,0.000,1.800
2,10:35,2,4,DAL 45,10,7,Quincy Carter pass complete to Joey Galloway for 21 yards,1.800,3.310
2,10:15,1,10,NYG 34,10,7,Richie Anderson up the middle for 4 yards (tackle by Keith Hamilton and Dhani Jones),3.310,3.310
2,9:41,2,6,NYG 30,10,7,"Troy Hambrick right end for 6 yards (tackle by Omar Stoutmire). Penalty on Flozell Adams: Offensive Holding, 10 yards (no play)",3.310,1.960
2,9:14,2,16,NYG 40,10,7,Quincy Carter pass complete to Richie Anderson for 6 yards (tackle by Dhani Jones),1.960,2.080
2,8:27,3,10,NYG 34,10,7,Quincy Carter left tackle for 3 yards (tackle by Micheal Barrow),2.080,1.320
2,7:56,4,7,NYG 31,13,7,Billy Cundiff 49 yard field goal good,1.320,3.000
2,,,,DAL 30,13,7,"Toby Gowin kicks off 66 yards, returned by Brian Mitchell for 27 yards (tackle by Keith O'Neil)",0.000,1.000
2,7:35,1,10,NYG 31,13,7,Kerry Collins pass complete to Brian Mitchell for 11 yards (tackle by Terence Newman),1.000,1.730
2,7:16,1,10,NYG 42,13,7,Tiki Barber up the middle for 3 yards (tackle by Darren Woodson and Ebenezer Ekuban),1.730,1.590
2,6:31,2,7,NYG 45,13,7,Kerry Collins pass incomplete intended for Amani Toomer (defended by Mario Edwards),1.590,0.890
2,6:21,3,7,NYG 45,13,7,Kerry Collins pass incomplete intended for Tim Carter (defended by Terence Newman),0.890,-0.390
2,6:12,4,7,NYG 45,13,7,"Jeff Feagles punts 44 yards, returned by Zuriel Smith for 5 yards (tackle by David Tyree)",-0.390,0.140
2,6:03,1,10,DAL 16,13,7,"Troy Hambrick up the middle for no gain (tackle by Micheal Barrow and Lance LeGree). Penalty on Lance LeGree: Tripping, 10 yards (no play)",-0.140,0.670
2,5:39,1,10,DAL 26,13,7,Troy Hambrick left end for -3 yards (tackle by Shaun Williams),0.670,-0.280
2,4:56,2,13,DAL 23,13,7,Troy Hambrick left end for 3 yards (tackle by Will Allen),-0.280,-0.560
2,4:15,3,10,DAL 26,13,7,Quincy Carter pass incomplete intended for Aveion Cason,-0.560,-1.630
2,4:10,4,10,DAL 26,13,7,Toby Gowin punts 44 yards,-1.630,-0.940
2,3:57,1,10,NYG 30,13,7,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Terence Newman),0.940,0.390
2,3:53,2,10,NYG 30,13,7,Tiki Barber right tackle for 1 yard (tackle by Greg Ellis and Dat Nguyen),0.390,-0.160
2,3:21,3,9,NYG 31,19,7,"Kerry Collins pass incomplete intended for Jeremy Shockey is intercepted by Alshermond Singleton at NYG-41 and returned for 41 yards, touchdown",-0.160,-7.000
2,,,,NYG 2,20,7,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,20,7,"Toby Gowin kicks off 67 yards, returned by Brian Mitchell for 25 yards (tackle by Darren Woodson)",0.000,0.810
2,2:59,1,10,NYG 28,20,7,Kerry Collins pass incomplete intended for Visanthe Shiancoe (defended by Willie Blade),0.810,0.260
2,2:54,2,10,NYG 28,20,7,Kerry Collins pass incomplete intended for Ike Hilliard (defended by Terence Newman),0.260,-0.430
2,2:49,3,10,NYG 28,20,7,Kerry Collins pass complete to Amani Toomer for 40 yards (tackle by Randal Williams),-0.430,3.450
2,2:23,1,10,DAL 32,20,7,Kerry Collins pass incomplete intended for Visanthe Shiancoe,3.450,2.900
2,2:14,2,10,DAL 32,20,7,Kerry Collins pass incomplete intended for Tiki Barber,2.900,2.210
2,2:09,3,10,DAL 32,20,7,"Kerry Collins pass complete to Tiki Barber for 5 yards (tackle by Randal Williams). Penalty on David Diehl: Offensive Holding, 10 yards (no play)",2.210,0.890
2,2:00,3,20,DAL 42,20,7,Kerry Collins pass incomplete intended for Jeremy Shockey is intercepted by Terence Newman at DAL-20,0.890,-0.280
2,1:51,1,10,DAL 20,20,7,Troy Hambrick left end for 1 yard (tackle by Dhani Jones and Micheal Barrow),0.280,-0.130
2,1:41,,,,20,7,Timeout #1 by New York Giants,0.000,-0.130
2,1:41,2,9,DAL 21,20,7,Troy Hambrick right end for 10 yards (tackle by Micheal Barrow),-0.130,1.000
2,1:34,1,10,DAL 31,20,7,Troy Hambrick left end for 1 yard (tackle by Shaun Williams),1.000,0.600
2,1:24,,,,20,7,Timeout #2 by New York Giants,0.000,0.600
2,1:24,2,9,DAL 32,20,7,Quincy Carter pass complete to Richie Anderson for 2 yards (tackle by Dhani Jones),0.600,0.170
2,1:19,,,,20,7,Timeout #2 by Dallas Cowboys,0.000,0.170
2,1:19,3,7,DAL 34,20,7,Quincy Carter pass complete to Terry Glenn for 13 yards (tackle by Will Allen),0.170,2.060
2,1:13,1,10,DAL 47,20,7,Quincy Carter pass complete to Terry Glenn for 27 yards (tackle by Dhani Jones),2.060,3.840
2,0:31,1,10,NYG 26,20,7,Richie Anderson right guard for 1 yard (tackle by Keith Hamilton and Cornelius Griffin),3.840,3.430
2,0:21,,,,20,7,Timeout #3 by Dallas Cowboys,0.000,3.430
2,0:21,2,9,NYG 25,20,7,Quincy Carter pass incomplete intended for Richie Anderson,3.430,2.740
2,0:17,3,9,NYG 25,20,7,"Quincy Carter pass complete to Terry Glenn for 4 yards (tackle by Will Allen). Penalty on Larry Allen: Offensive Holding, 10 yards (no play)",2.740,1.420
2,0:09,3,19,NYG 35,20,7,Billy Cundiff 53 yard field goal no good,1.420,-1.800
2,0:04,1,10,NYG 43,20,7,Kerry Collins kneels for -1 yards,1.800,1.120
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,20,7,Matt Bryant kicks off 67 yards,0.000,1.600
3,15:00,1,10,DAL 40,20,7,Troy Hambrick left guard for 1 yard (tackle by Micheal Barrow and Shaun Williams),1.600,1.190
3,14:30,2,9,DAL 41,20,7,Quincy Carter pass complete to Antonio Bryant for 25 yards (tackle by Will Allen),1.190,3.310
3,13:54,1,10,NYG 34,20,7,Troy Hambrick right tackle for 1 yard (tackle by Dhani Jones),3.310,2.910
3,13:12,2,9,NYG 33,20,7,Quincy Carter pass complete to Jason Witten for 15 yards (tackle by Omar Stoutmire),2.910,4.370
3,12:45,1,10,NYG 18,20,7,Troy Hambrick left end for 3 yards (tackle by Micheal Barrow and Omar Stoutmire),4.370,4.250
3,12:20,2,7,NYG 15,20,7,"Quincy Carter sacked for -9 yards. Quincy Carter fumbles, recovered by Quincy Carter at NYG-26",4.250,2.080
3,11:40,3,18,NYG 26,20,7,Aveion Cason up the middle for 2 yards (tackle by Micheal Barrow),2.080,1.870
3,11:11,4,16,NYG 24,23,7,Billy Cundiff 42 yard field goal good,1.870,3.000
3,,,,DAL 30,23,7,"Toby Gowin kicks off 60 yards, returned by Brian Mitchell for 21 yards (tackle by Randal Williams)",0.000,1.000
3,10:54,1,10,NYG 31,23,7,Tiki Barber left end for 9 yards (tackle by Dexter Coakley),1.000,1.680
3,10:32,2,1,NYG 40,23,7,Tiki Barber left guard for 3 yards (tackle by Dexter Coakley),1.680,1.800
3,9:58,1,10,NYG 43,23,7,Kerry Collins pass incomplete intended for Brian Mitchell (defended by Greg Ellis),1.800,1.250
3,9:50,2,10,NYG 43,23,7,Kerry Collins pass complete to Ike Hilliard for 18 yards (tackle by Pete Hunter),1.250,2.980
3,9:24,1,10,DAL 39,23,7,"Kerry Collins pass incomplete intended for Amani Toomer. Penalty on Randal Williams: Defensive Pass Interference, 38 yards (no play)",2.980,6.970
3,9:06,1,1,DAL 1,23,7,Kerry Collins pass incomplete intended for Jeremy Shockey,6.970,5.910
3,9:00,2,1,DAL 1,23,7,Tiki Barber left end for -4 yards (tackle by Dat Nguyen),5.910,4.260
3,8:20,3,5,DAL 5,23,13,"Kerry Collins pass complete to Ike Hilliard for 5 yards, touchdown",4.260,7.000
3,,,,DAL 2,23,14,Matt Bryant kicks extra point good,0.000,0.000
