Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
1,4:09,,,CHI 35,0,3,"Eddy Pineiro kicks off 25 yards, out of bounds",0.000,1.600
1,4:09,1,10,GNB 40,0,3,Aaron Rodgers pass incomplete short middle intended for Davante Adams (defended by Prince Amukamara),1.600,1.050
1,4:07,2,10,GNB 40,0,3,Aaron Rodgers pass complete short right to Davante Adams for 5 yards (tackle by Kyle Fuller),1.050,1.030
1,3:25,3,5,GNB 45,0,3,Aaron Rodgers pass incomplete short left intended for Davante Adams,1.030,-0.390
1,3:20,4,5,GNB 45,0,3,"JK Scott punts 47 yards, fair catch by Tarik Cohen at CHI-8. Penalty on Joel Iyiegbuniwe: Offensive Holding, 4 yards",-0.390,0.380
1,3:13,1,10,CHI 4,0,3,Mike Davis right guard for 1 yard (tackle by Za'Darius Smith),-0.380,-0.710
1,2:32,2,9,CHI 5,0,3,Mitchell Trubisky pass complete short middle to Allen Robinson for 5 yards (tackle by Raven Greene and Jaire Alexander),-0.710,-0.720
1,1:50,,,,,,Timeout #1 by Chicago Bears,,
1,1:50,3,4,CHI 10,0,3,"Mitchell Trubisky pass incomplete short left intended for Cordarrelle Patterson. Penalty on Tramon Williams: Defensive Pass Interference, 6 yards (no play)",-0.720,-0.140
1,1:46,1,10,CHI 16,0,3,Mitchell Trubisky pass complete short middle to Adam Shaheen for 6 yards (tackle by Tony Brown),-0.140,0.280
1,1:05,2,4,CHI 22,0,3,David Montgomery left tackle for 6 yards (tackle by Tony Brown and Kyler Fackrell),0.280,0.810
1,0:22,1,10,CHI 28,0,3,Mitchell Trubisky pass incomplete short middle intended for Taylor Gabriel (defended by Jaire Alexander),0.810,0.260
1,0:16,2,10,CHI 28,0,3,David Montgomery right guard for 1 yard (tackle by Blake Martinez),0.260,-0.300
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,CHI 29,0,3,Mitchell Trubisky pass incomplete deep left intended for Cordarrelle Patterson (defended by Kevin King),-0.300,-1.440
2,14:54,4,9,CHI 29,0,3,"Pat O'Donnell punts 46 yards, returned by Trevor Davis for 1 yard (tackle by Kevin Pierre-Louis)",-1.440,-0.670
2,14:43,,,,,,Timeout #1 by Green Bay Packers,,
2,14:43,1,10,GNB 26,0,3,Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 47 yards (tackle by Prince Amukamara),0.670,3.780
2,14:08,1,10,CHI 27,0,3,Aaron Rodgers pass complete short left to Marcedes Lewis for 9 yards (tackle by Leonard Floyd),3.780,4.530
2,13:44,2,1,CHI 18,0,3,Aaron Rodgers pass complete short right to Davante Adams for 10 yards (tackle by Eddie Jackson),4.530,5.370
2,13:15,1,8,CHI 8,6,3,"Aaron Rodgers pass complete short right to Jimmy Graham for 8 yards, touchdown Penalty on CHI: Defensive Too Many Men on Field (Declined)",5.370,7.000
2,13:08,,,CHI 15,7,3,Mason Crosby kicks extra point good,0.000,0.000
2,13:08,,,GNB 35,7,3,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,13:08,1,10,CHI 25,7,3,Mitchell Trubisky pass complete deep left to Allen Robinson for 27 yards (tackle by Tony Brown),0.610,2.390
2,12:24,1,10,GNB 48,7,3,Mitchell Trubisky pass incomplete short middle intended for Allen Robinson (defended by Tramon Williams),2.390,1.850
2,12:19,2,10,GNB 48,7,3,Mitchell Trubisky pass complete short middle to Tarik Cohen for 9 yards (tackle by Darnell Savage),1.850,2.340
2,11:36,3,1,GNB 39,7,3,Cordarrelle Patterson right guard for -2 yards (tackle by Kenny Clark and Adrian Amos). Penalty on James Daniels: Offensive Holding (Declined),2.340,0.530
2,11:20,4,3,GNB 41,7,3,Pat O'Donnell punts 37 yards downed by Joel Iyiegbuniwe,0.530,0.380
2,11:10,1,10,GNB 4,7,3,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 9 yards (tackle by Kyle Fuller),-0.380,-0.120
2,10:30,2,1,GNB 13,7,3,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 1 yard (tackle by Kyle Fuller),-0.120,-0.280
2,9:46,1,10,GNB 14,7,3,Jamaal Williams right tackle for 5 yards (tackle by Danny Trevathan),-0.280,-0.040
2,9:06,2,5,GNB 19,7,3,Marquez Valdes-Scantling left end for no gain (tackle by Roy Robertson-Harris),-0.040,-0.800
2,8:20,3,5,GNB 19,7,3,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Prince Amukamara),-0.800,0.940
2,7:42,1,10,GNB 30,7,3,Aaron Rodgers pass complete short left to Jamaal Williams for 5 yards (tackle by Roquan Smith and Bilal Nichols),0.940,1.070
2,7:03,2,5,GNB 35,7,3,Jamaal Williams left tackle for -1 yards (tackle by Roy Robertson-Harris),1.070,0.230
2,6:19,3,6,GNB 34,7,3,Aaron Rodgers sacked by Akiem Hicks for -8 yards,0.230,-1.630
2,5:37,4,14,GNB 26,7,3,JK Scott punts 63 yards downed by Will Redmond,-1.630,0.370
2,5:25,1,10,CHI 11,7,3,Mitchell Trubisky pass complete short left to Allen Robinson for 9 yards (tackle by Kevin King),-0.370,0.360
2,5:00,2,1,CHI 20,7,3,Mitchell Trubisky pass complete short middle to Mike Davis for 7 yards (tackle by Kenny Clark),0.360,0.740
2,4:19,1,10,CHI 27,7,3,"Tarik Cohen left tackle for 2 yards (tackle by Darnell Savage). Penalty on Kyle Long: Offensive Holding, 10 yards (no play)",0.740,-0.170
2,3:46,1,20,CHI 17,7,3,Mitchell Trubisky sacked by Za'Darius Smith for -1 yards,-0.170,-1.440
2,3:00,2,21,CHI 16,7,3,Mitchell Trubisky pass complete short right to Tarik Cohen for 7 yards (tackle by Darnell Savage),-1.440,-1.020
2,2:19,3,14,CHI 23,7,3,Mitchell Trubisky pass incomplete short middle intended for Allen Robinson (defended by Darnell Savage),-1.020,-1.830
2,2:14,4,14,CHI 23,7,3,"Pat O'Donnell punts 42 yards, fair catch by Trevor Davis at GB-35",-1.830,-1.270
2,2:07,1,10,GNB 35,7,3,Aaron Jones left tackle for 3 yards (tackle by Danny Trevathan and Prince Amukamara),1.270,1.130
2,2:00,2,7,GNB 38,7,3,Aaron Rodgers pass incomplete deep right intended for Davante Adams (defended by Buster Skrine),1.130,0.430
2,1:54,3,7,GNB 38,7,3,Aaron Rodgers pass complete short left to Jamaal Williams for 10 yards (tackle by Roquan Smith),0.430,2.130
2,1:27,1,10,GNB 48,7,3,Aaron Rodgers pass complete short right to Jimmy Graham for 6 yards (tackle by Buster Skrine),2.130,2.390
2,1:04,2,4,CHI 46,7,3,Aaron Rodgers pass incomplete short right intended for Davante Adams (defended by Kyle Fuller),2.390,1.680
2,1:00,3,4,CHI 46,7,3,Aaron Rodgers pass incomplete deep left intended for Marquez Valdes-Scantling,1.680,0.200
2,0:55,4,4,CHI 46,7,3,"Penalty on Aaron Rodgers: False Start, 5 yards (no play)",0.200,-0.130
2,0:55,4,9,GNB 49,7,3,JK Scott punts 36 yards downed by Hunter Bradley,-0.130,0.220
2,0:43,1,10,CHI 15,7,3,Mitchell Trubisky pass complete short left to Cordarrelle Patterson for 3 yards (tackle by Kevin King),-0.220,-0.280
2,0:38,2,7,CHI 18,7,3,Mitchell Trubisky sacked by Kevin King for -2 yards,-0.280,-1.250
2,0:31,3,9,CHI 16,7,3,Mitchell Trubisky pass complete short right to Mike Davis for -1 yards (tackle by Blake Martinez and Jaire Alexander),-1.250,-2.440
2,0:24,,,,,,Timeout #2 by Green Bay Packers,,
2,0:24,4,10,CHI 15,7,3,Pat O'Donnell punts 52 yards downed by Cordarrelle Patterson,-2.440,-1.140
2,0:15,1,10,GNB 33,7,3,Aaron Rodgers pass complete short middle to Jimmy Graham for 16 yards (tackle by Ha Ha Clinton-Dix),1.140,2.190
2,0:09,,,,,,Timeout #3 by Green Bay Packers,,
2,0:09,1,10,GNB 49,7,3,Aaron Rodgers pass incomplete deep right (defended by Kyle Fuller),2.190,1.650
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,7,3,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,7,3,David Montgomery left tackle for no gain (tackle by Tony Brown and Preston Smith),0.610,0.060
3,14:21,2,10,CHI 25,7,3,Mitchell Trubisky pass incomplete short middle intended for Javon Wims,0.060,-0.620
3,14:15,3,10,CHI 25,7,3,Mitchell Trubisky pass complete short right to Mike Davis for 2 yards (tackle by Tramon Williams),-0.620,-1.570
3,13:50,4,8,CHI 27,7,3,"Pat O'Donnell punts 39 yards, fair catch by Trevor Davis at GB-34",-1.570,-1.200
3,13:42,1,10,GNB 34,7,3,Aaron Jones right end for 3 yards (tackle by Danny Trevathan),1.200,1.060
3,13:17,2,7,GNB 37,7,3,"Aaron Rodgers pass incomplete deep left intended for Davante Adams. Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",1.060,-0.290
3,13:11,2,17,GNB 27,7,3,"Aaron Rodgers pass incomplete deep middle intended for Jimmy Graham. Penalty on Roquan Smith: Defensive Pass Interference, 38 yards (no play)",-0.290,3.250
3,13:04,1,10,CHI 35,7,3,Aaron Rodgers pass incomplete short left,3.250,2.700
3,12:59,,,,,,Timeout #1 by Green Bay Packers,,
3,12:59,2,10,CHI 35,7,3,Aaron Rodgers pass complete short middle to Marcedes Lewis for 5 yards (tackle by Danny Trevathan),2.700,2.680
3,12:16,3,5,CHI 30,7,3,"Aaron Rodgers up the middle for 8 yards (tackle by Ha Ha Clinton-Dix). Aaron Rodgers fumbles (forced by Ha Ha Clinton-Dix), recovered by Aaron Rodgers at CHI-22. Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",2.680,1.350
3,11:43,3,15,CHI 40,7,3,Aaron Rodgers sacked by Leonard Floyd for -7 yards,1.350,0.130
3,10:58,4,22,CHI 47,7,3,"JK Scott punts 37 yards, fair catch by Tarik Cohen at CHI-10",0.130,0.380
3,10:51,1,10,CHI 10,7,3,Mike Davis left guard for 8 yards (tackle by Dean Lowry and Blake Martinez),-0.380,0.070
3,10:31,2,2,CHI 18,7,3,Mike Davis left guard for 1 yard (tackle by Preston Smith),0.070,-0.370
3,9:47,3,1,CHI 19,7,3,Mitchell Trubisky sacked by and Kenny Clark for no gain,-0.370,-2.140
3,9:10,4,1,CHI 19,7,3,Pat O'Donnell punts 39 yards out of bounds,-2.140,-1.730
3,9:01,1,10,GNB 42,7,3,Aaron Jones right guard for no gain (tackle by Khalil Mack),1.730,1.190
3,8:16,2,10,GNB 42,7,3,Aaron Rodgers sacked by Aaron Lynch for -5 yards,1.190,-0.160
3,7:27,3,15,GNB 37,7,3,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for -5 yards (tackle by Khalil Mack),-0.160,-1.240
3,6:43,4,20,GNB 32,7,3,"JK Scott punts 50 yards, returned by Tarik Cohen for 5 yards (tackle by Jamaal Williams)",-1.240,-0.480
3,6:30,1,10,CHI 23,7,3,Mitchell Trubisky pass complete deep left to Allen Robinson for 22 yards (tackle by Tony Brown),0.480,1.930
3,5:41,1,10,CHI 45,7,3,"Penalty on Mitchell Trubisky: Delay of Game, 5 yards (no play)",1.930,1.600
3,5:25,1,15,CHI 40,7,3,Mitchell Trubisky pass complete deep left to David Montgomery for 27 yards (tackle by Kevin King),1.600,3.380
3,4:46,1,10,GNB 33,7,3,Mitchell Trubisky pass complete short left to Tarik Cohen for 5 yards (tackle by Raven Greene),3.380,3.510
3,4:12,2,5,GNB 28,7,3,Mitchell Trubisky pass incomplete deep right intended for Allen Robinson (defended by Tramon Williams),3.510,2.810
3,4:05,3,5,GNB 28,7,3,"Penalty on CHI: Delay of Game, 5 yards (no play)",2.810,2.150
3,4:05,3,10,GNB 33,7,3,Mitchell Trubisky pass incomplete short right intended for Cordarrelle Patterson,2.150,1.150
3,4:00,4,10,GNB 33,7,3,Mitchell Trubisky up the middle for 3 yards (tackle by Raven Greene),1.150,-0.940
3,3:54,1,10,GNB 30,7,3,Aaron Jones left tackle for 9 yards (tackle by Ha Ha Clinton-Dix),0.940,1.610
3,3:18,2,1,GNB 39,7,3,Aaron Jones right tackle for 6 yards (tackle by Kyle Fuller),1.610,1.930
3,2:31,1,10,GNB 45,7,3,Aaron Jones right guard for 2 yards (tackle by Danny Trevathan),1.930,1.650
3,1:58,2,8,GNB 47,7,3,Aaron Rodgers pass complete short right to Davante Adams for 10 yards (tackle by Kyle Fuller),1.650,2.720
3,1:23,1,10,CHI 43,7,3,Jamaal Williams left end for -2 yards (tackle by Eddie Jackson),2.720,1.910
3,0:42,2,12,CHI 45,7,3,"Penalty on Trevor Davis: False Start, 5 yards (no play)",1.910,1.230
3,0:19,2,17,GNB 50,7,3,Aaron Rodgers pass incomplete short right,1.230,0.560
3,0:12,3,17,GNB 50,7,3,Aaron Rodgers pass incomplete deep left intended for Jimmy Graham (defended by Prince Amukamara). Penalty on Bryan Bulaga: Offensive Holding (Declined),0.560,-0.060
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,17,GNB 50,7,3,"JK Scott punts 37 yards, fair catch by Tarik Cohen at CHI-13",-0.060,0.320
4,14:53,1,10,CHI 13,7,3,Mitchell Trubisky pass incomplete short left,-0.320,-0.770
4,14:48,2,10,CHI 13,7,3,"Mitchell Trubisky pass complete short middle to Allen Robinson for 14 yards (tackle by Tramon Williams). Penalty on Tramon Williams: Unnecessary Roughness, 15 yards",-0.770,1.730
4,14:25,1,10,CHI 42,7,3,Mitchell Trubisky pass complete short right to Taylor Gabriel for 15 yards (tackle by Jaire Alexander),1.730,2.720
4,13:44,1,10,GNB 43,7,3,"Mitchell Trubisky pass incomplete deep left intended for Taylor Gabriel. Penalty on Charles Leno: Offensive Holding, 10 yards (no play)",2.720,2.060
4,13:35,1,20,CHI 47,7,3,"Mitchell Trubisky pass complete short middle to Tarik Cohen for 5 yards (tackle by Tramon Williams). Penalty on Charles Leno: Illegal Use of Hands, 10 yards (no play)",2.060,1.400
4,13:13,1,30,CHI 37,7,3,"Mitchell Trubisky pass complete deep right to Taylor Gabriel for 50 yards (tackle by Tramon Williams). Penalty on Taylor Gabriel: Offensive Pass Interference, 10 yards (no play)",1.400,0.740
4,12:39,1,40,CHI 27,7,3,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,0.740,-1.870
4,12:33,2,40,CHI 27,7,3,Mitchell Trubisky pass incomplete deep middle intended for Allen Robinson,-1.870,-2.470
4,12:28,3,40,CHI 27,7,3,Mitchell Trubisky pass complete short right to Taylor Gabriel for 9 yards (tackle by Montravius Adams),-2.470,-0.980
4,11:55,4,31,CHI 36,7,3,"Pat O'Donnell punts 53 yards, fair catch by Trevor Davis at GB-11. Penalty on Tony Brown: Illegal Blindside Block, 5 yards",-0.980,0.380
4,11:48,1,10,GNB 6,7,3,Aaron Jones left tackle for 1 yard (tackle by Ha Ha Clinton-Dix),-0.380,-0.710
4,11:07,2,9,GNB 7,7,3,Aaron Rodgers pass complete deep right to Trevor Davis for 28 yards (tackle by Ha Ha Clinton-Dix),-0.710,1.270
4,10:23,1,10,GNB 35,7,3,Aaron Jones right tackle for 2 yards (tackle by Khalil Mack),1.270,0.990
4,9:36,2,8,GNB 37,7,3,"Penalty on GNB: Delay of Game, 5 yards (no play)",0.990,0.320
4,9:15,2,13,GNB 32,7,3,Aaron Rodgers pass complete deep middle to Robert Tonyan for 28 yards (tackle by Kyle Fuller),0.320,2.920
4,8:31,1,10,CHI 40,7,3,Aaron Rodgers pass incomplete short left intended for Marcedes Lewis,2.920,2.370
4,8:22,2,10,CHI 40,7,3,Aaron Jones left tackle for 6 yards (tackle by Ha Ha Clinton-Dix),2.370,2.480
4,8:01,3,4,CHI 34,7,3,"Aaron Rodgers sacked by Leonard Floyd for no gain. Penalty on Kyle Fuller: Illegal Contact, 5 yards (no play)",2.480,3.640
4,7:32,1,10,CHI 29,7,3,Jamaal Williams right guard for no gain (tackle by Eddie Goldman),3.640,3.100
4,6:49,2,10,CHI 29,7,3,Jamaal Williams left tackle for -2 yards (tackle by Roquan Smith),3.100,2.150
4,6:05,3,12,CHI 31,7,3,Aaron Rodgers left guard for 10 yards (tackle by Leonard Floyd),2.150,2.180
4,5:20,4,2,CHI 21,10,3,Mason Crosby 39 yard field goal good,2.180,3.000
4,5:15,,,GNB 35,10,3,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,5:15,1,10,CHI 25,10,3,Mitchell Trubisky pass complete short middle to Tarik Cohen for 6 yards (tackle by Blake Martinez),0.610,0.870
4,4:58,2,4,CHI 31,10,3,Mitchell Trubisky pass complete short middle to Allen Robinson for 4 yards (tackle by Darnell Savage),0.870,1.270
4,4:33,1,10,CHI 35,10,3,Mitchell Trubisky pass complete short right to Mike Davis for 5 yards (tackle by Raven Greene),1.270,1.400
4,4:26,2,5,CHI 40,10,3,Mitchell Trubisky pass complete short left to Tarik Cohen for 9 yards (tackle by Adrian Amos),1.400,2.190
4,4:20,1,10,CHI 49,10,3,Mitchell Trubisky pass incomplete short right intended for Taylor Gabriel,2.190,1.650
4,4:16,2,10,CHI 49,10,3,Mitchell Trubisky pass incomplete deep right intended for Taylor Gabriel,1.650,0.960
4,4:11,3,10,CHI 49,10,3,Mitchell Trubisky pass complete deep middle to Allen Robinson for 21 yards (tackle by Blake Martinez),0.960,3.580
4,3:33,1,10,GNB 30,10,3,Mitchell Trubisky pass complete short right to Mike Davis for 2 yards (tackle by Jaire Alexander),3.580,3.300
4,3:03,2,8,GNB 28,10,3,Mitchell Trubisky pass complete short middle to Tarik Cohen for 7 yards (tackle by Blake Martinez),3.300,3.530
4,2:44,3,1,GNB 21,10,3,Mitchell Trubisky pass complete short middle to Tarik Cohen for 5 yards (tackle by Tramon Williams),3.530,4.510
4,2:14,1,10,GNB 16,10,3,Mitchell Trubisky pass incomplete short right intended for Mike Davis (defended by Raven Greene),4.510,3.900
4,2:08,2,10,GNB 16,10,3,Mitchell Trubisky pass incomplete short right intended for Adam Shaheen (defended by Jaire Alexander),3.900,3.080
4,2:03,3,10,GNB 16,10,3,Mitchell Trubisky pass deep left intended for Allen Robinson is intercepted by Adrian Amos at GB-0 and returned for no gain,3.080,-0.280
4,1:58,1,10,GNB 20,10,3,Aaron Jones left guard for 5 yards (tackle by Khalil Mack),0.280,0.410
4,1:53,,,,,,Timeout #1 by Chicago Bears,,
4,1:53,2,5,GNB 25,10,3,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,0.410,-0.300
4,1:50,3,5,GNB 25,10,3,Aaron Jones left tackle for 2 yards (tackle by Akiem Hicks),-0.300,-1.570
4,1:45,,,,,,Timeout #2 by Chicago Bears,,
4,1:45,4,3,GNB 27,10,3,"JK Scott punts 63 yards, returned by Tarik Cohen for 14 yards (tackle by Adrian Amos). Penalty on Duke Shelley: Offensive Holding, 10 yards",-1.570,0.280
4,1:33,1,10,CHI 14,10,3,Mitchell Trubisky pass complete short right to Mike Davis for 2 yards (tackle by Raven Greene),-0.280,-0.510
4,1:17,2,8,CHI 16,10,3,Mitchell Trubisky pass incomplete deep left intended for Anthony Miller,-0.510,-1.160
4,1:12,3,8,CHI 16,10,3,Mitchell Trubisky pass incomplete short middle intended for Javon Wims,-1.160,-2.390
4,1:09,4,8,CHI 16,10,3,Mitchell Trubisky sacked by Preston Smith for -11 yards,-2.390,-6.060
4,1:02,1,5,CHI 5,10,3,Aaron Rodgers kneels for -1 yards,6.060,4.950
4,0:28,2,6,CHI 6,10,3,Aaron Rodgers kneels for -1 yards,4.950,3.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
