Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
1,2:54,2,10,IND 32,0,7,Ezekiel Elliott left end for 7 yards (tackle by Tyquan Lewis and Jabaal Sheard),2.900,3.140
1,2:22,3,3,IND 25,0,7,Ezekiel Elliott up the middle for 3 yards (tackle by Clayton Geathers and Darius Leonard),3.140,4.110
1,2:01,1,10,IND 22,0,7,Ezekiel Elliott left end for 1 yard (tackle by Clayton Geathers),4.110,3.700
1,1:18,2,9,IND 21,0,7,Dak Prescott pass incomplete short middle intended for Cole Beasley (defended by Darius Leonard),3.700,3.010
1,1:12,3,9,IND 21,0,7,Dak Prescott pass complete short left to Ezekiel Elliott for 9 yards (tackle by George Odum),3.010,4.780
1,0:38,1,10,IND 12,0,7,Dak Prescott pass complete short right to Ezekiel Elliott for 4 yards (tackle by Anthony Walker),4.780,4.830
Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,IND 8,0,7,Ezekiel Elliott right guard for 5 yards (tackle by Clayton Geathers),4.830,5.060
2,14:20,3,1,IND 3,0,7,Dak Prescott pass incomplete short left intended for Jamize Olawale,5.060,3.060
2,14:15,,,,,,Timeout #2 by Dallas Cowboys,,
2,14:15,4,1,IND 3,0,7,"Ezekiel Elliott left tackle for -2 yards (tackle by Pierre Desir). Ezekiel Elliott fumbles (forced by Pierre Desir), recovered by Ezekiel Elliott at IND-5",3.060,0.380
2,14:09,1,10,IND 5,0,7,Andrew Luck pass complete short right to Nyheim Hines for 17 yards (tackle by Xavier Woods),-0.380,0.410
2,13:39,1,10,IND 22,0,7,Andrew Luck pass incomplete short right intended for Zach Pascal (defended by Al Woods),0.410,-0.130
2,13:35,2,10,IND 22,0,7,Marlon Mack right guard for 9 yards (tackle by Jeff Heath),-0.130,0.370
2,13:15,3,1,IND 31,0,7,"Andrew Luck pass complete short left to Chester Rogers for 10 yards (tackle by Anthony Brown). Penalty on Chester Rogers: Taunting, 15 yards",0.370,0.670
2,12:43,1,10,IND 26,0,7,Andrew Luck pass complete short left to Marlon Mack for 10 yards (tackle by Jaylon Smith),0.670,1.330
2,12:11,1,10,IND 36,0,7,Andrew Luck pass incomplete short middle intended for Eric Ebron,1.330,0.790
2,12:07,2,10,IND 36,0,7,"Andrew Luck for 6 yards. Andrew Luck fumbles, recovered by Andrew Luck at IND-34 Andrew Luck pass complete short left to Jordan Wilkins for 6 yards (tackle by Jaylon Smith)",0.790,0.890
2,11:24,3,4,IND 42,0,7,Andrew Luck pass complete short left to Ryan Grant for 10 yards (tackle by Jaylon Smith),0.890,2.390
2,11:24,1,10,DAL 48,0,7,Andrew Luck pass incomplete deep left intended for Zach Pascal,2.390,1.850
2,10:37,2,10,DAL 48,0,7,"Marlon Mack left end for no gain (tackle by Leighton Vander Esch). Penalty on Anthony Castonzo: Illegal Block Above the Waist, 10 yards (no play)",1.850,0.500
2,9:59,2,20,IND 42,0,7,"Andrew Luck pass complete deep right to Eric Ebron for 38 yards (tackle by Jeff Heath). Penalty on Ryan Kelly: Offensive Holding, 10 yards (no play)",0.500,-0.850
2,9:30,2,30,IND 32,0,7,Andrew Luck pass incomplete short left intended for Dontrelle Inman (defended by Byron Jones),-0.850,-1.480
2,9:23,3,30,IND 32,0,7,Andrew Luck pass incomplete short right intended for Nyheim Hines,-1.480,-1.240
2,9:18,4,30,IND 32,0,7,"Rigoberto Sanchez punts 52 yards, returned by Cole Beasley for 2 yards (tackle by Anthony Walker). Penalty on Noah Brown: Illegal Block Above the Waist, 9 yards",-1.240,0.380
2,9:06,1,10,DAL 9,0,7,Dak Prescott pass complete short right to Amari Cooper for 11 yards (tackle by Pierre Desir),-0.380,0.280
2,8:32,1,10,DAL 20,0,7,Ezekiel Elliott left guard for 2 yards (tackle by Darius Leonard),0.280,0.000
2,7:57,2,8,DAL 22,0,7,Dak Prescott pass complete short right to Cole Beasley for 14 yards (tackle by Anthony Walker),0.000,1.330
2,7:14,1,10,DAL 36,0,7,"Dak Prescott pass complete short left to Amari Cooper for 5 yards (tackle by Kenny Moore). Penalty on Tyron Smith: Offensive Holding, 10 yards",1.330,1.000
2,6:49,1,15,DAL 31,0,7,Dak Prescott pass complete short left to Dalton Schultz for 8 yards (tackle by Darius Leonard),1.000,1.200
2,6:17,2,7,DAL 39,0,7,"Ezekiel Elliott left end for no gain (tackle by Clayton Geathers). Penalty on Connor Williams: Offensive Holding, 10 yards (no play)",1.200,-0.160
2,5:59,2,17,DAL 29,0,7,Dak Prescott pass complete short left to Blake Jarwin for 12 yards (tackle by Clayton Geathers),-0.160,0.760
2,5:20,3,5,DAL 41,0,7,Dak Prescott pass complete short left to Blake Jarwin for 9 yards (tackle by Darius Leonard),0.760,2.260
2,4:32,1,10,DAL 50,0,7,Dak Prescott pass incomplete short right,2.260,1.710
2,4:24,2,10,DAL 50,0,7,Ezekiel Elliott right tackle for 9 yards (tackle by Jabaal Sheard),1.710,2.210
2,3:55,3,1,IND 41,0,7,Dak Prescott pass incomplete deep middle intended for Amari Cooper,2.210,0.530
2,3:48,4,1,IND 41,0,7,Ezekiel Elliott left tackle for 3 yards (tackle by Kenny Moore),0.530,3.050
2,3:09,1,10,IND 38,0,7,Rod Smith left tackle for 1 yard (tackle by Al Woods),3.050,2.640
2,2:34,2,9,IND 37,0,7,Dak Prescott pass incomplete deep left intended for Noah Brown,2.640,1.950
2,2:27,3,9,IND 37,0,7,Dak Prescott sacked by Tyquan Lewis for -10 yards,1.950,0.130
2,2:00,4,19,IND 47,0,7,"Chris Jones punts 41 yards, fair catch by Chester Rogers at IND-6. Penalty on L.P. Ladouceur: Offensive Holding, 10 yards",0.130,0.140
2,1:53,1,10,IND 16,0,7,Nyheim Hines right tackle for 4 yards (tackle by Tyrone Crawford),-0.140,0.010
2,1:32,2,6,IND 20,0,7,Andrew Luck pass complete short right to T.Y. Hilton for 12 yards (tackle by Chidobe Awuzie and Xavier Woods),0.010,1.070
2,1:15,1,10,IND 32,0,7,Andrew Luck pass complete short left to Nyheim Hines for 3 yards (tackle by Anthony Brown),1.070,0.930
2,1:09,2,7,IND 35,0,7,Andrew Luck pass complete deep middle to T.Y. Hilton for 23 yards (tackle by Jeff Heath),0.930,2.790
2,1:00,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:00,1,10,DAL 42,0,7,Andrew Luck pass incomplete deep middle intended for Eric Ebron (defended by Xavier Woods),2.790,2.240
2,0:54,2,10,DAL 42,0,7,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,2.240,1.550
2,0:48,3,10,DAL 42,0,7,"Andrew Luck pass incomplete short middle intended for Chester Rogers (defended by Tyrone Crawford). Penalty on Anthony Brown: Defensive Holding, 5 yards (no play)",1.550,3.120
2,0:44,1,10,DAL 37,0,7,Andrew Luck up the middle for 8 yards (tackle by Jeff Heath),3.120,3.650
2,0:34,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:34,2,2,DAL 29,0,7,Andrew Luck pass complete short left to Ryan Grant for 6 yards (tackle by Jaylon Smith),3.650,4.040
2,0:15,1,10,DAL 23,0,7,Andrew Luck spiked the ball,4.040,3.500
2,0:15,2,10,DAL 23,0,7,"Andrew Luck pass incomplete short left intended for Nyheim Hines. Penalty on Quenton Nelson: Offensive Holding, 10 yards (no play)",3.500,2.150
2,0:10,2,20,DAL 33,0,7,Nyheim Hines up the middle for 8 yards (tackle by Leighton Vander Esch),2.150,2.540
2,0:02,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:02,3,12,DAL 25,0,10,Adam Vinatieri 43 yard field goal good,2.540,-3.000
Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,0,10,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,0,10,Andrew Luck pass incomplete short right intended for Nyheim Hines,0.610,0.060
3,14:57,2,10,IND 25,0,10,Marlon Mack left end for 12 yards (tackle by Jaylon Smith),0.060,1.400
3,14:14,1,10,IND 37,0,10,Andrew Luck right end for 11 yards (tackle by Leighton Vander Esch),1.400,2.130
3,13:32,1,10,IND 48,0,10,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,2.130,1.580
3,13:26,2,10,IND 48,0,10,Marlon Mack right tackle for 6 yards (tackle by Dorance Armstrong),1.580,1.680
3,12:45,3,4,DAL 46,0,10,Andrew Luck pass complete short left to Nyheim Hines for 19 yards (tackle by Xavier Woods),1.680,3.780
3,12:01,1,10,DAL 27,0,10,Marlon Mack up the middle for 21 yards (tackle by Chidobe Awuzie),3.780,5.830
3,11:27,1,6,DAL 6,0,16,"Marlon Mack up the middle for 6 yards, touchdown",5.830,7.000
3,11:23,,,DAL 15,0,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,11:23,,,IND 35,0,17,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,11:23,1,10,DAL 25,0,17,Dak Prescott pass complete short right to Noah Brown for 14 yards (tackle by Matthew Adams and Anthony Walker),0.610,1.530
3,10:45,1,10,DAL 39,0,17,Ezekiel Elliott right tackle for 6 yards (tackle by Clayton Geathers and Darius Leonard),1.530,1.800
3,10:10,2,4,DAL 45,0,17,Dak Prescott pass incomplete deep right intended for Amari Cooper,1.800,1.090
3,10:04,3,4,DAL 45,0,17,Dak Prescott pass complete short right to Ezekiel Elliott for 6 yards (tackle by Pierre Desir),1.090,2.320
3,9:31,1,10,IND 49,0,17,Dak Prescott pass complete short right to Amari Cooper for 5 yards (tackle by Pierre Desir),2.320,2.460
3,8:56,2,5,IND 44,0,17,Ezekiel Elliott up the middle for 3 yards (tackle by Darius Leonard),2.460,2.150
3,8:18,3,2,IND 41,0,17,Dak Prescott pass incomplete short right intended for Blake Jarwin (defended by Pierre Desir),2.150,0.530
3,8:12,4,2,IND 41,0,17,"Dak Prescott pass complete short middle to Cole Beasley for 18 yards (tackle by Kenny Moore). Penalty on Joe Looney: Offensive Holding, 10 yards (no play)",0.530,-0.130
3,7:53,4,12,DAL 49,0,17,"Chris Jones punts 40 yards, returned by Chester Rogers for no gain (tackle by Kavon Frazier)",-0.130,0.370
3,7:45,1,10,IND 11,0,17,Marlon Mack up the middle for 2 yards (tackle by Demarcus Lawrence and Tyrone Crawford),-0.370,-0.630
3,7:11,2,8,IND 13,0,17,Marlon Mack left tackle for 3 yards (tackle by Demarcus Lawrence),-0.630,-0.840
3,6:24,3,5,IND 16,0,17,Andrew Luck pass complete deep right to T.Y. Hilton for 37 yards (tackle by Jeff Heath),-0.840,2.460
3,5:39,1,10,DAL 47,0,17,Nyheim Hines right guard for 4 yards (tackle by Leighton Vander Esch),2.460,2.450
3,5:01,2,6,DAL 43,0,17,Andrew Luck right end for 4 yards (tackle by Damien Wilson),2.450,2.280
3,4:20,3,2,DAL 39,0,17,Marlon Mack left tackle for 4 yards (tackle by Leighton Vander Esch),2.280,3.250
3,3:41,1,10,DAL 35,0,17,Marlon Mack up the middle for 8 yards (tackle by Byron Jones and Jeff Heath),3.250,3.780
3,3:02,2,2,DAL 27,0,17,Nyheim Hines left tackle for 1 yard (tackle by Damien Wilson),3.780,3.200
3,2:20,3,1,DAL 26,0,17,Marlon Mack left end for no gain (tackle by Leighton Vander Esch),3.200,1.890
3,1:41,4,1,DAL 26,0,20,Adam Vinatieri 44 yard field goal good,1.890,3.000
3,1:36,,,IND 35,0,20,"Rigoberto Sanchez kicks off 65 yards, touchback. Penalty on IND: Illegal Formation, 5 yards",0.000,0.940
3,1:36,1,10,DAL 30,0,20,Ezekiel Elliott left end for 7 yards (tackle by Quincy Wilson),0.940,1.340
3,1:13,2,3,DAL 37,0,20,"Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Quincy Wilson). Penalty on Quincy Wilson: Defensive Holding, 5 yards (no play)",1.340,1.730
3,1:06,1,10,DAL 42,0,20,Dak Prescott pass complete short left to Ezekiel Elliott for 10 yards (tackle by George Odum),1.730,2.390
3,0:41,1,10,IND 48,0,20,Ezekiel Elliott right guard for 1 yard (tackle by Tyquan Lewis and Grover Stewart),2.390,1.980
3,0:16,2,9,IND 47,0,20,Dak Prescott pass incomplete short middle intended for Ezekiel Elliott,1.980,1.290
3,0:11,3,9,IND 47,0,20,Dak Prescott pass incomplete short left intended for Cole Beasley. Penalty on Rod Smith: Offensive Holding (Offsetting) (no play),1.290,1.290
3,0:05,3,9,IND 47,0,20,Dak Prescott pass complete short left to Cole Beasley for 8 yards (tackle by Quincy Wilson and Nate Hairston),1.290,0.660
Quarter,Time,Down,ToGo,Location,DAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,IND 39,0,20,Dak Prescott pass incomplete short middle intended for Cole Beasley (defended by Darius Leonard),0.660,-1.600
4,14:56,1,10,IND 40,0,20,Marlon Mack right end for no gain (tackle by Jeff Heath),1.600,1.050
4,14:15,2,10,IND 40,0,20,Andrew Luck pass complete short left to T.Y. Hilton for 8 yards (tackle by Byron Jones),1.050,1.420
4,13:37,3,2,IND 48,0,20,"Andrew Luck pass incomplete short left intended for Ryan Grant (defended by Byron Jones). Penalty on Byron Jones: Defensive Pass Interference, 5 yards (no play)",1.420,2.460
4,13:31,1,10,DAL 47,0,20,Marlon Mack left guard for 11 yards (tackle by Byron Jones),2.460,3.180
4,12:49,1,10,DAL 36,0,20,Marlon Mack up the middle for 7 yards (tackle by Leighton Vander Esch),3.180,3.580
4,12:10,2,3,DAL 29,0,20,Marlon Mack up the middle for 1 yard (tackle by Tyrone Crawford and Jeff Heath),3.580,3.010
4,11:26,3,2,DAL 28,0,20,Andrew Luck pass complete short right to Eric Ebron for 8 yards (tackle by Jaylon Smith),3.010,4.240
4,10:43,1,10,DAL 20,0,20,Nyheim Hines up the middle for 4 yards (tackle by Randy Gregory and Demarcus Lawrence),4.240,4.280
4,9:59,2,6,DAL 16,0,20,Nyheim Hines right tackle for -2 yards (tackle by Dorance Armstrong),4.280,3.220
4,9:16,3,8,DAL 18,0,20,"Andrew Luck pass deep right is intercepted by Xavier Woods at DAL-0 and returned for 20 yards. Penalty on Jeff Heath: Defensive Holding, 5 yards (no play)",3.220,4.710
4,9:06,1,10,DAL 13,0,20,Marlon Mack up the middle for no gain (tackle by Tyrone Crawford),4.710,4.050
4,8:28,2,10,DAL 13,0,20,Marlon Mack up the middle for -4 yards (tackle by Damien Wilson),4.050,2.880
4,7:45,3,14,DAL 17,0,20,Andrew Luck pass complete short middle to Zach Pascal for 12 yards (tackle by Anthony Brown),2.880,3.030
4,7:01,4,2,DAL 5,0,23,Adam Vinatieri 23 yard field goal good,3.030,3.000
4,6:57,,,IND 35,0,23,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,6:57,1,10,DAL 25,0,23,Dak Prescott pass incomplete short middle intended for Cole Beasley,0.610,0.060
4,6:52,2,10,DAL 25,0,23,Dak Prescott pass complete short right to Amari Cooper for 11 yards (tackle by Pierre Desir),0.060,1.330
4,6:30,1,10,DAL 36,0,23,Dak Prescott pass incomplete short right intended for Blake Jarwin,1.330,0.790
4,6:25,2,10,DAL 36,0,23,Dak Prescott pass complete deep middle to Blake Jarwin for 18 yards (tackle by George Odum),0.790,2.520
4,5:53,1,10,IND 46,0,23,"Dak Prescott pass complete short right to Amari Cooper for 4 yards (tackle by Pierre Desir). Penalty on Joe Looney: Offensive Holding, 10 yards (no play)",2.520,1.860
4,5:30,1,20,DAL 44,0,23,Ezekiel Elliott left end for 6 yards (tackle by Anthony Walker),1.860,1.440
4,5:01,2,14,DAL 50,0,23,Dak Prescott pass complete short left to Ezekiel Elliott for no gain (tackle by Darius Leonard),1.440,0.760
4,4:32,3,14,DAL 50,0,23,Dak Prescott pass incomplete short right intended for Amari Cooper,0.760,-0.060
4,4:26,4,14,DAL 50,0,23,Dak Prescott pass complete short right to Allen Hurns for 9 yards (tackle by Pierre Desir and Malik Hooker),-0.060,-1.660
4,4:16,1,10,IND 41,0,23,Marlon Mack right end for no gain (tackle by Damien Wilson and Leighton Vander Esch),1.660,1.120
4,4:12,,,,,,Timeout #1 by Dallas Cowboys,,
4,4:12,2,10,IND 41,0,23,"Marlon Mack left end for -6 yards (tackle by Caraun Reid). Marlon Mack fumbles (forced by Caraun Reid), recovered by Daniel Ross at IND-35 (tackle by Ryan Kelly)",1.120,-3.250
4,4:04,1,10,IND 35,0,23,Dak Prescott pass complete short left to Cole Beasley for 11 yards (tackle by George Odum),3.250,3.970
4,3:58,1,10,IND 24,0,23,Dak Prescott pass complete short left to Blake Jarwin for 6 yards (tackle by Quincy Wilson),3.970,4.290
4,3:52,2,4,IND 18,0,23,Dak Prescott sacked by Denico Autry for -10 yards,4.290,2.210
4,3:28,3,14,IND 28,0,23,Dak Prescott pass complete short left to Ezekiel Elliott for 2 yards,2.210,1.740
4,3:23,4,12,IND 26,0,23,Dak Prescott pass deep left intended for Blake Jarwin is intercepted by George Odum at IND-8 and returned for 14 yards,1.740,-0.410
4,3:09,1,10,IND 22,0,23,Marlon Mack right tackle for 1 yard (tackle by Jaylon Smith and Daniel Ross),0.410,0.000
4,3:04,,,,,,Timeout #2 by Dallas Cowboys,,
4,3:04,2,9,IND 23,0,23,Marlon Mack left guard for 3 yards (tackle by Jaylon Smith),0.000,-0.290
4,3:00,,,,,,Timeout #3 by Dallas Cowboys,,
4,3:00,3,6,IND 26,0,23,Marlon Mack up the middle for 6 yards (tackle by Jaylon Smith),-0.290,1.070
4,2:16,1,10,IND 32,0,23,Marlon Mack up the middle for 16 yards (tackle by Jeff Heath),1.070,2.130
4,2:00,1,10,IND 48,0,23,Andrew Luck kneels for -1 yards,2.130,1.450
4,1:18,2,11,IND 47,0,23,Andrew Luck kneels for -1 yards,1.450,0.630
4,0:39,3,12,IND 46,0,23,Andrew Luck kneels for -1 yards,0.630,-0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
