Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Shaun McDonald,STL,0,0,,0,0,2,28,14.0,0,0
Dane Looker,STL,0,0,,0,0,1,9,9.0,0,0
J.R. Reed,STL,3,40,13.3,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Charles Woodson,GNB,0,0,,0,0,2,21,10.5,0,0
Koren Robinson,GNB,2,40,20.0,0,0,0,0,,0,0
William Henderson,GNB,1,4,4.0,0,0,0,0,,0,0
