Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,23,111,1,6,56,2.4,55,2.4,1,23.0
Dak Prescott,DAL,5,69,0,3,59,11.8,10,2.0,0,
Tony Pollard,DAL,4,22,0,2,10,2.5,12,3.0,0,
Randall Cobb,DAL,2,11,0,0,6,3.0,5,2.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,WAS,10,25,1,3,1,0.1,24,2.4,0,
Steven Sims,WAS,3,16,0,,15,5.0,1,0.3,0,
Chris Thompson,WAS,2,3,0,1,0,0.0,3,1.5,0,
Case Keenum,WAS,1,-1,0,0,-1,-1.0,0,0.0,0,
Wendell Smallwood,WAS,1,4,0,0,0,0.0,4,4.0,0,
