Quarter,Time,Tm,Detail,OAK,KAN
2.0,8:40,Raiders,Denarius Moore 39 yard pass from Terrelle Pryor (Sebastian Janikowski kick),7,0
,1:06,Chiefs,Jamaal Charles 7 yard rush (Ryan Succop kick),7,7
3.0,2:01,Chiefs,Jamaal Charles 2 yard rush (Ryan Succop kick),7,14
4.0,2:09,Chiefs,Ryan Succop 33 yard field goal,7,17
,1:35,Chiefs,Husain Abdullah 44 yard interception return (Ryan Succop kick),7,24
