Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 66 yards, returned by Dante Hall for 29 yards",,
1,14:54,1,10,KAN 33,0,0,Priest Holmes right end for 3 yards (tackle by Roderick Coleman),1.140,1.000
1,14:19,2,7,KAN 36,0,0,Priest Holmes right end for 4 yards (tackle by Roderick Coleman and Napoleon Harris),1.000,0.830
1,13:36,3,3,KAN 40,0,0,Trent Green pass incomplete (defended by Napoleon Harris),0.830,-0.720
1,13:36,4,3,KAN 40,0,0,Jason Baker punts 21 yards,-0.720,-1.530
1,13:23,1,10,OAK 39,0,0,Tyrone Wheatley up the middle for 3 yards (tackle by Kawika Mitchell),1.530,1.390
1,12:43,2,7,OAK 42,0,0,Tyrone Wheatley up the middle for 6 yards (tackle by Scott Fujita),1.390,1.490
1,12:07,3,1,OAK 48,0,0,Rick Mirer pass incomplete intended for Jerry Porter,1.490,-0.190
1,12:03,4,1,OAK 48,0,0,"Shane Lechler punts 38 yards, returned by Dante Hall for 2 yards (tackle by Chris Hetherington)",-0.190,0.140
1,11:52,1,10,KAN 16,0,0,Trent Green pass complete to Priest Holmes for 18 yards (tackle by Roderick Coleman),-0.140,1.200
1,11:08,1,10,KAN 34,0,0,Priest Holmes right end for -1 yards (tackle by Napoleon Harris and Eric Barton),1.200,0.520
1,10:27,2,11,KAN 33,0,0,Trent Green pass complete to Derrick Blaylock for 6 yards (tackle by Terrance Shaw),0.520,0.630
1,9:40,,,,0,0,Timeout #1 by Kansas City Chiefs,0.000,0.630
1,9:29,3,5,KAN 39,0,0,Trent Green pass complete to Priest Holmes for 36 yards (tackle by Anthony Dorsett),0.630,3.910
1,9:12,1,10,OAK 25,0,6,"Derrick Blaylock left end for 25 yards, touchdown",3.910,7.000
1,,,,OAK 2,0,7,Morten Andersen kicks extra point good,0.000,0.000
1,,,,KAN 30,0,7,"Jason Baker kicks off 53 yards, returned by Doug Gabriel for 10 yards (tackle by Gary Stills)",0.000,0.740
1,9:00,1,10,OAK 27,0,7,Tyrone Wheatley up the middle for 7 yards (tackle by Scott Fujita),0.740,1.140
1,8:25,2,3,OAK 34,0,7,Tyrone Wheatley right end for 4 yards (tackle by Jerome Woods),1.140,1.470
1,7:48,1,10,OAK 38,0,7,Tyrone Wheatley up the middle for 10 yards (tackle by Dexter McCleon and Greg Wesley),1.470,2.130
1,7:12,1,10,OAK 48,0,7,Charlie Garner up the middle for 2 yards (tackle by Vonnie Holliday),2.130,1.850
1,6:28,2,8,KAN 50,0,7,Tyrone Wheatley up the middle for 4 yards (tackle by Vonnie Holliday),1.850,1.680
1,5:44,,,,0,7,Timeout #1 by Oakland Raiders,0.000,1.680
1,5:44,3,4,KAN 46,0,7,"Jerry Porter left end for 10 yards (tackle by William Bartee). Penalty on Zack Crockett: Offensive Holding, 10 yards",1.680,1.680
1,5:37,3,4,KAN 46,0,7,Rick Mirer pass complete to Jerry Porter for 5 yards (tackle by Scott Fujita),1.680,2.850
1,4:56,1,10,KAN 41,0,7,Charlie Garner right tackle for 3 yards (tackle by Jerome Woods),2.850,2.710
1,4:18,2,7,KAN 38,0,7,Tyrone Wheatley up the middle for 1 yard (tackle by John Browning),2.710,2.150
1,3:40,3,6,KAN 37,0,7,Rick Mirer for 4 yards,2.150,1.200
1,3:30,,,,0,7,Timeout #2 by Oakland Raiders,0.000,1.200
1,3:30,4,2,KAN 33,0,7,Charlie Garner left end for 1 yard (tackle by Shawn Barber),1.200,-1.070
1,3:15,1,10,KAN 32,0,7,Trent Green pass complete to Priest Holmes for 11 yards (tackle by Charles Woodson),1.070,1.800
1,2:32,1,10,KAN 43,0,7,"Priest Holmes up the middle for 3 yards (tackle by Sean Gilbert). Penalty on DeLawrence Grant: Personal Foul, 15 yards",1.800,2.980
1,2:05,1,10,OAK 39,0,7,Trent Green pass complete to Priest Holmes for 22 yards (tackle by Phillip Buchanon),2.980,4.440
1,1:37,1,10,OAK 17,0,7,Derrick Blaylock up the middle for 8 yards (tackle by Napoleon Harris),4.440,5.290
1,0:58,2,2,OAK 9,0,7,Derrick Blaylock left end for 7 yards (tackle by Tyler Brayton),5.290,6.740
1,0:33,1,2,OAK 2,0,13,"Priest Holmes right end for 2 yards, touchdown",6.740,7.000
1,,,,OAK 2,0,14,Morten Andersen kicks extra point good,0.000,0.000
1,,,,KAN 30,0,14,"Jason Baker kicks off 53 yards, returned by Doug Gabriel for 14 yards (tackle by Gary Stills)",0.000,1.000
