Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
2,5:06,3,1,TEN 46,10,10,Javon Ringer left end for no gain (tackle by Vontae Davis),1.360,-0.320
2,4:27,4,1,TEN 46,10,10,Brett Kern punts 52 yards,-0.320,0.380
2,4:15,1,10,MIA 2,10,10,Ronnie Brown middle for no gain (tackle by Jason Babin and Stephen Tulloch),-0.380,-0.780
2,3:34,2,10,MIA 2,10,10,Lousaka Polite left guard for 2 yards (tackle by Dave Ball),-0.780,-1.190
2,2:54,3,8,MIA 4,10,10,Chad Henne pass complete deep middle to Anthony Fasano for 31 yards (tackle by Michael Griffin),-1.190,1.270
2,2:15,1,10,MIA 35,10,10,Ronnie Brown right tackle for 1 yard (tackle by Stephen Tulloch and Jovan Haye),1.270,0.860
2,2:00,2,9,MIA 36,10,10,Chad Henne pass complete short right to Davone Bess for 8 yards (tackle by Jason McCourty),0.860,1.220
2,1:54,3,1,MIA 44,10,10,Chad Henne pass incomplete deep right intended for Brandon Marshall is intercepted by Cortland Finnegan at TEN-17,1.220,0.060
2,1:45,1,10,TEN 17,10,10,Chris Johnson middle for 8 yards (tackle by Yeremiah Bell),-0.060,0.620
2,1:24,2,2,TEN 25,10,10,Kerry Collins pass complete short right to Bo Scaife for 3 yards,0.620,0.810
2,1:20,1,10,TEN 28,10,10,Kerry Collins pass incomplete deep left intended for Randy Moss,0.810,0.260
2,1:16,2,10,TEN 28,10,10,Kerry Collins pass incomplete deep middle intended for Justin Gage (defended by Randy Starks),0.260,-0.430
2,1:10,3,10,TEN 28,10,10,"Chris Johnson left tackle for 4 yards (tackle by Yeremiah Bell). Penalty on Justin Gage: Offensive Holding, 10 yards",-0.430,-1.220
2,1:10,3,16,TEN 22,10,10,"Javon Ringer middle for -3 yards. Penalty on Tony McDaniel: Face Mask (15 Yards), 15 yards",-1.220,1.200
2,0:46,1,10,TEN 34,10,10,Kerry Collins pass complete short left to Bo Scaife for 2 yards (tackle by Sean Smith),1.200,0.930
2,0:25,2,8,TEN 36,10,10,Kerry Collins pass incomplete short right intended for Justin Gage,0.930,0.230
2,0:25,3,8,TEN 36,10,10,Kerry Collins pass complete short right to Justin Gage for 4 yards (tackle by Yeremiah Bell),0.230,-0.720
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,10,"Rob Bironas kicks off 75 yards, returned by Nolan Carroll for 22 yards (tackle by Nick Schommer)",0.000,-0.060
3,14:56,1,10,MIA 17,10,10,Chad Henne middle for 1 yard (tackle by Stephen Tulloch),-0.060,-0.420
3,14:16,2,9,MIA 18,10,10,Chad Henne pass complete short right to Lex Hilliard for 3 yards (tackle by Jason Babin and Gerald McRath),-0.420,-0.750
3,13:33,3,6,MIA 21,10,10,Chad Henne pass complete short middle to Davone Bess for 16 yards (tackle by Jason McCourty and Michael Griffin),-0.750,1.400
3,12:57,1,10,MIA 37,10,10,Chad Henne pass complete short right to Davone Bess for 3 yards (tackle by Cortland Finnegan),1.400,1.260
3,12:18,2,7,MIA 40,10,10,Chad Henne pass complete short left to Patrick Cobbs for 11 yards (tackle by Cortland Finnegan),1.260,2.320
3,11:40,1,10,TEN 49,10,10,Chad Henne pass complete deep middle to Anthony Fasano for 28 yards (tackle by Michael Griffin),2.320,4.170
3,10:58,1,10,TEN 21,10,10,"Chad Henne pass complete short middle to Brandon Marshall for 10 yards (tackle by Michael Griffin). Penalty on Brandon Marshall: Delay of Game, 5 yards",4.170,4.510
3,10:05,1,10,TEN 16,10,10,"Chad Henne pass incomplete deep middle intended for Brandon Marshall. Penalty on Vernon Carey: Offensive Holding, 10 yards (no play)",4.510,3.840
3,9:58,1,20,TEN 26,10,10,Chad Henne pass complete short right to Patrick Cobbs for 11 yards (tackle by Cortland Finnegan),3.840,4.050
3,9:40,2,9,TEN 15,10,10,Ricky Williams middle for no gain (tackle by Gerald McRath),4.050,3.220
3,8:48,3,9,TEN 15,10,10,Chad Henne pass complete short right to Brian Hartline for 7 yards (tackle by Alterraun Verner),3.220,2.990
3,8:16,4,2,TEN 8,10,13,Dan Carpenter 26 yard field goal good,2.990,3.000
3,,,,MIA 30,10,13,"Dan Carpenter kicks off 73 yards, touchback",0.000,0.280
3,8:07,1,10,TEN 20,10,13,Chris Johnson left tackle for 2 yards (tackle by Paul Soliai and Channing Crowder),0.280,0.000
3,7:28,2,8,TEN 22,10,13,Vince Young pass incomplete short middle intended for Justin Gage (defended by Paul Soliai),0.000,-0.690
3,7:23,3,8,TEN 22,10,13,"Vince Young sacked by Yeremiah Bell for -9 yards. Vince Young fumbles (forced by Yeremiah Bell), recovered by Randy Starks at TEN-13",-0.690,-4.710
3,7:13,1,10,TEN 13,10,13,Chad Henne pass incomplete short left intended for Brandon Marshall (defended by Cortland Finnegan),4.710,4.050
3,7:06,2,10,TEN 13,10,19,"Chad Henne pass complete short right to Patrick Cobbs for 13 yards, touchdown",4.050,7.000
3,,,,TEN 2,10,20,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 30,10,20,"Dan Carpenter kicks off 71 yards, returned by Marc Mariani for 27 yards (tackle by Vontae Davis)",0.000,0.670
3,6:59,1,10,TEN 26,10,20,Vince Young pass incomplete deep left intended for Nate Washington,0.670,0.130
3,6:47,2,10,TEN 26,10,20,Chris Johnson middle for 30 yards (tackle by Karlos Dansby),0.130,2.650
3,6:08,1,10,MIA 44,10,20,Vince Young pass complete short left to Javon Ringer for 4 yards (tackle by Chris Clemons),2.650,2.650
3,5:28,2,6,MIA 40,10,20,Javon Ringer left tackle for 1 yard (tackle by Paul Soliai),2.650,2.080
3,5:01,3,5,MIA 39,10,20,Vince Young pass complete short right to Nate Washington for 7 yards (tackle by Benny Sapp),2.080,3.450
3,4:17,1,10,MIA 32,10,20,Vince Young pass incomplete deep middle intended for Justin Gage (defended by Benny Sapp),3.450,2.900
3,4:09,2,10,MIA 32,10,20,Chris Johnson left end for 8 yards (tackle by Vontae Davis),2.900,3.270
3,3:27,3,2,MIA 24,10,20,Vince Young pass complete short right to Ahmard Hall for 3 yards (tackle by Yeremiah Bell),3.270,4.170
3,2:47,1,10,MIA 21,10,20,Javon Ringer right tackle for 2 yards (tackle by Quentin Moses),4.170,3.900
3,2:03,2,8,MIA 19,10,20,Vince Young pass complete short left to Nate Washington for 5 yards (tackle by Karlos Dansby),3.900,4.020
3,1:20,3,3,MIA 14,16,20,"Vince Young pass complete short right to Nate Washington for 14 yards, touchdown",4.020,7.000
3,,,,MIA 2,17,20,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,17,20,"Rob Bironas kicks off 73 yards, returned by Nolan Carroll for 38 yards (tackle by Alterraun Verner)",0.000,1.270
3,1:06,1,10,MIA 35,17,20,Chad Henne pass incomplete short middle intended for Ronnie Brown (defended by Tony Brown),1.270,0.720
3,0:55,2,10,MIA 35,17,20,Brandon Marshall pass incomplete deep middle intended for Ronnie Brown (defended by Cortland Finnegan),0.720,0.040
3,0:48,,,,17,20,Timeout #1 by Miami Dolphins,0.000,0.040
3,0:47,3,10,MIA 35,17,20,Ricky Williams left end for 14 yards (tackle by Chris Hope),0.040,2.190
3,0:16,1,10,MIA 49,17,20,Ricky Williams left end for 23 yards (tackle by Sen'Derrick Marks),2.190,3.710
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 28,17,20,Ricky Williams right end for 1 yard (tackle by Alterraun Verner and Jason Babin),3.710,3.300
4,14:19,2,9,TEN 27,17,20,Ronnie Brown middle for 3 yards (tackle by Dave Ball),3.300,3.010
4,13:50,3,6,TEN 24,17,20,Tyler Thigpen pass incomplete short middle intended for Davone Bess,3.010,1.890
4,13:35,4,6,TEN 24,17,23,Dan Carpenter 42 yard field goal good,1.890,3.000
4,,,,MIA 30,17,23,"Dan Carpenter kicks off 68 yards, returned by Marc Mariani for 23 yards (tackle by Benny Sapp). Penalty on Patrick Bailey: Offensive Holding, 10 yards",0.000,-0.220
4,13:23,1,10,TEN 15,17,23,Chris Johnson left guard for 3 yards (tackle by Tony McDaniel),-0.220,-0.280
4,12:41,2,7,TEN 18,17,23,Vince Young for 6 yards,-0.280,-0.270
4,12:09,3,1,TEN 24,17,23,Vince Young pass complete short right to Bo Scaife for 11 yards (tackle by Yeremiah Bell),-0.270,1.270
4,11:29,1,10,TEN 35,17,23,Chris Johnson left guard for no gain (tackle by Channing Crowder and Sean Smith),1.270,0.720
4,10:41,2,10,TEN 35,17,23,Vince Young pass incomplete deep right intended for Justin Gage (defended by Benny Sapp),0.720,0.040
4,10:33,3,10,TEN 35,17,23,Vince Young right tackle for 8 yards (tackle by Yeremiah Bell and Quentin Moses),0.040,-0.520
4,9:50,4,2,TEN 43,17,23,Brett Kern punts 42 yards,-0.520,0.220
4,9:42,1,10,MIA 15,17,23,Tyler Thigpen pass incomplete short right intended for Brandon Marshall (defended by Cortland Finnegan),-0.220,-0.710
4,9:37,2,10,MIA 15,17,23,Tyler Thigpen pass complete deep left to Brandon Marshall for 16 yards,-0.710,1.000
4,9:11,1,10,MIA 31,17,23,"Tyler Thigpen pass complete deep right to Anthony Fasano for 31 yards (tackle by Chris Hope). Penalty on Jason Babin: Face Mask (15 Yards), 15 yards",1.000,4.040
4,8:48,1,10,TEN 23,17,23,Ronnie Brown left tackle for 1 yard (tackle by Stephen Tulloch),4.040,3.630
4,8:00,2,9,TEN 22,17,23,Tyler Thigpen pass complete short right to Anthony Fasano for 8 yards (tackle by Dave Ball and Gerald McRath),3.630,4.280
4,7:14,3,1,TEN 14,17,23,Lousaka Polite left guard for 2 yards (tackle by Jason Jones),4.280,4.780
4,6:44,1,10,TEN 12,17,23,Ronnie Brown right guard for 6 yards (tackle by Gerald McRath and Michael Griffin),4.780,5.210
4,6:05,2,4,TEN 6,17,23,Ronnie Brown right guard for -3 yards (tackle by Gerald McRath),5.210,3.700
4,5:26,3,7,TEN 9,17,29,"Tyler Thigpen pass complete short right to Anthony Fasano for 9 yards, touchdown",3.700,7.000
4,,,,,17,29,"Two Point Attempt: Ronnie Brown left guard, conversion fails",1.000,-1.000
4,,,,MIA 30,17,29,"Dan Carpenter kicks off 69 yards, returned by Marc Mariani for 22 yards (tackle by Austin Spitler)",0.000,0.480
4,5:09,1,10,TEN 23,17,29,Vince Young pass complete short left to Bo Scaife for 12 yards (tackle by Reshad Jones),0.480,1.270
4,4:49,1,10,TEN 35,17,29,Vince Young pass incomplete deep left intended for Nate Washington (defended by Reshad Jones),1.270,0.720
4,4:42,2,10,TEN 35,17,29,Vince Young pass complete deep left to Randy Moss for 26 yards (tackle by Sean Smith),0.720,2.980
4,4:17,1,10,MIA 39,17,29,Vince Young pass incomplete short right intended for Chris Johnson,2.980,2.440
4,4:05,2,10,MIA 39,17,29,Vince Young pass complete short right to Bo Scaife for 10 yards (tackle by Benny Sapp),2.440,3.640
4,3:58,1,10,MIA 29,17,29,Vince Young pass incomplete deep left intended for Nate Washington,3.640,3.100
4,3:53,2,10,MIA 29,17,29,Vince Young pass incomplete deep middle intended for Randy Moss,3.100,2.410
4,3:46,3,10,MIA 29,17,29,Vince Young sacked by Reshad Jones for -10 yards,2.410,0.660
4,3:28,,,,17,29,Timeout #1 by Tennessee Titans,0.000,0.660
4,3:28,4,20,MIA 39,17,29,Vince Young pass incomplete deep middle intended for Justin Gage is intercepted by Reshad Jones,0.660,-0.280
4,3:18,1,10,MIA 20,17,29,Ricky Williams left guard for 8 yards (tackle by Michael Griffin),0.280,0.810
4,3:06,,,,17,29,Timeout #2 by Tennessee Titans,0.000,0.810
4,3:06,2,2,MIA 28,17,29,Ricky Williams right tackle for 1 yard (tackle by Tony Brown and Tim Shaw),0.810,0.230
4,3:05,,,,17,29,Timeout #3 by Tennessee Titans,0.000,0.230
4,3:05,3,1,MIA 29,17,29,"Ricky Williams right tackle for 4 yards (tackle by Chris Hope). Ricky Williams fumbles (forced by Chris Hope), recovered by Ricky Williams at MIA-30",0.230,1.140
4,2:20,1,10,MIA 33,17,29,Ricky Williams middle for 5 yards (tackle by Alterraun Verner),1.140,1.270
4,2:00,2,5,MIA 38,17,29,Ricky Williams middle for 1 yard (tackle by Jason Jones),1.270,0.700
4,1:28,3,4,MIA 39,17,29,Tyler Thigpen right end for 7 yards,0.700,1.990
4,0:33,1,10,MIA 46,17,29,Tyler Thigpen kneels for -2 yards,1.990,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
