Quarter,Time,Down,ToGo,Location,NYG,BAL,Detail,EPB,EPA
1,3:14,2,7,NYG 39,0,10,"Penalty on Mike Flynn: False Start, 5 yards (no play)",2.650,1.970
1,2:59,2,12,NYG 44,0,10,Kyle Boller pass incomplete intended for Todd Heap,1.970,1.290
1,2:59,3,12,NYG 44,0,10,Kyle Boller pass incomplete intended for Todd Heap (defended by Brent Alexander),1.290,0.330
1,2:49,4,12,NYG 44,0,10,Dave Zastudil punts 43 yards,0.330,0.380
,,,,,,,"NYG challenged the ruling, and the play was upheld.",,
1,2:36,1,10,NYG 1,0,10,Penalty on Luke Petitgout: False Start (no play),-0.380,-0.380
1,2:36,1,10,NYG 1,0,10,Tiki Barber up the middle for 4 yards (tackle by Will Demps),-0.380,-0.490
1,2:00,2,6,NYG 5,0,10,Eli Manning pass complete to Amani Toomer for 12 yards (tackle by Gary Baxter),-0.490,-0.060
1,1:21,1,10,NYG 17,0,10,Tiki Barber up the middle for 2 yards (tackle by Kelly Gregg),-0.060,-0.250
1,0:44,2,8,NYG 19,0,10,"Eli Manning pass incomplete intended for Amani Toomer is intercepted by Ed Reed at BAL-32. Penalty on Gary Baxter: Defensive Pass Interference, 41 yards (no play)",-0.250,2.920
1,0:29,1,10,BAL 40,0,10,Tiki Barber left tackle for -1 yards (tackle by Jarret Johnson),2.920,2.240
Quarter,Time,Down,ToGo,Location,NYG,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,BAL 41,0,10,Tiki Barber right end for 10 yards (tackle by Ed Hartwell),2.240,2.870
2,14:18,3,1,BAL 31,0,10,Tiki Barber up the middle for 2 yards (tackle by Adalius Thomas),2.870,3.640
2,13:36,1,10,BAL 29,0,10,Eli Manning pass complete to Tiki Barber for 8 yards (tackle by Ray Lewis),3.640,4.180
2,12:56,2,2,BAL 21,0,10,"Tiki Barber left tackle for no gain. Penalty on Ike Hilliard: Illegal Crackback, 15 yards (no play)",4.180,2.160
2,12:30,2,17,BAL 36,0,10,Eli Manning pass incomplete intended for Ike Hilliard (defended by Ray Lewis),2.160,1.490
2,12:29,,,,0,10,Timeout #2 by New York Giants,0.000,1.490
2,12:29,3,17,BAL 36,0,10,Eli Manning pass incomplete intended for Ike Hilliard,1.490,0.880
2,12:23,4,17,BAL 36,0,10,"Jeff Feagles punts 23 yards, fair catch by B.J. Sams",0.880,0.320
2,12:15,1,10,BAL 13,0,10,Chester Taylor up the middle for 2 yards (tackle by Nick Greisen and Kevin Lewis),-0.320,-0.570
2,11:40,2,8,BAL 15,0,10,Kyle Boller pass complete to Travis Taylor for 21 yards (tackle by Nick Greisen),-0.570,1.330
2,11:02,1,10,BAL 36,0,10,Kyle Boller pass complete to Todd Heap for 37 yards (tackle by Carlos Emmons),1.330,3.780
2,10:17,1,10,NYG 27,0,10,Kyle Boller pass complete to Travis Taylor for 5 yards (tackle by Will Allen),3.780,3.910
2,9:53,2,5,NYG 22,0,10,Chester Taylor left tackle for 2 yards (tackle by Lance LeGree and Jim Maxwell),3.910,3.470
2,9:17,3,3,NYG 20,0,10,Kyle Boller pass complete to Kevin Johnson for 6 yards (tackle by Will Allen),3.470,4.650
2,8:38,1,10,NYG 14,0,10,Jamal Lewis left tackle for 11 yards (tackle by Will Allen and Terry Cousin),4.650,6.510
2,7:54,1,3,NYG 3,0,10,Chester Taylor right tackle for -3 yards (tackle by William Joseph and Kevin Lewis),6.510,4.950
2,7:14,2,6,NYG 6,0,16,"Kyle Boller pass complete to Todd Heap for 6 yards, touchdown",4.950,7.000
2,,,,NYG 2,0,17,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,0,17,"Matt Stover kicks off 62 yards, returned by Derrick Ward for 23 yards (tackle by Darnell Dinkins)",0.000,1.000
2,7:05,1,10,NYG 31,0,17,Eli Manning pass incomplete intended for Jeremy Shockey,1.000,0.460
2,6:52,2,10,NYG 31,0,17,Tiki Barber right guard for 2 yards (tackle by Ray Lewis),0.460,0.040
2,6:09,3,8,NYG 33,0,17,Eli Manning pass complete to Tiki Barber for 1 yard (tackle by Chad Williams),0.040,-1.110
2,5:52,4,7,NYG 34,0,17,"Jeff Feagles punts 38 yards, fair catch by B.J. Sams",-1.110,-0.810
2,5:44,1,10,BAL 28,0,17,Kyle Boller right tackle for 6 yards (tackle by Will Allen),0.810,1.070
2,5:04,2,4,BAL 34,0,17,Kyle Boller pass incomplete intended for Clarence Moore (defended by Will Allen),1.070,0.370
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
2,4:58,3,4,BAL 34,0,17,"Kyle Boller pass incomplete intended for Travis Taylor. Penalty on Brent Alexander: Defensive Pass Interference, 10 yards (no play)",0.370,1.860
2,4:54,1,10,BAL 44,0,17,Jamal Lewis up the middle for no gain (tackle by Kenderick Allen),1.860,1.320
2,4:22,2,10,BAL 44,0,17,Kyle Boller pass complete to Clarence Moore for 17 yards (tackle by Will Allen),1.320,2.980
2,3:44,1,10,NYG 39,0,17,Kyle Boller pass incomplete intended for Clarence Moore,2.980,2.440
2,3:37,2,10,NYG 39,0,17,Chester Taylor left tackle for 5 yards (tackle by Carlos Emmons and Osi Umenyiora),2.440,2.410
2,3:02,3,5,NYG 34,0,17,Kyle Boller pass incomplete intended for Travis Taylor,2.410,1.070
2,2:56,4,5,NYG 34,6,17,"Kyle Boller sacked by Reggie Torbor for -11 yards. Kyle Boller fumbles (forced by Reggie Torbor), recovered by Osi Umenyiora at tm_-50 and returned for 50 yards, touchdown",1.070,-7.000
2,,,,BAL 2,7,17,Steve Christie kicks extra point good,0.000,0.000
2,,,,NYG 30,7,17,"Steve Christie kicks off 67 yards, returned by B.J. Sams for 24 yards (tackle by Nick Greisen)",0.000,0.740
2,2:36,1,10,BAL 27,7,17,Jamal Lewis left tackle for 1 yard (tackle by Nick Greisen),0.740,0.330
2,2:03,2,9,BAL 28,7,17,Kyle Boller pass incomplete intended for Todd Heap,0.330,-0.360
2,1:59,3,9,BAL 28,7,17,Chester Taylor up the middle for 18 yards (tackle by Brent Alexander),-0.360,1.990
2,1:50,,,,7,17,Timeout #1 by Baltimore Ravens,0.000,1.990
2,1:50,1,10,BAL 46,7,17,Kyle Boller pass complete to Kevin Johnson for 35 yards (tackle by Frank Walker),1.990,4.310
2,1:29,1,10,NYG 19,7,17,Kyle Boller spiked the ball,4.310,3.750
2,1:27,2,10,NYG 19,7,17,Kyle Boller pass complete to Chester Taylor for 11 yards (tackle by Terry Cousin),3.750,5.370
2,1:19,1,8,NYG 8,7,17,Kyle Boller spiked the ball,5.370,4.570
2,1:12,2,8,NYG 8,7,17,Jamel White left tackle for no gain (tackle by Terry Cousin and Carlos Emmons),4.570,3.580
2,0:27,,,,7,17,Timeout #2 by Baltimore Ravens,0.000,3.580
2,0:27,3,8,NYG 8,7,23,"Kyle Boller pass complete to Clarence Moore for 8 yards, touchdown",3.580,7.000
2,,,,NYG 2,7,24,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,7,24,"Matt Stover kicks off 63 yards, returned by Derrick Ward for 26 yards (tackle by Bart Scott)",0.000,1.140
2,0:14,1,10,NYG 33,7,24,Eli Manning pass incomplete intended for David Tyree is intercepted by Ed Reed at NYG-48 and returned for 6 yards,1.140,-3.840
2,0:03,1,10,NYG 26,7,27,Matt Stover 44 yard field goal good,3.840,3.000
Quarter,Time,Down,ToGo,Location,NYG,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,7,27,"Steve Christie kicks off 59 yards, returned by B.J. Sams for 21 yards (tackle by Frank Walker)",0.000,1.070
3,14:53,1,10,BAL 32,7,27,Kyle Boller pass complete to Chester Taylor for 4 yards (tackle by Will Allen),1.070,1.070
3,14:18,2,6,BAL 36,7,27,Chester Taylor left tackle for 6 yards (tackle by Brent Alexander),1.070,1.730
3,13:50,1,10,BAL 42,7,27,B.J. Sams left end for 4 yards (tackle by Will Allen),1.730,1.730
3,13:10,2,6,BAL 46,7,27,Chester Taylor right tackle for no gain (tackle by Kenderick Allen and William Joseph),1.730,1.030
3,12:33,3,6,BAL 46,7,27,Kyle Boller pass incomplete intended for Todd Heap (defended by Brent Alexander),1.030,-0.320
3,12:27,4,6,BAL 46,7,27,"Dave Zastudil punts 44 yards, fair catch by Mark Jones",-0.320,0.380
3,12:19,1,10,NYG 10,7,27,Willie Ponder right tackle for -4 yards (tackle by Gary Baxter),-0.380,-1.070
3,11:38,2,14,NYG 6,7,27,Tiki Barber right tackle for 5 yards (tackle by Terrell Suggs),-1.070,-1.300
3,10:51,3,9,NYG 11,7,27,"Penalty on Terrell Suggs: Neutral Zone Infraction, 5 yards (no play)",-1.300,-0.720
3,10:32,3,4,NYG 16,7,27,"Eli Manning pass incomplete. Penalty on Eli Manning: Intentional Grounding, 15 yards",-0.720,-2.490
3,10:22,4,19,NYG 1,7,27,"Jeff Feagles punts 54 yards, returned by B.J. Sams for 20 yards (tackle by Derrick Ward)",-2.490,-3.250
3,10:14,1,10,NYG 35,7,27,Kyle Boller pass complete to Todd Heap for 11 yards (tackle by Brent Alexander),3.250,3.970
3,9:50,1,10,NYG 24,7,27,"Kyle Boller sacked by Brent Alexander for -5 yards. Kyle Boller fumbles (forced by Brent Alexander), recovered by Kyle Boller at NYG-29",3.970,2.760
3,9:22,2,15,NYG 29,7,27,Chester Taylor up the middle for 19 yards (tackle by Terry Cousin and Will Allen),2.760,4.910
3,8:44,1,10,NYG 10,7,27,Kyle Boller pass incomplete intended for Todd Heap,4.910,4.190
3,8:39,2,10,NYG 10,7,27,Chester Taylor left guard for 2 yards (tackle by Brent Alexander),4.190,3.580
3,7:58,3,8,NYG 8,7,27,Kyle Boller pass incomplete intended for Clarence Moore (defended by Osi Umenyiora),3.580,2.950
3,7:53,4,8,NYG 8,7,30,Matt Stover 27 yard field goal good,2.950,3.000
3,,,,BAL 30,7,30,"Matt Stover kicks off 63 yards, returned by Derrick Ward for 24 yards (tackle by Bart Scott)",0.000,1.000
3,7:44,1,10,NYG 31,7,30,"Penalty on Marcellus Rivers: False Start, 5 yards (no play)",1.000,0.670
3,7:44,1,15,NYG 26,7,30,Eli Manning pass complete to Jeremy Shockey for 6 yards (tackle by Gary Baxter),0.670,0.600
3,7:11,2,9,NYG 32,7,30,Eli Manning pass incomplete intended for Tiki Barber,0.600,-0.100
3,7:11,3,9,NYG 32,7,30,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",-0.100,-0.760
3,7:05,3,14,NYG 27,7,30,Eli Manning pass incomplete intended for Ike Hilliard,-0.760,-1.570
3,6:56,4,14,NYG 27,7,30,"Jeff Feagles punts 46 yards, returned by B.J. Sams for 14 yards (tackle by Jack Brewer)",-1.570,-1.660
3,6:50,1,10,BAL 41,7,30,Chester Taylor right end for 3 yards (tackle by Will Allen),1.660,1.530
3,6:30,2,7,BAL 44,7,30,Chester Taylor right tackle for 14 yards (tackle by Terry Cousin and Brent Alexander),1.530,2.790
3,5:52,1,10,NYG 42,7,30,Chester Taylor up the middle for 2 yards (tackle by Brent Alexander),2.790,2.510
3,5:18,2,8,NYG 40,7,30,Chester Taylor right guard for 4 yards (tackle by Kevin Lewis),2.510,2.340
3,4:42,3,4,NYG 36,7,30,Kyle Boller pass incomplete intended for Clarence Moore (defended by Will Allen),2.340,0.890
3,4:35,4,4,NYG 36,7,30,"Dave Zastudil punts 36 yards, touchback",0.890,-0.280
3,4:26,1,10,NYG 20,7,30,Tiki Barber up the middle for 3 yards (tackle by Anthony Weaver and Ray Lewis),0.280,0.140
3,3:53,2,7,NYG 23,7,30,"Eli Manning for no gain. Eli Manning fumbles, recovered by Kelly Gregg at NYG-14 (tackle by David Diehl)",0.140,-4.650
3,3:49,1,10,NYG 14,7,30,Alan Ricard up the middle for 4 yards (tackle by Jim Maxwell and Kenderick Allen),4.650,4.710
3,3:15,2,6,NYG 10,7,30,Kyle Boller pass complete to Travis Taylor for 7 yards (tackle by Brent Alexander),4.710,6.510
3,2:32,1,3,NYG 3,7,30,Chester Taylor up the middle for 2 yards (tackle by Carlos Emmons),6.510,5.910
3,1:49,2,1,NYG 1,7,36,"Kyle Boller pass complete to Todd Heap for 1 yard, touchdown",5.910,7.000
3,,,,NYG 2,7,37,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,7,37,"Matt Stover kicks off 54 yards, returned by Derrick Ward for 16 yards (tackle by Raymond Walls)",0.000,1.070
3,1:36,1,10,NYG 32,7,37,Tiki Barber right tackle for 6 yards (tackle by Gary Baxter and Jarret Johnson),1.070,1.340
3,0:59,2,4,NYG 38,7,37,Eli Manning pass incomplete intended for Amani Toomer,1.340,0.630
3,0:53,,,,7,37,Timeout #1 by Baltimore Ravens,0.000,0.630
3,0:53,3,4,NYG 38,7,37,Eli Manning pass incomplete intended for David Tyree,0.630,-0.850
3,0:50,4,4,NYG 38,7,37,"Jeff Feagles punts 37 yards, returned by B.J. Sams for 11 yards (tackle by Derrick Ward)",-0.850,-1.330
3,0:41,1,10,BAL 36,7,37,Chester Taylor up the middle for -1 yards (tackle by Jim Maxwell and Osi Umenyiora),1.330,0.660
Quarter,Time,Down,ToGo,Location,NYG,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,BAL 35,7,37,Kyle Boller pass complete to Darnell Dinkins for 5 yards (tackle by Jim Maxwell),0.660,0.630
4,14:21,3,6,BAL 40,7,37,Kyle Boller sacked by Jim Maxwell for -8 yards,0.630,-1.240
4,13:59,4,14,BAL 32,7,37,"Dave Zastudil punts 50 yards, returned by Mark Jones for 12 yards (tackle by Harold Morrow)",-1.240,-0.940
4,13:48,1,10,NYG 30,7,37,Tiki Barber left tackle for 8 yards (tackle by Kelly Gregg),0.940,1.470
4,13:12,2,2,NYG 38,7,37,"Tiki Barber up the middle for no gain (tackle by Kelly Gregg). Tiki Barber fumbles (forced by Kelly Gregg), recovered by Chris McAlister at NYG-38 (tackle by Tiki Barber)",1.470,-3.050
4,13:07,1,10,NYG 38,7,37,Kyle Boller up the middle for 4 yards (tackle by Carlos Emmons),3.050,3.050
4,12:17,2,6,NYG 34,7,37,Chester Taylor up the middle for -4 yards (tackle by Fred Robbins),3.050,1.820
4,11:49,3,10,NYG 38,7,37,Kyle Boller pass complete to Chester Taylor for 4 yards (tackle by Terry Cousin),1.820,1.070
4,10:45,4,6,NYG 34,7,37,"Dave Zastudil punts 34 yards, touchback",1.070,-0.280
4,10:35,1,10,NYG 20,7,37,Eli Manning pass incomplete intended for Tiki Barber,0.280,-0.270
4,10:31,2,10,NYG 20,7,37,Tiki Barber right tackle for -1 yards (tackle by Terrell Suggs and Marques Douglas),-0.270,-1.140
4,9:46,3,11,NYG 19,7,37,Eli Manning sacked by Adalius Thomas for -4 yards,-1.140,-2.440
4,9:16,4,15,NYG 15,7,37,"Jeff Feagles punts 45 yards, returned by B.J. Sams for 9 yards (tackle by David Tyree)",-2.440,-2.190
4,9:03,1,10,BAL 49,7,37,Kyle Boller pass incomplete intended for Travis Taylor (defended by Will Allen),2.190,1.650
4,8:56,2,10,BAL 49,7,37,Chester Taylor right tackle for 3 yards (tackle by Kenderick Allen),1.650,1.360
4,8:13,3,7,NYG 48,7,37,Kyle Boller pass complete to Chester Taylor for 8 yards (tackle by Brent Alexander),1.360,2.920
4,7:31,1,10,NYG 40,7,37,Chester Taylor up the middle for 2 yards (tackle by Lance LeGree),2.920,2.640
4,6:56,2,8,NYG 38,7,37,Jamel White left tackle for 2 yards (tackle by Osi Umenyiora),2.640,2.210
4,6:18,3,6,NYG 36,7,37,Kyle Boller pass incomplete intended for Darnell Dinkins (defended by Fred Robbins),2.210,0.880
4,6:18,4,6,NYG 36,7,37,Penalty on Dave Zastudil: Delay of Game (Declined),0.880,0.880
4,6:13,4,6,NYG 36,7,37,Dave Zastudil punts 14 yards,0.880,-0.410
4,6:07,1,10,NYG 22,7,37,Tiki Barber up the middle for 4 yards (tackle by Ed Reed and Gary Baxter),0.410,0.410
4,5:27,2,6,NYG 26,7,37,Kurt Warner pass complete to Ike Hilliard for 9 yards (tackle by Gary Baxter),0.410,1.270
4,4:52,1,10,NYG 35,7,37,Kurt Warner pass complete to Amani Toomer for 41 yards (tackle by Ed Reed),1.270,3.970
4,4:39,1,10,BAL 24,7,37,Tiki Barber up the middle for 1 yard (tackle by Marques Douglas),3.970,3.570
4,4:00,2,9,BAL 23,7,37,Kurt Warner pass complete to Jeremy Shockey for 22 yards (tackle by Ed Reed),3.570,6.970
4,3:53,1,1,BAL 1,13,37,"Tiki Barber up the middle for 1 yard, touchdown",6.970,7.000
4,,,,BAL 2,14,37,Steve Christie kicks extra point good,0.000,0.000
4,,,,NYG 30,14,37,"Steve Christie kicks off 70 yards, touchback",0.000,0.280
4,3:49,1,10,BAL 20,14,37,Chester Taylor up the middle for 9 yards (tackle by Will Allen),0.280,0.950
4,3:10,2,1,BAL 29,14,37,Chester Taylor up the middle for 3 yards (tackle by Kenderick Allen and Kevin Lewis),0.950,1.070
4,2:28,1,10,BAL 32,14,37,Chester Taylor left guard for 1 yard (tackle by Carlos Emmons),1.070,0.660
4,2:00,2,9,BAL 33,14,37,Jamel White left guard for 2 yards (tackle by Kenderick Allen),0.660,0.230
4,1:18,3,7,BAL 35,14,37,Jamel White right tackle for 3 yards (tackle by Kevin Lewis and Jim Maxwell),0.230,-0.850
4,1:11,,,,14,37,Timeout #1 by New York Giants,0.000,-0.850
4,1:11,4,4,BAL 38,14,37,Dave Zastudil punts 34 yards,-0.850,-0.810
4,1:03,1,10,NYG 28,14,37,"Kurt Warner pass incomplete intended for Amani Toomer. Penalty on Gary Baxter: Roughing the Passer, 15 yards (no play)",0.810,1.800
4,1:00,1,10,NYG 43,14,37,Kurt Warner pass complete to Jeremy Shockey for 38 yards (tackle by Will Demps),1.800,4.310
4,0:48,,,,14,37,Timeout #2 by New York Giants,0.000,4.310
4,0:48,1,10,BAL 19,14,37,Kurt Warner pass incomplete intended for Tiki Barber,4.310,3.750
4,0:44,2,10,BAL 19,14,37,Kurt Warner pass complete to Jeremy Shockey for 10 yards (tackle by Ray Lewis),3.750,5.140
4,0:28,1,9,BAL 9,14,37,Kurt Warner spiked the ball,5.140,4.380
4,0:28,2,9,BAL 9,14,37,Kurt Warner pass incomplete intended for Jeremy Shockey,4.380,3.360
4,0:23,3,9,BAL 9,14,37,"Penalty on David Diehl: False Start, 5 yards (no play)",3.360,3.000
4,0:23,3,14,BAL 14,14,37,Tiki Barber up the middle for 5 yards (tackle by Anthony Weaver and Ray Lewis),3.000,2.830
4,0:15,,,,14,37,Timeout #3 by New York Giants,0.000,2.830
4,0:15,4,9,BAL 9,14,37,"Penalty on Jason Whittle: False Start, 5 yards (no play)",2.830,2.510
4,0:15,4,14,BAL 14,14,37,Kurt Warner pass complete to Jeremy Shockey for 7 yards (tackle by Deion Sanders),2.510,0.380
4,0:07,1,10,BAL 7,14,37,Kordell Stewart kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
