Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
2,10:21,,,BAL 35,7,7,"Justin Tucker kicks off 58 yards, returned by Diontae Spencer for 17 yards (tackle by Chuck Clark)",,
2,10:15,1,10,DEN 24,7,7,Teddy Bridgewater pass incomplete short left intended for Melvin Gordon (defended by Justin Madubuike),,
2,10:11,2,10,DEN 24,7,7,Melvin Gordon left end for 3 yards (tackle by Justin Houston and Broderick Washington),,
2,9:31,3,7,DEN 27,7,7,Teddy Bridgewater sacked by Tyus Bowser for -6 yards,,
2,8:50,4,13,DEN 21,7,7,"Sam Martin punts 49 yards, returned by Devin Duvernay for 10 yards (tackle by Caden Sterns)",,
2,8:36,1,10,BAL 40,7,7,Lamar Jackson pass complete short middle to Sammy Watkins for 9 yards (tackle by Patrick Surtain),,
2,8:05,2,1,BAL 49,7,7,Latavius Murray up the middle for 2 yards (tackle by Justin Strnad),,
2,7:25,1,10,DEN 49,7,7,Lamar Jackson pass incomplete short left intended for Sammy Watkins,,
2,7:18,2,10,DEN 49,13,7,"Lamar Jackson pass complete deep left to Marquise Brown for 49 yards, touchdown",,
2,7:06,,,DEN 15,14,7,Justin Tucker kicks extra point good,,
2,7:09,,,BAL 35,14,7,"Justin Tucker kicks off 63 yards, returned by Diontae Spencer for 19 yards (tackle by Tavon Young)",,
2,7:04,1,10,DEN 21,14,7,Teddy Bridgewater pass complete short right to Courtland Sutton for 12 yards (tackle by Anthony Averett),,
2,6:29,1,10,DEN 33,14,7,Teddy Bridgewater pass complete short middle to Noah Fant for 14 yards (tackle by Chuck Clark),,
2,5:56,1,10,DEN 47,14,7,Javonte Williams left end for 3 yards (tackle by Tyus Bowser and Malik Harrison),,
2,5:17,2,7,DEN 50,14,7,Javonte Williams left tackle for -3 yards (tackle by Malik Harrison and Calais Campbell),,
2,4:31,3,10,DEN 47,14,7,"Teddy Bridgewater pass complete to Courtland Sutton for 3 yards (tackle by Calais Campbell). Penalty on Tim Patrick: Offensive Illegal Block Above the Waist, 15 yards (declined)",,
2,4:07,4,8,DEN 50,14,7,"Sam Martin punts 39 yards, fair catch by Devin Duvernay at BAL-11",,
2,3:59,1,10,BAL 11,14,7,Lamar Jackson pass complete deep middle to Marquise Brown for 32 yards (tackle by Kareem Jackson),,
2,3:15,1,10,BAL 43,14,7,Lamar Jackson right end for 1 yard (tackle by Kyle Fuller),,
2,2:31,2,8,BAL 44,14,7,Lamar Jackson pass complete short left to Devin Duvernay for 7 yards (tackle by Kareem Jackson),,
2,2:00,3,1,DEN 49,14,7,Latavius Murray right guard for -1 yards (tackle by Mike Purcell and Von Miller),,
2,1:13,4,1,DEN 50,14,7,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",,
2,1:13,4,8,BAL 45,14,7,"Sam Koch punts 46 yards, returned by Diontae Spencer for 8 yards (tackle by Chris Board and Tyus Bowser)",,
2,1:02,1,10,DEN 17,14,7,Teddy Bridgewater pass incomplete short middle intended for Melvin Gordon,,
2,0:58,2,10,DEN 17,14,7,Teddy Bridgewater pass incomplete short right intended for Diontae Spencer,,
2,0:53,3,10,DEN 17,14,7,Teddy Bridgewater pass incomplete deep middle intended for Kendall Hinton,,
2,0:48,4,10,DEN 17,14,7,"Penalty on Eric Saubert: False Start, 5 yards (accepted) (no play)",,
2,0:48,4,15,DEN 12,14,7,"Sam Martin punts 56 yards, returned by Devin Duvernay for 42 yards (tackle by Micah Kiser)",,
2,0:31,1,10,DEN 26,14,7,Lamar Jackson pass complete short left to Mark Andrews for 13 yards (tackle by Bryce Callahan),,
2,0:25,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:25,1,10,DEN 13,14,7,Lamar Jackson pass incomplete short right intended for Mark Andrews (defended by Justin Simmons),,
2,0:21,2,10,DEN 13,14,7,Lamar Jackson pass incomplete short right intended for Mark Andrews,,
2,0:18,3,10,DEN 13,14,7,"Penalty on BAL: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",,
2,0:18,,,,,,Timeout #1 by Denver Broncos,,
2,0:18,3,15,DEN 18,14,7,Lamar Jackson sacked by Caden Sterns for -4 yards,,
2,0:02,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:02,4,19,DEN 22,17,7,Justin Tucker 40 yard field goal good,,
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,17,7,"Brandon McManus kicks off 65 yards, touchback.",,
3,15:00,1,10,BAL 25,17,7,Latavius Murray up the middle for 6 yards (tackle by Kareem Jackson and Shelby Harris),,
3,14:21,2,4,BAL 31,17,7,Latavius Murray right end for -2 yards (tackle by Von Miller),,
3,13:40,3,6,BAL 29,17,7,Lamar Jackson pass incomplete deep right intended for Sammy Watkins (defended by Caden Sterns),,
3,13:19,4,6,BAL 29,17,7,"Sam Koch punts 49 yards, fair catch by Kendall Hinton at DEN-22",,
3,13:21,1,10,DEN 22,17,7,Melvin Gordon left tackle for 6 yards (tackle by Malik Harrison and Brandon Williams),,
3,12:44,2,5,DEN 28,17,7,Drew Lock sacked by Justin Madubuike for -6 yards,,
3,11:55,3,11,DEN 22,17,7,Drew Lock pass complete short left to Noah Fant for 11 yards (tackle by Jimmy Smith),,
3,11:20,1,10,DEN 33,17,7,Drew Lock pass incomplete short right intended for Noah Fant,,
3,11:12,2,10,DEN 33,17,7,Drew Lock pass complete short middle to Albert Okwuegbunam for 11 yards (tackle by Brandon Stephens),,
3,10:29,1,10,DEN 44,17,7,Drew Lock sacked by Tyus Bowser for -8 yards,,
3,9:42,2,18,DEN 36,17,7,Drew Lock pass complete short right to Melvin Gordon for 8 yards (tackle by Pernell McPhee),,
3,8:54,3,10,DEN 44,17,7,Drew Lock pass incomplete short left intended for Noah Fant,,
3,8:45,4,10,DEN 44,17,7,"Sam Martin punts 44 yards, fair catch by Devin Duvernay at BAL-12",,
3,8:37,1,10,BAL 12,17,7,Lamar Jackson pass complete short middle to Mark Andrews for 14 yards (tackle by Kareem Jackson),,
3,8:14,1,10,BAL 26,17,7,Lamar Jackson pass complete short right to Marquise Brown for 4 yards (tackle by Kyle Fuller),,
3,7:37,2,6,BAL 30,17,7,Lamar Jackson pass incomplete short right intended for James Proche,,
3,7:33,3,6,BAL 30,17,7,"Penalty on Patrick Mekari: False Start, 5 yards (accepted) (no play)",,
3,7:33,3,11,BAL 25,17,7,Lamar Jackson sacked by Caden Sterns for -8 yards,,
3,7:03,4,19,BAL 17,17,7,"Sam Koch punts 57 yards, returned by Kendall Hinton for 9 yards (tackle by Chris Board)",,
3,6:55,1,10,DEN 35,17,7,Drew Lock pass incomplete deep right intended for Courtland Sutton,,
3,6:48,2,10,DEN 35,17,7,Javonte Williams right guard for 10 yards (tackle by Marlon Humphrey),,
3,6:14,1,10,DEN 45,17,7,"Javonte Williams up the middle for no gain (tackle by Chuck Clark). Penalty on Kendall Hinton: Illegal Shift, 5 yards (accepted) (no play)",,
3,5:55,1,15,DEN 40,17,7,Drew Lock pass incomplete short left intended for Tim Patrick,,
3,5:49,2,15,DEN 40,17,7,Drew Lock pass complete short right to Noah Fant for 3 yards (tackle by Malik Harrison),,
3,5:04,3,12,DEN 43,17,7,Drew Lock pass complete short right to Javonte Williams for 5 yards (tackle by Chris Board),,
3,4:25,4,7,DEN 48,17,7,Sam Martin punts 28 yards out of bounds,,
3,4:18,1,10,BAL 24,17,7,Latavius Murray right end for 3 yards (tackle by Shamar Stephen and DeShawn Williams),,
3,3:42,2,7,BAL 27,17,7,Lamar Jackson pass incomplete deep left intended for Devin Duvernay,,
3,3:33,3,7,BAL 27,17,7,Lamar Jackson pass complete short right to James Proche for 8 yards (tackle by Kyle Fuller),,
3,2:58,1,10,BAL 35,17,7,Lamar Jackson pass complete short right to Sammy Watkins for 13 yards (tackle by Patrick Surtain),,
3,2:24,1,10,BAL 48,17,7,Le'Veon Bell left guard for 4 yards (tackle by Shelby Harris),,
3,1:50,2,6,DEN 48,17,7,Lamar Jackson pass incomplete short left,,
3,1:38,3,6,DEN 48,17,7,Lamar Jackson pass complete short left to Devin Duvernay for 7 yards (tackle by Patrick Surtain),,
3,0:59,1,10,DEN 41,17,7,Lamar Jackson pass complete short right to James Proche for 8 yards (tackle by Alexander Johnson),,
3,0:21,2,2,DEN 33,17,7,Latavius Murray right tackle for 3 yards (tackle by Mike Purcell and Alexander Johnson),,
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 30,17,7,"Lamar Jackson pass complete deep right to Mark Andrews for no gain, touchdown. Penalty on Andre Smith: Face Mask (15 Yards), 15 yards (accepted) (no play)",,
4,14:54,1,25,DEN 45,17,7,Lamar Jackson sacked by and Von Miller for no gain and McTelvin Agim for no gain,,
4,14:15,2,24,DEN 45,17,7,Lamar Jackson pass incomplete intended for Mark Andrews (defended by McTelvin Agim),,
4,14:11,3,24,DEN 45,17,7,Lamar Jackson pass complete short left to Devin Duvernay for 17 yards (tackle by Kareem Jackson),,
4,13:42,4,8,DEN 28,20,7,Justin Tucker 46 yard field goal good,,
4,13:37,,,BAL 35,20,7,"Justin Tucker kicks off 65 yards, touchback.",,
4,13:37,1,10,DEN 25,20,7,Melvin Gordon right guard for -1 yards (tackle by Chuck Clark),,
4,13:15,2,10,DEN 24,20,7,Drew Lock pass complete short right to Noah Fant for 6 yards (tackle by Chuck Clark),,
4,12:52,3,4,DEN 30,20,7,Drew Lock pass incomplete deep left intended for Courtland Sutton,,
4,12:44,4,4,DEN 30,20,7,Sam Martin punts 68 yards downed by Mike Ford,,
4,12:33,1,10,BAL 2,20,7,Latavius Murray left guard for 5 yards (tackle by Mike Purcell),,
4,12:04,2,5,BAL 7,20,7,Latavius Murray right guard for 4 yards (tackle by Mike Purcell),,
4,11:27,3,1,BAL 11,20,7,Latavius Murray up the middle for no gain (tackle by Von Miller and Kyle Fuller),,
4,10:36,4,1,BAL 11,20,7,"Sam Koch punts 42 yards, fair catch by Kendall Hinton at DEN-47",,
4,10:27,1,10,DEN 47,20,7,Drew Lock pass complete short middle to Kendall Hinton for 13 yards (tackle by Chris Board),,
4,10:02,1,10,BAL 40,20,7,Drew Lock pass incomplete deep right intended for Tim Patrick (defended by Marlon Humphrey),,
4,9:57,2,10,BAL 40,20,7,Drew Lock pass complete to Javonte Williams for -3 yards (tackle by Patrick Queen),,
4,9:15,3,13,BAL 43,20,7,"Drew Lock pass complete to Kendall Hinton for no gain (tackle by Tavon Young). Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted) (no play)",,
4,8:34,3,23,DEN 47,20,7,Drew Lock pass incomplete deep left intended for Courtland Sutton,,
4,8:34,4,23,DEN 47,20,7,"Sam Martin punts 53 yards, touchback.",,
4,8:26,1,10,BAL 20,20,7,Lamar Jackson scrambles right end for 2 yards (tackle by DeShawn Williams),,
4,7:48,2,8,BAL 22,20,7,Lamar Jackson pass complete short left to Patrick Ricard for 4 yards (tackle by Kareem Jackson),,
4,7:06,3,4,BAL 26,20,7,Lamar Jackson pass complete short left to Sammy Watkins for 7 yards (tackle by Patrick Surtain),,
4,6:29,1,10,BAL 33,20,7,"Le'Veon Bell left guard for no gain (tackle by Justin Simmons). Penalty on Ben Cleveland: Offensive Holding, 10 yards (accepted) (no play)",,
4,6:01,1,20,BAL 23,20,7,Lamar Jackson pass complete short left to James Proche for 14 yards (tackle by Justin Simmons and Kareem Jackson),,
4,5:15,2,6,BAL 37,20,7,Lamar Jackson right tackle for 3 yards (tackle by Justin Strnad),,
4,4:38,3,3,BAL 40,20,7,Lamar Jackson pass complete short left to James Proche for 32 yards (tackle by Kareem Jackson),,
4,4:28,1,10,DEN 28,20,7,Latavius Murray left end for 5 yards (tackle by Alexander Johnson),,
4,4:22,2,5,DEN 23,20,7,Le'Veon Bell right tackle for 3 yards (tackle by Jonathon Cooper and Mike Purcell),,
4,3:43,3,2,DEN 20,20,7,Lamar Jackson pass complete short right to Mark Andrews for 4 yards (tackle by Justin Simmons),,
4,3:38,1,10,DEN 16,20,7,Lamar Jackson left end for 5 yards (tackle by Shelby Harris),,
4,2:55,2,5,DEN 11,20,7,Latavius Murray left tackle for 5 yards (tackle by Kareem Jackson and Alexander Johnson),,
4,2:14,1,6,DEN 6,20,7,Lamar Jackson pass incomplete short left intended for Devin Duvernay (defended by Bryce Callahan),,
4,2:08,2,6,DEN 6,20,7,Latavius Murray right tackle for 4 yards (tackle by Justin Simmons),,
4,2:00,3,2,DEN 2,20,7,Lamar Jackson pass incomplete short right,,
4,1:54,4,2,DEN 2,23,7,Justin Tucker 20 yard field goal good,,
4,1:51,,,BAL 35,23,7,"Justin Tucker kicks off 65 yards, touchback.",,
4,1:51,1,10,DEN 25,23,7,Drew Lock sacked by Justin Houston for -1 yards,,
4,1:26,2,11,DEN 24,23,7,Drew Lock pass complete short right to Tim Patrick for 9 yards (tackle by Kevon Seymour),,
4,0:55,3,3,DEN 33,23,7,Melvin Gordon left end for 12 yards (tackle by Chris Board),,
4,0:38,1,10,DEN 45,23,7,Drew Lock pass complete short right to Noah Fant for 9 yards (tackle by Chris Board),,
4,0:28,,,,,,Timeout #1 by Denver Broncos,,
4,0:28,2,1,BAL 46,23,7,Drew Lock pass complete deep left to Courtland Sutton for 32 yards (tackle by Anthony Averett),,
4,0:20,,,,,,Timeout #2 by Denver Broncos,,
4,0:20,1,10,BAL 14,23,7,Drew Lock pass complete short right to Javonte Williams for 9 yards (tackle by Kevon Seymour and Chris Board),,
4,0:13,,,,,,Timeout #3 by Denver Broncos,,
4,0:13,2,1,BAL 5,23,7,Drew Lock pass incomplete short middle intended for Kendall Hinton,,
4,0:10,3,1,BAL 5,23,7,Drew Lock pass short left intended for Courtland Sutton is intercepted by Anthony Averett in end zone and returned for no gain,,
4,0:03,1,10,BAL 20,23,7,Lamar Jackson left end for 5 yards (tackle by Aaron Patrick),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
