Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
John Brown,BUF,10,7,99,0,4,90,12.9,9,1.3,13.7,0,,1,10.0,0,101.7
Devin Singletary,BUF,3,2,2,0,0,-1,-0.5,3,1.5,-2.7,0,,0,0.0,0,70.1
Cole Beasley,BUF,6,1,6,0,,6,6.0,0,0.0,9.3,0,,2,33.3,1,0.0
Dawson Knox,BUF,1,1,11,0,1,10,10.0,1,1.0,10.0,0,,0,0.0,0,112.5
Tyler Kroft,BUF,1,1,14,1,1,14,14.0,0,0.0,14.0,0,,0,0.0,0,158.3
Andre Roberts,BUF,2,1,7,0,1,4,4.0,3,3.0,13.5,0,,0,0.0,0,58.3
Patrick DiMarco,BUF,1,0,0,0,,0,,0,,7.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Diontae Johnson,PIT,7,5,62,0,4,37,7.4,25,5.0,7.6,2,2.5,0,0.0,1,58.9
Nick Vannett,PIT,6,5,40,0,,14,2.8,26,5.2,3.0,1,5.0,0,0.0,0,94.4
James Washington,PIT,11,5,83,0,2,78,15.6,5,1.0,19.3,0,,0,0.0,2,31.8
James Conner,PIT,5,4,9,1,1,-12,-3.0,21,5.3,-2.2,0,,0,0.0,0,118.7
Johnny Holton,PIT,2,2,-1,0,,-1,-0.5,0,0.0,-0.5,0,,0,0.0,0,79.2
Zach Gentry,PIT,1,1,4,0,1,2,2.0,2,2.0,2.0,1,1.0,0,0.0,0,83.3
Jaylen Samuels,PIT,1,1,5,0,,0,0.0,5,5.0,0.0,0,,0,0.0,0,87.5
Deon Cain,PIT,1,0,0,0,,0,,0,,23.0,0,,0,0.0,1,0.0
Tevin Jones,PIT,2,0,0,0,,0,,0,,5.0,0,,2,100.0,0,39.6
