Quarter,Time,Down,ToGo,Location,DET,NWE,Detail,EPB,EPA
2,3:14,1,10,NWE 27,10,3,Troy Brown left end for 16 yards (tackle by Daniel Bullocks and Alex Lewis),0.740,1.800
2,2:32,1,10,NWE 43,10,3,Tom Brady pass incomplete deep right intended for Reche Caldwell,1.800,1.250
2,2:27,2,10,NWE 43,10,3,Tom Brady pass complete deep left to Jabar Gaffney for 28 yards (tackle by Keith Smith),1.250,3.640
2,2:00,1,10,DET 29,10,3,Tom Brady pass complete deep left to Ben Watson for 23 yards (tackle by Daniel Bullocks),3.640,5.830
2,1:19,1,6,DET 6,10,9,"Corey Dillon left guard for 6 yards, touchdown",5.830,7.000
2,,,,DET 2,10,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,10,10,"Stephen Gostkowski kicks off 65 yards, returned by Eddie Drummond for 23 yards (tackle by Pierre Woods)",0.000,0.810
2,1:10,1,10,DET 28,10,10,Jon Kitna pass incomplete short left intended for Kevin Jones,0.810,0.260
2,1:04,2,10,DET 28,10,10,Jon Kitna pass complete deep left to Mike Furrey for 20 yards (tackle by Tedy Bruschi and Ellis Hobbs),0.260,2.130
2,0:54,,,,10,10,Timeout #1 by Detroit Lions,0.000,2.130
2,0:54,1,10,DET 48,10,10,Jon Kitna pass incomplete deep right intended for Corey Bradford is intercepted by Asante Samuel at NWE-30,2.130,-0.940
2,0:47,1,10,NWE 30,10,10,Tom Brady pass complete short left to Kevin Faulk for 1 yard (tackle by Tyoka Jackson),0.940,0.530
2,0:41,,,,10,10,Timeout #2 by New England Patriots,0.000,0.530
2,0:41,2,9,NWE 31,10,10,Tom Brady pass complete deep middle to Reche Caldwell for 28 yards (tackle by Ernie Sims),0.530,2.850
2,0:32,,,,10,10,Timeout #3 by New England Patriots,0.000,2.850
2,0:32,1,10,DET 41,10,10,Tom Brady pass incomplete,2.850,2.310
2,0:26,2,10,DET 41,10,10,Tom Brady pass complete short left to Kevin Faulk for 20 yards,2.310,4.170
2,0:19,1,10,DET 21,10,10,Tom Brady pass complete short left to Doug Gabriel for 12 yards,4.170,5.140
2,0:15,1,9,DET 9,10,10,Tom Brady pass incomplete short left intended for Doug Gabriel,5.140,4.380
2,0:10,2,9,DET 9,10,10,Tom Brady pass incomplete,4.380,3.360
2,0:03,3,9,DET 9,10,13,Stephen Gostkowski 27 yard field goal good,3.360,3.000
Quarter,Time,Down,ToGo,Location,DET,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,10,13,"Stephen Gostkowski kicks off 69 yards, returned by Eddie Drummond for 21 yards (tackle by Mike Wright)",0.000,0.410
3,14:53,1,10,DET 22,10,13,Kevin Jones left tackle for 3 yards (tackle by Tedy Bruschi and James Sanders),0.410,0.270
3,14:53,2,7,DET 25,10,13,"Penalty on Ty Warren: Encroachment, 5 yards (no play)",0.270,0.950
3,13:57,2,2,DET 30,10,13,Kevin Jones right tackle for 11 yards (tackle by James Sanders),0.950,1.660
3,13:17,1,10,DET 41,10,13,Kevin Jones middle for 4 yards (tackle by Tedy Bruschi and Ty Warren),1.660,1.660
3,12:32,2,6,DET 45,10,13,Kevin Jones right tackle for 3 yards (tackle by Tedy Bruschi and James Sanders),1.660,1.360
3,11:49,3,3,DET 48,10,13,"Jon Kitna pass incomplete short right intended for Mike Furrey. Penalty on Asante Samuel: Illegal Use of Hands, 5 yards (no play)",1.360,2.460
3,11:46,1,10,NWE 47,10,13,Jon Kitna pass complete short middle to Arlen Harris for 7 yards (tackle by Tully Banta-Cain),2.460,2.860
3,11:06,2,3,NWE 40,10,13,Arlen Harris left guard for 12 yards (tackle by Mike Vrabel and Artrell Hawkins),2.860,3.710
3,10:27,1,10,NWE 28,10,13,Jon Kitna pass incomplete short left intended for Dan Campbell,3.710,3.170
3,10:24,2,10,NWE 28,10,13,Jon Kitna pass complete short left to Josh McCown for 8 yards (tackle by Mike Vrabel),3.170,3.530
3,9:55,,,,10,13,Timeout #1 by Detroit Lions,0.000,3.530
3,9:55,3,2,NWE 20,10,13,Kevin Jones middle for no gain (tackle by Tully Banta-Cain and Tedy Bruschi),3.530,2.250
3,9:13,4,2,NWE 20,13,13,Jason Hanson 38 yard field goal good,2.250,3.000
3,,,,DET 30,13,13,"Jason Hanson kicks off 57 yards, returned by Kevin Faulk for 17 yards (tackle by Jon McGraw)",0.000,0.940
3,9:05,1,10,NWE 30,13,13,Tom Brady pass complete short middle to Daniel Graham for 15 yards (tackle by Kenoy Kennedy and Ernie Sims),0.940,1.930
3,8:33,1,10,NWE 45,13,13,Corey Dillon left end for 2 yards (tackle by Dre' Bly),1.930,1.650
3,8:01,2,8,NWE 47,13,13,Tom Brady pass incomplete short left intended for Reche Caldwell is intercepted by Dre' Bly at DET-42 and returned for 5 yards,1.650,-2.060
3,7:54,1,10,DET 47,13,13,"Jon Kitna pass complete short right to Kevin Jones for 15 yards. Penalty on Ross Verba: Unnecessary Roughness, 15 yards",2.060,2.060
3,7:29,1,10,DET 47,13,13,Jon Kitna pass complete deep right to Roy Williams for 16 yards (tackle by Artrell Hawkins),2.060,3.120
3,6:55,1,10,NWE 37,13,13,Jon Kitna pass incomplete deep middle intended for Mike Furrey (defended by Asante Samuel),3.120,2.570
3,6:49,,,,13,13,Timeout #2 by Detroit Lions,0.000,2.570
3,6:49,2,10,NWE 37,13,13,"Kevin Jones right guard for 7 yards (tackle by Asante Samuel). Penalty on Blaine Saipaia: Offensive Holding, 10 yards (no play)",2.570,1.220
3,6:28,2,20,NWE 47,13,13,Jon Kitna sacked by Tedy Bruschi for -1 yards,1.220,0.430
3,5:56,3,21,NWE 48,13,13,Jon Kitna pass complete deep left to Mike Furrey for 17 yards (tackle by Ellis Hobbs),0.430,1.370
3,5:13,4,4,NWE 31,16,13,Jason Hanson 49 yard field goal good,1.370,3.000
3,,,,DET 30,16,13,"Jason Hanson kicks off 66 yards, returned by Kevin Faulk for 16 yards (tackle by Keith Smith). Penalty on Corey Mays: Offensive Holding, 10 yards",0.000,-0.380
3,5:02,1,10,NWE 10,16,13,Corey Dillon right tackle for -1 yards (tackle by Ernie Sims and Stanley Wilson),-0.380,-0.850
3,4:30,2,11,NWE 9,18,13,"Tom Brady sacked by Kenoy Kennedy for -9 yards. Tom Brady fumbles (forced by Kenoy Kennedy), safety",-0.850,-2.000
3,,,,NWE 20,18,13,"Ken Walter kicks off 46 yards, returned by Eddie Drummond for 9 yards (tackle by Pierre Woods)",0.000,1.800
3,4:18,1,10,DET 43,18,13,Jon Kitna pass incomplete deep left intended for Roy Williams,1.800,1.250
3,4:12,2,10,DET 43,18,13,Jon Kitna pass complete short middle to Mike Furrey for 8 yards (tackle by Artrell Hawkins),1.250,1.620
3,3:38,3,2,NWE 49,18,13,"Jon Kitna pass incomplete short middle intended for Mike Furrey. Penalty on Ellis Hobbs: Defensive Pass Interfere, 7 yards (no play)",1.620,2.790
3,3:35,1,10,NWE 42,18,13,Kevin Jones right end for -2 yards (tackle by Ty Warren and Rosevelt Colvin),2.790,1.970
3,2:57,2,12,NWE 44,18,13,Jon Kitna sacked by Ty Warren for -10 yards,1.970,-0.030
3,2:18,3,22,DET 46,18,13,Jon Kitna pass complete short right to Kevin Jones for 25 yards (tackle by Tully Banta-Cain and Ellis Hobbs),-0.030,3.640
3,1:33,1,10,NWE 29,18,13,"Jon Kitna pass complete short right to Arlen Harris for 16 yards (tackle by Mike Vrabel). Penalty on Dominic Raiola: Ineligible Downfield Pas (Declined), Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",3.640,2.980
3,1:14,1,20,NWE 39,18,13,"Jon Kitna pass complete deep left to Josh McCown for 31 yards. Penalty on Josh McCown: Offensive Pass Interfere, 10 yards (no play)",2.980,2.320
3,0:51,1,30,NWE 49,18,13,Jon Kitna pass complete deep right to Mike Furrey for 21 yards (tackle by Artrell Hawkins),2.320,3.240
3,0:31,2,9,NWE 28,18,13,Jon Kitna pass incomplete deep right intended for Roy Williams (defended by Asante Samuel),3.240,2.540
3,0:24,3,9,NWE 28,18,13,Jon Kitna pass complete short left to Kevin Jones for 11 yards (tackle by James Sanders),2.540,4.440
Quarter,Time,Down,ToGo,Location,DET,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 17,18,13,"Penalty on Blaine Saipaia: False Start, 5 yards (no play)",4.440,4.110
4,15:00,1,15,NWE 22,18,13,Jon Kitna pass complete short middle to Roy Williams for 13 yards (tackle by Tedy Bruschi and Tully Banta-Cain),4.110,5.290
4,14:26,2,2,NWE 9,18,13,Kevin Jones left guard for 1 yard (tackle by Artrell Hawkins and Mike Vrabel),5.290,4.800
4,13:55,3,1,NWE 8,18,13,Jon Kitna middle for no gain (tackle by Vince Wilfork and Mike Vrabel),4.800,2.990
4,13:11,,,,18,13,Timeout #3 by Detroit Lions,0.000,2.990
4,13:11,4,1,NWE 8,21,13,Jason Hanson 26 yard field goal good,2.990,3.000
4,,,,DET 30,21,13,"Jason Hanson kicks off 67 yards, returned by Kevin Faulk for 24 yards (tackle by Donte Curry). Penalty on Keith Smith: Unnecessary Roughness, 15 yards",0.000,1.730
4,12:57,1,10,NWE 42,21,13,Tom Brady pass complete short right to Kevin Faulk for 13 yards (tackle by Stanley Wilson),1.730,2.590
4,12:28,1,10,DET 45,21,13,Tom Brady pass complete short middle to Kevin Faulk for 2 yards (tackle by Stanley Wilson),2.590,2.310
4,11:57,2,8,DET 43,21,13,Tom Brady pass complete short middle to Ben Watson for 9 yards (tackle by Keith Smith),2.310,3.310
4,11:34,1,10,DET 34,21,13,Tom Brady pass complete short left to Patrick Pass for 16 yards (tackle by Terrence Holt),3.310,4.370
4,11:02,1,10,DET 18,21,13,Tom Brady pass complete short middle to Kevin Faulk for 8 yards (tackle by Alex Lewis),4.370,5.230
4,10:33,2,2,DET 10,21,13,Tom Brady pass complete short right to Kevin Faulk for 1 yard (tackle by Alex Lewis),5.230,4.740
4,9:55,3,1,DET 9,21,13,Patrick Pass right tackle for 2 yards (tackle by Alex Lewis),4.740,5.600
4,9:20,1,7,DET 7,21,13,Heath Evans middle for 5 yards (tackle by Marcus Bell and Boss Bailey),5.600,5.720
4,8:39,2,2,DET 2,21,19,"Corey Dillon left guard for 2 yards, touchdown",5.720,7.000
4,,,,,21,21,"Two Point Attempt: Tom Brady pass complete to Troy Brown, conversion succeeds",1.000,1.000
4,,,,NWE 30,21,21,"Stephen Gostkowski kicks off 66 yards, returned by Eddie Drummond for 26 yards (tackle by Artrell Hawkins)",0.000,0.940
4,8:30,1,10,DET 30,21,21,Jon Kitna pass complete deep middle to Dan Campbell for 21 yards (tackle by James Sanders and Rashad Baker),0.940,2.320
4,7:56,1,10,NWE 49,21,21,Jon Kitna pass incomplete short left intended for Dan Campbell is intercepted by Mike Vrabel at NWE-40 and returned for 6 yards,2.320,-1.990
4,7:50,1,10,NWE 46,21,21,Tom Brady pass complete short right to Reche Caldwell for 6 yards (tackle by Stanley Wilson),1.990,2.260
4,7:22,2,4,DET 48,21,21,Tom Brady pass complete short right to Reche Caldwell for 9 yards (tackle by Kenoy Kennedy),2.260,2.980
4,6:57,1,10,DET 39,21,21,"Tom Brady pass complete short middle to Ben Watson for 9 yards (tackle by Jon McGraw). Ben Watson fumbles (forced by Jon McGraw), recovered by Terrence Holt at DET-29 (tackle by Doug Gabriel)",2.980,-0.870
4,6:45,1,10,DET 29,21,21,Jon Kitna pass complete deep right to Kevin Jones for 18 yards,0.870,2.060
4,6:03,1,10,DET 47,21,21,"Jon Kitna sacked by Rosevelt Colvin for -7 yards. Jon Kitna fumbles (forced by Rosevelt Colvin), recovered by Mike Wright at DET-32",2.060,-3.450
4,5:57,1,10,DET 32,21,21,Tom Brady pass incomplete short left intended for Reche Caldwell,3.450,2.900
4,5:53,2,10,DET 32,21,21,Tom Brady left tackle for 5 yards (tackle by Alex Lewis),2.900,2.870
4,5:19,3,5,DET 27,21,21,Tom Brady pass complete short right to Reche Caldwell for 6 yards (tackle by Kenoy Kennedy),2.870,4.170
4,4:44,1,10,DET 21,21,21,Tom Brady pass complete short left to Kevin Faulk for 9 yards (tackle by Dre' Bly and Jon McGraw),4.170,5.160
4,4:04,2,1,DET 12,21,21,Tom Brady pass complete short right to Troy Brown for 3 yards (tackle by Dre' Bly and Ernie Sims),5.160,5.140
4,3:20,1,9,DET 9,21,21,Tom Brady pass complete short middle to Troy Brown for 5 yards (tackle by Alex Lewis and Ernie Sims),5.140,5.340
4,2:38,2,4,DET 4,21,27,"Corey Dillon left end for 4 yards, touchdown",5.340,7.000
4,,,,DET 2,21,28,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,21,28,"Stephen Gostkowski kicks off 59 yards, returned by Eddie Drummond for 14 yards (tackle by Pierre Woods)",0.000,0.610
4,2:27,1,10,DET 25,21,28,Jon Kitna sacked by Rosevelt Colvin for -1 yards,0.610,-0.070
4,2:11,2,11,DET 24,21,28,Jon Kitna pass complete short right to Josh McCown for 7 yards (tackle by Tedy Bruschi and James Sanders),-0.070,0.170
4,2:00,3,4,DET 31,21,28,Jon Kitna pass incomplete short right intended for Mike Williams is intercepted by Mike Vrabel at DET-36 and returned for 1 yard,0.170,-3.250
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:51,1,10,DET 35,21,28,Tom Brady kneels for -1 yards,3.250,2.570
4,1:10,2,11,DET 36,21,28,Tom Brady kneels for -1 yards,2.570,1.750
4,0:38,3,12,DET 37,21,28,Tom Brady kneels for -1 yards,1.750,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
