0,1
Game Info,Game Info
Won Toss,Patriots
Roof,outdoors
Surface,fieldturf
Duration,3:15
Attendance,68756
Weather,"44 degrees, relative humidity 42%, wind 7 mph, wind chill 0"
Vegas Line,New England Patriots -13.5
Over/Under,41.5 (over)
